"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"99","2019-10-07 09:21:02-03","UEFS","HUEFS","69551","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Andrade, I.M.","651","2003","01","18",NA,"Brasil","Bahia","Rio de Contas","Campo do Queiroz","-41.946944","-13.520833","1582","1582",NA,"Próximo a área de pastagem do lado esquerdo da trilha subindo para o Pico","HUEFS0069551","HUEFS0069551",NA,NA,NA,"41W56'49''","13S31'15''","Lilianae",NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:21:02-03","UEFS","HUEFS","51359","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Araújo, A.","1216","2000","01","26",NA,"Brasil","Bahia","Lençóis","Morro do Pai Inácio. Lado leste do Morro, em frente da Pousada Pai Inácio.","-41.3899993896484","-12.563099861145",NA,NA,NA,"Campo rupestre.","HUEFS0051359","HUEFS0051359","47385","auto",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"101","2019-10-07 09:21:02-03","UEFS","HUEFS","28469","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","M.Alves","Hind, D.J.N.","PCD4404","1997","11","17",NA,"Brasil","Bahia","Rio de Contas","Fazenda Brumadinho, Morro Brumadinho.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Cerrado e campo rupestre, solo litólico e arenoso.","HUEFS0028469","HUEFS0028469","49773","auto","2000",NA,NA,"Lilianae","02",NA,NA,NA,NA,NA
"102","2019-10-07 09:21:02-03","UEFS","HUEFS","51361","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Araújo, A.","1240","2000","01","28",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Campo Queiroz.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Campo Rupestre.","HUEFS0051361","HUEFS0051361","49773","auto",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"103","2019-09-04 19:29:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,NA,"J. E. B. Warming",NA,"1863","10","24","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA
"104","2020-07-23 12:04:42-03","CEPLAC","CEPEC","119213","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"W. W. Thomas","W. W. Thomas","14466","2005","01","27",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas e acima da pista p/ Campo do Queiroz, 22.2Km de Rio de Contas Rod. p/ Fazs. Brumadinho e Silvina,depois acima da pista.","-41.953056","-13.522778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'11","13S31'22",NA,NA,NA,NA,NA,NA,"30/12/2005"
"105","2020-07-23 12:04:42-03","CEPLAC","CEPEC","46497","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"D. A. Simpson","R. M. Harley","26297","1988","11","26",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente Norte. Área de campos e mata, ao NW do Campo Queiroz.","-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W58'0","13S31'0",NA,NA,NA,NA,NA,NA,"30/12/1995"
"106","2020-07-23 12:04:42-03","CEPLAC","CEPEC","83885","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"A. C. Araujo","A. C. Araújo","1254","2000","01","29",NA,"Brasil","Bahia","RIO DE CONTAS","0,8Km ao N na Rod. p/ Jussiape.","-41.802778","-13.588056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W48'10","13S35'17",NA,NA,NA,NA,NA,NA,"30/12/2000"
"107","2020-07-23 12:04:42-03","CEPLAC","CEPEC","83922","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"A. C. Araujo","A. C. Araújo","1216","2000","01","26",NA,"Brasil","Bahia","LENÇÓIS","A leste do Morro do Pai Inacio, em frente da Pousada Pai Inacio.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2000"
"108","2020-07-23 12:04:42-03","CEPLAC","CEPEC","69143","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"A. C. Araujo","S. Mayo","1219","1995","12","30",NA,"Brasil","Bahia","RIO DE CONTAS","Caminho Rio de Contas/Arapiranga, 1-2Km de Rio de Contas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"109","2020-07-23 12:04:42-03","CEPLAC","CEPEC","84082","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"A. C. Araujo","A. C. Araújo","1240","2000","01","28",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Prox. a afloramento rochoso.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2000"
"110","2020-07-23 12:04:42-03","CEPLAC","CEPEC","96984","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii",NA,"M. Alves","D. J. N. Hind","4404","1996","11","17",NA,"Brasil","Bahia","RIO DE CONTAS","Faz. Brumadinho, Morro Brumadinho.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2000"
"111","2019-05-06 11:55:12-03","UFU","HUFU","34903","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Romero, R.","Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3589","2003","10","23",NA,"Brasil","Minas Gerais","Delfinópolis","Paraíso Perdido, Trilha das cachoeiras, fazenda Zé Antunes.","-46.8539009094238","-20.343900680542",NA,NA,NA,"Plnata ca. de 0,2 m. Brácteas marrom claro estigmas creme.; Campo rupestre.","HUFU00051320","HUFU00051320","41380","auto","2004",NA,NA,NA,"03",NA,NA,NA,NA,NA
"112","2019-05-06 11:55:12-03","UFU","HUFU","10204","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Simpson, D.A.","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","3014","1995","09","28",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para Sacramento, Morro próximo ao Córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Planta, ca. 0,3m. Brácteas brancas com ápice verde e estigmas cremes.; Afloramento rochoso.","HUFU00051357","HUFU00051357","57119","auto","1996",NA,NA,NA,"04",NA,NA,NA,NA,NA
"113","2020-08-20 14:59:18-03","UFSC","FLOR","61034","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Weber, P.","Fonseca, W.O.; Pece, G.A.","32","2012","06","04",NA,"Brasil","Bahia","Palmeiras","Vale do Capão, Parque Nacional da Chamada Diamantina, próximo à Vila de Caeté-açú.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"Bráctea com base verde amarelada","FLOR0061034","FLOR0061034","20767","auto","2017",NA,NA,NA,"06","06",NA,NA,NA,NA
"114","2020-08-07 16:29:55-03","UFMT","UFMT","28198","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20762","1997","10","11",NA,"Brasil","Mato Grosso","Rosário Oeste","Estrada entre Marzagão e Cuiabá, ca. 12 Km SE (em linha reta) de Marzagão. Fazenda Santa Bárbara.","-55.616667","-14.716667",NA,NA,NA,"Erva, brácteas alvas.; Savana arborizada (cerrado) utilizada como pasto natural.",NA,NA,NA,NA,NA,"-55.616667","-14.716667",NA,NA,NA,NA,NA,NA,NA
"115","2018-02-26 18:32:13-03","UFMT","UFMT","244","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Araújo, A.C.","Prance, G.T.; Lleras, E.; Coelho, D.F.","s.n.","1973","10","19",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Road behind Veu de Noiva.","-55.749698638916","-15.460599899292","720","720",NA,"Cerrado.",NA,NA,"107042","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-08 12:51:44-03","UFRGS","ICN","198765","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Silva Filho, PJS","Mello-Silva, R; et al.","1959","2002","11","07","América do Sul","Brasil","MG","Sacramento","Parque Nacional da Serra da Canastra","-47.439998626709","-19.8652992248535",NA,NA,NA,NA,"ICN00035322",NA,"69737","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-08 12:51:44-03","UFRGS","ICN","153673","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Coelho, C","10344","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 1 20°30'22 S 43°37'59 3 W","-43.633056","-20.506111","1275","1275",NA,"Campo graminoso quartzítico. Abundante.","ICN00010280","ICN00010280",NA,NA,NA,"-43.633056","-20.506111",NA,NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:51:44-03","UFRGS","ICN","161006","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10450","2007","12","04","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 3 solo arenoso no afloramento com predomínio de Vellozia comapcta 20°29'7 2 S 43°43'22 7 W","-43.722778","-20.485278","1474","1474",NA,"Comum, dispersa.","ICN00010281","ICN00010281",NA,NA,NA,"-43.722778","-20.485278",NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:51:44-03","UFRGS","ICN","161007","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10489","2007","12","05","América do Sul","Brasil","MG","Ouro Branco","Serra do Ouro Branco área 1 campo graminoso quartzítico 20°30'29 9 S 43°37'47 3 W","-43.629722","-20.508056","1261","1261",NA,"Com fruto.; Comum.","ICN00010279","ICN00010279",NA,NA,NA,"-43.629722","-20.508056",NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:51:44-03","UFRGS","ICN","180991","S","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Silva Filho, PJS","Silva Filho, PJS; et al.","2149","2014","11","04","América do Sul","Brasil","MG","Ouro Preto",NA,"-43.592778","-20.47",NA,NA,NA,NA,"ICN00010282","ICN00010282",NA,NA,"2015","-43.592778","-20.47",NA,"01",NA,NA,NA,NA,NA
"121","2020-11-26 10:00:08-03","IBt","SP","369679","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Nakajima, JN","3589","2003","10","23",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:03:30-03","IBt","SP","9410","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Thomas, W","Loefgren, A","CGG174","1887","09","22",NA,"Brasil","São Paulo","Itapetininga","Chapada Grande.","-48.0499992370605","-23.5900001525879",NA,NA,NA,"Cresce em pequenas áreas em lugares distantes um do outro.","SP009298","SP009298","40712","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
