"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","phylum","continentOcean","class","order","relatedCatalogItem","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","preparationType","fieldNumber","individualCount"
"14","2020-02-18 09:35:33-03","UNICAMP","UEC","93887","S","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Aona, LYS","199521","1995","04","08","Brazil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,NA,"UEC051041","Feres, FR","1997","04","21773","auto","Magnoliopsida",NA,NA,NA,NA,"UEC051041",NA,NA,NA,NA,NA,NA
"15","2021-03-21 19:37:46-03","UFC","EAC","21506","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima-Verde, L.W.","s.n.","1994","11","26","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás, Serra de Baturité.","-38.9233016967773","-4.22499990463257",NA,NA,"Erva aquática, flor branca com centro amarelo.","EAC0021506","Sousa, D.J.L.","2009","08","9622","auto","Dicotyledon","Southern America",NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"16","2021-03-21 19:37:46-03","UFC","EAC","21849","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima-Verde, L.W.","s.n.","1994","12","17","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás, Serra de Baturité.","-38.9233016967773","-4.22499990463257",NA,NA,"Flor branca, erva aquática.","EAC0021849","Moreira, C.B.","1999","05","9622","auto","Dicotyledon","Southern America",NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"17","2021-03-21 19:37:46-03","UFC","EAC","34384","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Matias, L.Q.","379","2003","05","04","Brasil","Ceará","Jati","Fazenda Queimadas","-39.0158004760742","-7.68611001968384",NA,NA,"Flor branca, sépalas roxas.","EAC0034384","Sousa, D.J.L.","2011","05","20905","auto","Dicotyledon","Southern America",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA
"18","2015-09-03 19:02:49-03","MNHN","RECOLNAT_MNHN_P","P02000880","PreservedSpecimen",NA,"Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Claussen",NA,"1842","1","1","Brasil","Rio de Janeiro","Nova Friburgo","Nouvelle Fribourg. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.5311012268066","-22.2819004058838",NA,NA,"Flora Brasiliensis. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02000880' target='other'> <mi>dwc_moreinfo</mi></a>","P02000880","Lima",NA,NA,"33190","auto",NA,NA,NA,NA,NA,"P02000880_01",NA,NA,NA,"hb",NA,NA
"19","2015-09-03 19:02:49-03","MNHN","RECOLNAT_MNHN_P","P02000879","PreservedSpecimen",NA,"Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Claussen",NA,"1842","1","1","Brasil","Rio de Janeiro","Nova Friburgo","Nouvelle Fribourg. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.5311012268066","-22.2819004058838",NA,NA,"Flora Brasiliensis. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02000879' target='other'> <mi>dwc_moreinfo</mi></a>","P02000879","Lima",NA,NA,"33190","auto",NA,NA,NA,NA,NA,"P02000879_01",NA,NA,NA,"hb","6638",NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","1483923","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Jesús M. Idrobo","Idrobo 5511","1964","7","12","Colombia","Cundinamarca","Fusagasugá","Jardín Tocarema.",NA,NA,NA,NA,NA,NA,"J.H. Wiersema",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1680.00000000",NA,NA,NA,NA
"21","2011-11-08 05:06:00-02","MO","MOBOT","1101364","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Ricardo Callejas","Callejas Posada 4898","1987","8","1","Colombia","Antioquia","Turbo","Corregimiento Caracolí, vía Turbo-San Pedro de Urabá, 23 km E-NE de Turbo.",NA,NA,NA,NA,NA,NA,"J.H. Wierzema",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"110.00000000","200.00000000",NA,NA,NA
"22","2013-10-05 06:33:00-03","MO","MOBOT","1845375","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Gerrit Davidse|Ángel C. González|R.A. León","Davidse 18844","1980","6","25","Venezuela","Zulia",NA,"Distrito Colón: 3 km N of the intersection of the Río Oro and the Maracaibo-La Fria Hwy. (Hwy. 6). Small roadside marsh.","-72.66666","9.21666",NA,NA,NA,NA,"J.H. Wiersema",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"50.00000000",NA,NA,"1413",NA
"23","2013-01-03 14:29:00-02","MO","MOBOT","3277951","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Philipp Salzmann","Salzmann s.n.","1827",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"24","2008-05-29 03:34:00-03","MO","MOBOT","3416455","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Passos","Passos 39","1985","1","22","Brazil",NA,NA,"Baroneza do nordeste Mairi - Ba.",NA,NA,NA,NA,NA,NA,"E.D.P.G. de Oliveira",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","3270481","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","E. L. Little Jr.","16620","1955","8","10","Guyana","E. Berbice-Corentyne",NA,"Courantyne, Blocks I & II. 20 mi. SE of New Amsterdam","-57.3","6.05",NA,NA,NA,"US00695676",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Dicotyledonae","Nymphaeales",NA,NA,NA,NA,"3",NA,NA,"1"
"26","2020-09-12 05:00:02-03","US","US","2321123","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","R. Reitz & R. M. Klein","3238","1956","5","1","Brazil","Santa Catarina","Itajaí","Itaipava","-48.6618995666504","-26.9078006744385",NA,NA,NA,"US01341633",NA,NA,NA,"27253","auto",NA,"South America - Neotropics","Dicotyledonae","Nymphaeales",NA,"US01341633_01",NA,"5",NA,NA,NA,"1"
"27","2020-09-12 05:00:02-03","US","US","2321124","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","R. Reitz & R. M. Klein","3238",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US01341632",NA,NA,NA,NA,NA,NA,"South America","Dicotyledonae","Nymphaeales",NA,"US01341632_01",NA,NA,NA,NA,NA,"1"
"28","2019-10-07 09:23:31-03","UEFS","HUEFS","202938","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima, C.T.","562","2012","03","07","Brasil","Pernambuco","Recife","Parque Zoobotânica Dois Irmaos.","-34.881111","-8.053889","34W52'52''","8S3'14''",NA,"HUEFS0202938",NA,NA,NA,NA,NA,"Angiospermae",NA,"Nymphaeanae","Nymphaeales",NA,"HUEFS0202938",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:23:31-03","UEFS","HUEFS","202941","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima, C.T.","565","2012","03","09","Brasil","Pernambuco","Moreno","Reserva ecológica Carnijó, Lagoa Mãe da Lua.","-35.078611","-8.138889","35W4'43''","8S8'20''",NA,"HUEFS0202941",NA,NA,NA,NA,NA,"Angiospermae",NA,"Nymphaeanae","Nymphaeales",NA,"HUEFS0202941",NA,NA,NA,NA,NA,NA
"30","2020-03-13 15:43:49-03","UEFS","HUEFS","255050","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima, C.T.","329","2009","12","13","Brasil","Bahia","Itaberaba","Estrada para Ipirá, a 5 km da cidade, lagoa do lado direito da pista.","-40.226667","-12.488889","40W13'36''","12S29'20''",NA,"HUEFS0255050",NA,NA,NA,NA,NA,"Angiospermae",NA,"Nymphaeanae","Nymphaeales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:23:31-03","UEFS","HUEFS","202908","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima, C.T.","529","2011","07","21","Brasil","Pará","Belém","Parque Zoobotânico Mangal das Garças.","-48.283333","-1.366667","48W17'0''","1S22'0''",NA,"HUEFS0202908",NA,NA,NA,NA,NA,"Angiospermae",NA,"Nymphaeanae","Nymphaeales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-03-13 15:43:49-03","UEFS","HUEFS","255051","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus","L.","Lima, C.T.","545","2012","01","23","Brasil","Ceara","Russas","Rodovia BR 116.","-40.563056","-4.706667","40W33'47''","4S42'24''",NA,"HUEFS0255051",NA,NA,NA,NA,NA,"Angiospermae",NA,"Nymphaeanae","Nymphaeales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-10-02 07:26:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus",NA,"G. Davidse","18844","1980","6","25","Venezuela","Zulia",NA,NA,"-72.1667","10",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"Spermatophyta","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"18844",NA
"34","2020-07-23 12:16:45-03","CEPLAC","CEPEC","138633","PreservedSpecimen","Plantae","Nymphaeaceae","Nymphaea","lotus","Nymphaea lotus",NA,"C.T. Lima","562",NA,NA,NA,"Brasil","Pernambuco","RECIFE",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"<ll>dwc_commonname:</ll>",NA,"C.T. Lima",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
