"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","823449","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Hebanthe","spicata","Hebanthe spicata","Mart.","D. C. Zappi","W. Ganev","406","1992","06","04","South America","Brazil","Bahia","Estrada Abaíra-Piatã, ca. 2 km de Abaíra.","-41.6633","-13.2497","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823449","NY00823449_01","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","3298","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.","Silva, M. S.","Pereira, R.","03","2015","03","31",NA,"Brasil","Piauí","Floriópolis","-41.717","-2.885917",NA,NA,NA,"<ll>dwc_commonname:</ll> Ervanço","HDELTA003298",NA,"Parnaíba",NA,NA,"2017","01","09","41°43'01,20W","02°53'09,30S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","1693","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.","Silva, M. S.","Laurindo, A. C. N.","05","2015","06","22",NA,"Brasil","Piauí","Floriópolis","-41.717528","-2.970056",NA,NA,NA,NA,"HDELTA001693",NA,"Parnaíba",NA,NA,"2017","01","09","41°43'03,10W","02°58'12,20S",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","1642","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.","Silva, A. G.","Silva, A. G.","66","2010","05","26",NA,"Brasil","Piauí","Parelha","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA001642",NA,"Parnaíba","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","5107","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.","Nascimento, F.E.L.","Nascimento, F.E.L.; Lemos, J.R.","16",NA,NA,NA,NA,"Brasil","Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,NA,NA,"HDELTA005107",NA,"Bom Princípio do Piauí","22201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","6171","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.","Araújo, L.S.","Araújo, L.S.; Lemos, J.R.","216","2018","03","03",NA,"Brasil","Piauí","Rua sete cidades","-41.7811012268066","-4.13166999816895",NA,NA,NA,NA,"HDELTA006171",NA,"Brasileira","51782","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","992","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Seub.",NA,"Lima, A.A.","104","2013","03","08",NA,"Brasil","Piauí","Lagoa da Prata","-41.7766990661621","-2.90472006797791",NA,NA,NA,"Erva anfíbia","HDELTA000992",NA,"Parnaíba","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-19 15:43:02-03","UNEB","HUNEB","3029","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Amaranthaceae","Froelichia","lanata","Froelichia lanata","Moq.",NA,"Fonseca, M.R.","46317","2000","02","27",NA,"Brasil","Bahia","Caminho para Pau Ferro.","-42.234722","-9.645556",NA,NA,NA,"Arbustiva-arbórea.","HUNEB0003029",NA,"Remanso",NA,NA,NA,NA,NA,"42W14'5''","9S38'44''","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:43:02-03","UNEB","HUNEB","7282","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Amaranthaceae","Froelichia","lanata","Froelichia lanata","Moench.",NA,"Araújo, S. dos S.","11172","2002","08","15",NA,"Brasil","Bahia","Fazenda Vale Verde","-38.4","-12.166667",NA,NA,NA,NA,"HUNEB0007282",NA,"Alagoinhas",NA,NA,NA,NA,NA,"38W24'0''","12S10'0''","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:43:02-03","UNEB","HUNEB","3884","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Amaranthaceae","Froelichia","lanata","Froelichia lanata","Moq.",NA,"Fonseca, M.R.","1325","2000","03","26",NA,"Brasil","Bahia","Morro II","-40.449722","-9.060556",NA,NA,NA,NA,"HUNEB0003884",NA,"Juazeiro",NA,NA,NA,NA,NA,"40W26'59''","9S3'38''","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:33:14-03","EAO","IAN","108351","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Froelichia","interrupta","Froelichia interrupta","(L.) Moq.",NA,"Oliveira, E","1218","1960","12","16","Southern America","Brasil","Pará","Rio Tocantins, região de São Joaquim de Itaquara, terreno arenoso, praia.",NA,NA,NA,NA,NA,"Arbusto escandente, flores brancas tubulosasa, miúdas, estreladas.","IAN108351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:33:14-03","EAO","IAN","89203","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Froelichia","interrupta","Froelichia interrupta","(L.) Moq.","Mears, JA","Black, GA","18269","1955","06","28","Southern America","Brasil","Ceará",NA,"-39.0153007507324","-4.97138977050781",NA,NA,NA,"Comum.","IAN089203",NA,"Quixadá","41968","auto","1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:14-03","EAO","IAN","82903a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Froelichia","interrupta","Froelichia interrupta","(L.) Moq.",NA,"Black, GA","18269","1955","06","28","Southern America","Brasil","Ceará",NA,"-39.0153007507324","-4.97138977050781",NA,NA,NA,"Comum.","IAN82903a",NA,"Quixadá","41968","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2013-07-03 10:23:58-03","EBDA","BAH","7419","S","Plantae",NA,NA,"Amaranthaceae","Froelichia","lanata","Froelichia lanata","Moq.","Angela Vaz","O. A. Salgado et H. P. Bautista","289","1984","03","23",NA,"Brasil","Bahia","Dist. de Oliveira dos Campinhos, Faz. Lagoa Podre, Br - 156","-38.7119","-12.5467","490","490",NA,"Erva prostrada com 60 cm de comprimento (hemicriptófita), flores paleáceas.",NA,NA,"Santo Amaro","24929","auto","1986","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:08:15-03","UFBA","ALCB","132506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Guedes, ML","Guedes, ML; Lopes, RB; Gama, HC","30437","2018","04","21","Southern America","Brasil","Bahia","Salgadália, Fazenda do Sr. Jackson, Morro do Mocambo.","-39.3","-11.933333",NA,NA,NA,"Folhas membranáceas, discolores, face abaxial com indumentos esbranquiçados. Inflorescência com flores cremes.","ALCB049229","ALCB049229","Conceição do Coité",NA,NA,"2018","05",NA,"-39.3","-11.933333",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:31:36-03","UFBA","ALCB","01075","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Valeriano, A","s/n","1973","04","28","Southern America","Brasil","Bahia","Caatinga de Juazeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 21:31:36-03","UFBA","ALCB","01073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Valeriano, A","s/n","1973","04","15","Southern America","Brasil","Bahia","Lagoa de Abaeté. Itapuã.",NA,NA,NA,NA,NA,"Caule vermelho - arroxeado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 21:31:36-03","UFBA","ALCB","01076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Valeriano, A","s/n","1973","01","06","Southern America","Brasil","Bahia","Lagoa de Abaeté. Itapuã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 21:31:36-03","UFBA","ALCB","01074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Valeriano, A","s/n","1973","04","15","Southern America","Brasil","Bahia","Lagoa de Abaeté. Itapuã.",NA,NA,NA,NA,NA,"Caule verde - arroxeado, apenas próximos aos nós.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:08:15-03","UFBA","ALCB","01072","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","373","1957","03",NA,"Southern America","Brasil","Pernambuco",NA,"-40.5","-9.383333",NA,NA,NA,"Lugares arenosos vizinhos à Cid.",NA,NA,NA,NA,NA,"1998","10",NA,"-40.5","-9.383333",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 21:31:36-03","UFBA","ALCB","01070","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Costa, AL","s/n","1970","02","08","Southern America","Brasil","Bahia",NA,"-40.5","-9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.5","-9.4",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 21:31:36-03","UFBA","ALCB","01069","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","s/n","1973","02","04","Southern America","Brasil","Bahia","Entrocamento da estrada de Jorro com a de Tucano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 21:31:36-03","UFBA","ALCB","01071","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Costa, AL","s/n","1968","02","12","Southern America","Brasil","Bahia","Aeroporto.","-43.416667","-13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.416667","-13.25",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 21:31:36-03","UFBA","ALCB","01077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Alunos da 3ª série","s/n","1959","05","28","Southern America","Brasil","Bahia","Pituba: Dunas de areia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:08:15-03","UFBA","ALCB","01080","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","1037","1962","02","26","Southern America","Brasil","Bahia","Catinga de Joazeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:08:15-03","UFBA","ALCB","01081","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Noblick, LR","1053","1979","03","18","Southern America","Brasil","Bahia","Boca do Rio - Aeroporto.",NA,NA,NA,NA,NA,"Flores rosas claras. Planta ascendente.",NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 21:31:36-03","UFBA","ALCB","032884","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Senna, LR","Woodgyer, EM; Stannard, B; Conceição, AA; Giulietti, AM; Atkins, S","s/n","1996","03","17","Southern America","Brasil","Bahia","Serra Azul.","-42.141389","-11.336111",NA,NA,NA,"Ramos prostrados. Flores amarelas, brácteas verde-claras.; Caatinga com muita jurema e outras plantas espinhosas. Solo pedregoso com blocos de até 60cm de comprimento.",NA,NA,NA,NA,NA,"2005","09",NA,"-42.141389","-11.336111",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:08:15-03","UFBA","ALCB","046317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Fonseca, MR; Guedes, ML; Jesus, NG de; Nascimento, AFS; Passos Júnior, LA","1284","2000","03",NA,"Southern America","Brasil","Bahia","Caminho para Pau Ferro.","-42.247222","-9.645556",NA,NA,NA,"0,50m, tomentosa. Folhas membranáceas, vilosas. Inflorescência terminal, especiforme. flores com tépalas hialianas, estames amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,"-42.247222","-9.645556",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:08:15-03","UFBA","ALCB","09755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Senna, LR","Guedes, ML; Queiroz, LP de","386","1981","05","29","Southern America","Brasil","Bahia","Dunas próximo a Abaeté.",NA,NA,NA,NA,NA,"Com ramos longos e flexuosos com folhas membranáceas discolor, pilosas na face inferior. Flores singelas pardacentas.",NA,NA,NA,NA,NA,"2005","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:08:15-03","UFBA","ALCB","1078","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","s/n","1964","12","24","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Farol de Itapoã","-38.366667","-12.883333",NA,NA,NA,NA,NA,NA,"Salvador",NA,NA,"2008","10",NA,"-38.366667","-12.883333",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 21:31:36-03","UFBA","ALCB","10904","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","s/n","1968","09","22","Southern America","Brasil","Bahia","Dunas do Abaeté.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 21:31:36-03","UFBA","ALCB","15129","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin",NA,"Turma da OCEPLAN","s/n","1976","08","29","Southern America","Brasil","Bahia","Material de Dunas. Itapoan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 21:31:36-03","UFBA","ALCB","15908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Equipe de Ecologia","s/n","1976","09","13","Southern America","Brasil","Bahia","Dunas da Boca do Rio.",NA,NA,NA,NA,NA,"Habito variado. Encontrado em pouca quantidade na parte superior do transecto.",NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 21:31:36-03","UFBA","ALCB","19277","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Marchioretto, MS","Costa, AL","s/n","1969","11","30","Southern America","Brasil","Bahia","Dunas de Itapoã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:08:15-03","UFBA","ALCB","47926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Senna, LR","Fonseca, MR; Jesus, NG de; Cavalcanti, G; Silva, IH; Saar, E; Guedes, ML","1353","2000","03","28","Southern America","Brasil","Bahia","Serra do Mulato.","-40.691667","-9.746667",NA,NA,NA,"0,80m, folhas cartáceas, discolores, face abaxial brilhante. Inflorescência terminal, especiforme; brácteas e tépalas paleáceas e hialinas.; Solo litólico.",NA,NA,NA,NA,NA,"2005","09",NA,"-40.691667","-9.746667",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:08:15-03","UFBA","ALCB","55977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Guedes, ML","Loureiro, DM; Santana, DL; Guedes, ML","332","2001","11","02","Southern America","Brasil","Bahia","Sudoeste, Bairro Suíça","-40.083333","-13.85",NA,NA,NA,"1,0m. Folhas membranáceas, discolores, face abaxial com tomentos alvos. Inflorescência com tépalas esverdeadas. Ocasional.; arbustiva, indivíduos com ca. 2,0 m de altura.",NA,NA,"Jequié",NA,NA,"2001","12",NA,"-40.083333","-13.85",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:08:15-03","UFBA","ALCB","57973","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Guedes, ML","Rodarte, ATA; Alunos do Mestrado IB/UFBA","s/n","1999","06","14","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Dunas do Abaeté","-38.35","-12.933333",NA,NA,NA,"com tomentos lanuginosos. Inflorescência terminal. Flores com tépalas paleáceas.",NA,NA,"Salvador",NA,NA,"2002","08",NA,"-38.35","-12.933333",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:08:15-03","UFBA","ALCB","65850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Rafin","Senna, LR","Guedes, ML; Alunos de Botânica III; Alunos de Botânica III","11032","2004","04","03","Southern America","Brasil","Bahia","Piemonte da Diamantina, Lages","-41.15","-11.55",NA,NA,NA,"prostrado. Folhas membranáceas, vilosas. Inflorescência creme.; arbustiva-arbórea",NA,NA,"Morro do Chapéu",NA,NA,"2008","11","10","-41.15","-11.55",NA,NA,NA,NA,NA,NA,NA,NA
