"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"11","2020-02-08 09:55:27-03","NBC","NL-BOTANY","U.1367688","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Mascagnia","poeppigiana","Mascagnia poeppigiana","(A.Juss.) W.R.Anderson",NA,"Clarke HD; Williams (Guyana) R; Perry C",NA,"1999","09","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1367688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1367688","NL-U1367688","12","-59.233333","1.55",NA,NA,NA,"Anderson WR",NA,NA,NA,"-59.233333","1.55",NA,NA,"Magnoliopsidae","U 0086125",NA,NA,NA
"12","2020-02-08 09:55:44-03","NBC","NL-BOTANY","L.2167778","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana glandulifera","Nied.",NA,"Ule EHG",NA,"1911","05","Southern America","Brazil",NA,"Bl. gelb bisrot, Kletterstr. Serinojoel* Auristella. Rio Acre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2167778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2167778","NL-L2167778","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"glandulifera",NA,NA
"13","2020-02-08 09:55:44-03","NBC","NL-BOTANY","U.1369670","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Tetrapterys","poeppigiana","Tetrapterys poeppigiana glandulifera","Nied.",NA,"Ule EHG",NA,"1911","05","Southern America","Brazil",NA,"Bl. gelb bisrot, Kletterstr. Serinojoel* Auristella. Rio Acre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1369670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1369670","NL-U1369670","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"glandulifera",NA,NA
"14","2020-11-04 11:12:42-03","ESALQ","ESA","28853","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana",NA,NA,"Ivanauskas, N.M.","651.0","1995","12",NA,"Brasil","São Paulo",NA,NA,NA,"ESA028853","ESA028853","18","-47.8800010681152","-24.7099990844727",NA,NA,"Pariquera-Açu","Almeida, R.F.","17990","auto","2013",NA,NA,"06","19",NA,NA,NA,NA,NA
"15","2020-11-04 11:12:42-03","ESALQ","ESA","53799","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Lucas, E.J. et al.","799.0","2006","11",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA053799","ESA053799","29","-40.6002998352051","-19.9356002807617",NA,NA,"Santa Teresa","Mamede, M.C.H.","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:42-03","ESALQ","ESA","105272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Paciencia, M.B.","2457.0","2006","04",NA,"Brasil","Espírito Santo",NA,NA,NA,"ESA105272","ESA105272_1 ESA105272_2","11","-40.0722007751465","-19.3910999298096",NA,NA,"Linhares","Almeida, R.F.","48094","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:42-03","ESALQ","ESA","53610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Lucas, E.J. et al.","610.0","2006","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA053610","ESA053610","21","-42.9655990600586","-22.4122009277344",NA,NA,"Teresópolis","Mamede, M.C.H.","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:17:40-03","UNICAMP","UEC","80832","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Leitão Filho, HF; Maltez, HM","32578","1994","12",NA,"Brazil","São Paulo","Ilha Anchieta. Trilha Praia do Leste.",NA,"Fruto, Liana. Frutos.","UEC051746",NA,"13","-45.0699996948242","-23.4300003051758",NA,NA,"Ubatuba","Almeida, RF","34265","auto","2013",NA,NA,"06",NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:17:40-03","UNICAMP","UEC","38394","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Sazima, M","18773","1986","12",NA,"Brazil","São Paulo","Reserva do IAC.",NA,"Flor, Trepadeira só flores. Flores amarelas com glândula no cálice, em beira do mato.","UEC051745",NA,"12","-45.0699996948242","-23.4300003051758",NA,NA,"Ubatuba","Almeida, RF","34265","auto","2013",NA,NA,"06",NA,NA,NA,NA,NA,NA
"20","2021-02-23 17:06:13-03","UFES","VIES","49044","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Lieven, L.J.; Silva, H.L. da.","152","2018","11",NA,"Brasil","Espírito Santo","Valsugana Velha, Mata da Chave Inglesa.",NA,NA,"VIES049044",NA,"15","-40.5925","-19.971389",NA,NA,"Santa Teresa","Barros P.H.D.",NA,NA,"2019","40º35'33''W","19º58'17''S","12","20",NA,NA,NA,NA,NA
"21","2020-04-27 16:10:21-03","UFES","VIES","33377","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Zorzanelli, J.P.F.; Bacci, L.","884","2013","11",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES033377","VIES033377","30","-41.5358009338379","-20.3458003997803","1191","1191","Iúna","P.H.D. Barros","32198","auto","2019",NA,NA,"06","03",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:21-03","UFES","VIES","32464","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Cardoso, W.C.","252","2013","02",NA,"Brasil","Espírito Santo","APA Mestre Álvaro.",NA,NA,"VIES032464","VIES032464 VIES032464_1","24","-40.3078002929688","-20.1285991668701",NA,NA,"Serra","Barros, P.H.D.","16451","auto","2014",NA,NA,"02","27",NA,NA,NA,NA,NA
"23","2020-12-21 16:32:51-03","MBM","MBM","392927","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R.Anderson",NA,"Amorim, A.M.A.","7152","2008","02","Southern America","Brazil","Espírito Santo",NA,NA,NA,"MBM392927","MBM392927","18","-20.3025","-40.481944",NA,NA,"Cariacica","Almeida, R.F.",NA,NA,"2012","-20.3025","-40.481944","11",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:51-03","MBM","MBM","397059","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R.Anderson",NA,"Lombardi, J.A.; Temponi, L.G.; Salino, A.; Saka, M.N.; Rocha, L.C.F.; Temponi, L.G.; Salino, A.; Saka, M.N.; Rocha, L.C.F.","9600","2010","10","Southern America","Brazil","Rio de Janeiro","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé.",NA,"Liana, folhas cartáceas, verde acinzentadas na face abaxial, glândulas laranja, pétalas amarelas, filetes e estiletes amarelos, anteras laranja.; Mata atlântica.","MBM397059","MBM397059","28","-42.500917","-22.39325",NA,NA,"Nova Friburgo","Almeida, R.F.",NA,NA,"2013","-42.500917","-22.39325","06",NA,NA,NA,NA,NA,NA
"25","2015-09-21 11:33:04-03","MNHN","RECOLNAT_MNHN_P","P00671842","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","poeppigiana","Hiraea poeppigiana","A.Juss.","isosyntype","Martius",NA,"1836",NA,NA,"Brésil",NA,"P. Rio Negro in sylvis Itapucensibus","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00671842' target='other'> <mi>dwc_moreinfo</mi></a>","P00671842","P00671842_01",NA,NA,NA,NA,NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-11-07 01:51:55-02","MNHN","RECOLNAT_MNHN_P","P02429210","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Poeppig, E.F.",NA,"1868",NA,NA,"Brésil",NA,"Sine loc.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429210' target='other'> <mi>dwc_moreinfo</mi></a>","P02429210","P02429210_01",NA,NA,NA,NA,NA,NA,"de Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2799",NA
"27","2015-09-29 04:58:42-03","MNHN","RECOLNAT_MNHN_P","P00689779","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Poeppig, E.F.",NA,NA,NA,NA,"Brésil",NA,"Flor. amazon. Ega","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689779' target='other'> <mi>dwc_moreinfo</mi></a>","P00689779","P00689779_01",NA,NA,NA,NA,NA,NA,"de Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2799",NA
"28","2020-10-01 14:22:43-03","JBB","HEPH","34867","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Cezare, CHG; Machado Neto, A","241","2007","10","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,"22","-47.935278","-16.783333","740","740","Luziânia","Almeida, RF",NA,NA,"2014","-47.935278","-16.783333","01",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:37:40-03","UFMG","BHCB","170834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R. Anderson",NA,"Lombardi, JA; Temponi, LG; Salino, A; Saka, MN; Rocha, LCF","9600","2012","10","Southern America","Brasil","Rio de Janeiro","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé.",NA,"Liana, folhas cartáceas, verde acinzentadas na face abaxial, glândulas laranja, pétalas amarelas, filetes e estiletes amarelos, anteras laranja.; Mata atlântica.","BHCB015528",NA,"28","-42.500833","-22.393056","915","998","Nova Friburgo",NA,NA,NA,"2013","-42.500833","-22.393056","06",NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:19:29-03","UFPR","UPCB","71162","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Amorim, A.M.","7152","2008","02",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,"Liana na orla da mata. Frutos verdes. Material prensado em álcool..",NA,NA,"16",NA,NA,"500","500","Cariacica","Almeida, R.F.",NA,NA,"2012","9999","9999","05",NA,NA,NA,NA,NA,NA
"31","2015-09-11 13:34:00-03","MO","MOBOT","100861040","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson","Holotype","C.W.H. Mosen","Mosén 3353",NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"-46.3300018310547","-23.9599990844727",NA,NA,"Santos",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2014-01-27 14:36:00-02","MO","MOBOT","100148715","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"Jorge Pérez|Maricela Sosa","Pérez JPB-813","1993","2","South America","Venezuela","Amazonas","Dpto. Atabapo, Rio Cunucunuma, Raudal Picure, Bosque.",NA,NA,NA,NA,"14","-65.8111111","3.7277778","150.00000000",NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2012-04-13 05:14:00-03","MO","MOBOT","100148716","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"Maricela Sosa","Sosa 813","1993","2","South America","Brazil","Amazonas","Dpto. Atabapo, Rio Cunucunuma, Raudal Picure, Bosque.",NA,NA,NA,NA,"14",NA,NA,"150.00000000",NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"34","2012-12-21 16:33:00-02","MO","MOBOT","100553130","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"G. Gonzáles","Gonzales 100",NA,NA,"South America","Bolivia","Pando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2015-09-11 13:30:00-03","MO","MOBOT","100861039","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson","Lectotype","Eduard F. Poeppig","Poeppig 2799",NA,NA,"South America","Brazil","Amazonas","Prov. Rio Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2020-03-07 04:38:00-03","MO","MOBOT","100861041","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson","Holotype","H. García Barriga","Garcia Barriga 14089",NA,NA,"South America","Colombia","Amazonas","Soratama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-01-25 04:33:00-03","MO","MOBOT","2860501","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"Franciso Delascio C.|Francico Guánchez M.","Delascio Chitty 10942","1981","10","South America","Venezuela","Amazonas","Departamento Atabapo. Salto Yureba, Caño Yureba; Bajo Ventuari W (según imágenes de radar del Territorio).",NA,NA,NA,NA,"24","-66.0166667","4.05","120.00000000","150.00000000",NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2014-01-27 14:35:00-02","MO","MOBOT","100148720","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A. Juss.) W.R. Anderson",NA,"Jorge Pérez|Maricela Sosa","Pérez JPB-269","1992","6","South America","Brazil","Amazonas","Dpto. Atabapo, Rio Cunucunuma, Raudal Picure.",NA,NA,NA,NA,"25","-65.8111111","3.7277778","150.00000000",NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2021-01-10 20:45:57-03","INPA","INPA","245527","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Cezare, CHG","241","2007","10","Southern America","Brasil","Goiás","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório",NA,NA,"INPA0245527","INPA0245527 INPA0245527_e INPA0245527_nd1","22","-47.9353","-16.7833","740","740","Luziânia","Almeida, RF de",NA,NA,"2014","-47.9353","-16.7833","02","04",NA,NA,NA,NA,NA
"40","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","11294",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; et al","158","1999","10",NA,"Brasil","Espírito Santo","Santo Antônio, terreno do Boza",NA,"Trepadeira a altura de 9m, eixo floral verde, botões florais e flores amarelas, folha lado inferior prateado, superior verde.","MBML011294","MBML011294","26","-40.591667","-19.909167",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W35'30","19S54'33",NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","11540",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; et al","602","2000","01",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira sobre árvores, altura 6m, botões florais, flores sépalas cor verde, pétala cor amarelo, enteras brancas. Folha face dorsal dourada, face ventral cor verde. Subida da trilha do sagui.","MBML011540","MBML011540","25","-40.530278","-19.971389",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","11556",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; et al","614","2000","01",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira sobre arvoreto 4m de altura, fruto cor verde. Próximo a ponte.","MBML011556","MBML011556","27","-40.530278","-19.971389",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","11650",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; et al","306","1999","12",NA,"Brasil","Espírito Santo","Mata Fria",NA,"Trepadeira, botoes florais, folhas bicolor, face inferior prateada, face superior verde esculo. Terreno rochoso.","MBML011650","MBML011650","09","-40.683333","-19.931111",NA,NA,"Santa Teresa","W.R. Anderson/2010",NA,NA,NA,"40W41'0","19S55'52",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-25 17:20:35-03","MBML","MBML-HERBARIO","13796",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"V. Demuner; et al","1443","2000","10",NA,"Brasil","Espírito Santo","Santo Antônio",NA,"Trepadeira sobre arbustos, botões florais, flores amarelas, frutos jovens de cor verde, folha face abaxial de cor dourada. Borda de mata.","MBML013796","MBML013796","24","-40.589167","-19.922222",NA,NA,"Santa Teresa","in dupl., W.R. Anderson/2010",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","14801",NA,"Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"L. Kollmann","3573","2001","02",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira no sol. Flores amarelas.","MBML014801","MBML014801","23","-40.530278","-19.971389",NA,NA,"Santa Teresa","R.F. Almeida/IX-2012",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
