"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"144","2019-11-21 10:09:05-03","IBt","SP","470865","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Kollmann, L; Bausen, E","1361","1998","12",NA,"Brasil","Espírito Santo","Reserva Biológica da Caixa d'Água. Trilha do Caravagem",NA,NA,NA,NA,"29","-40.6002998352051","-19.9356002807617","750","750","Santa Teresa","Almeida, RF","23813","auto","2012",NA,NA,"09",NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:09:05-03","IBt","SP","468718","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Hoffmann, WA","222","1984","10",NA,"Brasil","Espírito Santo","Rio Saltinho",NA,NA,NA,NA,"29","-40.6002998352051","-19.9356002807617","400","400","Santa Teresa","Almeida, RF","23813","auto","2012",NA,NA,"09",NA,NA,NA,NA,NA,NA
"146","2019-11-21 10:09:05-03","IBt","SP","470868","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Demuner, V; Bausen, E; Pizziolo, W","1443","2009","10",NA,"Brasil","Espírito Santo","Santo Antonio",NA,NA,NA,NA,"14","-40.6002998352051","-19.9356002807617",NA,NA,"Santa Teresa","Almeida, RF","23813","auto","2012",NA,NA,"09",NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:09:05-03","IBt","SP","363688","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Mello Barreto","10912","1940","11",NA,"Brasil","Minas Gerais","Fazenda dos Italianos",NA,NA,"SP022135",NA,"21","-46.5614013671875","-21.7877998352051",NA,NA,"Poços de Caldas","Almeida, RF","23696","auto","2012",NA,NA,"03",NA,NA,NA,NA,NA,NA
"148","2019-11-21 10:09:05-03","IBt","SP","468559","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Fonseca, RS","317","2009","12",NA,"Brasil","Minas Gerais","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso",NA,NA,NA,NA,"13","-42.8819007873535","-20.7539005279541",NA,NA,"Viçosa","Mamede, MCH","13937","auto","2014",NA,NA,"10",NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:09:05-03","IBt","SP","471973","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Hashimoto, G","9101","1975","10",NA,"Brasil","Paraná","Sete Quedas",NA,NA,NA,NA,"22","-54.2557983398438","-24.0799999237061",NA,NA,"Guaíra","Mamede, MCH","33984","auto","2015",NA,NA,"02",NA,NA,NA,NA,NA,NA
"150","2019-11-21 10:09:05-03","IBt","SP","386902","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Silva Neto, SJ; et al.","1615","2002","01",NA,"Brasil","Rio de Janeiro","Estrada do Ouro, após as três voltas",NA,NA,"SP020294","SP020294","16","-43.451099395752","-22.7591991424561",NA,NA,"Nova Iguaçu","Mamede, MCH","25743","auto","2007",NA,NA,"03",NA,NA,NA,NA,NA,NA
"151","2020-10-22 10:13:09-03","IBt","SP","471967","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Marquete, R","1343","1993","12",NA,"Brasil","Rio de Janeiro","APA Cairuçu, Laranjeiras, Faz. Santa Maria, caminho para o Saco de Mamanguá",NA,NA,NA,NA,"07","-44.7131004333496","-23.2178001403809",NA,NA,"Parati","Mamede, MCH","34470","auto","2015",NA,NA,"02",NA,NA,NA,NA,NA,NA
"152","2021-01-07 09:34:03-03","IBt","SP","489167","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Pellegrini, MOO; et al.","490","2016","02",NA,"Brasil","Rio de Janeiro","APA da Região Serrana de Petrópolis. Moinho Preto, entrada da trilha para a Pedra do Retiro",NA,NA,NA,NA,"21","-43.1786003112793","-22.5049991607666",NA,NA,"Petrópolis","Almeida, RF","36524","auto","2016",NA,NA,"02","21",NA,NA,NA,NA,NA
"153","2019-11-21 10:09:05-03","IBt","SP","398025","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Luchiari, C; et al.","555","1994","11",NA,"Brasil","Rio de Janeiro","Reserva Biológica de Poço das Antas, Est. Juturnaiba, esquerda Km 3",NA,NA,"SP020292","SP020292","17","-42.3917007446289","-22.6508007049561",NA,NA,"Silva Jardim","Mamede, MCH","29995","auto","2007",NA,NA,"09",NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:09:05-03","IBt","SP","374281","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Martins, SE; Magenta, MAG","575","1999","11",NA,"Brasil","São Paulo","Guaratuba. Fazenda Três marias, estrada da captação",NA,NA,NA,NA,"04","-46.138599395752","-23.8544006347656",NA,NA,"Bertioga","Mamede, MCH","37616","auto","2014",NA,NA,"06",NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:09:05-03","IBt","SP","12119","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Luederwaldt, H","s.n.","1907","12",NA,"Brasil","São Paulo","Estação Raiz da Serra",NA,NA,"SP020256",NA,"30","-46.4199981689453","-23.8899993896484",NA,NA,"Cubatão","Mamede, MCH","15123","auto","2006",NA,NA,"09","29",NA,NA,NA,NA,NA
"156","2019-11-21 10:09:05-03","IBt","SP","350077","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Rapini, A; Fiaschi, P; Eleutério, AA","892","2000","11",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Cubatão, entre trilha da Bica e trilha do rio Passariúva",NA,NA,"SP020252",NA,"11","-46.4199981689453","-23.8899993896484",NA,NA,"Cubatão","Mamede, MCH","15123","auto","2006",NA,NA,"09","29",NA,NA,NA,NA,NA
"157","2019-11-21 10:09:05-03","IBt","SP","277174","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Cordeiro, I; Mamede, MCH; Nicolau, SA; Anunciação, EA; Jardim, JG","1465","1994","12",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins",NA,NA,"SP020254","SP020254","06","-47.5499992370605","-24.7000007629395",NA,NA,"Iguape","Mamede, MCH","55628","auto","2006",NA,NA,"09","29",NA,NA,NA,NA,NA
"158","2019-11-21 10:09:05-03","IBt","SP","275124","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Melo, MMRF; Cordeiro, I; Jardim, JG; Barros, M","1023","1994","11",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins",NA,NA,"SP020253",NA,"19","-47.5499992370605","-24.7000007629395",NA,NA,"Iguape","Mamede, MCH","55628","auto","2006",NA,NA,"09","29",NA,NA,NA,NA,NA
"159","2019-11-21 10:09:05-03","IBt","SP","470861","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Garcia, RJF; Schionato, R","3259","2007","12",NA,"Brasil","São Paulo","Área da Santa Casa de Misericórdia de Santos. Trilha 3 (da figueira)",NA,NA,NA,NA,"05","-46.3300018310547","-23.9599990844727",NA,NA,"Santos","Mamede, MCH","26836","auto","2007",NA,NA,"12",NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:09:05-03","IBt","SP","44105","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson",NA,"Smith, C","s.n.","1939","11",NA,"Brasil","São Paulo","Estação Experimental Ubatuba",NA,NA,"SP020255",NA,"01","-45.0699996948242","-23.4300003051758",NA,NA,"Ubatuba","Mamede, MCH","34265","auto","2006",NA,NA,"09","29",NA,NA,NA,NA,NA
