"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-30 12:39:02-03","EAO","IAN","063445","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pires, JM","2890","1951","01","16","Southern America","Brasil","Minas Gerais",NA,"Lagoa Santa.",NA,NA,NA,NA,"IAN063445","IAN063445 IAN063445_e","Martins, MV",NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:39:02-03","EAO","IAN","31944","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Baldwin Jr., JT","3270","1944","02","11","Southern America","Brasil","Amazonas",NA,"Patuá, Rio Negro.",NA,NA,NA,NA,"IAN031944","IAN031944 IAN031944_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:39:02-03","EAO","IAN","137220","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Belém, RP; Pinheiro, RS","3268","1967","02","03","Southern America","Brasil","Bahia","Belmonte","Mata costeira.","-38.8828010559082","-15.8631000518799",NA,"Árvore de 15 m x 20 cm de diâm.; frutos verdes.","IAN137220",NA,"Marinho, LC",NA,NA,"71281","auto","2015","04","27",NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:39:02-03","EAO","IAN","14761","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Magalhães, MG","1327","1942","01","11","Southern America","Brasil","Minas Gerais","Ouro Preto","Capoeirinha, Sacramenta.","-43.5080986022949","-20.2875003814697",NA,"Flores alvas listadas de castanho. Arbusto de 2m de altura.","IAN014761",NA,"Shimizu, GH; Martins, MV",NA,NA,"44599","auto","2018","09","20",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:17:41-03","UFBA","ALCB","025137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML","3080","1994","05","15","Southern America","Brasil","Bahia","Barrolândia","Fazenda Liberdade",NA,NA,NA,"ca. 5 m de altura. Látex amarelo. Folhas discolores com face abaxial ferrugínea. Frutos imaturos.","ALCB038992",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:17:41-03","UFBA","ALCB","025803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML","s/n","1993","08","14","Southern America","Brasil","Bahia","Cairu","Baixo Sul","-39.033333","-13.483333",NA,"Ca. 3 m de altura. Folhas discolores com a face abaxial ferrugínea.","ALCB038990",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,"-39.033333","-13.483333",NA,NA,NA,NA
"17","2019-10-09 11:17:41-03","UFBA","ALCB","031365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML; Batista, MA","5301","1997","10","04","Southern America","Brasil","Bahia","Porto Seguro","Trancoso","-39.133333","-16.383333",NA,"Ca. 4 m de altura. Folhas cartáceas, com face abaxial ferrugínea.; Areno-argiloso.","ALCB038984",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"-39.133333","-16.383333",NA,NA,NA,NA
"18","2019-10-09 11:17:41-03","UFBA","ALCB","031397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Fonseca, MR","935","1997","10","19","Southern America","Brasil","Bahia","Prado","Extremo Sul, Borda da Mata Angélica","-39.233333","-17.233333",NA,"ca. 4,5 m de altura. Látex avermelhado. Folhas discolores, face abaxial ferrugínea. Flores marrom-avermelhadas.; Tabuleiros arenosos.","ALCB038983",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"-39.233333","-17.233333",NA,NA,NA,NA
"19","2019-10-09 11:17:41-03","UFBA","ALCB","043835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML; Cabral, L; Oliveira, H","6728","1996","04","03","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Caminho para a Estação Veracruz Florestal","-39.016667","-16.266667",NA,"de ca. 6 m. de altura, látex de cor alaranjado. Folhas cartáceas ferrugíneas. frutos imaturos.","ALCB038985",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA
"20","2019-10-09 11:17:41-03","UFBA","ALCB","049750","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Pacheco, LM","60","2001","11","17","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Estação Veracruz","-39.016667","-16.266667",NA,"6,0 m. Folhas cartáceas, discolores, face abaxial, ferrugínea. Flores em botão.; Estádio secundário de desenvolvimento, borda da mata.","ALCB038986",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA
"21","2021-02-08 21:32:23-03","UFBA","ALCB","115889","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","s.col.","PHs/n","1973","01","02","Southern America","Brasil","Bahia","Amado Bahia",NA,NA,NA,NA,NA,"ALCB012677","ALCB012677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:17:41-03","UFBA","ALCB","17792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Araújo, SC","35","1983","05","26","Southern America","Brasil","Amazonas",NA,"Estrada Mao/Itac. Km 69",NA,NA,NA,"Ca. 8 m de altura. Cálice persistente de cor ferruginosa. Comum no local.; Terra firme, solo argiloso.","ALCB038991",NA,"Araujo, SC",NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:17:41-03","UFBA","ALCB","32372","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML; Fonseca, MR","5491","1997","11","29","Southern America","Brasil","Bahia","Prado","Extremo Sul","-39.183333","-17.266667",NA,"Ca. 5 m de altura. Látex avermelhado. Folhas simples, ferrugíneas. Flores com cálice ferruginoso, pétalas esverdeadas. Fruto imaturo ferrugíneo.; Subtrato areno-argiloso.","ALCB038993",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,"-39.183333","-17.266667",NA,NA,NA,NA
"24","2019-10-09 11:17:41-03","UFBA","ALCB","61194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML; Xavier, AB; Anjos, BA dos","9996","2003","02","10","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, RPPN Veracel","-39.016667","-16.266667",NA,"de ca. 5 m. Folhas coriáceas, discolores, com a face abaxial ferruginea. Inflorescência terminal, cálice ferrugíneo. Flores com pétalas esverdeadas. Frutos imaturos verdes.","ALCB038987",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA
"25","2019-10-09 11:17:41-03","UFBA","ALCB","93871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt.","Guedes, ML; Alunos de Botânica Econômica","16907","2009","11","23","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul","-39.016667","-16.266667",NA,"Folhas cartáceas, discolores, ferrugíneas. Inflorescência com botões ferrugíneos, pétalas esverdeadas.","ALCB038982",NA,"Marinho, LC",NA,NA,NA,NA,"2014",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA
"26","2020-11-04 11:11:18-03","ESALQ","ESA","105105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana",NA,"Paciencia, M.B.","2352.0","2006","04","07",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105105","ESA105105",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:11:18-03","ESALQ","ESA","105019","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana",NA,"Rando, J.G.","151.0","2006","04","04",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105019","ESA105019","Bittrich, V.",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:11:18-03","ESALQ","ESA","130009","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Mart.","Colletta, G.D.; Flores, T.B.; Duarte, M.M.; Ferrari, A.C.","1764.0","2011","04","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Vale, área do projeto de restauração, projeto 148","-40.0722007751465","-19.3910999298096",NA,"Arbusto escandente","ESA130009","ESA130009","Siqueira, G.",NA,NA,"48094","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:11:18-03","ESALQ","ESA","104985","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana",NA,"Pinho-Ferreira, M.A.M.","607.0","2006","04","08",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104985","ESA104985",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:11:18-03","ESALQ","ESA","114941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana",NA,"Morokawa, R.","311.0","2011","04","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114941","ESA114941",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:11:18-03","ESALQ","ESA","16064","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Macedo, J.C.","2922.0","1990","01","01",NA,"Brasil","São Paulo","Birigui",NA,"-50.3400001525879","-21.2800006866455",NA,NA,"ESA016064","ESA016064","Bittrich, V.",NA,NA,"24456","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:11:18-03","ESALQ","ESA","123227","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Vismia","martiana","Vismia martiana",NA,"Braga, J.M.A.","1856.0","1995","01","25",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Juturnaiba.","-42.3917007446289","-22.6508007049561",NA,NA,"ESA123227",NA,"Vieira, C.M.","10","10","29995","auto","1995","10","24",NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:27:02-03","MN","R","7511","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Vismia","martiana","Vismia martiana","Reichardt","Glaziou, A.F.M.","12463","1880","12","27",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007511","R000007511_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:02:21-03","JBP","HPL","6955","S","Plantae",NA,NA,"Hypericaceae","Vismia","cf. martiana","Vismia cf. martiana",NA,"R. Tsuji, H. lorenzi, et al.","1532","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,"R. Tsuji, H. lorenzi, et al.",NA,NA,"33715","auto","2007","01","25",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:33:40-03","IAP","PACA-AGP","100192","PreservedSpecimen","Plantae","Magnoliophyta","Theales","Guttiferae","Vismia","aff. martiana","Vismia aff. martiana","Reichardt.","L. Sylvestre","1005","1994","04","22",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, estr. p/ Juturnaíba, km 3, a partir da porteira da ReBio.","-42.3917007446289","-22.6508007049561",NA,"Jardim Botânico do Rio de Janeiro - RB 311219. &nf;Arvoreta com ca. se 3 m, folhas discolores. Flores com cálice pardacento, corola alva com fímbrias marrons.","PACA100192",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"36","2019-08-27 13:26:15-03","IAP","PACA-AGP","103424","PreservedSpecimen","Plantae","Magnoliophyta","Gleicheniales","Clusiaceae","Aff. Vismia","martiana","Aff. Vismia martiana","Reich.","C. Luchiari","275","1994","02","08",NA,"Brasil","RJ","Silva Jardim","reserva Biológica de Poço das Antas, estr. Juturnaíba, esquerda - km 7.","-42.25","-22.5",NA,"Arbusto ca. 2,5 m, heliófita, folha discolor, face superior verde opaco escuro, fece inferior verde clara, com pêlos curtos ferrugíneos, ramos ferrugíneos próx. Da infloresceência, cálice ferrugíneo, corola amarelo claro com linhas vi","PACA103424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42°15'00W","22°30'00S","Liliatae",NA,NA,NA
"37","2020-12-20 21:17:58-03","UFV","VIC","30999","PreservedSpecimen","Plantae",NA,NA,"Guttiferaceae","Vismia","martiana","Vismia martiana","Reichardt","Teixeira, R.N.C.; et al.","52","2004","12","15",NA,"Brasil","Espirito Santo","Santa Maria de Jequitibá.","Fragmento florestal a 5 km do municipio",NA,NA,NA,"Árvore de 12 m, látex alaranjado. Em interior e borda de mata.","VIC030999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:17:58-03","UFV","VIC","1513A","PreservedSpecimen","Plantae",NA,NA,"Guttiferaceae","Vismia","martiana","Vismia martiana","Reichardt","Kulhmann.;","s.n.","1934","02","06",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC01513A",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:17:58-03","UFV","VIC","40435","PreservedSpecimen","Plantae",NA,NA,"Guttiferaceae","Vismia","martiana","Vismia martiana","Reichardt","Simão, M.R.V.C.","414","2012","12","06",NA,"Brasil","Minas Gerais","Viçosa","Mata do Paraiso, Estação de Pesquisa, treinamento e Educação Ambiental da Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,"VIC040435",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:17:58-03","UFV","VIC","14181","PreservedSpecimen","Plantae",NA,NA,"Guttiferaceae","Vismia","martiana","Vismia martiana","Reichardt","Silva.; A.F.","s.n.","1994","12",NA,NA,"Brasil","Minas Gerais","Viçosa","Sítio Palmital, Proprietário Gilmar Edilberto Valente.","-42.8819007873535","-20.7539005279541",NA,"Planta de ca. 3 m, coletada em borda de mata secundária..","VIC014181",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:17:58-03","UFV","VIC","22586","PreservedSpecimen","Plantae",NA,NA,"Guttiferaceae","Vismia","martiana","Vismia martiana","Reichardt","Bortoluzzi, R.L.C.; et al.","287","1998","10","28",NA,"Brasil","Minas Gerais","Marliéria","Trilha de acesso a lagoa do Aníbal","-42.7322006225586","-19.7122001647949",NA,"Árvore de ca 6 m, infloresncência de botões ferugem, petalas caducas, estames, pilosos brancos e cremes.","VIC022586",NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-24 17:09:15-03","UFES","SAMES","2749","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Costa,M.B.","44","2012","10","08",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica Córrego Grande. Mata de Tabuleiro.","-39.7322006225586","-18.5932998657227",NA,"Árvore 6m.","SAMES02749",NA,"Foli,D.",NA,NA,"41644","auto",NA,NA,NA,"-398050000.0","-182625000.0",NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0039776","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","G. Hatschbach","47748","1984",NA,"9",NA,"Brazil","Bahia",NA,"Dois Irmaos (mun. Nova Vicosa).","-39.385588","-17.872155",NA,"Arbusto 3 m; flor alvescente.",NA,NA,"J. J. Pipoly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-03 10:09:04-03","UNICAMP","UEC","203803","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, SV","01","1990","04","01",NA,"Brazil","Espírito Santo","Serra",NA,"-40.521667","-20.223889",NA,NA,"UEC176653",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","05",NA,"-40.521667","-20.223889",NA,NA,NA,NA
"45","2021-03-01 16:31:55-03","UNICAMP","UEC","203810","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ","7685","1997","04","14",NA,"Brazil","Espírito Santo","Serra","Bacia do Rio Jacaraípe.","-40.520833","-20.223889",NA,"Planta com 4m de altura. Fruto verde. Botão Verde.; Domínio Floresta Ombrófila Densa de Terras baixas. Tabuleiro.","UEC164988",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.520833","-20.223889",NA,NA,NA,NA
"46","2021-03-01 16:31:55-03","UNICAMP","UEC","203808","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ; Gomes, JML; Weiler Jr, I","4510","1993","03","18",NA,"Brazil","Espírito Santo","Serra","Bicanga","-40.520833","-20.223889",NA,"Planta com 4m de altura, face abaxial da folha ferrugínea, fruto com látex laranja.; Tabuleiro.","UEC164990",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.520833","-20.223889",NA,NA,NA,NA
"47","2021-03-01 16:31:55-03","UNICAMP","UEC","203807","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ; Gomes, JML; Fabris, LC","1440","1988","03","24",NA,"Brazil","Espírito Santo","Serra","Brasil, Espírio Santo, Serra:Manguinho.Às margens da rodovia.","-40.520833","-20.223889",NA,"Árvore com 3 m de altura, fruto com líquido laranja.Folha ferrugínea na face abaxial.; Tabuleiro, solo argiloso.","UEC178609",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.520833","-20.223889",NA,NA,NA,NA
"48","2021-03-01 16:31:55-03","UNICAMP","UEC","203805","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ","7731","1997","04","09",NA,"Brazil","Espírito Santo","Serra","Brasil, Espírito Santo, Serra, Bacia Rio Jacaraípe.","-40.520833","-20.223889",NA,"Planta com 5 m de altura.; Domínio Floresta Ombrófila Densa de terras baixas.Tabuleiro.","UEC178607",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","05",NA,"-40.520833","-20.223889",NA,NA,NA,NA
"49","2021-03-01 16:31:55-03","UNICAMP","UEC","203804","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Pereira, OJ; Gomes, JML; Weiler Jr, I","4522","1993","04","22",NA,"Brazil","Espírito Santo","Serra","Brasil, Espírito Santo, Serra, Bicanga.Tabuleiro.","-40.520833","-20.223889",NA,"Planta com 3 m de altura;látex amarelo.; Tabuleiro.","UEC178604",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2018","05",NA,"-40.520833","-20.223889",NA,NA,NA,NA
"50","2021-03-01 16:31:55-03","UNICAMP","UEC","206252","S","Plantae","Magnoliopsida",NA,"Hypericaceae","Vismia","martiana","Vismia martiana","Reichardt","Sarnaglia Júnior, VB; Gomes, JML; Jani, LB","318","2010","02","02",NA,"Brazil","Espírito Santo","Aracruz","A.I. do Limão: Mata de Tabuleiro. Borda da Estrada.","-40.250833","-20.132778",NA,"Planta com 5m de altura. Árvore com flores.; Mata de Tabuleiro.","UEC164986",NA,"Shimizu, GH; Martins, MV",NA,NA,NA,NA,"2020","01",NA,"-40.250833","-20.132778",NA,NA,NA,NA
