"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01058608","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"E. P. Heringer","1980","04","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142117' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058608","4546","29","NY01058608_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01058627","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1973","04","Brazil","Minas Gerais",NA,"13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","-44.45237","-15.56637",NA,NA,"575","575","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058627","9164","19","NY01058627_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01057515","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"R. M. Harley","1968","11","Brazil","Mato Grosso",NA,"69.4 km north along road from base camp","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057515","10930","01","NY01057515_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01058607","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","E. P. Heringer",NA,NA,NA,"E. P. Heringer","1980","11","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058607","5749","17","NY01058607_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01081286","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"L. P. de Queiroz","1994","10","Brazil","Bahia","Tabocas do Brejo Velho","ca. 101 km W de Ibotirama na BR-242.","-43.98","-12.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081286","4071","11","NY01081286_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01057589","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1975","02","Brazil","Mato Grosso do Sul","Coxim","1 km N of Coxim","-54.75","-18.491",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143306' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057589","11304","09","NY01057589_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01058537","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"J. U. M. dos Santos","1983","02","Brazil","Maranhão","Buriti Bravo","Margem direita do Rio Itapecuru. Vereda que vai do alojamento ao porto Caiçara.","-43.8333","-5.8372",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142200' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058537","679","23","NY01058537_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01057562","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudoacutifolium","(Pittier) Rudd","V. E. Rudd",NA,NA,NA,"G. A. Black","1954","07","Brazil","Maranhão","Caxias",NA,"-43.3558","-4.8592",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143260' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057562","54-16713","10","NY01057562_01","South America","sheet",NA,"Magnoliophyta","Fabales","pseudoacutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","565140","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A. M. V. de Carvalho",NA,NA,NA,"J. G. Jardim","1993","02","Brazil","Bahia",NA,"Ca. de 85 km na estrada Jacobina-Morro do Chapéu",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565140","31","22","NY00565140_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01058626","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"H. S. Irwin","1970","02","Brazil","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 5 km N.W. of Paracatú","-46.8727778","-17.22555",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142105' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058626","25968","04","NY01058626_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","603512","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"R. M. Harley","1974","02","Brazil","Bahia",NA,"Side road ca. 2km. from Estiva, about 12km. N. of Senhor do Bonfim on the BA 130 to Juazeiro","-40.17","-10.38",NA,NA,"620","620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603512","16517","27","NY00603512_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01058561","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A. E. Burkart",NA,NA,NA,"A. Macedo","1948","12","Brazil","Minas Gerais","Ituiutaba","Fundao","-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058561","1413","05","NY01058561_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01058638","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","N. T. da Silva",NA,NA,NA,"N. T. da Silva","1963","11","Brazil","Goiás",NA,"258 km de Anápolis para Belém",NA,NA,NA,NA,"220","220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058638","57728","08","NY01058638_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01057563","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium enneandrum","(Hoehne) Rudd","V. E. Rudd",NA,NA,NA,"G. T. Prance","1973","10","Brazil","Mato Grosso","Chapada dos Guimarães","Vicinity of Colegio Buriti, Chapada dos Guimarães.","-55.80725","-15.4151111",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057563","18999","15","NY01057563_01","South America","sheet",NA,"Magnoliophyta","Fabales","enneandrum",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01057488","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudoacutifolium","(Pittier) Rudd","V. E. Rudd",NA,NA,NA,"T. N. Guedes","1957","05","Brazil","Ceará",NA,"Estrada Joazeiro- Crato",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143261' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057488","363","29","NY01057488_01","South America","sheet",NA,"Magnoliophyta","Fabales","pseudoacutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01058635","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"R. F. Vieira","1993","10","Brazil","Goiás","Caldas Novas","Margem esquerda do corrego Gameleira; proximo a Foz","-48.55","-17.85",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058635","1661","26","NY01058635_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","777388","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","G. P. Lewis",NA,NA,NA,"W. Ganev","1992","11","Brazil","Bahia","Abaíra","Estrada Catolés - Barra, próximo à Samambaia","-41.87","-13.28",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777388","1534","20","NY00777388_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","603507","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","W. Mantovani",NA,NA,NA,"W. Mantovani","1980","08","Brazil","São Paulo","Moji-Guaçu","Mogi-Guaçu, Martinho Prado, Reserva Biologica da Fazenda Campininha","-47.164784","-22.242395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603507","913","06","NY00603507_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01058513","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"L. Riedel","1834","08","Brazil","Goiás",NA,"St. Amara Pr. Goyaz",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142195' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058513","2923",NA,"NY01058513_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01057538","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium enneandrum","(Hoehne) Rudd","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1973","03","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","-47.4754","-14.0755",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057538","6507","07","NY01057538_01","South America","sheet",NA,"Magnoliophyta","Fabales","enneandrum",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","565139","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A. M. V. de Carvalho",NA,NA,NA,"J. G. Jardim","1993","02","Brazil","Bahia",NA,"Ca. de 85 km na estrada Jacobina-Morro do Chapéu",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565139","31","22",NA,"South America","fluid-preserved",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02796036","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F. L. R. Filardi",NA,NA,NA,"J. G. Jardim","1993","02","Brazil","Bahia","Ilhéus","Ca. de 85 km na estrada Jacobina-Morro do Chapéu. Carrosco/Campos Gerais de Chapada","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=726812' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796036","33","22","NY02796036_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","603515","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1975","02","Brazil","Mato Grosso","Alto do Araguaia","Vicinity of Riberao Claro, NW of Alto Araguaia",NA,NA,NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603515","11412","15","NY00603515_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01058634","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"J. A. Ratter","1976","10","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (Unviersity of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower. At the head of the Cabeceira below the Olho de Agua da Onça","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058634","R3811","21","NY01058634_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","603518","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium enneandrum","(Hoehne) Rudd","V. E. Rudd",NA,NA,NA,"A. Macedo","1944","10","Brazil","Minas Gerais","Ituiutaba",NA,"-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603518","535","02","NY00603518_01","South America","sheet",NA,"Magnoliophyta","Fabales","enneandrum",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01081281","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"O. Handro","1953","10","Brazil","São Paulo","São Carlos",NA,"-47.8897","-22.0103",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081281","355",NA,"NY01081281_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01057539","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1973","03","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 4 km by road S of Terezina.","-47.2647","-13.81255",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143301' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057539","7362","18","NY01057539_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01058512","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A. M. V. de Carvalho",NA,NA,NA,"S. de Souza Silva","1996","08","Brazil","Goiás","Sao Miguel do Araguaia","Fazenda São Judas Tadeu. Folha: SD-22-XC.","-50.1628","-13.275",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01058512","55","28","NY01058512_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01057465","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"D. R. Hunt","1966","06","Brazil","Goiás","Piranhas","Caiaponia-Aragarças road 75 km. from Aragarças, near Piranhas.","-51.8219","-16.4269",NA,NA,"600","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057465","6158","23","NY01057465_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","305954","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Benth.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","03","Bolivia","Santa Cruz","Florida","Steep slopes along pipeline and dirt road between Bermejo and the antennas on Cerro Herradura, 2.2 km from turnoff from highway from Santa Cruz to Samaipata, 2 km (by air) E of Bermejo.","-63.62","-18.12",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00305954","48657","13",NA,"South America",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01057462","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudoacutifolium","(Pittier) Rudd","V. E. Rudd",NA,NA,NA,"W. R. Anderson","1973","03","Brazil","Goiás","Monte Alegre de Goiás","Serra da Atalaia, ca. 25 km by road SW of Monte Alegre de Goiás. Northern spur of Serra Atalaia.","-47.23","-13.47",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057462","6995","13","NY01057462_01","South America","sheet",NA,"Magnoliophyta","Fabales","pseudoacutifolium",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01057590","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium acutifolium","Vogel","V. E. Rudd",NA,NA,NA,"E. Pereira","1963","03","Brazil","Distrito Federal","Brasília","Brasilia, Rio Cabeça de Veado","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143327' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057590","7550","28","NY01057590_01","South America","sheet",NA,"Magnoliophyta","Fabales","acutifolium",NA,NA,NA,NA,NA,NA,NA,NA
