"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1220","2021-01-26 13:54:52-03","IMA","MAC","25742","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","M.Oliveira","2006","05",NA,"M.Oliveira; A.Galileu","2006","02","Brasil","Piauí","Teresina","Junco, Mata do Morro da Gata.","-42.809586","-5.874181","-42.809586","-5.874181",NA,NA,"Árvore ca. de 10m de altura. Frutos imaturos esverdeados.; Floresta Decidual Mista","MAC0025742","2217","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","2021-01-26 13:54:52-03","IMA","MAC","3108","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","M.G.Silva",NA,NA,NA,"M.G.Silva; A.Pinheiro","1979","01","Brasil","Rondônia","Vilhena","Fundos da cidade.","-61.421108","-12.736853","-61.421108","-12.736853",NA,NA,"Árvore com ca. de 4m de altura. Frutos esverdeados; Campo cerrado.","MAC0003108","4210","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","2021-03-17 14:34:32-03","UTFPR-SL","SHPR","1289","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","L. Biral","2020","11",NA,"Biral, L.","2020","11","Brasil","São Paulo","Agudos","Fazenda Monte Alegre.","-48.958333","-22.449722","48°57'30 W","22°26'59 S",NA,NA,"Árvore, 4 m de altura, botôes enegrecidos, cálice verde-escuro, corola branca.Habitat: Floresta estacional semidecidual.","SHPR001289","2361","04",NA,"América do Sul","exsicata",NA,"Anthophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","2021-03-17 14:34:32-03","UTFPR-SL","SHPR","932","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Biral, L.","2020","05","Brasil","São Paulo","Boituva","Rodovia Castela Branco, SP-280","-47.713608","-23.295144","47°42'48.99 W","23°17'42.52 S",NA,NA,"Árvore, 3 m de altura, frutos imaturos verdes, amadurecendo debaixo para cima marrons.Habitat: Cerrado secundário","SHPR000932","2068","15",NA,"América do Sul","exsicata",NA,"Anthophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","2021-03-03 13:56:18-03","UFF","NIT","NITw1083","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Abreu RCR","2018","05","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","-49.216667","-22.8","49º13'W","22º48'S",NA,NA,"Número da parcela 8, Sub parcela fora, Numero do indivíduo 8,18, altura 7, DAP 21,3, árvore","NITw00002188",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","2021-03-03 13:56:18-03","UFF","NIT","NITw1084","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Abreu RCR","2018","05","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","-49.216667","-22.8","49º13'W","22º48'S",NA,NA,"Número da parcela 15, Sub parcela fora, Numero do indivíduo 15,6, altura 13, DAP 23,9, árvore","NITw00002187",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","2021-03-03 13:56:18-03","UFF","NIT","NITw1085","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Abreu RCR","2018","05","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","-49.216667","-22.8","49º13'W","22º48'S",NA,NA,"Número da parcela 7, Sub parcela fora, Numero do indivíduo 9, altura 9, DAP 10,5, árvore","NITw00002186","9","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","2021-03-03 13:56:18-03","UFF","NIT","NITw1086","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Abreu RCR","2018","05","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","-49.216667","-22.8","49º13'W","22º48'S",NA,NA,"Número da parcela 24, Sub parcela fora, Numero do indivíduo 24,2, altura 18, DAP 27,5, árvore","NITw00002185",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","2016-06-27 16:09:45-03","UFPB","EAN","2875","S","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel.",NA,NA,NA,NA,NA,"1957","05","Brasil","Ceará",NA,"Serra do Araripe",NA,NA,NA,NA,NA,NA,"Planta com frutos.",NA,"432","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","2021-02-04 10:28:57-03","UFRPE","HST","6349","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.Filardi","2008","08",NA,"L.P.Félix","1997","05","Brasil","Piauí","Cristiano Castro",NA,NA,NA,NA,NA,NA,NA,"Árvore, frutos enegrecidos na maturação.","HST006349","7769","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","2021-02-04 10:28:57-03","UFRPE","HST","15068","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","D.Cardoso","2008","01","07","A.M.Miranda; et C.Silva","2007","09","Brasil","Bahia","Ituaçu","Pé do Morro","-41.2966995239258","-13.8133001327515",NA,NA,NA,NA,"Arvoreta; frutos maduros marrons.","HST015068","5539","19",NA,NA,NA,NA,NA,NA,NA,NA,"36625","auto",NA,NA,NA,NA,NA
"1231","2021-02-04 10:28:57-03","UFRPE","HST","14999","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","D.Cardoso","2008","01","07","A.M.Miranda; et C.Silva","2007","09","Brasil","Bahia","Ituaçu","Pé do Morro","-41.2966995239258","-13.8133001327515",NA,NA,NA,NA,"Arbusto ca. 2 m alt.; caule marrom; folhas coriáceas; frutos maduros marrons.","HST014999","5543","19",NA,NA,NA,NA,NA,NA,NA,NA,"36625","auto",NA,NA,NA,NA,NA
"1232","2021-02-04 10:28:57-03","UFRPE","HST","15416","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A.M.Miranda","2008",NA,NA,"A.M.Miranda; J.Ferraz et H.Monteiro","2008","01","Brasil","Ceará","Missão Velha","estrada da Caiçara","-39.1431007385254","-7.24972009658813",NA,NA,NA,NA,"Arvoreta ca. 3 m alt.; frutos imaturos muito jovens","HST015416","5597","15",NA,NA,NA,NA,NA,NA,NA,NA,"28832","auto",NA,NA,NA,NA,NA
"1233","2021-02-04 10:28:57-03","UFRPE","HST","13541","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.Filardi","2008","08",NA,"A.M.Miranda; et al.","2005","01","Brasil","Maranhão","São Felix de Balsas","margem do riacho Canafístula","-44.8130989074707","-7.08277988433838",NA,NA,NA,NA,"Árvore ca. 8m alt., caule acinzentado, frutos imaturos verdes.","HST013541","4730","23",NA,NA,NA,NA,NA,NA,NA,NA,"54924","auto",NA,NA,NA,NA,NA
"1234","2021-02-04 10:28:57-03","UFRPE","HST","17269","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A.M.Miranda","2018",NA,NA,"S.M.C.Barbeiro; et al.","2009","03","Brasil","Maranhão","Tasso Fragoso","margem da estrada","-45.7428016662598","-8.47527980804443",NA,NA,NA,NA,"Árvore ca. 8 m alt.; caule acinzentado; folhas membranáceas; frutos imaturos verdes.","HST017269","2780","12",NA,NA,NA,NA,NA,NA,NA,NA,"76991","auto",NA,NA,NA,NA,NA
"1235","2021-02-04 10:28:57-03","UFRPE","HST","15808","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","C.Medri","2000",NA,NA,"O.C.Pavão; et J.A.Ferreira","2000","02","Brasil","Paraná","São Jerônimo da Serra","Área de cerrado","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"Árvore 3m; frutos imaturos verdes. Borda da mata.","HST015808","s.n.","16",NA,NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"1236","2021-02-04 10:28:57-03","UFRPE","HST","4226","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.Filardi","2008","08",NA,"F.B.Ramalho","1973","09","Brasil","Piauí","Picos","Fazenda Angico Branco","-41.4668998718262","-7.07694005966187",NA,NA,NA,NA,"Árvore, mais ou menos 6m alt., não tem latex. Flores roxas sem ferfume.","HST004226","258","20",NA,NA,NA,NA,NA,NA,NA,NA,"31259","auto",NA,NA,NA,NA,NA
"1237","2021-02-04 10:28:57-03","UFRPE","HST","4438","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.Filardi","2008","08",NA,"D.P.Lima","1974","11","Brasil","Piauí","Picos","Fazenda Chapada Altamira","-41.4668998718262","-7.07694005966187",NA,NA,NA,NA,"Árvore, mais ou menos 6m alt., sem latex e com resina vermelha. Flores esverdeadas, perfume agradável.","HST004438","13317","13",NA,NA,NA,NA,NA,NA,NA,NA,"31259","auto",NA,NA,NA,NA,NA
"1238","2021-02-04 10:28:57-03","UFRPE","HST","21027","PreservedSpecimen","Plantae","Leguminosae Papilionoideae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","A.C.Bieras","2005","02","10","A.C.Bieras","2005","02","Brasil","São Paulo","Pratânia",NA,"-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,"Árvore.","HST021027","114","10",NA,NA,NA,NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA
"1239","2021-04-07 16:08:49-03","UENF","HUENF","3380","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.L.R. Filardi",NA,NA,NA,"Nascimento, M.T.; Dan, M.L.; Souza, T.P.","2008","08","Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó","-41.925","-21.391944","41º55'30''W","21º23'31''S","357","357","Carp.: 39,3cm ; casca escamante","HUENF00003383","1007","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","2021-04-07 16:08:49-03","UENF","HUENF","3382","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.L.R. Filardi",NA,NA,NA,"Nascimento, M.T.; et al.","2008","10","Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó","-41.925","-21.391944","41º55'30''W","21º23'31''S","357","357","Car.: 51cm ; casca escamante","HUENF00003385","982","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","2021-04-07 16:08:49-03","UENF","HUENF","3381","PreservedSpecimen","Plantae","Leguminosae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","F.L.R. Filardi",NA,NA,NA,"Nascimento, M.T.; et al.","2008","08","Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó","-41.925","-21.391944","41º55'30''W","21º23'31''S","357","357","Carp.: 34,8cm","HUENF00003384","1051","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","2021-02-25 10:12:07-03","CVRD","CVRD","12076","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Caroline do Amaral Polido","2011","06","20","Siqueira, G.S.","2009","01","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Na borda da Mata, descendo para o Hotel <ll>dwc_commonname:</ll> Macambiro preto","CVRD012076","456","28",NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA
"1243","2021-02-25 10:12:07-03","CVRD","CVRD","16812","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","G.D. Colleta","2015","11","25","Colleta, G.D.","2015","11","BRASIL","SP","Bauru",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Macambiro preto","CVRD016812","2431","25",NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,"29186","auto","Magnoliopsida",NA,NA,NA,NA
"1244","2021-03-01 11:54:00-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Luci Ribeiro; A.J.Castro","1995","05","Brasil","Piauí","Monsenhor Gil",NA,"-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,"Árvore, substrato arenoso. Frequente. Mata.; Árvore, substrato arenoso. Frequente. Mata.",NA,"UFP26069",NA,NA,NA,NA,NA,NA,"Fabales",NA,NA,"20710","auto",NA,NA,NA,NA,NA
"1245","2021-03-01 11:54:00-03","UFPE","UFP","26069","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Luci Ribeiro; A.J.Castro","1995","05","Brasil","Piauí","Monsenhor Gil",NA,"-42.6077995300293","-5.56416988372803",NA,NA,NA,NA,"Árvore, substrato arenoso. Frequente. Mata.; Árvore, substrato arenoso. Frequente. Mata.","UFP026069","UFP26069",NA,NA,NA,NA,NA,NA,"Fabales",NA,NA,"20710","auto",NA,NA,NA,NA,NA
"1246","2021-03-01 11:54:00-03","UFPE","UFP","42792","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Oliveira, M","2006","04",NA,"Oliveira, M; Galileu, A","2006","02","Brasil","Piauí","Teresina",NA,"-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Árvore ca. 10m de altura, frutos imaturos esverdeados. Ocasional.; Árvore ca. 10m de altura, frutos imaturos esverdeados. Ocasional.","UFP042792","2189","17",NA,NA,NA,NA,NA,"Fabales",NA,NA,"56344","auto",NA,NA,NA,NA,NA
"1247","2021-03-01 11:54:00-03","UFPE","UFP","43152","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Oliveira, M","2006","05",NA,"Oliveira, M; Galileu, A","2006","03","Brasil","Piauí","Teresina",NA,"-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Árvore ca. 10m de altura, frutos imaturos esverdeados. Ocasional.; Árvore ca. 10m de altura, frutos imaturos esverdeados. Ocasional.","UFP043152","2217","21",NA,NA,NA,NA,NA,"Fabales",NA,NA,"56344","auto",NA,NA,NA,NA,NA
"1248","2021-03-01 11:54:00-03","UFPE","UFP","61486","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,"2013","11",NA,"Yoshida-Arns, K; Alves, M; Pinheiro, K; Cavalcanti, D; Jesus, B; Ribeiro, M","2010","03","Brasil","Bahia",NA,NA,"-44.451083","-12.488417","-44.451083","-12.488417",NA,NA,"Arvoreta aprox. 3m de altura, frutos marrons.; Arvoreta aprox. 3m de altura, frutos marrons.","UFP061486","471","13",NA,NA,NA,NA,NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","2021-03-01 11:54:00-03","UFPE","UFP","40407","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Oliveira, M; Grillo, AA","2004","02","Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,NA,NA,NA,"Árvore.; Árvore.","UFP040407","1560","10",NA,NA,NA,NA,NA,"Fabales",NA,NA,"16798","auto",NA,NA,NA,NA,NA
"1250","2021-03-01 11:54:00-03","UFPE","UFP","27059","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Machaerium","acutifolium","Machaerium acutifolium","Vogel","C.V.Mendonça Filho","1999",NA,NA,"Hatschbach, G; M.Hatschbach; A.C.Cervi","1998","10","Brasil","Mato Grosso do Sul","Nioaque",NA,"-55.8300018310547","-21.1352996826172",NA,NA,NA,NA,"Árvore tortuosa, 4m, flor alva.; Árvore tortuosa, 4m, flor alva.","UFP027059","52427","20",NA,NA,NA,NA,NA,"Fabales",NA,NA,"49299","auto",NA,NA,NA,NA,NA
"1251","2019-07-31 14:32:43-03","CPATSA","HTSA","6261","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Queiroz, L.P. de",NA,NA,NA,"Martins.C.T.V.D","2015","02","Brasil","Bahia","Sentó Sé","Piçarrão","-41.8852996826172","-9.74582958221436",NA,NA,NA,NA,"Frutos imaturos verdes.",NA,"451","09",NA,NA,NA,NA,NA,NA,NA,NA,"132999","auto",NA,NA,NA,NA,NA
"1252","2020-03-10 11:23:19-03","CPATSA","HTSA","7447","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel","Cotarelli, V.M.","2014","10","14","Pimentel, L.B.","2014","08","Brasil","Ceará","Missão Velha","sítio caiçara","-39.118611","-7.333333","-39.118611","-7.333333",NA,NA,"Árvore, localizada às margens da estrada, frutos marrons.; Caatinga",NA,"1301","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2019-07-31 14:32:43-03","CPATSA","HTSA","6137","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Martins.C.T.V.D","2015","02","Brasil","Bahia","Juazeiro","Serra do Mulato","-40.4986000061035","-9.41166973114014",NA,NA,NA,NA,"Frutos imaturos verdes.",NA,"475","28",NA,NA,NA,NA,NA,NA,NA,NA,"76509","auto",NA,NA,NA,NA,NA
"1254","2020-09-12 05:00:02-03","US","US","2702799","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudacutifolium","(Pittier) Rudd",NA,NA,NA,NA,"R. Chávez","1908","8","Peru","Cusco",NA,"Departamento Cuzco, Provincia [illegible text]com[illegible text]. Rossio[interpreted] Mayo[interpreted]",NA,NA,NA,NA,"1250",NA,NA,"US02148617","204/20708","6",NA,"South America - Neotropics",NA,NA,NA,"Rosales","pseudacutifolium",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1255","2020-09-12 05:00:02-03","US","US","3283218","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudacutifolium","(Pittier) Rudd",NA,NA,NA,NA,"I. L. Amaral, M. Silva, O. P. Monteiro, J. Lima & et al.","1983","5","Brazil","Pará",NA,"Municipio de Itaituba, estrada Santarem-Cuiaba, BR 163, km 886 a km 881, Serra do Cachimbo. Mata de beira de estrada, solo argilo-pedregoso.","-54.95","-8.75",NA,NA,NA,NA,NA,"US02148610","1133","4","US02148610_01","South America - Neotropics",NA,NA,NA,"Rosales","pseudacutifolium",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1256","2020-09-12 05:00:02-03","US","US","1484583","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"L. Riedel","1834","3","Brazil","São Paulo",NA,"Brazil. Probably, S. Paulo",NA,NA,NA,NA,NA,NA,NA,"US02148582","s.n.",NA,"US02148582_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1257","2020-09-12 05:00:02-03","US","US","2196574","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"A. Macedo","1948","12","Brazil","Minas Gerais",NA,"Fundus, Municipio St [illegible text], Estado MG.",NA,NA,NA,NA,NA,NA,NA,"US02148594","1413","5","US02148594_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1258","2020-09-12 05:00:02-03","US","US","2676471","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"B. Maguire, J. M. Pires, C. K. Maguire & N. Silva","1963","9","Brazil","Mato Grosso",NA,"In Cerrado, 450 km past Cuiaba en route to Goiania, Mato Grosso. Belem-Brasilia- Acre Highways.",NA,NA,NA,NA,"830",NA,NA,"US02148574","56951","30","US02148574_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1259","2020-09-12 05:00:02-03","US","US","1716298","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium pseudacutifolium","(Pittier) Rudd",NA,NA,NA,NA,"P. von Lützelburg",NA,NA,"Brazil","Ceará",NA,"Staat Ceara, Brasilien, Zungegangen. Baun, Krouc rund Blut-weiss Edelholz. [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02148624","25888",NA,"US02148624_01","South America - Neotropics",NA,NA,NA,"Rosales","pseudacutifolium",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1260","2020-09-12 05:00:02-03","US","US","1177200","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"O. Buchtien","1912","10","Bolivia",NA,NA,"Polo-Polo bei Coroico, Nordyungas. Region subtropical.",NA,NA,NA,NA,"1100",NA,NA,"US02148569","3792",NA,"US02148569_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1261","2020-09-12 05:00:02-03","US","US","2771626","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"O. Handro","1953","10","Brazil","São Paulo",NA,"Brasil - Estado de Sao Paulo: Sao Carlos",NA,NA,NA,NA,NA,NA,NA,"US02148578","355",NA,"US02148578_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1262","2020-09-12 05:00:02-03","US","US","2782063","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","1974","3","Brazil","Bahia",NA,"26km. North West of Lagoinha (which is 5.5km. S.W. of Delfino) on side road to Minas do Mimoso. Castinga","-10.27","-41.38",NA,NA,"650",NA,NA,"US02148605","16903","7","US02148605_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1263","2020-09-12 05:00:02-03","US","US","2959631","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","1979","11","Brazil","Distrito Federal",NA,"Brasilia DF. Bacia do Rio Sao Bartolomeu. Brasilia DF, Brasil.",NA,NA,NA,NA,NA,NA,NA,"US02148586","2737","12","US02148586_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1264","2020-09-12 05:00:02-03","US","US","3594523","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"J. G. Járdim, T. S. Santos, H. Pengel, J. L. Paixão & J. F. Santos","1998","1","Brazil","Bahia",NA,"Bahia, Municipio de Almadina-Bahia. Rod. Almadina/Ibitupa. Entrada ca. 5 km W da sede do municipio. Fazenda Cruzeiro do Sul. Serra do Sete-paus; ca. 8 km da entrada. MATA HIGROFILA.","-39.6961","-14.735",NA,NA,NA,NA,NA,"US02148596","1262","21","US02148596_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1265","2020-09-12 05:00:02-03","US","US","3143333","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"Bernardi","1980","3","Paraguay","Concepcion",NA,"Circa Colonia Sebastian Miranda, 35-40 km NE Paso Barreo, Dept. Concepcion.",NA,NA,NA,NA,NA,NA,NA,"US02148564","20177","5",NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1266","2020-09-12 05:00:02-03","US","US","3087828","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"G. Hatschbach & F. J. Zelma","1986","6","Brazil","Bahia",NA,"Caitete, rod.p/Bom Jesus da Lapa, Bahia",NA,NA,NA,NA,NA,NA,NA,"US02148601","50456","17","US02148601_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1267","2020-09-12 05:00:02-03","US","US","1744699","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"ex herb. Mus. Paris",NA,NA,"Brazil",NA,NA,"Parng [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02148572","3110",NA,"US02148572_01","South America",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"1268","2020-09-12 05:00:02-03","US","US","1515341","PreservedSpecimen","Plantae","Fabaceae","Machaerium","acutifolium","Machaerium acutifolium","Vogel",NA,NA,NA,NA,"G. O. A. Malme","1902","9","Brazil","Mato Grosso",NA,"Brasiliae civit, Matto Grosso: San ta Anna La Chapada. Itineres Regnelliani.",NA,NA,NA,NA,NA,NA,NA,"US02148580","2317","18","US02148580_01","South America - Neotropics",NA,NA,NA,"Rosales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
