"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"587","2021-03-26 18:40:52-03","UENF","HUENF","7328","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Souza, T.P.",NA,"2008","09","26",NA,"Brasil","Rio de Janeiro","São José de Ubá","Sítio Camacho","-41.920833","-21.41",NA,NA,"HUENF00007331",NA,"D.R. Couto",NA,NA,"365","365",NA,NA,"2020","09","22","41º55'15''W","21º24'36''S",NA,NA,NA,NA,NA
"588","2021-02-09 10:12:10-03","UENF","HUENF","6083","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Rabelo, G.R.","282","2003","07","10",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Mergulhão","-41.2575","-21.778333",NA,"P3, látex","HUENF00006086",NA,NA,NA,NA,"18","18",NA,NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,NA
"589","2021-02-09 10:12:10-03","UENF","HUENF","6416","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Souza, T.P.","830","2007","11","29",NA,"Brasil","Rio de Janeiro","São José de Ubá","Fazenda Prosperidade","-42.033056","-21.411667",NA,NA,"HUENF00006419",NA,NA,NA,NA,"256","256",NA,NA,NA,NA,NA,"42º1'59''W","21º24'42''S",NA,NA,NA,NA,NA
"590","2021-03-25 12:03:50-03","UENF","HUENF","111","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","257","2007","04","26",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Imburi.","-41.1","-21.325556",NA,"Borda ; Fértil","CARP00010297",NA,NA,NA,NA,"41","41",NA,NA,NA,NA,NA,"41º6'W","21º19'32''S",NA,NA,NA,NA,NA
"591","2021-02-09 10:12:10-03","UENF","HUENF","6812","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.",NA,"2007","02","14",NA,"Brasil","Rio de Janeiro","São José de Ubá","Sítio Cambiocó","-41.925","-21.391944",NA,NA,"HUENF00006815",NA,NA,NA,NA,"357","357",NA,NA,NA,NA,NA,"41º55'30''W","21º23'31''S",NA,NA,NA,NA,NA
"592","2021-02-09 10:12:10-03","UENF","HUENF","6566","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, T.P.",NA,"2009","04","07",NA,"Brasil","Rio de Janeiro","São José de Ubá","Mata do Emboque","-41.918056","-21.375556",NA,NA,"HUENF00006569",NA,NA,NA,NA,"205","205",NA,NA,NA,NA,NA,"41º55'5''W","21º22'32''S",NA,NA,NA,NA,NA
"593","2021-02-09 10:12:10-03","UENF","HUENF","3026","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Rabelo, G.R.; Nascimento, M.T.","430","2003","09","03",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Mata do Mergulhão","-41.2575","-21.778333",NA,"P4","HUENF00003028",NA,NA,NA,NA,"18","18",NA,NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,NA
"594","2021-02-09 10:12:10-03","UENF","HUENF","2686","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","257","2007","04","26",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Imburi","-41.1","-21.325556",NA,"Borda / fértil","HUENF00002688",NA,NA,NA,NA,"41","41",NA,NA,NA,NA,NA,"41º6'0''W","21º19'32''S",NA,NA,NA,NA,NA
"595","2021-02-09 10:12:10-03","UENF","HUENF","2352","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","156","2007","03","22",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944",NA,"borda de mata","HUENF00002354",NA,NA,NA,NA,"61","61",NA,NA,NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA,NA,NA
"596","2021-02-09 10:12:10-03","UENF","HUENF","5999","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.","51","2003","06","10",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Mergulhão","-41.2575","-21.778333",NA,NA,"HUENF00006002",NA,NA,NA,NA,"18","18",NA,NA,NA,NA,NA,"41º15'27''W","21º46'42''S",NA,NA,NA,NA,NA
"597","2021-02-09 10:12:10-03","UENF","HUENF","5297","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Mauad, L.P.; Souza, T.P. , Areias, I.O.R.","15","2009","10","13",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Morro Itaoca","-41.448056","-21.797222",NA,"Planta arbórea, 4,5 m de altura inflorescência branca e fruto verde, presença de látex branco e folhas opostas, coletada em trilha com muitas gramíneas, dossel aberto e evidência de passagem de gado","HUENF00005300",NA,"Braga, J.M.A.",NA,NA,"201","201",NA,NA,NA,NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA
"598","2021-02-09 10:12:10-03","UENF","HUENF","11295","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Renata Pegoral Amélia P.",NA,"2019","01","22",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Entorno do Macíço do Itaoca.","-41.3244018554688","-21.7541999816895",NA,NA,"HUENF00012150",NA,NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2021-02-09 10:12:10-03","UENF","HUENF","8055","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Fazôlo, L.; Scheidegger, L.","1","2011","09","23",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","E.T.E Agrícola Antônio Sarlo","-41.3244018554688","-21.7541999816895",NA,NA,"HUENF00008059",NA,"Machado, D.N.S .",NA,NA,NA,NA,"62761","auto","2016","04","15",NA,NA,NA,NA,NA,NA,NA
"600","2021-02-09 10:12:10-03","UENF","HUENF","11564","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Rocha-Lopes, F.D,F.; Nascimento, A.A.","1","2019","07","19",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana",NA,"-40.9613990783691","-21.3019008636475",NA,"Planta com látex. Proprieada do Afonso Miranda, fora da área de proteção de nascente.","HUENF00012482",NA,NA,NA,NA,NA,NA,"48091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2021-02-09 10:12:10-03","UENF","HUENF","8784","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, T.P.; Delaqua, G.C.G",NA,"2010","09","29",NA,"Brasil","Rio de Janeiro","São José de Ubá",NA,"-41.9425010681152","-21.3575000762939",NA,NA,"HUENF00008788",NA,NA,NA,NA,NA,NA,"15393","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2021-02-09 10:12:10-03","UENF","HUENF","8760","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Camila; Elmo","5","2012","10","11",NA,"Brasil","Rio de Janeiro","São José de Ubá",NA,"-41.9425010681152","-21.3575000762939",NA,"Presença de látex","HUENF00008764",NA,"D.R. Couto",NA,NA,NA,NA,"15393","auto","2020","09","30",NA,NA,NA,NA,NA,NA,NA
"603","2021-02-09 10:12:10-03","UENF","HUENF","2226","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","57","2007","02","14",NA,"Brasil","Rio de Janeiro","São José de Ubá","Fazenda Zé Francisco","-41.9425010681152","-21.3575000762939",NA,"Unicata","HUENF00002228",NA,NA,NA,NA,NA,NA,"15393","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2021-02-25 10:12:17-03","CVRD","CVRD","3592","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, V.D.","262","1991","11","20","América do Sul","BRASIL","BA","Monte Pascoal","Lado esq. da est. indo para a área de visitas do Parque Nacional de Monte Pascoal - BA.",NA,NA,NA,"<ll>dwc_commonname:</ll> Espetão","CVRD003592",NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,"1993","07","14",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"605","2021-02-25 10:12:17-03","CVRD","CVRD","15520","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Siqueira, G.S.","1098","2015","10","22","América do Sul","BRASIL","ES","Linhares",NA,"-40.07458","-19.14849",NA,"Arboreto na Linha 6, parcela 113 <ll>dwc_commonname:</ll> Espetão","CVRD015520",NA,"Natali G. Bordon",NA,NA,NA,NA,NA,NA,"2015","10","20","-40,07458","-19,14849","Magnoliopsida",NA,NA,NA,NA
"606","2021-02-25 10:12:17-03","CVRD","CVRD","2977","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Moraes, E.N.","50","1990","11","05","América do Sul","BRASIL","ES","São Mateus","Localizada à beira da estrada.","-39.8588981628418","-18.716100692749",NA,"<ll>dwc_commonname:</ll> Espetão","CVRD002977",NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,"56510","auto","1994","07","15",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"607","2021-02-25 10:12:17-03","CVRD","CVRD","8580","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Luz, A.A. da","152","2004","01","28","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,"<ll>dwc_commonname:</ll> Espetão","CVRD008580",NA,"Domingos A. Folli",NA,NA,NA,NA,"54161","auto","2004","01","28",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"608","2021-03-01 11:54:24-03","UFPE","UFP","22296","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Baracho, GS; J.A. Siqueira-Filho","19","1998",NA,NA,NA,"Brasil","Pernambuco","Itambé Amarelo",NA,"-36.05","-7.413889",NA,"Árvore, 8m de copa ampla. Em frutificação e floração. Inflorescência aromática, fruto verde com endosperma alaranjado, leve e externamente muricado. As folhas se destacam facilmente do material herbarizado.; Mata Setentrional Pernambuc","UFP022296",NA,"Souza-Silva R.F.",NA,NA,NA,NA,NA,NA,"1998","09","19","-36.05","-7.413889",NA,NA,NA,NA,NA
"609","2021-03-01 11:54:24-03","UFPE","UFP","38707","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Oliveira, M","1389","2003","04","24",NA,"Brasil","Alagoas",NA,NA,NA,NA,NA,"Arbusto 2m, frutos verdes latescentes. Ocasional.; Flora dos Fragmentos: Fragmentos BR03; interior da mata. Vegetação arbustivo-arbórea espassaçada. Solo argiloso.","UFP038707",NA,"Miranda, AM",NA,NA,NA,NA,NA,NA,"2003","04","14",NA,NA,NA,NA,NA,NA,NA
"610","2020-09-12 05:00:02-03","US","US","3517374","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","W. Thomas, A. M. Carvalho, S. C. Sant' Ana & J. L. Paixão","11144","1996","3","25","South America - Neotropics","Brazil","Bahia",NA,"Porto Seguro: Parque Nacional Monte Pascoal, along trail leading to summit of Monte Pascoal. Southern Bahian Wet Forest.","-40.5747","-15.2647",NA,NA,"US03231926","US03231926_01",NA,NA,NA,"150","400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"611","2020-09-12 05:00:02-03","US","US","483768","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","A. F. M. Glaziou","s.n.","1883",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Environs de Rio-de-Janeiro et d'Ouro-Preto.",NA,NA,NA,NA,"US03231939","US03231939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"612","2020-09-12 05:00:02-03","US","US","1706224","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","V. de Saint-Hilaire","s.n.","1816",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Province de Minas Geraes.",NA,NA,NA,NA,"US03231942","US03231942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"613","2020-09-12 05:00:02-03","US","US","2541790","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","G. Teixeira","2557",NA,NA,NA,"South America - Neotropics","Brazil","Pernambuco",NA,"PE-Vicência-Capoeirão a margem da Mata de Sambaquim, no rumo do Teitanduba.",NA,NA,NA,NA,"US03231934","US03231934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"614","2020-09-12 05:00:02-03","US","US","2960334","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","E. P. Heringer & G. Eiten","15158","1975","9","22","South America - Neotropics","Brazil","Minas Gerais",NA,"State of Minas Gerais. Município de Marliéria: Parque Estadual do Rio Doce. On peninsula at Lake Helvécio.","-42.62","-19.73",NA,NA,"US03231932","US03231932_01",NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"615","2020-09-12 05:00:02-03","US","US","1067008","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta pubituba","Müll. Arg. in Mart.","G. Gardner","5011",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00432626","US00432626_01",NA,"pubituba","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"616","2020-09-12 05:00:02-03","US","US","2999628","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","G. Martinelli & T. R. Soderstrom","9708","1983","10","29","South America - Neotropics","Brazil","Espírito Santo",NA,"Estado do Espirito Santo, Município de Conceição da Barra, Distrito de Dunas de Itaúnas, Faz. Boa Vista, 6-8Km de Itaúnas, restinga arbórea.",NA,NA,NA,NA,"US03231928","US03231928_01",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"617","2020-09-12 05:00:02-03","US","US","2960333","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","E. P. Heringer & G. Eiten","14989","1975","9","15","South America - Neotropics","Brazil","Minas Gerais",NA,"State of Minas Gerais. Município de Paraopeba: city of Paraopeba. Estação Florestal.","-44.4","-19.28",NA,NA,"US03231933","US03231933_01",NA,NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"618","2020-09-12 05:00:02-03","US","US","2405451","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","M. Glaziou","4078","1869","10","17","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Sta Thereza.",NA,NA,NA,NA,"US03231940","US03231940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"619","2020-09-12 05:00:02-03","US","US","1592529","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Y. Mexia","5250","1930","11","4","South America - Neotropics","Brazil","Minas Gerais",NA,"State of Minas Geraes. Districto Rio Branco. Fazenda Bom Jardim, Cambusca.",NA,NA,NA,NA,"US03231936","US03231936_01",NA,NA,NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"620","2020-09-12 05:00:02-03","US","US","1284882","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","P. K. Dusén","5117","1904","10","27","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Sta Theresa.",NA,NA,NA,NA,"US03231938","US03231938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"621","2020-09-12 05:00:02-03","US","US","2863008","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","G. G. Bondar","s.n.","1946","10","19","South America - Neotropics","Brazil","Espírito Santo",NA,"Rio S. Mateus.",NA,NA,NA,NA,"US03231935","US03231935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"622","2020-09-12 05:00:02-03","US","US","1066255","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","-- Gardner","75","1836",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"In fruticetis siccis collinis ad Rio Crufrido [interpreted] prope Rio Janeiro.",NA,NA,NA,NA,"US03231941","US03231941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"623","2020-09-12 05:00:02-03","US","US","3028870","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","E. P. Heringer","17356","1979","9","25","South America - Neotropics","Brazil","Distrito Federal",NA,"Estação Biológica da UnB.",NA,NA,NA,NA,"US03231931","US03231931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"624","2020-09-12 05:00:02-03","US","US","3080544","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","E. P. Heringer","18424","1983","10","23","South America","Brazil",NA,NA,"Matas do Rio Doce, procedência Estação Experimental de Biologia da UnB, DF.",NA,NA,NA,NA,"US03231929","US03231929_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"625","2020-09-12 05:00:02-03","US","US","3080548","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","E. P. Heringer","18613","1982","10","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Município de Manieria. Parque Estadual do Rio Doce.",NA,NA,NA,NA,"US03231930","US03231930_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"626","2020-09-12 05:00:02-03","US","US","1516796","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Y. Mexia","4200","1930","1","2","South America - Neotropics","Brazil","Minas Gerais",NA,"State of Minas Geraes. Viçosa. Agri. Coll. lands. Near E. boundary.",NA,NA,NA,NA,"US03231937","US03231937_01",NA,NA,NA,"680",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"627","2020-09-12 05:00:02-03","US","US","3034553","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","G. Hatschbach & O. Guimarães","46922","1983","10","17","South America - Neotropics","Brazil","Espírito Santo",NA,"Linhares, rod. p/ Povoação.",NA,NA,NA,NA,"US03231927","US03231927_01",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"628","2020-09-02 16:20:12-03","Cenargen","CEN","108070","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","A. C. Aguiar","209","2003","04","21",NA,"Brasil","SP","IPORANGA","Parque Estadual Intervales. Nucleo Bulha Dágua, trilha da caverna do sr. Bento","-48.499444","-24.338333","Exsicatas","Latescente. Doação do Herbário ESA - 84468.","CEN00108070","CEN00108070","C. Urbanetz",NA,NA,"550","550",NA,NA,NA,NA,NA,"-48.499444","-24.338333",NA,NA,NA,"1",NA
"629","2020-09-02 16:20:12-03","Cenargen","CEN","104544","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Carlos Romero Martins","2753","2017","09","17",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Borda do Cerrado, entorno de um prédio da Administração do Parque, próximo a estrada de acesso ao Posto Fluviométrico da CAESB.","-47.923888","-15.731944","Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00104544","CEN00104544","A. Rapini",NA,NA,NA,NA,NA,NA,"2017","09",NA,"-47.923888","-15.731944",NA,NA,NA,"2",NA
"630","2020-09-02 16:20:12-03","Cenargen","CEN","33633","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Sueli Maria Gomes","5","1995","11","16",NA,"Brasil","DF","BRASILIA","Campus da UnB, próximo ao Multiuso.","-47.9296989440918","-15.7797002792358","Exsicatas","Três árvores. Látex branco.","CEN00033633","CEN00033633","B. M. T. Walter",NA,NA,NA,NA,"70570","auto","2015","07",NA,NA,NA,NA,NA,NA,"3",NA
"631","2020-09-02 16:20:12-03","Cenargen","CEN","33629","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Sueli Maria Gomes","1","1995","11","05",NA,"Brasil","DF","BRASILIA","Campus da UnB, próximo ao Multiuso.","-47.9296989440918","-15.7797002792358","Exsicatas","Três árvores, látex branco.","CEN00033629","CEN00033629","B. M. T. Walter",NA,NA,NA,NA,"70570","auto","2015","07",NA,NA,NA,NA,NA,NA,"4",NA
"632","2019-12-09 17:29:18-03","UFPR","EFC","18674","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Souza, I.","625","2019","09","30",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Morro São João","-42.017836","-22.525419",NA,"Arvoreta 4 m, botões verdes, flores alvas, estruturas reprodutivas deformadas por galhas.","EFC018674",NA,"Bordon, N. G.",NA,NA,"100","100",NA,NA,"2019","10","09","-42.017836","-22.525419",NA,NA,NA,NA,NA
"633","2021-03-15 18:25:03-03","USP","SPF","191272","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Borges, RAX","907","2008","07","16",NA,"Brasil","Espírito Santo","Mimoso do Sul","Rodovia às margens do Rio Itabapoana, divisa com o Rio de Janeiro. Fragmento de flroesta estacional em sucessão secundária.","-41.483333","-21.183333",NA,"Arvoreta muito frequente, ca. 6 m, flores alvas, frutos castanhos-claros, sementes com arilo avermelhado. Látex branco","SPF00191272","SPF00191272","Borges, RAX; Sansevero, J",NA,NA,NA,NA,NA,NA,"2008","08",NA,"-41.483333","-21.183333",NA,NA,NA,NA,NA
"634","2021-03-15 18:25:03-03","USP","SPF","200424","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Freitas, HS","200","2007","04","26",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia. Acesso pelo km 258 da Rodovia dos Tropeiros (SP 068). Interior da mata.","-44.656667","-22.642778",NA,"Árvore 16 m alt., 94.8 cm de perímetro à altura do peito. Cálice verde, corola branca, com fauce amarela. Odor adocicado nas flores. Presença de látex nos ramos e tronco.","SPF00200424","SPF00200424","Freitas, HS",NA,NA,"504","504",NA,NA,"2009",NA,NA,"-44.656667","-22.642778",NA,NA,NA,NA,NA
"635","2021-03-15 18:25:03-03","USP","SPF","31078","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Mattos-Silva, LA","695","1979","10","31",NA,"Brasil","Bahia","Prado","Km 31 da Rod. Prado/Itamaraju (Rod. BA 284). Região de Mata Higrófila Sul Baiana. Mata em fase de destruição.","-39.4","-17.2",NA,"Arvorezinha, 5 m de alt. Flores brancas.","SPF00031078","SPF00031078","Rapini, A",NA,NA,NA,NA,NA,NA,"2008",NA,NA,"-39.4","-17.2",NA,NA,NA,NA,NA
"636","2021-03-15 18:25:03-03","USP","SPF","76104","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Harley, RM","25169","1988","10","18",NA,"Brasil","Minas Gerais","Pedra Azul","8 km ao O da Cidade, na estrada para a Rod. BR 116. Lajedo de rocha granítica.","-41.366667","-15.95",NA,"Arbusto 2 m de alt., ereto, corola alva, fauce amarela, perfumada, latescente.","SPF00076104","SPF00076104","Leeuwenberg, AJM",NA,NA,"650","650",NA,NA,"1990",NA,NA,"-41.366667","-15.95",NA,NA,NA,NA,NA
