"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","locality","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"26","2021-03-15 16:37:00-03","NY","NYBG","483809","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","S. A. Mori","9969","1978","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483809","Magnoliophyta","Lamiales","A. H. Gentry","Bahia","Rod. BA 026, 13 a 15 km ao SW de Maracás. Folha SD-24 (14-40a)","NY00483809_01","(Vell.) Bureau ex Verl.","Maracás","-40.4306","-13.4411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-28 12:59:00-03","NY","NYBG","483822","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","I. A. Silva","311","1982","02","02","South America","Brazil","sheet",NA,"Matriz 01 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483822","Magnoliophyta","Lamiales","A. H. Gentry","Espírito Santo","Reserva Florestal da CVRD. Linhares. Est. LOURO, ant. 351, Km 2,260, lado direito.","NY00483822_01",NA,"Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 22:12:00-03","NY","NYBG","886440","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","T. S. dos Santos","2556","1972","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886440","Magnoliophyta","Lamiales","J. A. Kallunki","Bahia","Km 30 da Rod. Conquista a Anagé.","NY00886440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-28 12:59:00-03","NY","NYBG","483821","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","J. R. Pirani","2403","1988","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483821","Magnoliophyta","Lamiales","J. R. Pirani","Espírito Santo","Guarapari: Rodovia do Sol, estrada que liga a BR-101 à Praia do Sol e Praia Setiba na ES-060, a 2 Km da BR 101.","NY00483821_01",NA,NA,"-40.48","-20.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 22:19:00-03","NY","NYBG","886695","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","D. B. O. S. Cardoso","1730","2007","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886695","Magnoliophyta","Lamiales",NA,"Bahia","Amargosa: Serra do Timbó. Barragem do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","NY00886695_01",NA,NA,"-39.6542","-13.0825","697","697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","483814","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","H. S. Irwin","31239","1971","02","28","South America","Brazil","sheet",NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483814","Magnoliophyta","Lamiales","A. H. Gentry","Bahia","Serra da Agua de Rega. Ca. 1 km N of Agua de Rega, road to Carfarnaúm.","NY00483814_01","(Vell.) Bureau ex Verl.","Souto Soares","-41.6378","-12.0886","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","483824","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","M. H. Nee","44901","1994","02","13","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483824","Magnoliophyta","Lamiales","M. H. Nee","Santa Cruz","5 km WSW of El Hondo, Potrerillo. West of Quebrada La Concha",NA,"(Vell.) Bureau ex Verl.","Ichilo","-63.4763889","-17.6722222","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","12514","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Gemtchújnicov, I.D.",NA,"1966","11","20",NA,"Brasil",NA,NA,"Ipê preto","BOTU012514",NA,NA,NA,"São Paulo","não tem",NA,"(Vell.) Bureau ex Verl.","Rio Claro",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","7961","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Gemtchújnicov, I.D.",NA,"1968","01","15",NA,"Brasil",NA,NA,"Árvore grande","BOTU007961",NA,NA,NA,"São Paulo","Fazenda Butignoli",NA,"(Vell.) Bureau ex Verl.","Botucatu",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","12512","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Gemtchújnicov, I.D.",NA,"1966","08","10",NA,"Brasil",NA,NA,"não tem","BOTU012512",NA,NA,NA,"São Paulo","Sítio São José",NA,"(Vell.) Bureau ex Verl.","Botucatu",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","22239","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Amaral Jr., A.","225","1998","10","15",NA,"Brasil",NA,NA,"Árvore 5m, estéril.","BOTU022239",NA,NA,NA,"Mato Grosso do Sul",NA,NA,"(Vell.) Bureau ex Verl.","Anaurilândia","-52.509722","-21.996389",NA,NA,"52°30'35w","21°59'47s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","26380","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Pereira, B.A.S.","3456","1998","01","19",NA,"Brasil",NA,NA,"Árvore ca. 18 m de altura e 70 cm diâmetro, folhas com raque, membranáceas, flores perfumadas de cor amarela e vermelha","BOTU026380",NA,NA,"Pereira, B.A.S.","Goiás","Rodovia km 83 - Brasília/Belo Horizonte",NA,"(Vell.) Bureau ex Verl.","Cristalina",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:01-03","UNESP-IBB","BOTU","30993","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Bicudo, L.R.H.","1832","1996","05","23",NA,"Brasil",NA,NA,NA,"BOTU030993",NA,NA,NA,"São Paulo","Mata do Moro da Igreja de Santo Antonio Rubião, distrito de Rubião Júnior",NA,"(Vell.) Bureau ex Verl.","Botucatu","-48.916667","-22.916667",NA,NA,"48°55'w","22°55's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:42:00-03","UFPI-MRV","HDELTA","3563","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Fernandes, A.; Martins, P. & Matos","(s.n.)","1979","06","14",NA,"Brasil",NA,NA,NA,"HDELTA003563",NA,NA,"Scudeller, V. V.","Ceará","Serra da Ibiapaba, Sítio Pará.",NA,"(Vell.) Bureau ex Verl.","Viçosa do Ceará","-41.0922012329102","-3.56222009658813",NA,NA,NA,NA,"1997","10","34051","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:19:11-03","UFRJ","RFA","14977","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","A.P. Duarte","11255","1968","12","30",NA,"Brasil",NA,NA,"Árvore de porte médio, produz boa madeira.","RFA13130",NA,NA,NA,"Minas Gerais","Base da Serra do Cipó.",NA,"(Vell.) Bureau ex Verl.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:29:30-03","UFRJ","RFA","42936","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","M.L. Guedes; Alunos de Botânica Econômica 2 º semestre 2017","30177","2017","12","15",NA,"Brasil",NA,NA,"Árvore. Folhas digitadas, discolores com indumento esbranquiçado. Inflorescência panicula com raque; brácteas e cálice com indumento amarronzado","RFA39569",NA,NA,"M.L. Guedes","Bahia",NA,NA,"(Vell.) Bureau ex Verl.","Condeúba","-41.966667","-14.883333",NA,NA,"41º58'W","14º53'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:33-03","UTFPR","DVPR","2883","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Chagas-Silva, F","1471","1991","12","10",NA,"Brasil",NA,NA,"Árvore 25m, botões florias marrons, flores amarelas, pouco frequente.","DVPR002883","Magnoliophyta",NA,"Soares-Silva, LH","Paraná","Parque Estadual Mata dos Godoy. Início do transecto",NA,"(Vell.) Bureau ex Verl.","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-15 11:14:33-03","FUNED","FUNED-POL","3662","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Sandra Matoso",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003662",NA,NA,NA,"MG","Mata da Biologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-10-18 16:24:00-02","UNEMAT","TANG","2333","S","Plantae","Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa","Silva, CA","s.n.","2015","02","23",NA,"Brasil",NA,NA,"Flores marrons, pulverulenta, gamo pétala, didínamo (estames), interior amarela com listras vermelhas.","TANG000002333",NA,NA,NA,"Mato Grosso",NA,NA,"(Vell.) Bureau ex Verl.","Tangara da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA
