"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","typeStatus","eventTime","individualCount"
"13","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442564","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melanogyna","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","01","08","Brazil",NA,NA,"Est Parana. Serra do Mar, altanic slope above Bella Vista on old road Curitiba - Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442564",NA,"Myrtales",NA,"Southern America",NA,"NL-U1442564",NA,NA,"Magnoliopsidae","melanogyna",NA,NA,NA,NA
"14","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442565","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melanogyna","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","01","11","Brazil",NA,NA,"Est Parana. Serra do Mar, rainforest on altanic slope above Bella Vista, old road from Curitiba to Morretes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442565",NA,"Myrtales",NA,"Southern America",NA,"NL-U1442565",NA,NA,"Magnoliopsidae","melanogyna",NA,NA,NA,NA
"15","2020-11-04 11:14:34-03","ESALQ","ESA","52207","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","Sobral, M.","2005","01","01","Silva, J.M. et al.","2003","11","02","Brasil","Paraná","Doutor Ulysses",NA,"-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"ESA052207","Magnoliophyta",NA,"3841.0",NA,NA,"ESA052207","32237","auto",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:34-03","ESALQ","ESA","104511","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104511","Magnoliophyta",NA,"876.0",NA,NA,"ESA104511","27904","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:34-03","ESALQ","ESA","36390","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(Legr.) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G. ; Deodato, F.","1994","11","14","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"ESA036390","Magnoliophyta",NA,"61220.0",NA,NA,"ESA036390","38300","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:34-03","ESALQ","ESA","109415","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna",NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109415","Magnoliophyta",NA,"516.0",NA,NA,"ESA109415","34059","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:34-03","ESALQ","ESA","52012","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral",NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","no sub-bosque","ESA052012","Magnoliophyta",NA,"443.0",NA,NA,"ESA052012","34059","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:34-03","ESALQ","ESA","109398","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109398","Magnoliophyta",NA,"30133.0",NA,NA,"ESA109398","34059","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:34-03","ESALQ","ESA","109400","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109400","Magnoliophyta",NA,"29207.0",NA,NA,"ESA109400","34059","auto",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:31:21-03","IAP","PACA-AGP","65252","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","Sobral",NA,NA,NA,"Reitz & Klein","1957","10","10","Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,"750","750","10m de altura. HBR 24809.&nf;Conforme Napaea, revista de botãnica 11 : 35. 1995 Habitat: mata Hábito: árvore","PACA065252","Magnoliophyta","Myrtales","5094",NA,NA,"PACA065252","21797","auto","Magnoliatae",NA,NA,"Isotipo",NA,NA
"23","2019-08-27 13:31:21-03","IAP","PACA-AGP","109959","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D. Legrand) Sobral","M. Sobral","2010","01","25","A. Stival-Santos","2009","09","19","Brasil","SC","Blumenau","Fidélis.","-49.049444","-26.819722","49°02'58W","26°49'11S","264","264","FURB 18361 Habitat: interior de mata Fenofase: fruto maduro amarelo Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA109959","Magnoliophyta","Myrtales","916",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"24","2021-03-24 17:09:31-03","UFES","SAMES","3761","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","06","Giaretta,A.O.; Ribeiro,M.;Lopes.L.C.M.;Figueiredo,D.D.C.","2009","09","06","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227","-397391666.0","-184238889.0",NA,NA,"Árvore de 8m com flores alvas.","SAMES03761",NA,NA,"612",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-24 17:09:31-03","UFES","SAMES","3681","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","05","Giaretta,A.O.; Kaique,L.P.M.;Jesus,L.M.;Rocha,A.C.B.;Smarsaro,Y.","2013","05","13","Brasil","Espírito Santo","Linhares","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do Rio Doce.","-40.0722007751465","-19.3910999298096","-400436111.0","-192613889.0",NA,NA,"Árvore de 16m. Frutos verdes e amarelos.","SAMES03681",NA,NA,"1380",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-24 17:09:31-03","UFES","SAMES","3762","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","06","Giaretta,A.O.; Monteiro,M.M.","2008","12","13","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227","-397391666.0","-184238889.0",NA,NA,"Árvore de 8m com flores alvas.","SAMES03762",NA,NA,"421",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-24 17:09:31-03","UFES","SAMES","3760","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","06","Monteiro,M.M.; Giaretta,A.O.;Cruz,T.S.;Fanticelle,B.S.","2008","06","14","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata seca de restinga. Entrada localizada adjacente à entrada principal de Itaúnas. Área de preservação ambiental pertencente ao Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Planta de 4m com frutos esverdeados.","SAMES03760",NA,NA,"23",NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-24 17:09:31-03","UFES","SAMES","3763","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","06","Menezes,L.F.T.","2008","09","03","Brasil","Espírito Santo","Linhares","Reserva Natural Vale. NULL.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore de 8 metros de altura com frutos verdes, amarelos quando maduros, e enegrecidos.","SAMES03763",NA,NA,"1860",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-24 17:09:31-03","UFES","SAMES","3682","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.C.Souza.","2019","09","06","Giaretta,A.O.; Ribeiro,M.;Broggio,I.S.","2011","01","26","Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta de Tabuleiro, estrada que vai em direção à Mata da Água Limpa.","-40.2132987976074","-18.3703002929688",NA,NA,NA,NA,"Árvore de sete metros, frutos verdes, folhas discolores; na beira da estrada.","SAMES03682",NA,NA,"944",NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034474","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M. Sobral, 2005",NA,NA,NA,"J. M. Silva; E. Lucas, F.F. Mazine","2003","11","2","Brazil","Parana",NA,"Cabeceiras do ribeirao do Tigre (Mun. Doutor Ulysses).","-49.419098","-24.567617",NA,NA,NA,NA,"Arvore, 6m, flor alva. Floresta.",NA,"Magnoliophyta","Myrtales","3831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:40:08-03","UFJF","CESJ","49890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(Legr) Sobral","J.E.Q. Faria","2012","11",NA,"M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; R.H.Nobre; S.A. Roman; F.S. Souza","2008","03","28","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"Borda de mata. Frutos verdes.","CESJ049890","Angiosperma",NA,"84","América do Sul",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:40:08-03","UFJF","CESJ","43692","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(Legr) Sobral",NA,NA,NA,NA,"G. Hatschbach; et al.","1981","12","12","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Árvore de 10m, flores alvas, botões verdes. Mata pluvial rica em <em>Euterpe edulis</em>","CESJ043692","Angiosperma",NA,"s.n.","América do Sul",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:36:19-03","UNICAMP","UEC","133729","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","2003","11","18","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga e trilha Paranã.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","Árvore de 10m de altura.","UEC023569","Magnoliopsida",NA,"215",NA,NA,"UEC023569",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:21:06-03","UNICAMP","UEC","147135","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Aguirre, GH; et al.","2005","05","15","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC023567","Magnoliopsida",NA,"142",NA,NA,"UEC023567",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:21:06-03","UNICAMP","UEC","148801","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2008","10",NA,"Aranha, BA","2007","01","12","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380",NA,"UEC023568","Magnoliopsida",NA,"419",NA,NA,"UEC023568",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:36:19-03","UNICAMP","UEC","178240","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2008","03",NA,"Rochelle, ALC",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.","-45.086667","-23.369167","-45.086667","-23.369167","450","450","Indivíduo J1676 da parcela J do Projeto Temático BIOTA - Gradiente funcional.&nf;; Floresta Ombrófila Densa Submontana.","UEC041687","Magnoliopsida",NA,"J1676",NA,NA,"UEC041687",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:19-03","UNICAMP","UEC","134577","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2003","11",NA,"Mazine, FF; Lucas, E; Silva, JM; Capelo, FA","2003","11","02","Brazil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore ca. 7m, botões verdes e flores brancas. Amostras coletadas para análise macromolecular.","UEC023565","Magnoliopsida",NA,"969",NA,NA,"UEC023565","32006","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:36:19-03","UNICAMP","UEC","73587","S","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2003",NA,NA,"Almeida-Scabbia, RJ; et al.","1994","04","10","Brazil","São Paulo","Sete Barras","Fazenda Intervales, BAse Saibadela, trilha do quilombo, beira rio.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Árvore, 7m de altura, muitos frutos verdes, poucos amarelados.","UEC023566","Magnoliopsida",NA,"290",NA,NA,"UEC023566","34059","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:23-03","UNICAMP","UEC","84343","S","Plantae","Myrtaceae","Eugenia","stictosepala","Eugenia stictosepala melanogyna","D.Legrand","Barroso, GM",NA,NA,NA,"Cardoso-Leite, E; Oliveira, A","1994","01","18","Brazil","São Paulo","São Roque","Mata da Câmara","-47.1125","-23.357222","-47.1125","-23.357222",NA,NA,"8m alt.; frutos imaturos cor verde; Mata Mesófila Semidecídua",NA,"Magnoliopsida",NA,"324",NA,NA,NA,NA,NA,NA,"melanogyna",NA,NA,NA,NA
"40","2020-12-04 13:19:27-03","UDESC","LUSC","7098","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","M.Sobral",NA,NA,NA,"F.F.Mazine; et al.","2000","11","02","Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"LUSC084793",NA,NA,"969",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-04 13:19:27-03","UDESC","LUSC","7097","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,"1994","04","12","V.C.Souza; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"LUSC084792",NA,NA,"30133",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-04 13:19:27-03","UDESC","LUSC","7081","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral",NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente. Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"LUSC007151",NA,NA,"516",NA,NA,"LUSC007151","34059","auto",NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:03:22-03","FURB","FURB","17380","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","2009","12","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925","-49.0477777","-26.1925000","27","27","Fito IFFSC 1048 /L/2 e S/42 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;","FURB32268",NA,NA,"919",NA,NA,"FURB32268",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:03:22-03","FURB","FURB","18361","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","09","19","Brasil","Santa Catarina","Blumenau","Fidélis.","-49.0494444","-26.8197223","-49.0494444","-26.8197223","264","264","Florística IFFSC 750 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior da mata Habito: arbórea; Fruto amarela;","FURB32271",NA,NA,"916",NA,NA,"FURB32271",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:22-03","FURB","FURB","18366","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","20","Brasil","Santa Catarina","Itajaí","Brilhante.","-48.7802778","-26.9997222","-48.7802778","-26.9997222","72","72","Florística IFFSC 640 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbórea; Fruto preto;","FURB32269",NA,NA,"1259",NA,NA,"FURB32269",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-08 08:53:48-03","FURB","FURB","18973","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","melanogyna","Eugenia melanogyna","(D.Legrand) Sobral","Sobral, M","2010","01","25","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB32270",NA,NA,"885",NA,NA,"FURB32270",NA,NA,NA,NA,NA,NA,NA,NA
