"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","615979","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","M. Sobral",NA,NA,NA,"R. Negrelle","1992","03","11","Brazil","Santa Catarina","Itapoá","-48.6158","-26.1169",NA,NA,"NY00615979","NY00615979_01","A-107","Reserva Volta Velha",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709228' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615615","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","M. Sobral",NA,NA,NA,"G. G. Hatschbach","1993","01","29","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00615615","NY00615615_01","58538","Estrada das Praias, Rio da Vila","5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709227' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615987","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg",NA,NA,NA,NA,"W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00615987","NY00615987_01","8778","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel: 48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709258' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615983","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","W. W. Thomas",NA,NA,NA,"S. A. Mori","1981","05","02","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"NY00615983","NY00615983_01","13915","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 91-D",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709253' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615982","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","W. W. Thomas",NA,NA,NA,"S. A. Mori","1981","04","30","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"NY00615982","NY00615982_01","13864","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 39-B. 54-C","100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709252' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615981","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","W. W. Thomas",NA,NA,NA,"S. A. Mori","1981","04","29","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"NY00615981","NY00615981_01","13830","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 39-B","100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709251' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615984","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","M. Sobral",NA,NA,NA,"W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00615984","NY00615984_01","8029","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel 26",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709255' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01198642","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","M. L. Kawasaki",NA,NA,NA,"A. M. Amorim","2006","04","15","Brazil","Bahia","Arataca","-39.3417","-15.1736",NA,NA,"NY01198642","NY01198642_01","5791","Topo da Serra do Peito-de-Moça. Ramal ca. 22.4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105493' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615986","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg",NA,NA,NA,NA,"W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00615986","NY00615986_01","8362","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel: 35",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709257' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777099","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg","G. G. Hatschbach",NA,NA,NA,"G. Gatti","1999","10","11","Brazil","Paraná","Guaraqueçaba","-48.28","-25.15",NA,NA,"NY00777099","NY00777099_01","528","Reserva Natural Salto Morato, Estrada do Centro de Visitantes",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709254' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615985","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","acuminatissima","Myrcia acuminatissima","O.Berg",NA,NA,NA,NA,"W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00615985","NY00615985_01","8401","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel: 36",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709256' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01067169","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","V. G. Staggemeier",NA,NA,NA,"S. A. Mori","1981","05","13","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"NY01067169","NY01067169_01","14014","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 130-D","100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205874' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1522728","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.",NA,NA,NA,NA,"G. G. Hatschbach","1966","05","29","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY01522728","NY01522728_01","14400","Sertao do Guarani",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776786' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1522345","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"S. A. Mori","1979","07","06","Brazil","Bahia",NA,"-39.03","-16.33",NA,NA,"NY01522345","NY01522345_01","12125","Municípios de Sta. Cruz de Cabrália/Porto Seguro. Rod. BR 500, 18,7 km ao N de S. C. de Cabrália",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751559' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","616417","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","G. M. Barroso",NA,NA,NA,"B. D. Sucre","1971","01","21","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00616417","NY00616417_01","7378","Serra de Ibitipoca","1580","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375081' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01241054","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"A. M. V. de Carvalho","1995","09","13","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,"NY01241054","NY01241054_01","6099","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. 8-10 Kms na estrada que margeia ao Rio Maruim. Picada paralela ao rio Maruim.",NA,NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90153' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00864300","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","2002","07","14","Brazil","Bahia","Una","-39.0056","-15.3153",NA,NA,"NY00864300","NY00864300_01","4615","Fazenda Bolandeira",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955596' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907483","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"M. M. M. Lopes","2006","08","06","Brazil","Bahia","Arataca","-39.3417","-15.1736",NA,NA,"NY00907483","NY00907483_01","996","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985847' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1522780","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"S. A. Mori","1979","04","06","Brazil","Bahia","Camacan","-39.4993633","-15.3049346",NA,NA,"NY01522780","NY01522780_01","11706","Município de Camacã. Ramal a Torre da Embratel na Serra Boa, ao N de São João da Panelinha.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777391' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616426","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1958","03","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00616426","NY00616426_01","6620","Mina Velha, Garuva, Sao Francisco do Sul","10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375090' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa gaudichaudiana","(O.Berg) D.Legrand","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1977","08","10","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY00616432","NY00616432_01","40166","Rio Sao Joaozinho",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=664636' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet","gaudichaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02715703","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.",NA,NA,NA,NA,"A. M. Amorim","1993","02","21","Brazil","Bahia","Jacobina","-40.5181","-11.1808",NA,NA,"NY02715703","NY02715703_01","1008","Estrada Jacobina-Itaitu, ca. 30km a partir da Sede do municipio, na Cachoeira Pequena",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623207' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1843688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","E. J. Lucas",NA,NA,NA,"L. Riedel","1832","01",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01843688","NY01843688_01","202",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2081874' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","616418","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. L. Kawasaki",NA,NA,NA,"R. M. Silva","1993","05","14","Brazil","Rio de Janeiro","Campos",NA,NA,NA,NA,"NY00616418","NY00616418_01","854","Parque Estadual do Desengano, Fazenda Mocotó (Imbé)",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375086' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","616415","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.",NA,NA,NA,NA,"L. Riedel","1832","01",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00616415","NY00616415_01","202",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375089' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00906500","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"A. M. Amorim","2006","06","15","Brazil","Bahia","Arataca","-39.3417","-15.1736",NA,NA,"NY00906500","NY00906500_01","6095","RPPN Camino das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha para a residência do Sr. Mormaço","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981628' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1522675","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.",NA,NA,NA,NA,"S. A. Mori","1979","11","28","Brazil","Bahia","Santa Cruz Cabrália","-39.0244","-16.2783",NA,NA,"NY01522675","NY01522675_01","13050","Antiga rodovia que liga a Estaçao Ecológica Pau-Brasil à Sta. Cruz de Cabrália, a 7 km ao NE da Estaçao. Ca. 12 km ao NW de Porto Seguro",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776518' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01095470","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","M. Sobral",NA,NA,NA,"J. L. Paixão","2006","03","19","Brazil","Bahia","Almadina","-39.6025","-14.7036",NA,NA,"NY01095470","NY01095470_01","807","Serra do Concovado, Rod. Almadina/Coaraci, ca. 5 km","300","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391134' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1738411","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","racemosa","Myrcia racemosa","(O.Berg) Kiaersk.","B. S. Amorim",NA,NA,NA,"R. M. Déda","2012","04","16","Brazil","Sergipe","Santa Luzia do Itanhy","-37.41906","-11.4067",NA,NA,"NY01738411","NY01738411_01","92","RPPN Mata do Crasto.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007593' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
