"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2019-11-19 15:44:21-03","UNEB","HUNEB","1094","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Mattos Silva, L.A.","3839",NA,"Brasil","Bahia","Una","Faz. Juerana, ramal com o km 18 da Rod. Una/São José da Vitória.","-39.0752983093262","-15.2932996749878",NA,"Higrófila Sul Baiana (Mata Atlântica).","HUNEB0001094",NA,NA,"1998","07","22",NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"12","2019-11-19 15:44:21-03","UNEB","HUNEB","7857","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Guedes, M.L.","9443",NA,"Brasil","Bahia","Ituberá","Assentamento Lucas Dantas","-39.133333","-13.716667",NA,NA,"HUNEB0007857",NA,NA,"2001","09","03",NA,NA,NA,NA,"39W8'0''","13S43'0''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"13","2013-07-03 11:07:59-03","EBDA","BAH","8672","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"L.A. Mattos da Silva","2580",NA,"Brasil","Bahia","Nilo Peçanha",NA,"-39.1069","-13.5994",NA,"Arbusto ramificado desde a a base. Cipó, flor com cálice marrom e pétalas amarelo-ouro.IMPORT. PLANTA: Crescendo sobre outros vegetais.",NA,NA,"J.L. Hage e E.B. dos Santos","1988","09","22",NA,"1988","09",NA,NA,NA,"39303","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:19:04-03","UFBA","ALCB","50243","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Loureiro, DM; Carvalho, G; Guedes, ML; Santana, DL","8","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Fazenda Panema. µrea de reserva a ser recuperada. (Chapada)","-38.377222","-12.546667",NA,"área degradada.",NA,NA,"Guedes, ML","2001","03","25",NA,"2001","03",NA,"-38.377222","-12.546667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:19:04-03","UFBA","ALCB","56951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9443","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Fazenda Jubiab , Assentamento Lucas Dantas","-39.133333","-13.716667",NA,"Folhas coriáceas, discolores com nectários vináceos na margem. Inflorescência com ráque, pedicelos e cálice ferrugíneos, pétalas amarelas.; Mata de cabruca.",NA,NA,"Guedes, ML","2001","09","03",NA,"2001","09",NA,"-39.133333","-13.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:19:04-03","UFBA","ALCB","88010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","872","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica de Una Trilha do Rio Marium","-39.0675","-15.167778",NA,"Individuo.nº750. DAP. 6,3cm. Material estéril.; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.","ALCB040807",NA,"Jardim, JG","2001","09","28",NA,"2001","10",NA,"-39.0675","-15.167778",NA,NA,NA,"40","40",NA,NA,NA,NA
"17","2020-02-08 09:55:15-03","NBC","NL-BOTANY","U.1369014","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Klug G",NA,"Southern America","Peru",NA,NA,"Department of San Martin: Juan Jui, Alto Rio Huallaga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1369014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1369014","NL-U1369014",NA,"1935","12","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:12:42-03","ESALQ","ESA","75750","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","653.0",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.","-46.7799987792969","-24.1800003051758",NA,"Liana, botões amarelo-ferrugíneos, elaióforos verdes.","ESA075750","ESA075750","2019","2001","04","16",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:30-03","MN","R","7822","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A. Juss.",NA,"Glaziou, A.F.M.","10369",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007822","R000007822_001","Amim, A.M.","1879","02","21",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-02-02 14:38:33-02","BGBM","B","B -W 08854 -01 0","S","Plantae",NA,NA,"Malpighiaceae","Banisteria","patens","Banisteria patens",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW08854010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","BW08854010","BW08854010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:44:59-02","IPA","IPA","85297","S","Plantae","Plantae",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Viana, G.","873","Southern America","Brasil","Sergipe","Areia Branca","Serra de Itabaiana","-37.315299987793","-10.7578001022339",NA,"Trepadeira; flores amarelas.; Mata ciliar.","IPA0085297",NA,"André Amorim","1984","03","13",NA,"2000",NA,NA,NA,NA,"11840","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-02-15 11:44:59-02","IPA","IPA","4117","S","Plantae","Plantae",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Pickel, B.","939","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, mata do Oiteirão.","-35.0182991027832","-8.00222015380859",NA,NA,"IPA0004117",NA,"Niedenzn","1925","04","30",NA,"1927","11",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:32:45-03","MBM","MBM","285224","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Jost, T.; et al.; et al.","285","Southern America","Brazil","Bahia","Conde","Fazenda do Bu","-37.6105995178223","-11.8135995864868",NA,NA,"MBM285224","MBM285224","Amorim, A.M.","1996","04","25",NA,NA,NA,NA,NA,NA,"31737","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:45-03","MBM","MBM","48949","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Amorim, A.M.; et al.; et al.","3128","Southern America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande","-39.2844009399414","-14.5930995941162",NA,NA,"MBM048949","MBM048949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA
"25","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596959","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596959' target='other'> <mi>dwc_moreinfo</mi></a>","P05596959","P05596959_01",NA,"1891","6","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18165",NA,NA,NA
"26","2015-05-29 10:11:33-03","MNHN","RECOLNAT_MNHN_P","P00395623","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropteris","anomala","Heteropteris anomala","in sched",NA,"Blanchet",NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"xy","Cat. des bois : B 1295 / Catalogue : ancienne marque de récolement <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00395623' target='other'> <mi>dwc_moreinfo</mi></a>","P00395623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA
"27","2015-10-14 20:04:44-03","MNHN","RECOLNAT_MNHN_P","P00673721","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Guillemin, J.B.A.",NA,NA,"Brésil",NA,NA,"Serra des Orgues",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00673721' target='other'> <mi>dwc_moreinfo</mi></a>","P00673721","P00673721_01",NA,"1839","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"996",NA,NA,NA
"28","2015-10-14 20:05:00-03","MNHN","RECOLNAT_MNHN_P","P00673764","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Blanchet, J.S.",NA,NA,"[Brésil]",NA,NA,"Bahia, Ilheos",NA,NA,"hb","Ded. D. Moricand 1839 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00673764' target='other'> <mi>dwc_moreinfo</mi></a>","P00673764","P00673764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2089",NA,NA,NA
"29","2015-11-07 01:01:51-02","MNHN","RECOLNAT_MNHN_P","P02428737","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.","lectotype","Guillemin, J.B.A.",NA,NA,"Brésil",NA,NA,"Serra Dos Orgaos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428737' target='other'> <mi>dwc_moreinfo</mi></a>","P02428737","P02428737_01","Amorim","1839","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"996",NA,NA,NA
"30","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596954","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Tijuca 2/3.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596954' target='other'> <mi>dwc_moreinfo</mi></a>","P05596954","P05596954_01",NA,"1869","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2945",NA,NA,NA
"31","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596955","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Lagoinha, Corcovado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596955' target='other'> <mi>dwc_moreinfo</mi></a>","P05596955","P05596955_01",NA,"1869","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2944",NA,NA,NA
"32","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596956","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Blanchet",NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596956' target='other'> <mi>dwc_moreinfo</mi></a>","P05596956","P05596956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2089",NA,NA,NA
"33","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596957","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Blanchet",NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596957' target='other'> <mi>dwc_moreinfo</mi></a>","P05596957","P05596957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA
"34","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596960","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Riedel",NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596960' target='other'> <mi>dwc_moreinfo</mi></a>","P05596960","P05596960_01",NA,"1822","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596961","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Claussen",NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596961' target='other'> <mi>dwc_moreinfo</mi></a>","P05596961","P05596961_01",NA,"1842","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"36","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596962","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Petropolis, route du Cachambú.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596962' target='other'> <mi>dwc_moreinfo</mi></a>","P05596962","P05596962_01",NA,"1876","5","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8299",NA,NA,NA
"37","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596963","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Rio d´Ouro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596963' target='other'> <mi>dwc_moreinfo</mi></a>","P05596963","P05596963_01",NA,"1879","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10369",NA,NA,NA
"38","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596964","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,"Rio D´ Ouro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596964' target='other'> <mi>dwc_moreinfo</mi></a>","P05596964","P05596964_01",NA,"1879","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10369",NA,NA,NA
"39","2015-09-05 08:41:51-03","MNHN","RECOLNAT_MNHN_P","P05596958","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A.Juss.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05596958' target='other'> <mi>dwc_moreinfo</mi></a>","P05596958","P05596958_01",NA,"1880","5","3",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,"11874",NA,NA,NA
"40","2015-04-16 12:12:00-03","MO","MOBOT","100808668","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"L.A. Gomes|L.A.S. Santos|R.N. Silva|E. Santos","Gomes 221","South America","Brazil","Sergipe","Capela","RVS Mata do Junco: Borda da mata Mata Atlântica. 1° 3' 21 S, 3° 70' 31 W","-37.0527992248535","-10.5032997131348",NA,NA,NA,NA,"L.A. Gomes","2011","11","4",NA,NA,NA,NA,NA,NA,"19889","auto",NA,NA,NA,NA,"1",NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","2857849","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Jardim","Jardim 305","South America","Brazil","Bahia",NA,"Município de Una-Ba. Km 50 da Rod. Ilhéus/Una. Estacão da EMBRAPA (EDJAB). Mata de Restinga.",NA,NA,NA,NA,NA,NA,"W. Anderson","1993","9","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3156720","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"W. Wayt Thomas","Thomas 10013","South America","Brazil","Bahia",NA,"Mun. Prado. ON road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off of road to Prado on road to Cumurxatiba. Southern Atlantic moist forest & adjacent restinga.","-39.41666","-17.13333",NA,NA,NA,NA,"W. Anderson","1993","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-12-04 16:44:00-02","MO","MOBOT","3157076","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi","Hatschbach 51424","South America","Brazil","Espírito Santo",NA,"Conceoção da Barra, rod. para Itaúnas.",NA,NA,NA,NA,NA,NA,"W.R. Anderson","1987","8","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3158313","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Thomas","Thomas 9764","South America","Brazil","Bahia",NA,"Mun. Itacaré. 11.6 km south of junction with BA 654 at Loteamento Marambaia on rd to Serra Grande, the junction 6 km west of Itacaré. Partially disturbed southern Bahian wet forest over clay.","-39.26666","-14.4",NA,NA,NA,NA,"W.R. Anderson","1993","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3158549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"Thomas","Thomas 9782","South America","Brazil","Bahia",NA,"Mun. Itacaré. 6.7 km south of junction with BR 654 at Loteamento Marambaia on road to Serra Grande, the junction 6 km west of Itacaré. Southern Bahian wet forest over sandy loam.","-39.26666","-14.25",NA,NA,NA,NA,"W.R. Anderson","1993","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-04-14 22:47:00-03","MO","MOBOT","3156513","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.",NA,"André M. de Carvalho|W. Wayt Thomas|Talmon S. dos Santos","Carvalho 3559","South America","Brazil","Bahia","Uruçuca","Município de Urucuca, Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.2833333","-14.4166667",NA,NA,NA,NA,"W.R. Anderson","1991","9","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
