"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"97","2021-04-08 17:12:54-03","UESB","HUESB","5760","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr. Juss.",NA,"Loureiro, D.M.; Carvalho, G.; Guedes, M.L.; Santana, D.L.; Carvalho, G.; Guedes, M.L.; Santana, D.L.","8",NA,"Brasil","Bahia","São Sebastião do Passé","Litoral Norte, Fazenda Panema. Área de reserva a ser recuperada (Chapada)","-38.4953002929688","-12.5124998092651",NA,NA,NA,NA,"Guedes, M.L.","2001","03","25",NA,"2001","03",NA,NA,NA,"18909","auto",NA,NA,NA,NA,NA,NA,NA
"98","2016-08-23 10:59:45-03","NHMLondon","NHM-LONDON-BOT","BM000645220","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","Adr.Juss.","Isosyntype","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","2089",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/34209952556180a6d782d97171684cf990729608/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"W.R. Anderson","1839",NA,NA,NA,"1981",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4987323"
"99","2019-11-01 15:03:12-03","UnB","UB","151276","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Belém, RP","2257","Southern America","Brasil","Bahia","Ibirapitanga","Plantação de cacau.","-39.3736000061035","-14.1641998291016",NA,"Cipó sobre árvore de 8m. FLores amarela, estames esbranquiçados, calice marron.",NA,NA,"Pessoa, C","1966","05","18",NA,"2015","01","12",NA,NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:10:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Sellow, F","s.n.","Southern America","Brazil",NA,NA,"In Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:08:43-03","IBt","SP","12047","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala glandulifera","Nied.","Isosyntype","Edwall, G","CGG1804",NA,"Brasil","São Paulo","Ubatuba","Capoeira. Morro da Prainha","-45.0699996948242","-23.4300003051758",NA,"Trepadeira, flores amarelas","SP000207","SP000207","Niedenzu, F","1892","05","02","glandulifera","1928",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:08:54-03","IBt","SP","151706","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Araújo, S; Pereira, E","518",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos, Barreira",NA,NA,NA,NA,"SP018923","SP018923","Amorim, AM","1946","05","28",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:08:54-03","IBt","SP","470876","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Forzza, RC; Silva, J; Hmeljeviski, KV; Saraiva, DP","5804",NA,"Brasil","Espírito Santo","Água Doce do Norte","estrada para o morro das torres","-40.993056","-18.573611",NA,NA,NA,NA,NA,"2010","03","12",NA,NA,NA,NA,"-40.993056","-18.573611",NA,NA,NA,"578","578",NA,NA,NA,NA
"104","2019-11-21 10:08:54-03","IBt","SP","337330","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Giordano, LC; Bovini, MG; Braga, JMA","2164",NA,"Brasil","Rio de Janeiro","Macaé","Frade, Crubixás","-41.7868995666504","-22.3708000183105",NA,NA,"SP018916",NA,"Amorim, AM","1997","05","06",NA,"2003",NA,NA,NA,NA,"47209","auto",NA,"1350","1350",NA,NA,NA,NA
"105","2019-11-21 10:08:54-03","IBt","SP","367625","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Pereira, CEB","204",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Rio Bonito de Cima, Sítio São Jerônimo","-42.5311012268066","-22.2819004058838",NA,NA,"SP018913",NA,"Amorim, AM","1995","07","12",NA,"2003",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:08:54-03","IBt","SP","367611","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Silva, IM","378",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro","-43.451099395752","-22.7591991424561",NA,NA,"SP018919",NA,NA,"1995","07","12",NA,"2003",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:08:54-03","IBt","SP","367612","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Somner, GV; et al.","788",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica de Tinguá, estrada para Boa Esperança, após a entrada da REBIO","-43.451099395752","-22.7591991424561",NA,NA,"SP018914","SP018914","Amorim, AM","1994","02","10",NA,"2003",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:08:54-03","IBt","SP","396952","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Silva Neto, SJ","26",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Caminho de Boa Esperança a Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"SP018927",NA,"Amorim, AM","1993","05","31",NA,"2003",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:08:54-03","IBt","SP","366594","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Braga, JMA","6316",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica da União","-41.9449996948242","-22.5268993377686",NA,NA,"SP018921","SP018921","Amorim, AM","2000","09","27",NA,"2003",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:08:54-03","IBt","SP","396949","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Oliveira, CAL","1019",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista. Estrada da Vista Chinesa km 2. Reser. Flor. Est. Vista Chinesa, vertente sul, caminho para gruta Geonoma acima da caixa d'água","-43.2075004577637","-22.9027996063232",NA,NA,"SP018928",NA,"Amorim, AM","1995","06","05",NA,"2003",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:08:54-03","IBt","SP","396950","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Amorim, AM; Oliveira, CAL","3216",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arredores do Parque Nacional da Tijuca. Morro do Cochrane, no topo do morro em trilha de acesso para Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,"SP018929",NA,"Amorim, AM","1999","12","21",NA,"2003",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:08:54-03","IBt","SP","151686","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Sucre, D","8512",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro Queimado","-43.2075004577637","-22.9027996063232",NA,NA,"SP018924",NA,"Amorim, AM","1972","02","24",NA,"2003",NA,NA,NA,NA,"57442","auto",NA,"600","650",NA,NA,NA,NA
"113","2019-11-21 10:08:54-03","IBt","SP","367607","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Oliveira, CAL","1270",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra da Carioca, Topo do Morro do Cochrane, Parque Nacional da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"SP018920",NA,"Amorim, AM","1997","02","26",NA,"2003",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:08:54-03","IBt","SP","151696","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Sucre, D","7520",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Subida para o Pico da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"SP018922",NA,"Amorim, AM","1971","03","18",NA,"2003",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:08:54-03","IBt","SP","8371","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens acuminata","Nied.","Lectotype","Gehrt, A","s.n.",NA,"Brasil","São Paulo","Santo André","Alto da Serra, descida da Serra Velha","-46.5299987792969","-23.6599998474121",NA,"Trepadeira de flor amarela","SP000243","SP000243","Niedenzu, F","1923","05","08","acuminata","1928",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:08:54-03","IBt","SP","298426","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Furlan, A; et al.","416",NA,"Brasil","São Paulo","Ubatuba","Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,"SP018925",NA,"Amorim, AM","1988","04","09",NA,"2003",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:08:54-03","IBt","SP","367642","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Amorim, AM; Forzza, RC","3383",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,"SP018917",NA,"Amorim, AM","2000","05","06",NA,"2003",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:08:54-03","IBt","SP","298425","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Garcia, FCP; et al.","135",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,"SP018926",NA,"Amorim, AM","1988","09","04",NA,"2003",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:08:54-03","IBt","SP","367609","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Takahashi, A; Bencke, CSC","132",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,"SP018915","SP018915","Amorim, AM","1995","07","31",NA,"2003",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:08:54-03","IBt","SP","367610","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","patens","Heteropterys patens","(Griseb.) A.Juss.",NA,"Garcia, FCP; et al.","430",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,"SP018918",NA,"Amorim, AM","1989","09","02",NA,"2003",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"121","2014-09-23 10:58:32-03","G","G","G00352997","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","anomala","Heteropterys anomala","A. Juss.","ISOTYPUS of Heteropterys anomala A. Juss.","Blanchet, J. S.","2089","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00352997",NA,"Anderson, W. R.",NA,NA,NA,NA,"1993","01","01","-41.99722222","-12.18305556",NA,NA,NA,NA,NA,NA,NA,NA,NA
