"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","dayIdentified","typeStatus","class"
"11","2020-12-11 11:39:42-03","UFMG","BHCB","91446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","N.F.Mattos","Meireles, LD; Flores, A; Rodrigues, RS; Belinello, R","576","2001","09","19","Southern America","Brasil","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"Árvore, 5 m, flores brancas, botões florais esverdeados, frutos verdes.; Floresta ombrófila densa alto-montana.","BHCB015635",NA,NA,"22140","auto","2012","12",NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:39:42-03","UFMG","BHCB","173950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","N.F.Mattos","Kollmann, L; Kollmann, RL; Fontana, AP","7154","2004","10","30","Southern America","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"Arbusto de 3m. Frutos pretos","BHCB019266",NA,NA,"23588","auto","2011",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:39:42-03","UFMG","BHCB","173949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","N.F.Mattos","Kollmann, L; Kollmann, RL","7003","2004","09","05","Southern America","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Nascente subindo o forninho","-41.184700012207","-20.6035995483398","1500",NA,"Arbusto 1,50, rupícola ao sol. Flores secas. Frutos vináceos","BHCB019265",NA,NA,"23588","auto","2011",NA,NA,NA,"1500",NA,NA,NA
"14","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","22614",NA,"Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","L. Kollmann; et al","6861","2004","07","10",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"Arvoreto 3m. Flores brancas, folhas novas vermelhas.","MBML022614","MBML022614","M. C. Souza/Fev.2006",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"15","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","22741",NA,"Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","L. Kollmann; et al","7003","2004","09","05",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"Arbusto 1,5m, rupestre ao sol. Flores secas. Frutos vináceos.","MBML022741","MBML022741","M. C. Souza/Fev.2006",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"16","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","23067",NA,"Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","L. Kollmann; et al","7154","2004","10","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"Arbusto de 3m. Frutos pretos.","MBML023067","MBML023067","M. C. Souza/Fev.2006",NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA
"17","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","38293",NA,"Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","C. N. de Fraga; et al","2125","2008","07","18",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Localidade Balança. Floresta Ombrófila Densa Altomontana.","-41.101667","-20.526944",NA,NA,NA,"MBML038293","MBML038293","M. Sobral/2010",NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA
"18","2017-11-24 14:11:50-02","UFLA","ESAL","9641","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Gavilanes, ML; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,"árvore; 3,0m; ;; floresta",NA,NA,"Ary T.O.Filho","24458","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-10-09 16:31:55-03","UFLA","ESAL","12939","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Sebastião V. Martins","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Mata da ESAL","-44.999444","-21.245278",NA,NA,"árvore; 5,0; ;; floresta",NA,NA,"Ary T.O.Filho",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"20","2017-11-24 14:11:50-02","UFLA","ESAL","9650","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Socorro","Bairro do Jaboticabal","-46.5200004577637","-22.5900001525879","7",NA,"árvore; 6 m; ;; floresta",NA,NA,"Marcos Sobral","17674","auto",NA,NA,NA,NA,"7",NA,NA,NA
"21","2017-11-24 14:11:50-02","UFLA","ESAL","18965","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Rocha, C","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,"; 9, m; ;; floresta",NA,NA,"Ary T.O.Filho","16658","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-13 11:27:24-03","USP","SPF","65191","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kuhlmann, M","2447","1950","06","07",NA,"Brasil","Minas Gerais","Delfim Moreira","São Franicisco dos campos.","-45.2799987792969","-22.5091991424561",NA,NA,"Arbustiva.","SPF00065191",NA,NA,"20219","auto",NA,NA,NA,NA,NA,NA,"isotype",NA
"23","2019-11-13 11:27:24-03","USP","SPF","67433","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kuhlmann, M","2447","1950","06","07",NA,"Brasil","Minas Gerais","Delfim Moreira","São Franicisco dos campos.","-45.2799987792969","-22.5091991424561",NA,NA,"Arbustiva.","SPF00067433","SPF00067433",NA,"20219","auto",NA,NA,NA,NA,NA,NA,"isotype",NA
"24","2019-10-07 09:35:56-03","UEFS","HUEFS","176599","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Braga, J.M.A.","2583","1995","08","02",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Microparcela.","-44.566667","-22.25","795",NA,NA,"HUEFS0176599","HUEFS0176599",NA,NA,NA,NA,NA,"44W34'0''","22S15'0''","795",NA,NA,"Rosanae"
"25","2019-10-07 09:35:56-03","UEFS","HUEFS","87201","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Ilegível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holótipo","Rosanae"
"26","2019-10-07 09:35:56-03","UEFS","HUEFS","87202","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Sem coletor",NA,"1980","07",NA,NA,"Brasil","Minas Gerais","Delfino","São Francisco dos Campos.",NA,NA,NA,NA,NA,"HUEFS0087202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holótipo","Rosanae"
"27","2019-10-07 09:35:56-03","UEFS","HUEFS","20250","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","França, F.","1290","1995","07","09",NA,"Brasil","Bahia","Abaíra","Catolés Caminho Boa Vista para Bicota.","-41.6636009216309","-13.2496995925903","1200",NA,"Capão no brejo","HUEFS0020250","HUEFS0020250","E.Nic Lughadha","26531","auto","1998","11",NA,NA,"1600",NA,NA,"Rosanae"
"28","2015-03-07 08:57:23-03","F","FMNH-SEEDPLANTS","V0138806F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0138806F","V0138806F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"29","2020-07-23 12:16:34-03","CEPLAC","CEPEC","133627","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii",NA,"C. N. Fraga","2125",NA,NA,NA,NA,"Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Stadnik","23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:16:34-03","CEPLAC","CEPEC","146470","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii",NA,"J. M. A. Braga","2583",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"J. M. A. Braga","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:07:00-03","UnB","UB","136237","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kollmann, L","6861","2004",NA,NA,"Southern America","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"Material enviado pelo Marcos Sobral. Dados de localização geográfica duvidosos; .",NA,NA,"Proença, CEB",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:07:00-03","UnB","UB","168012","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Proença, CEB","495","1985","04","12","Southern America","Brasil","São Paulo","Campos do Jordão","Parque estadual Campos do Jordão","-45.59","-22.74",NA,NA,"Árvore de 6m, flores vetustas marrons, botões verdes.",NA,NA,NA,NA,NA,NA,NA,"-45.59","-22.74",NA,NA,NA,NA
"33","2019-11-01 15:07:00-03","UnB","UB","168013","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Proença, CEB","499","1985","04","12","Southern America","Brasil","São Paulo","Campos do Jordão","Parque estadual campos do Jordão","-45.59","-22.74",NA,NA,"Árvore ca. 8m. Estéril.",NA,NA,NA,NA,NA,NA,NA,"-45.59","-22.74",NA,NA,NA,NA
"34","2019-11-01 15:07:00-03","UnB","UB","174502","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Meireles, LD; Nunes, JA; Castaho, GG","2434","2006","07","26","Southern America","Brasil","Minas Gerais","Passa Quatro","Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,NA,"Arvoreta, 3 m, frutos verdes.; Floresta alto-montana.",NA,NA,"Souza, MC","17293","auto","2012","12",NA,NA,NA,NA,NA,NA
"35","2019-11-01 15:07:00-03","UnB","UB","174506","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Meireles, LD; Nunes, JA","2116","2006","03","21","Southern America","Brasil","Minas Gerais","Passa Quatro","Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,NA,"Arbusto, 1 m, flores alvas.; Floresta alto-montana.",NA,NA,"Souza, MC","17293","auto","2012","12",NA,NA,NA,NA,NA,NA
"36","2019-11-01 15:07:00-03","UnB","UB","174503","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Meireles, LD; Nunes, JA; Castaho, GG","2452","2006","07","26","Southern America","Brasil","Minas Gerais","Passa Quatro","Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,NA,"Arvoreta, 3 m, frutos verde.; Afloramento rochoso.",NA,NA,"Souza, MC","17293","auto","2012","12",NA,NA,NA,NA,NA,NA
"37","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Souza, MC","262","2003","08","06","Southern America","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Na beira da estrada que vai para o do Itatiaia","-44.5633010864258","-22.4960994720459","2240",NA,"Arvoreta de 4m de alturas, com flores perfumadas",NA,NA,"Souza, MC","19648","auto","2003","12",NA,NA,"2240","05",NA,NA
"38","2020-08-26 10:50:15-03","MCN-FZBRS","HAS","87512","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kuhlmann, M.","2447","1950","06",NA,NA,"Brasil","Minas Gerais","Delfim Moreira","São Francisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,"Arbustiva, no alto do morro.","HAS0087512",NA,NA,"20219","auto",NA,NA,NA,NA,NA,NA,"Isotypus",NA
"39","2020-08-26 10:50:15-03","MCN-FZBRS","HAS","87513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kuhlmann, M.","2447","1950","06",NA,NA,"Brasil","Minas Gerais","Delfim Moreira","São Francisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,"Arbustiva.","HAS0087513",NA,NA,"20219","auto",NA,NA,NA,NA,NA,NA,"Isotypus",NA
"40","2020-08-26 10:50:15-03","MCN-FZBRS","HAS","87510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Siphoneugena","rubensiana","Siphoneugena rubensiana","Mattos & N.Silveira","Mattos, J.","16359","1973","09",NA,NA,"Brasil","São Paulo","Campos do Jordão","no Parque Estadual, perto de São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,"Na mata. Árvore c/ ca. 10m de alt. Casca cinzenta, melífera. Pétalas, anteras e estames brancos.","HAS0087510",NA,"Mattos, J.","21048","auto","1976",NA,NA,NA,NA,NA,"Holotypus",NA
"41","2019-11-21 10:12:41-03","IBt","SP","80805","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Kuhlmann, M","2447","1950","06","07",NA,"Brasil","Minas Gerais","Delfim Moreira","São Francisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,"Arbustiva","SP001400","SP001400","Mattos, JR","20219","auto","1967",NA,NA,NA,NA,NA,"Holotype",NA
"42","2019-11-21 10:12:41-03","IBt","SP","156206","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","kuhlmannii","Siphoneugena kuhlmannii","Mattos","Mattos, J","16358","1973","09","15",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Quase em São José dos Alpes. Na borda da mata","-45.5900001525879","-22.7299995422363",NA,NA,"Arvoreta ca. 2 m alt. Frutos maduros negros","SP001402","SP001402","Proença, C","21048","auto","1990",NA,NA,NA,NA,NA,"Paratype",NA
"43","2019-11-21 10:12:41-03","IBt","SP","156073","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","rubensiana","Siphoneugena rubensiana","Mattos & N.Silveira","Mattos, J","16359","1973","09","15",NA,"Brasil","São Paulo","Campos do Jordão","No Parque Estadual, quase em São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,"Árvore ca. 10 m alt. Melífera, pétalas brancas, estames e anteras alvas","SP001401","SP001401","Mattos, JR","21048","auto","1976",NA,NA,NA,NA,NA,"Holotype",NA
