"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","day","minimumElevationInMeters","stateProvince","decimalLongitude","decimalLatitude","maximumElevationInMeters","class","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","imagecode","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","4033475","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","W. E. Broadway","439","1923","01","South America","Venezuela","Aricagua. Vicinity of Crystobal Colon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338003' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033475","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4033465","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Collector unknown","s.n.","1899",NA,"South America","Trinidad and Tobago","Trinidad.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337993' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4033459","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","H. F. Pittier","11834","1925","07","South America","Venezuela","Caruao Valley, D.F.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337987' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033459","14",NA,"Distrito Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4033461","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","W. Meier","8290","2001","06","South America","Venezuela","Distrito Valencia. Cordillera de la Costa: excursión Chirgua (Cariaprima)-Fila Maestra-Las Trincheras: vertiente norte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337989' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033461","10","600","Carabobo","-68.13","10.3","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4033462","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","D. Clarke","1193","1996","02","South America","Guyana","Paramakatoi, 0.5-4 km from; trail to Maikwak & Kowatipu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337990' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033462","22","680","Potaro-Siparuni","-59.7","4.72","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4033474","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","W. E. Broadway","397","1923","01","South America","Venezuela","The Baleau, near the river. Vicinity of Crystobal Colon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338002' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033474","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4033487","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","H. H. Smith","995","1898",NA,"South America","Colombia","Santa Marta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338015' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4033473","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","C. E. O. Kuntze","671","1874","10","South America","Trinidad and Tobago","Trinidad. Bei Port of Spain","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338001' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033473","23",NA,NA,"-61.514077","10.664628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4033463","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","G. S. Jenman","s.n.",NA,NA,"South America","Guyana","British Guiana. Upper Berbice River.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337991' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4033472","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","W. E. Broadway","83","1923","01","South America","Venezuela","Near the river, vicinity of Cristobal Colon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338000' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033472","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4033464","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","M. J. Jansen-Jacobs","177","1985","02","South America","Guyana","Kanuku Mts., Rupununi Mts., Puwib R., near the farm of the Captain of Sandcreek.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337992' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033464","13","80",NA,"-59.43","3.12","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4033493","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","J. N. Rose","21632","1916","10","South America","Venezuela","Vicinity of Caracas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338021' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033493","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4033470","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","J. T. Mickel","9539","1984","07","South America","Trinidad and Tobago","By stream between Scarborough and the Hillsborough Dam.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337998' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033470","11","152","Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4033468","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","W. E. Broadway","s.n.","1917",NA,"South America","Trinidad and Tobago","Trinidad.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337996' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4033485","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","H. H. Smith","995","1898",NA,"South America","Colombia","Santa Marta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338013' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4033492","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","H. H. Smith","995","1898",NA,"South America","Colombia","Santa Marta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338020' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4026333","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","G. F. Gaumer","993",NA,NA,"South America","Colombia","Izamal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4334796' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4033482","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","F. E. Bond","10","1911","01","South America","Venezuela","Paria Peninsula. Cariaquita.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4338010' target='other'> <mi>dwc_moreinfo</mi></a>","NY04033482","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 20:48:56-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21793","S","Plantae","Tracheophyta","Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","P.G. Windisch","4241","1986","09","América do Sul","Brasil","morro do diabo",NA,"GEOGRAFIA: mata semidecídua, terrestre;",NA,"11",NA,"São Paulo","-52.1599998474121","-22.5300006866455",NA,"Polypodiopsida","M.R. Pietrobom-Silva","Teodoro Sampaio","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:51:06-03","EAO","IAN","64086","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Fróes, RL","27060","1951","05","Southern America","Brasil","Rio Vermelho; região do Tocantins.",NA,NA,"IAN064086","12",NA,"Pará",NA,NA,NA,NA,"Salino, A",NA,NA,NA,"2017","09","06",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:51:06-03","EAO","IAN","68427","PreservedSpecimen","Plantae","Fern",NA,"Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C. Presl","Smith, AC","3371","1938","03",NA,"Guiana","Northwestern slopes of Kanuku Mountains, in drainage of Moku-moku Creek (Takutu tributary).",NA,"Terrestrial.","IAN068427","31",NA,NA,NA,NA,NA,NA,"Salino, A",NA,NA,NA,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:09:55-03","CPAN-UFMS","COR","9477","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","E.L.M. Assis","982","2011","04",NA,"Brasil","Mina Lajinha - BR-262. Mata Ciliar - beira de córrego; calcário; plano.",NA,NA,NA,"29",NA,"Mato Grosso do Sul","-57.6533012390137","-19.0091991424561",NA,NA,"E.L.M. Assis","Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:09:55-03","CPAN-UFMS","COR","9476","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","E.L.M. Assis","981","2011","04",NA,"Brasil","Mina Lajinha - BR-262. Mata Ciliar - beira de córrego; calcário; plano.",NA,NA,NA,"29",NA,"Mato Grosso do Sul","-57.6533012390137","-19.0091991424561",NA,NA,"E.L.M. Assis","Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548274","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Smith HH",NA,"1898","01","Southern America","Colombia","Santa Marta, U.S. of Colombia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548274","01",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548274",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548275","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Landsberge van",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548275",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548275",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548277","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Martius CFP von",NA,NA,NA,"Southern America","Brazil","Brasil.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548277",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548277",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548278","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Smith HH",NA,"1898","01","Southern America","Colombia","Santa Marta, U.S. of Colombia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548278","01",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548278",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548266","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Martius CFP von",NA,NA,NA,"Southern America","Brazil","Brasil.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548266",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548266",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548267","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Landsbergen",NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548267",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548267",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548272","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Hostmann FWR; Kappler A",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548272",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548272",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:45:29-03","NBC","NL-BOTANY","L.3548281","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Goniopteris","tetragona","Goniopteris tetragona","(Sw.) C.Presl","Suringar WFR",NA,"1885","01","Southern America","Venezuela","Indas occidentales Neerlandicas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3548281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3548281","01",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-L3548281",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039924","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Werff HH van der; Wingfield RC",NA,"1978","09","Southern America","Venezuela","Cerro El Caballo, 53 km E de Coro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039924","16",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039924",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039369","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Clarke HD; Grose SO",NA,"1996","02","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039369","22",NA,"Potaro-Siparuni","-59.7","4.716667",NA,"Pteropsida","McKee GS",NA,NA,NA,NA,NA,NA,"NL-U1039369","-59.7","4.716667","U 0086160",NA,NA,NA,NA
"44","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039370","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Clarke HD; Grose SO",NA,"1996","02","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039370","22",NA,"Potaro-Siparuni","-59.7","4.716667",NA,"Pteropsida","McKee GS",NA,NA,NA,NA,NA,NA,"NL-U1039370","-59.7","4.716667","U 0086161",NA,NA,NA,NA
"45","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039371","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Clarke HD; Grose SO",NA,"1996","02","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039371","22",NA,"Potaro-Siparuni","-59.7","4.716667",NA,"Pteropsida","McKee GS",NA,NA,NA,NA,NA,NA,"NL-U1039371","-59.7","4.716667","U 0086162",NA,NA,NA,NA
"46","2020-02-08 10:45:35-03","NBC","NL-BOTANY","U.1039920","PreservedSpecimen","Plantae",NA,"Polypodiales","Thelypteridaceae","Thelypteris","tetragona","Thelypteris tetragona","(Sw.) Small","Werff HH van der; Wingfield RC",NA,"1978","09","Southern America","Venezuela","Sierra de San Luis, cerca del parador.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1039920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1039920","03",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,"NL-U1039920",NA,NA,NA,NA,NA,NA,NA
