"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","375953","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","8739","1909","10","19","Brazil","Paraná","Curitiba","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375953","NY00375953_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1018081","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"R. C. Forzza","3430","2004","06","16","Brazil","Rio de Janeiro","Nova Friburgo","Cônego. Pedra do Imperador. Alto da Pedra, em trilha calçada que leva à torre.","-42.5325","-22.3206",NA,NA,"1380","1380","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248641' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018081","NY01018081_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375954","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","R. Guillén",NA,NA,NA,"M. Saldías Paz","2935","1993","07","02","Bolivia","Santa Cruz","José Miguel de Velasco","Parque National Noel Kempff M.","-61.2","-14.6",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375954","NY00375954_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375942","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","S. F. Smith",NA,NA,NA,"G. G. Hatschbach","59242","1993","10","13","Brazil","Paraná","Doutor Ulysses","Turvo","-49.4194","-24.5683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375942","NY00375942_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","375944","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"R. Reitz","16340","1963","09","15","Brazil","Santa Catarina","Lages","Painel, Lajes","-50.3258","-27.8161",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375944","NY00375944_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","375946","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","W. Hoehne",NA,NA,NA,"W. Hoehne","s.n.","1951","08","05","Brazil","São Paulo","Jundiaí","Próximo a Jundiaí, Sítio do Sr. José Vallim","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375946","NY00375946_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","375952","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","S. F. Smith",NA,NA,NA,"A. Kegler","363","1999","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Sao Jorge - Criúva","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375952","NY00375952_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00897414","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"W. A. Ducke","2388","1954","12","26","Brazil","Ceará",NA,"Serra de Maranguape, terço inferior, Serra de Pirapora.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897414","NY00897414_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02060543","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"F. C. Hoehne","28203","1931","09","16","Brazil","São Paulo","Sao Paulo","Jardim botanico S. Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505825' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060543","NY02060543_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","375933","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"G. G. Hatschbach","22381","1969","10","08","Brazil","Paraná","Ivaí","Bom Jardim","-50.8589","-25.0108",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375933","NY00375933_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00897412","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"J. A. Ratter","R4447","1980","09","18","Brazil","Tocantins","Pium","Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba).","-50.5","-10.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897412","NY00897412_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","375951","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","17162","1915","09","21","Brazil","Paraná","Balsa Nova","Balsa Nova","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375951","NY00375951_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","375949","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"L. B. Smith","13426","1964","12","03","Brazil","Santa Catarina","Agua Doce","Campos de Palmas, 30 km, southeast of Horizonte (Paraná)","-51.4","-26.75",NA,NA,"1000","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375949","NY00375949_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","375943","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén","6796","1908","10","07","Brazil","Paraná","Curitiba","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375943","NY00375943_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","375935","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"T. Fontoura","188",NA,NA,NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Nascente do Rio das Flores","-42.05","-22",NA,NA,"1100","1100","No date on specimen label <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375935","NY00375935_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","375941","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"A. Gehrt","31618","1934","03","04","Brazil","São Paulo","Sao Paulo","Sao Paulo, Pirajussara","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375941","NY00375941_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","375945","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","M. Dittrich",NA,NA,NA,"D. J. Carriao","25719","1995","10","03","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375945","NY00375945_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","375948","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"L. B. Smith","7920","1956","11","24","Brazil","Santa Catarina","Bom Retiro","Pinheiral Campina, Riozinho","-49.4892","-27.7972",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375948","NY00375948_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00897413","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","A. C. Smith",NA,NA,NA,"Y. E. J. Mexia","5087","1930","09","22","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Hill northwest of main building","-42.868031","-20.7613428",NA,NA,"675","675","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897413","NY00897413_01 NY00897413_02","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00897415","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","H. O. Sleumer",NA,NA,NA,"Y. E. J. Mexia","5293","1930","11","13","Brazil","Minas Gerais",NA,"Districto Rio Branco. Retiro de Antonio Avelino",NA,NA,NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897415","NY00897415_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","375937","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"S. de V. A. Pessôa","494","1989","08","31","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Sitio Fazenda Velha","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=420696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375937","NY00375937_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","31294","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Dias, M.C.","1999",NA,NA,"Ferreira, J.A.",NA,"1998","11","11","Brasil","Paraná","Reserva","Anta Gorda",NA,NA,"9999","9999",NA,NA,NA,"BOTU031294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","28008","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Estevam, D.A.","29","1999","10","16","Brasil","Paraná","Curiúva",NA,NA,NA,"9999","9999",NA,NA,"Árvore 6 m de altura; frutos imaturos verdes. Beira da Mata.","BOTU028008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","30396","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Meyer, F.S.","2010","04",NA,"Meyer, F.S.","433","2007","10","16","Brasil","Paraná","Curitiba",NA,NA,NA,"9999","9999",NA,NA,"Árvore 4 m de altura, espinhenta, frutos vermelho","BOTU030396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 11:09:00-03","UNESP-IBB","BOTU","22890","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Bicudo, L.R.H.","249","1998","10","17","Brasil","São Paulo","Rosana",NA,"-52.888139","-22.462083","52°53'17.3w","22°27'43.5s",NA,NA,"1,5m, cálice verde, corola creme.","BOTU022890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:09:00-03","UNESP-IBB","BOTU","22064","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler",NA,NA,NA,NA,"Bicudo, L.R.H.","49","1998","10","12","Brasil","São Paulo","Castilho",NA,"-51.621","-20.789917","51°37'15.6w","20°47'23.7s",NA,NA,"Árvore 4m, flores branco-esverdeadas, frutos verdes.","BOTU022064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:09:00-03","UNESP-IBB","BOTU","22285","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,NA,NA,NA,NA,"Bicudo, L.R.H.","82","1998","10","13","Brasil","São Paulo","Panorama",NA,"-51.856694","-21.347444","51°51'24.1w","21°20'50.8s",NA,NA,"5m, corola creme, estames amarelos.","BOTU022285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:09:00-03","UNESP-IBB","BOTU","21931","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,NA,NA,NA,NA,"Amaral Jr., A.","274","1998","10","17","Brasil","Mato Grosso do Sul","Anaurilândia",NA,"-52.865278","-22.367778","52°51'55w","22°22'4s",NA,NA,"Árvore 4m, frutos verdes, com espinhos.","BOTU021931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:09:00-03","UNESP-IBB","BOTU","22062","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium",NA,NA,NA,NA,NA,"Bicudo, L.R.H.","204","1998","10","16","Brasil","Mato Grosso do Sul","Batayporã",NA,"-53.043056","-22.517778","53°02'35w","22°31'04s",NA,NA,"1,5m, cálice verde, corola verde amarelada, em botão.","BOTU022062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:11:02-03","UTFPR","DVPR","4280","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Cordeiro, J; Barboza, E","2010",NA,NA,"Siqueira, EL; et al.","284","2009","09","25","Brasil","Paraná","Turvo","Propriedade da Família Rickli.","-51.33179","-25.02467","-51.33179","-25.02467","1028","1028","árvore ca. 10m, heliófita, cauliflora.; Relevo: suave - ondulado. Vegetação: Floresta Ombrófila Mista Montana.","DVPR004280",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:11:02-03","UTFPR","DVPR","4271","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolia","Xylosma ciliatifolia","(Clos) Eichler","Cordeiro, J","2008",NA,NA,"Bianek, AE","321","2007","09","17","Brasil","Paraná","Pitanga","Estação de Tratamento de Esgoto (RALF)","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,"árvore armada com espinhos ramificados no tronco. Folhas pubescentes. Flores verticiladas de cor amarela.; Vegetação: Floresta Ombrófila Mista Montana.","DVPR004271",NA,"Magnoliophyta",NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:44:10-03","UNEB","HUNEB","7727","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos.) Eichl.",NA,NA,NA,NA,"Melo, E.de","1855","1996","12","14","Brasil","Bahia","Itatim","Morro da Quixaba.","-39.783333","-12.733333","39W47'0''","12S44'0''","276","276","Encosta Piemont arbustivo-arbóreo.","HUNEB0007727",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"44","2021-03-30 12:48:44-03","EAO","IAN","104918","PreservedSpecimen","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","(Clos) Eichler","Sleumer, HO","1977",NA,NA,"Ducke, A","2388","1954","12","26","Brasil","Ceará",NA,"Serra de Maranguape, terço inferior, Serra de Pirapora",NA,NA,NA,NA,NA,NA,NA,"IAN104918",NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:50-03","PUCPR","HUCP","3225","S","Plantae","Salicaceae","Xylosma","ciliatifolium","Xylosma ciliatifolium","Eichler.","Jaszczerski, JC","1984","10","28","Sprada, ER","024",NA,NA,NA,"Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00011534","HUCP00011534","Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
