"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"11","2019-12-04 15:24:43-03","PUCPR","HUCP","10558","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.",NA,"Roderjan, CV","1083","1993","03","02",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00005076","HUCP00005076",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:24:43-03","PUCPR","HUCP","23290","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M","Brotto, M; Prado, S","1824","2014","11","04",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"HUCP00005045","HUCP00005045",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:43-03","PUCPR","HUCP","21826","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Selusniaki, M","Selusniaki, M","3012",NA,NA,NA,NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:24:43-03","PUCPR","HUCP","19949","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M","Brotto, M","037","2008","07","15",NA,"Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L 0085378","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Rodrigues B",NA,NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200085378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0085378",NA,NA,"-53.733333","-26.533333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L.1053541","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil","Santa Catharina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1053541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1053541","NL-L1053541",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30382",NA,NA,NA,NA
"17","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L.1084859","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Reitz R; Klein RM",NA,"1956","10","25","Southern America","Brazil","Santa Catarina",NA,"Brasil, Santa Caterina, Pilões, Palhoça.",NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084859","NL-L1084859",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L.1084860","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Reitz R; Klein RM",NA,"1956","10","25","Southern America","Brazil","Santa Catarina",NA,"Brasil, Santa Caterina, Pilões, Palhoça.",NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084860","NL-L1084860",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L.1130982","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil","Santa Catharina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1130982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1130982","NL-L1130982",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 08:44:14-03","NBC","NL-BOTANY","L.2268762","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Reitz R; Klein RM",NA,"1956","10","25","Southern America","Brazil","Santa Catarina",NA,"Brasil, Santa Caterina, Pilões, Palhoça.",NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2268762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2268762","NL-L2268762",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0759724",NA,NA,NA,NA
"21","2020-02-08 08:44:14-03","NBC","NL-BOTANY","U 0269339","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269339",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14572",NA,NA,NA,NA
"22","2020-02-08 08:44:14-03","NBC","NL-BOTANY","U.1093403","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Reitz R; Klein RM",NA,"1956","10","25","Southern America","Brazil",NA,NA,"Santa Catarina. Pilões, Palhoça.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1093403","NL-U1093403",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:44:14-03","NBC","NL-BOTANY","WAG.1661803","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Hatschbach GG",NA,"1969","01","29","Southern America","Brazil",NA,NA,"Sesmaria, Rio Capivari, 2 km ao Oeste (mun. Bocaiuva do Sul) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1661803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1661803","NL-WAG1661803",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-11-04 10:54:42-03","ESALQ","ESA","137343","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","M.L. Brotto","M.L. Brotto","952.0","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Mariane","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"ESA137343",NA,"2013",NA,NA,"02","18","37171","auto",NA,NA,NA,NA,NA,NA
"25","2016-02-02 14:37:44-02","BGBM","B","B 10 0242263","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"R. Reitz & R. M. Klein","3.966","1956","10","25","Middle and South America","Brazil",NA,NA,"Piloes, Palhoça, S. Catarina.",NA,NA,"450","450",NA,"additional number on label: HBR 30.382 <a href=http://herbarium.bgbm.org/object/B100242263 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242263","B100242263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"paratype",NA,NA,NA
"26","2019-12-19 08:15:06-03","FPS","FPS","1222","MachineObservation","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Schwirkowski, P.","Schwirkowski, P.","1381","2015","12","13",NA,"Brasil","Santa Catarina","São Bento do Sul","Localidade: Turvo. Minas de Caulin","-49.21484","-26.294685",NA,NA,NA,"<ll>dwc_commonname:</ll> Caúna, congonha, caúna-da-serra","FPS01222,FURB49449","FPS01222_v01 FPS01222_v02 FPS01222_v03 FPS01222_v04 FPS01222_v05 FURB49449","2015","-49.21484","-26.294685","12","13",NA,NA,NA,"FURB 49449",NA,"voucher",NA,NA
"27","2020-06-14 15:15:03-03","FPS","FPS","4228","MachineObservation","Plantae",NA,NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Schwirkowski, P.","Schwirkowski, P.","3651","2019","11","09",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Estrada Bismarck. Propriedade de Carlos Rodolfo Hantschel","-49.271909","-26.271801",NA,NA,NA,"<ll>dwc_commonname:</ll> Caúna, congonha, caúna-da-serra","FPS04228,FURB65942","FPS04228_v01 FPS04228_v02 FPS04228_v03 FPS04228_v04 FPS04228_v05 FPS04228_v06 FPS04228_v07 FPS04228_v08 FPS04228_v09 FPS04228_v10 FPS04228_v11 FPS04228_v12 FURB65942","2019","-49.271909","-26.271801","11","09",NA,NA,NA,"FURB 65942",NA,"voucher",NA,NA
"28","2019-08-27 13:34:09-03","IAP","PACA-AGP","28684","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin","G. C. Coelho","Emrich, K.",NA,"1945","02","20",NA,"Brasil","RS","Canela","Caracol.","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto submaturo","PACA028684",NA,"1989",NA,NA,"01","09","16452","auto","Magnoliopsida",NA,NA,NA,NA,NA
"29","2019-08-27 13:34:09-03","IAP","PACA-AGP","47584","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin","G. C. Coelho","Reitz, R.","2095","1948","01","29",NA,"Brasil","SC","Itajaí","Morro do Baú","-48.6618995666504","-26.9078006744385","850","850",NA,"Altura de 6m. Habitat: In silva. Mata. Fenofase: flor branca Hábito: árvore","PACA047584",NA,"1989",NA,NA,"01","09","27253","auto","Magnoliopsida",NA,NA,NA,NA,NA
"30","2019-08-27 13:34:09-03","IAP","PACA-AGP","56284","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin","G. C. Coelho","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In araucarieto. Fenofase: fruto novo","PACA056284",NA,"1989",NA,NA,"01","09","76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"31","2019-08-27 13:34:09-03","IAP","PACA-AGP","106577","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, M.L.","A.L.de Gasper","1091","2007","12","11",NA,"Brasil","SC","Monte Castelo","Campo do Areião","-50.309062","-26.82217","1287","1287",NA,"IFFSC 736/N/91. FOM Alto Montana. Classe da floresta: estágio avançado de regeneração. [Coord.Orig.UTM: 568660 S, 7033074]","PACA106577",NA,"2017","-50,309062","-26,82217","08","15",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0013024","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes. in Engl. & Prantl","G. C. Giberti, 1989","G. Hatschbach; A. Manosso","52533","1988","11","23",NA,"Brazil","Parana",NA,"Rio do Corvo (Mun. Quatro Barras).","-49.0833","-25.3667","900",NA,NA,"Arvore 8 m, flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059179","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes. in Engl. & Prantl","M. Groppo","O. S. Ribas; E. Barbosa, P. Roberto e Silva","3502","2001","4","27",NA,"Brazil","Santa Catarina",NA,"Serra Quiriri, Rio dos Alemães (Mun. Campo Alegre).","-49.265918","-26.192803","1400",NA,NA,"Arvoreta, 3 m, fruto imaturo verde-claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0013025","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes. in Engl. & Prantl","G. C. Giberti","J. M. Silva; J. Cordeiro","517","1988","4","12",NA,"Brazil","Paraná",NA,"Morro Mae Catira (mun. Quatro Barras).","-49.0833","-25.3667","1200",NA,NA,"Arvore 5m, fruto maduro preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:30:49-03","UFJF","CESJ","33225","PreservedSpecimen","Plantae","Angiosperma",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","G. Hatschbach","J.M. Silva; E. Barbosa; J. Cordeiro","3250","2000","02","25","América do Sul","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arbusto, 2m, fruto amarelo-pálido. Matinha nebular. Alt.: 1300 m.","CESJ033225","CESJ033225","2000",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:30:49-03","UFJF","CESJ","32300","PreservedSpecimen","Plantae","Angiosperma",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","S. Andrews","G. Hatschbach; M. Hatschbach; O.S. Ribas","61722","1995","02","17","América do Sul","Brasil","Santa Catarina","Urubici","Corvo Branco, margens de rio (araucarieto)","-49.5917015075684","-28.0149993896484","1000","1000",NA,"Árvore 5m","CESJ032300","CESJ032300","1997",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:30:49-03","UFJF","CESJ","40775","PreservedSpecimen","Plantae","Angiosperma",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","S. Andrews","G. Hatschbach; M. Hatschbach; J.M. Silva","69887","2000","01","12","América do Sul","Brasil","Paraná","Piraí do Sul","Serra das Furnas, Rod. PR-090. Em capão com Araucaria","-49.948600769043","-24.5261001586914",NA,NA,NA,"Arbusto 2m, zona de campo","CESJ040775","CESJ040775","2002",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:30:49-03","UFJF","CESJ","62036","PreservedSpecimen","Plantae","Angiosperma",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","M.Groppo","O.S. Ribas; E. Barbosa; P.Roberto; J.C. Silva","3502","2001","04","27","América do Sul","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri, Rio dos Alemães, Alt.: 1400m.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Arvoreta, 3m, fruto imaturo verde-claro. Matinha nebular.","CESJ062036","CESJ062036","2009",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"39","2019-11-14 11:29:50-03","UNICAMP","UEC","72536","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin",NA,"Leitão Filho, HF","33431","1995","02","14",NA,"Brazil","São Paulo","Jacupiranga","Parque Estadual Jacupiranga","-48.414722","-24.962222",NA,NA,NA,"frutos, Mata Atlântica de Planície, árvore 20m, frutos imaturos verdes, maduros vináceos.","UEC182817","UEC182817",NA,"-48.414722","-24.962222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-14 11:29:50-03","UNICAMP","UEC","24805","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","kleinii","Ilex kleinii","Edwin","Edwin, G","Hatschbach, G","20943","1969","01","29",NA,"Brazil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,"frutos, Arvoreta 8m altura, matinha da crista de morro.","UEC182812","UEC182812",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:22:31-03","UNICAMP","UEC","167516","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Santos, K","Santos, K; Belinello, R","4156","2000","08","22",NA,"Brazil","São Paulo","Itatiba","Mata Fazenda Malabar (Fragmento M2); área total: 21 ha., Floresta estacional semidecidual.","-46.85","-22.9","777","777",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira moderadamente pesada; altura total: 10 m; altura do fuste: 8 m; PAP: 44 cm. 26-50 % da copa infestada por lianas.","UEC091382","UEC091382",NA,"-46.85","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:22:31-03","UNICAMP","UEC","164644","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M","Meireles, LD; Nunes, JA; Neto, JOC","3065","2007","03","15",NA,"Brazil","Minas Gerais","Passa Quatro","toca do lobo","-44.907833","-22.450917","1500","1500",NA,"árvore, 6m, frutos verdes; floresta montana","UEC092530",NA,"2009","-44.907833","-22.450917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:22:31-03","UNICAMP","UEC","164645","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M","Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","3351","2007","09","16",NA,"Brazil","Minas Gerais","Passa Quatro","serra fina, maracanã","-44.879278","-22.428944","2281","2281",NA,"árvore, 4m, pecíolo floiares roxos, botões florais alvos; mata de neblina","UEC092532",NA,"2009","-44.879278","-22.428944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:22:31-03","UNICAMP","UEC","164646","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M","Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","3354","2007","09","16",NA,"Brazil","Minas Gerais","Passa Quatro","serra fina, maracanã","-44.879278","-22.428944","2281","2281",NA,"árvore, 8m, pecíolo foliares avermelhadfos, fito 166/03; mata de neblina","UEC092534",NA,"2009","-44.879278","-22.428944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:22:31-03","UNICAMP","UEC","182632","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Brotto, ML","Torres, RB","1375","2000","11","22",NA,"Brazil","Minas Gerais","Camanducaia","Mata da Dona Mariana.","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, ca. 13m alt, flores creme, anteras brancas, ovários verde.; Mata de encosta, subdossel.","UEC103692","UEC103692","2017",NA,NA,"08",NA,"22140","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:22:31-03","UNICAMP","UEC","168162","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Meireles, LD","Meireles, LD; Kinoshita, LS; Shimizu, GH; Galvão, JC","3386","2012","03","26",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Arbusto na beira do afloramento, cc. 2m, frutos verdes.","UEC035779","UEC035779","2012",NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:04:09-03","UNICAMP","UEC","124424","S","Plantae","Magnoliopsida",NA,"Aquifoliaceae","Ilex","taubertiana","Ilex taubertiana","Loes.","Groppo Jr, M; M.","Meireles, LD","788","2001","12","12",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvoreta, 2m, flores cremes.","UEC087488","UEC087488","2002",NA,NA,"07",NA,"22140","auto",NA,NA,NA,NA,NA,NA
