"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","class","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","477657","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","G. T. Prance","10459","1969","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=689909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477657","Magnoliophyta","Myrtales","Cham.","São Paulo","Sao Paulo","Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo","-46.63","-23.5403","800","800","J. J. Wurdack","NY00477657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01421504","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","P. Fiaschi","556","2001","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421504","Magnoliophyta","Myrtales","Cham.","São Paulo","Sao Luís do Paraitinga","Parque Estadual da Serra do Mar, núcleo Santa Virgínia. Trilha para a Cachoeira do Poço do Pito. Acompanhante: Vanderlei.","-45.310001373291","-23.2199993133545",NA,NA,"R. Goldenberg","NY01421504_01","27362","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:13:14-03","ESALQ","ESA","75184","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2201.0","2001","04","13",NA,"Brasil",NA,NA,NA,"ESA075184","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,"Souza, V.C. et al.","ESA075184","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:13:14-03","ESALQ","ESA","75288","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","47.0","2001","04","11",NA,"Brasil",NA,NA,"Ca. 2m alt.; frutos imaturos verdes com ápice vináceo.","ESA075288","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,"Bochorny, T.","ESA075288","53584","auto","2015","07","01",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:13:14-03","ESALQ","ESA","75242","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","55.0","2001","04","11",NA,"Brasil",NA,NA,"Arbusto, 1,5-2m alt. Ramos avermelhados. Margem de curso d'água.","ESA075242","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,"Souza, V.C. et al.","ESA075242","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:13:14-03","ESALQ","ESA","68943","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Ivanauskas, N.M.","4504.0","2000","04","18",NA,"Brasil",NA,NA,NA,"ESA068943","Magnoliophyta",NA,NA,"São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,"ESA068943","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:13:14-03","ESALQ","ESA","119322","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Colletta, G.D.","680.0","2012","06","18",NA,"Brasil",NA,NA,"Árvore, 7m, frutos secos 5561","ESA119322","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Bochorny, T.","ESA119322","53584","auto","2015","07","01",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:13:14-03","ESALQ","ESA","69416","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Ivanauskas, N.M.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","4530.0","2000","04","19",NA,"Brasil",NA,NA,"Arbusto com 1,30 metros de altura, flor com corola branca, frutos secos marrons","ESA069416","Magnoliophyta",NA,"Cham.","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, estrada intermediária. Floresta ombrófila densa de encosta com perturbação. Borda da mata","-45.4099998474121","-23.7600002288818",NA,NA,"Fonseca, M.G.","ESA069416","41977","auto",NA,NA,NA,"-45,533,333","-23,733,333",NA,NA,NA,NA
"19","2020-11-04 11:13:14-03","ESALQ","ESA","75436","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","639.0","2001","04","13",NA,"Brasil",NA,NA,NA,"ESA075436","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,"Bochorny, T.","ESA075436","53584","auto","2015","07","01",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:13:14-03","ESALQ","ESA","75212","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2233.0","2001","04","13",NA,"Brasil",NA,NA,NA,"ESA075212","Magnoliophyta",NA,"Cham.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,"Souza, V.C. et al.","ESA075212","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:31:36-03","MN","R","9495","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Glaziou, A.F.M.","7625 a","1863","12","29",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009495",NA,NA,"Cham.","São Paulo","Bocaina",NA,"-48.5099983215332","-22.1299991607666",NA,NA,"Baumgratz, J.F.A., Tavares, R.A.M.","R000009495_001","18396","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:31:35-03","MN","R","9487","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Glaziou, A.F.M.","7625 b","1867","07","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009487",NA,NA,"Cham.","São Paulo","Bocaina",NA,"-48.5099983215332","-22.1299991607666",NA,NA,"Baumgratz, J.F.A., Tavares, R.A.M.","R000009487_001","18396","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024808","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","G. Hatschbach; E. Barbosa","56161","1992","1","6",NA,"Brazil",NA,NA,"Gn. novo para o Paraná; PMC - SMMA 004; Arbusto delgado, 1.20 m, pétalas alvas, anteras amarelas.",NA,"Magnoliophyta","Myrtales","Cham.","Parana",NA,"Usina Hidrelétrica Parigot de Souza (mun. Antonina) Paraná, Brazil","-48.7167","-25.45","700",NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:33:58-03","UNICAMP","UEC","116203","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ivanauskas, NM; et al.","4530","2000","04","19",NA,"Brazil",NA,NA,"Arbusto com 1,30 metros de altura, flor com borda branca, frutos secos marrons.; Floresta ombrófila densa de encosta com perubação. Borda da mata.","UEC004512","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, estrada intermediária.","-45.553056","-23.759722",NA,NA,"Fonseca, MG","UEC004512",NA,NA,NA,NA,NA,"-45.553056","-23.759722",NA,NA,NA,NA
"25","2021-03-01 16:33:58-03","UNICAMP","UEC","116235","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ivanauskas, NM","4504","2000","04","18",NA,"Brazil",NA,NA,"Arbusto com frutos imaturo e maduro marrom, 2 m de altura.; Floresta Ombrófila Densa de encosta, com perturbação. borda.","UEC004511","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","Caraguatatuba","P.E.Serra do Mar, Estrada intermediária, km 30.","-45.633333","-23.692222",NA,NA,"Fonseca, MG","UEC004511",NA,NA,NA,NA,NA,"-45.633333","-23.692222",NA,NA,NA,NA
"26","2020-02-14 09:19:36-03","UNICAMP","UEC","121515","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","646","2001","04","14",NA,"Brazil",NA,NA,"Arbusto, ca 2m altura. Frutos castanhos.","UEC079598","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.733333","-23.983333","800","800","Goldenberg, R","UEC079598",NA,NA,"2013",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA
"27","2020-02-14 09:19:36-03","UNICAMP","UEC","121613","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","47","2001","04","11",NA,"Brazil",NA,NA,"Ca 2m altura, frutos imaturos verdes com ápice vináceo.","UEC079600","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.733333","-23.983333","800","800","Goldenberg, R","UEC079600",NA,NA,"2013",NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA
"28","2020-02-14 09:19:36-03","UNICAMP","UEC","121614","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","639","2001","04","13",NA,"Brazil",NA,NA,NA,"UEC079597","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.775417","-23.989083","750","750","Goldenberg, R","UEC079597",NA,NA,"2013",NA,NA,"-46.775417","-23.989083",NA,NA,NA,NA
"29","2021-03-01 16:33:58-03","UNICAMP","UEC","121764","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Meireles, LD; et al.","55","2001","04","11",NA,"Brazil",NA,NA,"Arbusto, 1,5-2m alt. Ramos avermelhados.; Floresta ribeirinha altomontanha com campo adjacente. 800 m.s.m.","UEC004516","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, núcleo Curucutu. Trilha do Campo.","-46.733333","-23.983333",NA,NA,"Souza, VC","UEC004516",NA,NA,NA,NA,NA,"-46.733333","-23.983333",NA,NA,NA,NA
"30","2021-03-01 16:33:58-03","UNICAMP","UEC","121765","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Farah, FT; et al.","2201","2001","04","13",NA,"Brazil",NA,NA,"Arbusto. Folhas com face abaxial vinácea, cálice vinho, fruto castanho.; Floresta ribeirinha ao longo do rio Mambu. 750 msm.","UEC004514","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.775417","-23.989083",NA,NA,"Souza, VC","UEC004514",NA,NA,NA,NA,NA,"-46.775417","-23.989083",NA,NA,NA,NA
"31","2021-03-01 16:33:58-03","UNICAMP","UEC","121766","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Farah, FT; et al.","2233","2001","04","13",NA,"Brazil",NA,NA,"Floresta ribeirinha ao longo do rio Mambu. 750 msm.","UEC004513","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.775417","-23.989083",NA,NA,"Souza, VC","UEC004513",NA,NA,NA,NA,NA,"-46.775417","-23.989083",NA,NA,NA,NA
"32","2020-02-14 09:19:36-03","UNICAMP","UEC","150213","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Bertoncello, R; Pansonato, M","443","2007","05","19",NA,"Brazil",NA,NA,NA,"UEC004517","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.787222","-23.303889","1120","1120","Bertoncello, R","UEC004517",NA,NA,NA,NA,NA,"-44.787222","-23.303889",NA,NA,NA,NA
"33","2021-03-01 16:33:58-03","UNICAMP","UEC","63517","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Hatschbach, G; Silva, JM","58524","1993","01","25",NA,"Brazil",NA,NA,"Arbusto 2,50 m, delgado; pétalas alvas.; Matinha nebular. 800 m altitude.","UEC004518","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 800.","-48.7118988037109","-25.4286003112793",NA,NA,"Bochorny, T","UEC004518","38300","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:33:58-03","UNICAMP","UEC","81874","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ferreira, GMP; Palaria, C; Pereira, DL; Neves, LF","49","1996","01","18",NA,"Brazil",NA,NA,"Arvoreta, 1,5m alt.; pétalas brancas; anteras amarelas.; Subosque de Pinus.","UEC021399","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Distrito de Marsilac. Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.6300010681152","-23.5400009155273",NA,NA,"Goldenberg, R","UEC021399","53584","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:33:58-03","UNICAMP","UEC","81875","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ferreira, GMP; Palaria, C; Pereira, DL; Neves, LF","48","1996","01","18",NA,"Brazil",NA,NA,"Árvore com ramos decumbentes, 5m alt., DAP 4cm, botões verdes a vináceos, pétalas brancas, estames amarelos.; Próximo ao córrego.","UEC004515","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Distrito de Marsilac. Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.6300010681152","-23.5400009155273",NA,NA,"Bochorny, T","UEC004515","53584","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:33:58-03","UNICAMP","UEC","174242","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ferreira, GMP; Garcia, RJF; Pimentel, CMA; Bellenzani, MLR","68","1996","03","28",NA,"Brazil",NA,NA,"Arvoreta, 2,5m alt.folhas com face abaxial vinácea, frutos com sépalas persistentes.; Mata.","UEC072421","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","Marsilac, Parque Estadual da Serra do Mar, n[ucleo Curucutu (23º 59' 28''s ; 46º 44' 36''w)&nf;Trilha do Mirante.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"UEC072421","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:33:58-03","UNICAMP","UEC","108128","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","Ferreira, GMP; Palaria, C; Pereira, DL; Neves, LF","36","1996","01","18",NA,"Brazil",NA,NA,"Arbusto, 1,5 m alt, flores brancas, anteras amarelas, estiletes esverdeados, frutos secos abertos.","UEC178297","Magnoliopsida",NA,"(Cham.) Bochorny & R.Goldenb.","São Paulo","São Paulo","São Paulo-SP, distrito de Marsilac.Parque Estadual da Serra do Mar, Núcleo Curucutu.Trilha da caixa d'água.","-46.6300010681152","-23.5400009155273",NA,NA,"Goldenberg, R","UEC178297","53584","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:53:41-03","UCS","HUCS","9459","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Hatschbach, G.","58524","1993","01","25",NA,"Brasil",NA,NA,"arbusto 2,50m, pétalas alvas; matinha nebular",NA,"Angiospermae","Myrtales","Cham.","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza - cota 800","-48.7118988037109","-25.4286003112793","800","800","Hatschbach, G.",NA,"38300","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-24 16:56:48-03","UTFPR","HCF","28221","S","Plantae","Melastomataceae","Huberia","insignis","Huberia insignis","R. Goldenberg","1634","2012","02","14",NA,"Brasil",NA,NA,"arbusto 1 m, folhas verdes ou avermelhadas. Brácteas e bractéolas verdes, hipanto e cálice verde claro, pétalas brancas e estames amarelos. Outras plantas na população têm gradação até folhas, brácteas, bractéolas, hipanto e cálice vermelho.",NA,NA,NA,"(Cham.) Bochorny & R.Goldenb.","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo","-46.6300010681152","-23.5400009155273",NA,NA,"R. Goldenberg",NA,"53584","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:33:59-03","MBM","MBM","148024","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Hatschbach, G.; Barboza, E.; Barboza, E.","56161","1992","01","06","Southern America","Brazil",NA,NA,"Arbusto delgado, 1,20m, pétalas alvas, anteras amarelas. Encosta de morro, próximo ao cume.","MBM148024",NA,NA,"Cham.","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza","-48.7118988037109","-25.4286003112793","700","700","Wurdack, J.J.","MBM148024","38300","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:33:59-03","MBM","MBM","57763","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Hatschbach, G.; Silva, J.M.; Silva, J.M.","58254","1993","01","25","Southern America","Brazil",NA,NA,NA,"MBM057763",NA,NA,"Cham.","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 800","-48.7118988037109","-25.4286003112793",NA,NA,"Hatschbach, G.","MBM057763","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:33:59-03","MBM","MBM","250399","PreservedSpecimen","Plantae","Melastomataceae","Behuria","insignis","Behuria insignis","Ivanauskas, N.M.","4504",NA,NA,NA,"Southern America","Brazil",NA,NA,"Arbusto com frutos imaturo e maduri marrom, 2m de altura. Borda. Floresta Ombrófila Densa de encosta, com perturbação","MBM250399",NA,NA,"Cham.","São Paulo","Caraguatatuba","Sera do Mar. Estrada intermediária, km 30","-45.4099998474121","-23.6200008392334",NA,NA,"Fonseca, M.G.","MBM250399","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-04 21:03:47-03","MNHN","RECOLNAT_MNHN_P","P05129591","PreservedSpecimen",NA,"Melastomataceae","Behuria","insignis","Behuria insignis","Glaziou, A.",NA,"1874","2","4",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05129591' target='other'> <mi>dwc_moreinfo</mi></a>","P05129591",NA,NA,"Cham.","São Paulo",NA,"Brésil, S. Paulo, campos da Bocaina.",NA,NA,NA,NA,NA,"P05129591_01",NA,NA,NA,NA,NA,NA,NA,"7625 a",NA,NA,NA
