"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","year","county","decimalLongitude","decimalLatitude","imagecode","month","day","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2020-06-29 11:29:49-03","UFRJ","RFA","39642","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Finotti R.; Caruzo J.","106",NA,"Brasil","Rio de Janeiro","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recando",NA,"Arvore de 5 metros de altura e PAP de 17,6 cm.","RFA24649",NA,"Cachoeiras de Macacu","-42.795278","-22.499722",NA,NA,NA,"50","50","Ricardo Finotti",NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:04:44-03","ESALQ","ESA","114782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"Campos, M.C.R.","134.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA114782","2006","Ubatuba","-45.0699996948242","-23.4300003051758","ESA114782","03","28",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:04:44-03","ESALQ","ESA","114787","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa",NA,NA,"Campos, M.C.R.","587.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA114787","2006","Ubatuba","-45.0699996948242","-23.4300003051758","ESA114787","05","09",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:27:57-03","UNICAMP","UEC","166678","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","96",NA,"Brazil","São Paulo","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",NA,"K0104 Árvore, ca. 8 m, sem flores ou frutos. Abundância: 19 ind.ha-1.","UEC039818","2008","São Luiz do Paraitinga","-45.068333","-23.325","UEC039818",NA,NA,"1070","1093","Tamashiro, JY",NA,NA,"-45.068333","-23.325","2009",NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:27:57-03","UNICAMP","UEC","104143","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Nadruz, MA; et al.","549",NA,"Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima. Picada para Pedra Bicuda.",NA,"Árvore 8m de altura; folhas fortemente discolores verdes; ramos marrons com pontuações brancas; botões esverdeados; flores com sépalas e pétalas verdes; estames alvos com anteras amarelas; ovário laranja.","UEC059974","1989","Nova Friburgo","-42.5","-22","UEC059974","12","28",NA,NA,NA,NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:09:27-03","UNICAMP","UEC","150241","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Bertoncello, R; Pansonato, M","510",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro.",NA,NA,"UEC059972","2007","Ubatuba","-74.398417","-52.263889","UEC059972","06","08","970","970","Bertoncello, R",NA,NA,"-74.398417","-52.263889","2008",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:27:57-03","UNICAMP","UEC","113831","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Pedroni, F; Sanchez, M","810",NA,"Brazil","São Paulo","Picinguaba.",NA,"Árvore 618 com 8m de altura, vegetativo.; Mata de Planície, Restinga.","UEC059967","1996","Ubatuba","-44.8","-23.366667","UEC059967","11","27",NA,NA,"Sanchez, M",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:27:57-03","UNICAMP","UEC","146556","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1577",NA,"Brazil","São Paulo","Picinguaba.",NA,"Morro do Corisco, árvore 345 com 14m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC059968","1997","Ubatuba","-44.8","-23.366667","UEC059968","04","16",NA,NA,"Sanchez, M",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:27:57-03","UNICAMP","UEC","146559","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1583",NA,"Brazil","São Paulo","Picinguaba.",NA,"Morro do Corisco, árvore 470 com 10m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC059965","1997","Ubatuba","-44.8","-23.366667","UEC059965","04","16","1000","1000","Sanchez, M",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:27:57-03","UNICAMP","UEC","146696","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1584a",NA,"Brazil","São Paulo","Picinguaba.",NA,"Morro do Corisco, árvore 514 com 8m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC059970","1997","Ubatuba","-44.8","-23.366667","UEC059970","04","16","1000","1000","Sanches, M",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:27:57-03","UNICAMP","UEC","166711","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1027",NA,"Brazil","São Paulo","PESM. Núcleo Santa Virgínia - Parcela K.",NA,"K1154 Árvore, ca. 11 m, sem flores ou frutos. Abundância: 19 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039909","2008","São Luiz do Paraitinga","-45.068056","-23.325556","UEC039909",NA,NA,"1054","1093","Tamashiro, JY",NA,NA,"-45.068056","-23.325556","2009",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:27:57-03","UNICAMP","UEC","148882","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Aranha, BA","468",NA,"Brazil","São Paulo","Fazenda Capricórnio, parcela J.",NA,"Indivíduo regenerante no sobosque.","UEC059969","2007","Ubatuba","-45.144908","-23.617747","UEC059969","01","16","380","380","Aranha, BA",NA,NA,"-45.144908","-23.617747","2008","10",NA,NA,NA,NA,NA
"23","2021-03-01 16:27:57-03","UNICAMP","UEC","160906","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Cavalin, PO","18",NA,"Brazil","São Paulo","Fazenda Capricórnio, Sub-bosque.",NA,"Indivíduo juvenil, 1-2 m de altura.; Floresta Ombrófila Densa.","UEC039373","2009","Ubatuba","-45.092861","-23.396667","UEC039373","11","12","348","395","Cavalin, PO",NA,NA,"-45.092861","-23.396667","2010","06",NA,NA,NA,NA,NA
"24","2021-03-01 16:27:57-03","UNICAMP","UEC","161040","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Stefani, EJF; Belinello, R; Galvão, JC","48",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 11 metros.; Mata Atlântica.","UEC059976","2010","Caraguatatuba","-45.504444","-23.62","UEC059976","05","28","50","90","Stefani, EJF",NA,NA,"-45.504444","-23.62","2010","12",NA,NA,NA,NA,NA
"25","2021-03-01 16:27:57-03","UNICAMP","UEC","167012","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Stefani, EJF; Belinello, R; Galvão, JC","221",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 14 metros.; Mata Atlântica.","UEC059973","2011","Paraíbuna","-45.538889","-23.604444","UEC059973","06","29","800","900","Stefani, EJF",NA,NA,"-45.538889","-23.604444","2011","10",NA,NA,NA,NA,NA
"26","2021-03-01 16:27:57-03","UNICAMP","UEC","169971","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Rochelle, ALC","J1493",NA,"Brazil","São Paulo","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J1493 da Parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041743",NA,"Ubatuba","-45.084167","-23.366667","UEC041743",NA,NA,"450","450","Rochelle, ALC",NA,NA,"-45.084167","-23.366667","2007","07",NA,NA,NA,NA,NA
"27","2021-03-01 16:27:57-03","UNICAMP","UEC","170977","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Pedroni, F; Sanchez, M","959",NA,"Brazil","São Paulo","Picinguaba, margens do Rio da Fazenda.",NA,"Árviore 395 com 10m de altura. Flores de cor creme com estames inicialmente creme depois amarelos.; Mata Atlântica de Encosta.","UEC059014","1997","Ubatuba","-44.8","-23.366667","UEC059014","02","05",NA,NA,"Sanchez, M",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:27:57-03","UNICAMP","UEC","173791","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Pedroni, F","2357",NA,"Brazil","São Paulo","Picinguaba",NA,"Árvore número 646 com 12m de altura, vegetativo.; Mata Atlântica de Encosta, margens do rio da Fazenda.","UEC089588","1996","Ubatuba","-44.8","-23.366667","UEC089588","04","30",NA,NA,"Sanchez, M",NA,NA,"-44.8","-23.366667","1996",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:27:57-03","UNICAMP","UEC","173792","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1699",NA,"Brazil","São Paulo","Picinguaba",NA,"Árvore número 851 com . m de altura, vegetativo.; Mata Atlântica de Encosta, morro do Corisco.","UEC089587","1997","Ubatuba","-44.816944","-23.3025","UEC089587","05","29","600","600","Sanchez, M",NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:27:57-03","UNICAMP","UEC","174182","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanchez, M; Pedroni, F","2358",NA,"Brazil","São Paulo","Picinguaba.",NA,"Árvore número s. número com m de altura, com flores.; Mata Atlântica de Encosta, Margens do Rio da Fazenda.","UEC089106","1996","Ubatuba","-44.8","-23.366667","UEC089106","05","01",NA,NA,"Sanchez, M",NA,NA,"-44.8","-23.366667","1996",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:27:57-03","UNICAMP","UEC","172401","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Sanches, M; Pedroni, F","27274",NA,"Brazil","São Paulo","Núcleo de Pinciguaba, margem do rio da Fazenda.",NA,"Coleta número 395; Árvore, ca. 10 metros do altura, flores lenhosas.; Mata Atlântica.","UEC016601","1992","Ubatuba","-45.0699996948242","-23.4300003051758","UEC016601","11","22",NA,NA,"Sanchez, M","34265","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:27:57-03","UNICAMP","UEC","147700","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Campos, MCR; Assis, MA; Guilherme, FAG; Mania, L","87",NA,"Brazil","São Paulo","Núcleo Picinguaba/ PESM; Trilha da Casa da Farinha; parcela E, subparcela 9.",NA,"Indivíduo E0109, altura 7m.","UEC059971","2006","Ubatuba","-45.0699996948242","-23.4300003051758","UEC059971","03","27",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-27 16:09:15-03","UFES","VIES","21977","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Zorzanelli, J.P.F.; Silva, A.E.","456",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021977","2011","Iúna","-41.5358009338379","-20.3458003997803","VIES021977","12",NA,NA,NA,"Zorzanelli, J.P.F.","32198","auto",NA,NA,"2012","04",NA,NA,NA,NA,NA
"34","2019-06-27 10:24:31-03","UFES","VIES","14349","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Thomaz, L.D.","1644",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia.",NA,NA,"VIES014349","1993","Santa Teresa","-40.6002998352051","-19.9356002807617","VIES014349","06","23",NA,NA,"Pirani, J.R.","23813","auto",NA,NA,"1995",NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:30:01-03","UFRRJ","RBR","43500","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"T.P.P. Alverga",NA,NA,"Brasil","Rio de Janeiro","PEPB (Est. da Toca Grande, ilha de guaratiba). Inventário complementar F55-72.",NA,NA,"RBR00043500","2014","Rio de Janeiro","-43.517222","-22.971944","RBR00043500","04","11",NA,NA,"T.P.P. Alverga",NA,NA,"43º31'2''W","22º58'19''S",NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:30:01-03","UFRRJ","RBR","46334","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"C. Baez; E.P. Fernandez, T. Lima, R.C. Gomes","1650",NA,"Brasil","Rio de Janeiro","Bosque do Visconde. Trilha da Família. Bosque do Visconde. Trilha da Família. Parque Estadual da Pedra Selada",NA,NA,"RBR00046334","2018","Resende","-44.537778","-22.3375","RBR00046334","04","20","1171","1171","M. Gomes",NA,NA,"44º32'16''W","22º20'15''S","2018","07","24",NA,NA,NA,NA
"37","2020-06-29 09:30:01-03","UFRRJ","RBR","37704","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"H.C. Lima; A.T. Brito, M. Leitman, D. Muller, S. Hogstrom","5512",NA,"Brasil","Rio de Janeiro","Área de Proteção Ambiental de Macaé de Cima",NA,NA,"RBR00037704","1997","Nova Friburgo","-42.5311012268066","-22.2819004058838","RBR00037704","12","13","1250","1250",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:30:01-03","UFRRJ","RBR","5533","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"C.M.B. Correia","212",NA,"Brasil","Rio de Janeiro","BRASIL,Rio de Janeiro, Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Sítio Hum New Baccus. (Coord. 22o00s, 042o03w) Alt. 1100 m.",NA,NA,"RBR00005533","1990","Nova Friburgo","-42.5311012268066","-22.2819004058838","RBR00005533","09","13",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 09:30:01-03","UFRRJ","RBR","22257","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"M.M.T. Rosa","s/nº",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00022257","1993","Nova Iguaçu","-43.451099395752","-22.7591991424561","RBR00022257","05","26",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:20:43-03","MBM","MBM","105650","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Lima, H.C. de; Sá, C.F.C. de; Sá, C.F.C. de","2178","Southern America","Brazil","Rio de Janeiro","Paraíso",NA,NA,"MBM105650","1984","Magé","-43.040599822998","-22.6527996063232","MBM105650","10","14",NA,NA,"Hatton, J.","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-05 06:39:25-03","MNHN","RECOLNAT_MNHN_P","P04735923","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Burchell",NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04735923' target='other'> <mi>dwc_moreinfo</mi></a>","P04735923",NA,NA,NA,NA,"P04735923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3694",NA,NA,NA
"42","2015-09-05 06:39:25-03","MNHN","RECOLNAT_MNHN_P","P04735924","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"Schwacke",NA,NA,"Brasil","Minas Gerais","Min. Ger. Serra de Ouro Preto","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04735924' target='other'> <mi>dwc_moreinfo</mi></a>","P04735924","1894",NA,NA,NA,"P04735924_01","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10235",NA,NA,NA
"43","2010-02-13 22:45:00-02","MO","MOBOT","3158184","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4672","South America","Brazil","São Paulo","Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 9.",NA,NA,NA,"1987",NA,"-46","-23.58333",NA,"2","4","870.00000000",NA,"A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3158389","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"* CORREIA","CORREIA 212","South America","Brazil","Rio de Janeiro","Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Sítio Hum New Baccus.",NA,NA,NA,"1990",NA,"-42.05","-22",NA,"9","13","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","70207","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4672","South America","Brazil","São Paulo","Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 9",NA,NA,NA,"1987",NA,"-46","-23.58333",NA,"2","4","870.00000000",NA,"A. Gentry (MO)",NA,NA,NA,NA,NA,NA,NA,"87-10","1",NA,NA
"46","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","27076",NA,"Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2434",NA,"Brasil","Espírito Santo","Rochedo, propr.: Ailton Corteletti",NA,"Árvore 10m, fuste 4m, Dap 25cm, frutos verdes. Interior de mata.","MBML027076","2006","Águia Branca","-40.801667","-18.952778","MBML027076","06","07","350","350","F.Z. Saiter/26-IV-2013",NA,NA,"40W48'6","18S57'10",NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","37764",NA,"Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,NA,NA,NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Indivíduo 15 D 16.","MBML037764",NA,"Santa Teresa","-40.530278","-19.971389","MBML037764",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7315",NA,"Plantae",NA,NA,"Chrysobalanaceae","Couepia","venosa","Couepia venosa","Prance",NA,"L. D. Thomaz","1644",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Altura 13m, PAP 48cm, caule interno vinho. Estéril.","MBML007315","1993","Santa Teresa","-40.530278","-19.971389","MBML007315","06","23",NA,NA,"J. R. Pirani/1995",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
