"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"19","2020-02-08 10:06:36-03","NBC","NL-BOTANY","U.1441975","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugeniopsis","cannifolia","Eugeniopsis cannifolia","O.Berg",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia: H Buta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441975","NL-U1441975",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:06:42-03","NBC","NL-BOTANY","U.1450935","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Lindeman JC; Haas JH de",NA,"1967","01","01","Southern America","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, Scrub near top of Morro do Boi, granitic peninsula near Caiobá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450935","NL-U1450935",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:06:42-03","NBC","NL-BOTANY","U.1450936","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná, Prainhas near Morretes, rain forest along river in the plain, low forest remnant.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1450936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1450936","NL-U1450936",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:06:42-03","NBC","NL-BOTANY","WAG.1116028","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Hatschbach GG; Silva JM",NA,"1986","11","10","Southern America","Brazil",NA,NA,"Lagoa Juparaná (mun. Linhares) Espirito Santo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116028","NL-WAG1116028",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 11:14:42-03","ESALQ","ESA","72653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Souza, V.C.","Sztutman, M. ; Valmir","79.0","1998","11","23",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA072653","ESA072653",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:56:24-03","ESALQ","ESA","134471","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Lima, R.A.F.",NA,"517.0","2013","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 18129. Altura: 3.5m","ESA134471",NA,"2014",NA,"23.38.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:42-03","ESALQ","ESA","75110","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Souza, V.C.; Mazine, F.F.; Sampaio, D.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","205.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,NA,NA,"Árvore, ca. 4,5m alt. Frutos imaturos verdes.","ESA075110","ESA075110",NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:42-03","ESALQ","ESA","109373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa",NA,NA,"Sampaio, D.","181.0","2004","04","05",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109373",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:42-03","ESALQ","ESA","109300","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa",NA,NA,"Sampaio, D.","117.0",NA,NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109300",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:42-03","ESALQ","ESA","72652","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Souza, V.C.","Sztutman, M. ; Valmir","43.0","1998","09","29",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA072652",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:42-03","ESALQ","ESA","25148","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","M.L.Kawasaki","Souza, V.C. et al.","9276.0","1995","10","09",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"ESA025148",NA,"2000",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:42-03","ESALQ","ESA","75102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","Souza, V.C.; Mazine, F.F.; Sampaio, D.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","197.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,NA,NA,"Árvore, 4-8m alt. Frutos imaturos verdes. Beira de rio.","ESA075102",NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:15:03-03","ESALQ","ESA","52571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine","Santos, M.F.","Lima, H.C. et al.","5868.0","2001","09","12",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"ESA052571","ESA052571","2019",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:32:11-03","MN","R","8880","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","Kiaersk.",NA,"Glaziou, A.F.M.","11996","1882","03","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantas do Brasil Central","R000008880","R000008880_001",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:31:26-03","IAP","PACA-AGP","57960","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","D. Legrand","R. Klein","53","1949","08","11",NA,"Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314","50","50",NA,"6m de altura. HBR 4542. Eq. Ecologia nº 16. Habitat: in silva Hábito: arvoreta","PACA057960",NA,"1953",NA,NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"34","2019-08-27 13:31:26-03","IAP","PACA-AGP","57955","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","D. Legrand","R. Klein","60","1950","01","20",NA,"Brasil","SC","Brusque","Mata S. Pedro","-48.9174995422363","-27.0981006622314",NA,NA,NA,"6m de altura. HBR 4541. Eq. Ecologia nº 16. Habitat: in silva paludosa Hábito: arvoreta","PACA057955",NA,"1953",NA,NA,NA,"19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"35","2019-08-27 13:31:26-03","IAP","PACA-AGP","65443","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","C. D. Legrand","Reitz & Klein","3459","1956","07","18",NA,"Brasil","SC","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141","300","300",NA,"3m de altura e fruto imaturo verde. HBR 14981. Habitat: mata Hábito: arbusto","PACA065443",NA,"1957",NA,NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:31:26-03","IAP","PACA-AGP","65444","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.","C. D. Legrand","Reitz & Klein","3043","1956","04","05",NA,"Brasil","SC","Palhoça","Pilões","-48.6678009033203","-27.645299911499","250","250",NA,"4m de altura e fruto imaturo verde. HBR 14977. Habitat: mata Hábito: arvoreta","PACA065444",NA,"1957",NA,NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA
"37","2020-12-20 21:18:38-03","UFV","VIC","037904","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","O. Berg",NA,"Tinti, B.V.","s.n.","2010","04","23",NA,"Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,NA,NA,"Árvore de 2 m, escrube de encosta.","VIC037904","VIC037904",NA,NA,NA,NA,"20038","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:38-03","UFV","VIC","31008","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","O. Berg",NA,"Teixeira, R.N.C.; et al.","132","2005","09","10",NA,"Brasil","Espirito Santo","Santa Maria de Jetibá","2 km da cidade","-40.7461013793945","-20.040599822998",NA,NA,NA,"Arvoreta de 12 m, de frutos maduros amarelo esverdeados, coletada em interior de mata de ravina.","VIC031008","VIC031008",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:38-03","UFV","VIC","31009","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","O. Berg",NA,"Teixeira, R.N.C.; et al.","42","2005","01","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Fragmento florestal a 5 km de Santa Maria de Jetib","-40.7461013793945","-20.040599822998",NA,NA,NA,"Árvore de 10 m, coletada em interior de mata","VIC031009","VIC031009",NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:38-03","UFV","VIC","26683","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","O. Berg",NA,"Campos, E. .P.; Silva, A. .F.","2298","2001","02","06",NA,"Brasil","Minas Gerais","Viçosa","Sítio Bonsucesso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvoreta de 22 metros, folhas ferruginosas na face inferior, frutos jovens castanhos.","VIC026683","VIC026683",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:40-03","UFV","VIC","11575","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Figueiredo, N.; Rodrigues, R.R.","s.n.","1983","01","16",NA,"Brasil","São Paulo","Iguapé","Estado Ecológico de juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore de 8 m, flores amarelas,beira da picada","VIC011575","VIC011575",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:40-03","UFV","VIC","7269","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","vellozoi","Myrcia vellozoi","Mazine",NA,"Silva, A.F.","106","1978","12","21",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de ca 15 m, casca castanho claro e lenho branco, em flor , de cálice persistente,flores ferrugineas com pétalas internamente e estames brancos.","VIC007269","VIC007269",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-24 17:09:34-03","UFES","SAMES","6300","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Santana,P.V.M.; Mello,E.A.;Scheidegger,A.F.A.;Quinqui,C.F.","8","2015","03","25",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade","-39.8588981628418","-18.716100692749",NA,NA,NA,"Inflorescência branca Habito: Arbusto","SAMES06300",NA,NA,NA,"-398047222.0","-187430555.0","56510","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-24 17:09:34-03","UFES","SAMES","6169","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Santana,P.V.M.; Mello,E.A.;Scheidegger,A.F.A.;Quinqui,C.F.","5","2015","02","25",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade","-39.8588981628418","-18.716100692749",NA,NA,NA,"Frutos verdes Habito: Árvore","SAMES06169",NA,NA,NA,"-398047222.0","-187430555.0","56510","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-24 17:09:34-03","UFES","SAMES","1917","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","(Vell.) Kiaersk.",NA,"Scheidegger,A.F.A.; Mello,E.A.;Quinqui,C.F.;Santana,P.V.M.","66","2015","05","03",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Floresta de Restinga Alagada.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Flores verdes com ápice branco.","SAMES01917",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
