"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","relatedCatalogItem","sex"
"21","2021-01-06 11:41:54-03","UFPI-MRV","HDELTA","3336","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Leandro, L.A.","2012","10","15","Leandro, L.A.","2012","10","15","Brasil","Piauí","Parnaíba","Praças de Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA003336",NA,"01",NA,NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA
"22","2021-01-06 11:41:54-03","UFPI-MRV","HDELTA","2285","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Marques, C. F.","2013","03","28","Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,"HDELTA002285",NA,"5",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Alto bonito",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-06 11:41:54-03","UFPI-MRV","HDELTA","5946","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Vieira, I,R.",NA,NA,NA,"Brandão, L.A.O; Passos, G.C","2019","06","16","Brasil","Piauí","Parnaíba","Beira Rio","-41.776861","-2.895139","41°46'36,70''W","2°53'42,50''S",NA,NA,"HDELTA005946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-06 11:41:54-03","UFPI-MRV","HDELTA","2415","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Thiára, A.","2012","05","25","Matos, W.","2012","05","25","Brasil","Píauí",NA,NA,NA,NA,NA,NA,NA,NA,"HDELTA002415",NA,"01",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Espirradeira",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:28:55-03","UFRJ","RFA","10338","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"P. Occhioni","1971","02","00","Brasil","Rio de Janeiro","Rio de Janeiro","Cultivada na residência do prof. Paulo Occhioni","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA28166",NA,"4338",NA,NA,NA,NA,"Arbusto, flor roseo vivo. Habito: Arbusto","57442","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:28:55-03","UFRJ","RFA","49","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Deodoro Ribeiro dos Santos","1913","06","00","Brasil","Rio de Janeiro","São João de Meriti",NA,"-43.372200012207","-22.8038997650146",NA,NA,NA,NA,"RFA25339",NA,NA,NA,NA,NA,NA,"n.v 'espirradeira'.","6678","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:26-03","UTFPR","DVPR","683","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Natali, BS",NA,NA,NA,"Natali, BS","2013","08","08","Brasil","Paraná","Dois Vizinhos","UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"DVPR000683","DVPR000683","s.n.","Magnoliophyta",NA,NA,NA,"arbusto, rosas de cor clara.","19637","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:10:26-03","UTFPR","DVPR","1191","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Piroli, E",NA,NA,NA,"Piroli, V; Carvalho, N","2013","09","04","Brasil","São Paulo","Ourinhos",NA,"-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"DVPR001191",NA,"s.n.","Magnoliophyta",NA,NA,NA,"Arbusto que pode alcançar cerca de 4m de altura, com folhagem densa sempre verde, latéx incolor, Folhas curto-pecioladas, verticiladas, inteiras, lanceoladas, coriáceas. Flores vistosas róseas. Frutos folículos duplos ou simples por a","14099","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:26-03","UTFPR","DVPR","2396","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Alcântara, L","2015","01","03","Brasil","São Paulo","Tarabai","Estância Dois Irmãos","-51.5499992370605","-22.2999992370605",NA,NA,NA,NA,"DVPR002396",NA,"s.n.","Magnoliophyta",NA,NA,NA,"Arbusto 1,2m, flor rosa, látex incolor, flor aromática.","19552","auto",NA,NA,NA,NA,NA,NA
"30","2020-12-15 11:14:19-03","FUNED","FUNED-POL","2939","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander",NA,NA,NA,NA,NA,"LAOC","1983","03","11","Brasil","MG",NA,"API-UFV",NA,NA,NA,NA,NA,NA,"POL002939","POL002939_p01 POL002939_p03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-07-03 08:31:50-03","UNEMAT","TANG","2088","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Silva, NT","2011","04","14","Brasil","Mato Grosso","Tangara da Serra","UNEMAT - C.U.T.S.","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000002088",NA,"1",NA,NA,NA,NA,"Planta de porte arbustivo, considerada toxica, com latex, flores de tonalidaderosa com folhas verticiladas, sem nenhum visitante no ato da coleta.","175746","auto",NA,NA,NA,NA,NA,NA
"32","2016-10-18 16:23:58-02","UNEMAT","TANG","1014","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Fischer, SH","2010","11","15","Brasil","Mato Grosso","Tangará da Serra","campus da Unemat","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001014",NA,"1",NA,NA,NA,NA,"folhas simples, opostasflores brancas,","175746","auto",NA,NA,NA,NA,NA,NA
"33","2016-10-18 16:23:58-02","UNEMAT","TANG","1097","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Anônimo","2010","10","27","Brasil","Mato Grosso","Tangará da Serra","Rua 15, nº 518E, centro","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000001097",NA,"s.n.",NA,NA,NA,NA,"folhas simples, rosuladasflor rosacaule glabro, tóxica, latescente, arbustivo","175746","auto",NA,NA,NA,NA,NA,NA
"34","2016-10-18 16:23:58-02","UNEMAT","TANG","47","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Santos, QCL","2007","09","19","Brasil","Mato Grosso","Tangará da Serra",NA,"-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000047",NA,"1",NA,NA,NA,NA,"folhas simples, rosuladasflores róseas, usada para ornamentação, arbustivo","175746","auto",NA,NA,NA,NA,NA,NA
"35","2016-10-18 16:23:58-02","UNEMAT","TANG","94","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Knob, MA","2009","09","09","Brasil","Mato Grosso","Tangará da Serra","Perímetro urbano","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000094",NA,"1",NA,NA,NA,NA,"folhas opostas5 sépalas, 9 pétalas, ovário súpero, 5 estames, oligostêmone,","175746","auto",NA,NA,NA,NA,NA,NA
"36","2016-10-18 16:23:58-02","UNEMAT","TANG","46","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Costa, LD","2006","11","08","Brasil","Mato Grosso","Tangará da Serra","Rua Avelino Jaci Bohn","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,"TANG000000046",NA,"1",NA,NA,NA,NA,"5 sépalas, 9 pétalas, 5 estames, ovário súpero com 2 lóculos, guia de néctar,","175746","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-19 15:43:10-03","UNEB","HUNEB","1580","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander",NA,NA,NA,NA,NA,"Lima, L.C.L.","1999","05","27","Brasil","Bahia","Alagoinhas","Campus II - UNEB","-38.433333","-12.133333","38W26'0''","12S8'0''","120","150","HUNEB0001580",NA,"210","Angiospermae","Florideophycidae",NA,NA,"Cerrado",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"38","2021-03-30 12:34:08-03","EAO","IAN","152809","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Oliveira, JCL de","2015","02","10","Bahia, TRA","1976","06","01","Brasil","Amazonas",NA,"Estrada do Amazonas - Proj. RADAM - Estrada Transamazônica, Campina aberta, terreno arenoso.",NA,NA,NA,NA,NA,NA,"IAN152809",NA,"41","Dicotiledônea",NA,"Southern America",NA,"Arbusto, flor vermelha.",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:34:08-03","EAO","IAN","156579","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Fernandez, A; Fernandes, R","1971","06","10",NA,NA,NA,"pavia, herdade de S. Miguel.",NA,NA,NA,NA,NA,NA,"IAN156579",NA,"11720","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:34:08-03","EAO","IAN","197195","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"Melo, BS de","2018","05","25","Brasil","Pará","Belém","Rua dos Pariquis, entre Castelo Branco e 14 de Abril, o pé está localizado em frente ao restaurante Churrasco Caseiro, Nº 3709, a coleta se deu no horario de 13:00 hs.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN197195",NA,"1","Dicotiledônea",NA,"Southern America",NA,"Alrura de aprximadamente 2 m de altura.","48462","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:34:08-03","EAO","IAN","35793","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Santoro, J",NA,NA,NA,"Campos, RF de","1945","09","05","Brasil","São Paulo","Campinas","Rua Sacramento, 447.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN035793",NA,"7945","Dicotiledônea",NA,"Southern America",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"42","2013-07-03 10:26:42-03","EBDA","BAH","8688","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Marta F. Neves","1994","06",NA,"Nelson José Ribeiro","1987","11","06","Brasil","Bahia","Salvador","Brotas, Salvador - Bahia","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMPORT. PLANTA: Planta altamente tóxica, encerre um glicosídeo tóxico que atua sobre o coração. Planta ornamental.","26018","auto",NA,NA,NA,NA,NA,NA
"43","2013-07-03 10:26:42-03","EBDA","BAH","9158","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Neves, M. Fagundes","1999","05",NA,"Neves, M. Fagundes","1999","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-07-03 10:26:42-03","EBDA","BAH","8504","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Sílvio Mascarenha e Ramom Durán","1986","08",NA,"Edna Marina,","1986","08","15","Brasil","Bahia","Salvador","Massaranduba, Salvador - Bahia","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"IMPORT. PLANTA: Planta tóxica e ornamental","26018","auto",NA,NA,NA,NA,NA,NA
"45","2013-07-03 10:26:42-03","EBDA","BAH","6768","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Oliveira, E.L.P.G. de","1986","07",NA,"Neves, M.F.","1986","07","03","Brasil","Bahia","Salvador","Ru José Carlos no. - Acupe de Brotas/SSA/BA","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,"IMPORT. PLANTA: Planta tóxica e ornamental","26018","auto",NA,NA,NA,NA,NA,NA
"46","2013-07-03 10:26:42-03","EBDA","BAH","8656","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Marta F. Neves","1994",NA,NA,"Neves, M.F.","1987","11","06","Brasil","Bahia","Salvador","Brotas, Salvador - Bahia","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,"115",NA,NA,NA,NA,"IMPORT. PLANTA: Toda planta é tóxica, principalmente as folhas tanto verdes como secas.","26018","auto",NA,NA,NA,NA,NA,NA
"47","2013-07-03 10:26:42-03","EBDA","BAH","258","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","Inácio de Menezes","1951","10",NA,"Eurico Mata","1951","10",NA,"Brasil","Bahia","Salvador",NA,"-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta ornamental","26018","auto",NA,NA,NA,NA,NA,NA
"48","2020-01-20 14:40:08-03","UPM","MACK","30","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.","L. M. P. Ribeiro","2008","12","23","M. C. N. Pais","2008","12","23","Brasil","SP","Valinhos",NA,"-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"12075","auto",NA,NA,NA,NA,NA,NA
"49","2019-12-12 15:31:37-03","UFABC","HUFABC","001219","PreservedSpecimen","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","L.",NA,NA,NA,NA,"PSG","2006","05","06","Brasil","São Paulo","São Paulo","Parque Severo Gomes","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"HUFABC001219",NA,"23","Angiospermas",NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).","53584","auto",NA,NA,NA,NA,NA,NA
"50","2020-02-27 21:09:00-03","PUCPR","HUCP","191","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Jaszczerski, JC","1984","10","22","Claudia, A; Randall, W",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005529","HUCP00005529","004","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"51","2020-02-27 21:09:00-03","PUCPR","HUCP","2421","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Jaszczerski, JC","1982","10","08","Sprada, ER",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00020164","HUCP00020164","008","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"52","2020-02-27 21:09:00-03","PUCPR","HUCP","18130","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Bonaldi, R","2007","03","20",NA,"2006","10","15","Brasil","Paraná","Curitiba","Campo Comprido","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005543","HUCP00005543","s.n.","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"53","2020-02-27 21:09:00-03","PUCPR","HUCP","3216","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Jaszczerski, JC","1990","11","18","Fernandes, CF",NA,NA,NA,"Brasil","Paraná","Curitiba","Hugo Lange","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005337","HUCP00005337","029","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"54","2020-02-27 21:09:00-03","PUCPR","HUCP","11388","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Piechnik, C",NA,NA,NA,"Monteiro, LD","1997","05","09","Brasil","Paraná","Curitiba","Portão","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00020260","HUCP00020260","003","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"55","2020-02-27 21:09:00-03","PUCPR","HUCP","7792","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Jaszczerski, JC",NA,NA,NA,"Krenczynoki, MC","1995","04","04","Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005457","HUCP00005457","001","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"56","2020-02-27 21:09:00-03","PUCPR","HUCP","12583","S","Plantae","Apocynaceae","Nerium","oleander","Nerium oleander","Bittencourt","Jaszczerski, JC",NA,NA,NA,"Borba, L","2000","10","24","Brasil","Paraná","Curitiba","Prado Velho, PUC.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00020161","HUCP00020161","036","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
