"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem"
"11","2019-06-27 10:24:22-03","UFES","VIES","35798","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"Forzza, R.C.; Amaral, J.A.; Monteiro, D. & Silva, R.G.B.","2013","08","07","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,"23588",NA,NA,"auto",NA,"7661","1698","1698",NA,NA,"VIES035798","VIES035798",NA,NA
"12","2020-04-27 16:09:06-03","UFES","VIES","30541","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Manhães, V.C.","2012","07","Manhães, V.C.","2012","07","28","Brasil","Espírito Santo","Divino de São Lourenço",NA,"-41.6857986450195","-20.6200008392334",NA,NA,"16004",NA,NA,"auto","28","265",NA,NA,NA,NA,"VIES030541","VIES030541",NA,NA
"13","2019-09-27 18:04:03-03","UFES","VIES","30547","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Zorzanelli, J.P.F.","2014","11","Manhães, V.C.","2012","09","07","Brasil","Espírito Santo","Divino de São Lourenço",NA,"-41.6857986450195","-20.6200008392334",NA,NA,"16004",NA,NA,"auto","18","271",NA,NA,NA,NA,"VIES030547","VIES030547",NA,NA
"14","2020-04-27 16:09:06-03","UFES","VIES","26316","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Vieira, C.M.","2002","06","Martinelli, G.; Heron, L.; Ronaldes R. & Azoury R.","1999","08","14","Brasil","Espírito Santo","Domingos Martins","Pedra Azul.","-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,"auto","19","15725",NA,NA,NA,NA,"VIES026316","VIES026316",NA,NA
"15","2020-04-27 16:09:06-03","UFES","VIES","33020","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Zorzanelli, J.P.F.","2013","06","Zorzanelli, J.P.F.; Castro, K.C. & Zorzanelli, R.F.","2013","06","15","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,"auto","16","726","1406","1406",NA,NA,"VIES033020","VIES033020",NA,NA
"16","2020-04-27 16:09:06-03","UFES","VIES","30042","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Couto, D.R.","2012","09","Dias, H.M.; Silva, A.E.","2012","08","22","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,"auto","11","771",NA,NA,NA,NA,"VIES030042","VIES030042",NA,NA
"17","2020-04-27 16:09:06-03","UFES","VIES","21647","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Couto, D.R.","2011","08","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","2011","08","14","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"32198",NA,NA,"auto","16","66",NA,NA,NA,NA,"VIES021647","VIES021647",NA,NA
"18","2020-04-27 16:09:06-03","UFES","VIES","21329","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Couto, D.R.","2011","06","Couto, D.R.; Dias, H.M. & Silva, C.","2011","06","09","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,"29430",NA,NA,"auto","09","1968",NA,NA,NA,NA,"VIES021329","VIES021329",NA,NA
"19","2020-12-21 16:19:27-03","MBM","MBM","240434","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C. Vieira","Leme, E.M.C.",NA,NA,"Hatschbach, G.","1998","06","07","Brazil","Espírito Santo","Alfredo Chaves","Alfredo Chaves, arredores","-40.749698638916","-20.6350002288818",NA,NA,"32447",NA,NA,"auto",NA,"69756",NA,NA,"Southern America",NA,"MBM240434","MBM240434",NA,NA
"20","2020-12-11 11:43:32-03","UFMG","BHCB","182940","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,"2016","09","Paiva, JAM; Stehmann, JR; Souza, LS; Gouvêa, YF","2016","09","12","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Entrada pela portaria Pedra Menina.","-20.840769","-42.375028","-20.840769","-42.375028",NA,NA,"Erva terrícola. Base da bainha arroxeada, bráctea da inflorescência rosa, bracteas florais e flores roxas.; Floresta Ombrófila Densa. Mata Ripária.",NA,"12","1046","1422","1422","Southern America",NA,NA,NA,NA,NA
"21","2020-12-11 11:43:32-03","UFMG","BHCB","143225","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"Machado, TM; Stehmann, JR; Martins da Costa, I","2010","09","24","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Pedra Roxa, no leito do rio.","-41.736167","-20.393444","-41.736167","-20.393444",NA,NA,"Terrestre em interior de mata. Escapo verde com indumento alvo-lanuginoso, bácteas do escapo e brácteas florais roxas.",NA,NA,"180","1171","1171","Southern America",NA,NA,NA,NA,NA
"22","2020-12-11 11:43:32-03","UFMG","BHCB","143245","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"Machado, TM; Stehmann, JR; Martins da Costa, I","2010","09","25","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde, no leito do rio.","-41.845","-20.4195","-41.845","-20.4195",NA,NA,"Saxícola, próximo a curso de água, brácteas do escapo vermelhas, bráctea floral vermelha, indumento alvo-lanuginoso na brácteas. Sépala rosa, pétala roxa. Planta cultivada no Museu de História Natural e Jardim Botânico da UFMG, MHNJB 02514 e MHNJB 02",NA,NA,"200","1385","1385","Southern America",NA,NA,NA,NA,NA
"23","2020-12-11 11:43:32-03","UFMG","BHCB","183017","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,"2016","09","Sanín, D; Leroy, CJL; Duarte, MO; Cruz-Lustre, GM","2016","09","11","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale Verde","-41.845139","-20.419833","-41.845139","-20.419833",NA,NA,"PRENSADO EM ÁLCOOL.; Erva terrestre, base da folha branca esverdeada, ápice verde escuro, parte adaxial lisa, abaxial rugosa, escapo floral avermelhado entre os nós, brácteas vermelhas, pétalas lilás, estames brancos.",NA,"11","6687","1306","1306","Southern America",NA,NA,NA,NA,NA
"24","2021-02-11 17:18:23-03","UFPR","UPCB","57452","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Matos, F.B.","2007","08","Labiak, P.H.","2007","07","18","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Terrestre, no interior da mata nebular. Brácteas e flores róseas. Afloramentos rochosos, com matas úmidas nos vales. (Altitudes entre 1100-1700m).",NA,NA,"4228","1700","1700",NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:18:23-03","UFPR","UPCB","69743","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"Goldenberg, R.","2008","07","17","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Rupícola à sombra. Inflorescência com brácteas vermelhas e corola roxa..",NA,NA,"1167","1100","1400",NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","13591",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","T.S. Coser/22-06-2011",NA,NA,"L. Kollmann; et al","2000","10","13","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Terrestre na sombra. Brácteas velhas e frutos vermelhos, folhas verde claras.",NA,NA,"3232",NA,NA,NA,NA,"MBML013591","MBML013591",NA,NA
"27","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","16478",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","Wawra","T.S. Coser/22-06-2011",NA,NA,"R. Ramaldes; et al","2001","04","27","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,"Bráctea escapal rosa escuro, inflorescência muito jovem, terrestre.",NA,NA,"31",NA,NA,NA,NA,"MBML016478","MBML016478",NA,NA
"28","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","21209",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","C. M. Vieira/22-06-2006",NA,NA,"L. Kollmann; et al","2003","05","29","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167","40W43'32","20S4'9",NA,NA,"Terrestre 1,20m na sombra. Brácteas vermelhas.",NA,NA,"6204",NA,NA,NA,NA,"MBML021209","MBML021209",NA,NA
"29","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","22706",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","T.S. Coser/22-06-2011",NA,NA,"L. Kollmann; et al","2004","07","10","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Terrestre, no sol. Flores púrpuras claras.",NA,NA,"6928",NA,NA,NA,NA,"MBML022706","MBML022706",NA,NA
"30","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","23120",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","C. M. Vieira/22-06-2006",NA,NA,"L. Kollmann; et al","2004","07","08","Brasil","Espírito Santo","Mimoso do Sul","Conceição do Muqui, Pontões","-41.550556","-20.939444","41W33'2","20S56'22",NA,NA,"Terrestre na meia sombra. Brácteas vináceas, tépalas vermelhas.",NA,NA,"6802",NA,NA,NA,NA,"MBML023120","MBML023120",NA,NA
"31","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","24769",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","L. Kollmann/10-09-2008",NA,NA,"L. Kollmann; et al","2005","07","13","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,"Terrestre na sombra, brácteas vermelhas, flores lilás.",NA,NA,"8169",NA,NA,NA,NA,"MBML024769","MBML024769",NA,NA
"32","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","24770",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","C. M. Vieira/22-06-2006",NA,NA,"L. Kollmann","2005","07","14","Brasil","Espírito Santo","Castelo","Bateia","-41.101667","-20.526944","41W6'6","20S31'37",NA,NA,"Terrestre na sombra, brácteas vermelhas, flores lilás.",NA,NA,"8167",NA,NA,NA,NA,"MBML024770","MBML024770",NA,NA
"33","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","24771",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","C. M. Vieira/22-06-2006",NA,NA,"L. Kollmann; et al","2005","07","10","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Terrestre na sombra, brácteas vermelhas, flores lilás.",NA,NA,"8168",NA,NA,NA,NA,"MBML024771","MBML024771",NA,NA
"34","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","24905",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","L. Kollmann/10-09-2008",NA,NA,"L. Kollmann; et al","2005","07","13","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,"Terrestre na sombra, brácteas vermelhas, flores lilás.",NA,NA,"8050",NA,NA,NA,NA,"MBML024905","MBML024905",NA,NA
"35","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","26627",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","C. M. Vieira/19-06-2002",NA,NA,"G. Martinelli; et al","1999","08","14","Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,"Erva terrestre, ciófila , frequente, folhas na face ventral verde, face dorsal com indumento argênteo; infl.com escapo e brácteas escapais vermelhas, brácteas florais vermelhas; flores com cálice vermelho, corola violácea; estames crem",NA,NA,"15725",NA,NA,NA,NA,"MBML026627","MBML026627",NA,NA
"36","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","26630",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"G. Martinelli; et al","1999","08","11","Brasil","Espírito Santo","Alfredo Chaves","7 km da Vila São Bento de Urânia","-40.925833","-20.500833","40W55'33","20S30'3",NA,NA,"Erva epífita ou terrestre, ciófila, frequente, folhas na face ventral verde, face dorsal verde com indumento argênteo; bainha alvacenta na base; infl.com escapo verde, brácteas escapais inferiores verdes, as superiores tornando-se róse",NA,NA,"15667",NA,NA,NA,NA,"MBML026630","MBML026630",NA,NA
"37","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","31230",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","L. Kollmann/11-11-2008",NA,NA,"L. Kollmann; P. Labiak & F. B. Matos","2007","07","19","Brasil","Espírito Santo","Castelo","Forno Grande, Parque Estadual de Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Terrestre na sombra. Brácteas avermelhadas, pétalas lilás.",NA,NA,"9966","1660","1660",NA,NA,"MBML031230","MBML031230",NA,NA
"38","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","33346",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","F.B. Matos/VIII-2007",NA,NA,"P. Labiak; et al","2007","07","18","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Terrestre, no interior da mata nebular. Brácteas e flores róseas.",NA,NA,"4228",NA,NA,NA,NA,"MBML033346","MBML033346",NA,NA
"39","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35391",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Ludovic Kollmann","2007","09","V.C. Manhães","2006","06","03","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444","41W33'2","20S56'22",NA,NA,"Terrestre. Inflorescencia com escapo de base bege esverdeado; brácteas escapais rosa escuro; cálice de base branca e ápice rosa claro; corola de base rosa claro e ápice rosa lilás. Folha com bainha bege esverdeado; lâmina verde médio-e",NA,"05","11","700","700",NA,NA,"MBML035391","MBML035391",NA,NA
"40","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35400",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","Ludovic Kollmann","2007","09","V.C. Manhães","2007","05","27","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444","41W33'2","20S56'22",NA,NA,"Terrestre. Inflorescencia com escapo de base bege esverdeado; brácteas escapais rosa escuro; cálice de base branca e ápice rosa claro; corola de base rosa claro e ápice rosa lilás. Folha com bainha bege esverdeado; lâmina verde médio-e",NA,"05","28","700","700",NA,NA,"MBML035400","MBML035400",NA,NA
"41","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35438",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira",NA,NA,NA,"R. Goldenberg; et al","2008","07","17","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,NA,NA,"1167",NA,NA,NA,NA,"MBML035438","MBML035438",NA,NA
"42","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","37820",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","L. Kollmann/5-6-2009",NA,NA,"L. Kollmann; E.Leme & D.Couto","2009","06","05","Brasil","Espírito Santo","Alegre","Pedra da Caveira da Anta","-41.389167","-20.6575","41W23'21","20S39'27",NA,NA,"Erva na sombra, flores rosas.",NA,NA,"11631","1200","1200",NA,NA,"MBML037820","MBML037820",NA,NA
"43","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","39165",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","D.R.Couto/01-03-2012",NA,NA,"D.R. Couto; Couto, T.R.","2008","06","22","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"29430",NA,"Saxícola em meia sombra; lâminha verde; bracteas escapais secas; corola lilás; calice vermelhado. Fragmento do Toti.","auto",NA,"550","800","800",NA,NA,"MBML039165","MBML039165",NA,NA
"44","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","38494",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C. Vieira","V.Manhães- 5/1/2005","2005","01","D.R. Couto; T.R.Couto","2005","04","21","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"29430",NA,"Arbusto. Sépalos verdes, pétalos brancos virados para tráz com listas vinho. Pontão Médio, trilha Cordilheira.","auto","05","276","1000","1000",NA,NA,"MBML038494","MBML038494",NA,NA
"45","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42226",NA,"Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C.M.Vieira","T.S. Coser/28-03-2011",NA,NA,"T.S. Coser; F.B. Uribbe & B. Neves","2011","03","28","Brasil","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Mata Ciliar","-41.512778","-20.419167","41W30'46","20S25'9",NA,NA,"Ripicola. Folhas verdes. Final de frutificação",NA,NA,"395",NA,NA,NA,NA,"MBML042226","MBML042226",NA,NA
"46","2021-02-25 10:11:29-03","CVRD","CVRD","12120","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi","C. Vieira","C. M. Vieira","2002","07","Martinelli, G.","1999","08","11","BRASIL","ES","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818",NA,NA,"32447",NA,"<ll>dwc_commonname:</ll> Bromélia de urânia","auto","09","15667",NA,NA,"América do Sul",NA,"CVRD012120",NA,"Liliopsida",NA
"47","2020-07-23 12:01:00-03","CEPLAC","CEPEC","118141","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi",NA,"C. M. Vieira",NA,NA,"G. Martinelli","1999","08","11","Brasil","Espírito Santo","alfredo chaves","7Km da Vila São bento de Urânia.","-40.925833","-20.500833","40W55'33","20S30'3",NA,NA,NA,NA,NA,"15667",NA,NA,NA,NA,NA,NA,NA,"09/07/1992"
"48","2020-07-23 12:01:00-03","CEPLAC","CEPEC","129940","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","kautskyi","Quesnelia kautskyi",NA,"R. Goldenberg",NA,NA,"R. Goldenberg","2008","07","17","Brasil","Espírito Santo","castelo","Parque Estadual do Forno Grande. Trilha para o Forninho.","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,NA,NA,"1167",NA,NA,NA,NA,NA,NA,NA,"30/12/2008"
