"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","year","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1187952","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"D. C. Daly","721","Brazil","Maranhão","Codó","Approx. 60 km W of Caxias on BR 135 near km 490.","-43.78","-4.7",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187952","1980","10","20","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187952_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1187958","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"C. R. Sperling","6252","Brazil","Pará",NA,"6 Km east of AMZA camp N-1.","-50.27","-6.05",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396050' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187958","1982","06","20","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187958_01","650","650",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1188016","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"D. Philcox","3701","Brazil","Mato Grosso",NA,"c. 2 km. E. of km. 256, Xavantina-Cachimbo road.","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188016","1967","12","22","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188016_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1188210","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"G. T. Prance","P24894","Brazil","Pará",NA,"Serra do Cachimbo, BR 163, Cuiabá-Santarém highway. Cachoeira de Curuá; north slope of Serra Cachimbo.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397585' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188210","1977","11","05","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188210_01","300","300",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1188062","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"D. Philcox","3125","Brazil","Mato Grosso",NA,"Km 274 Xavantina - Cachimbo road.","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396697' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188062","1967","11","18","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188062_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1188097","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"C. C. Berg","BG492","Brazil","Pará",NA,"Serra dos Carajás, Serra Norte, near AMZA Exploration Camp.","-50.25","-6",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396932' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188097","1977","10","13","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188097_01","600","600",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1188012","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"H. S. Irwin","6583","Brazil","Mato Grosso",NA,"Ca. 1 km. N. E. of Garapú","-52.57","-13.2",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188012","1964","10","02","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188012_01","300","400",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1187961","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"M. G. da Silva","3768","Brazil","Pará","Itaituba","Km 60 da estrada Itaituba-Jacarecanga, Parque Nacional do Tapajós (I. B. D. F.) Reserva Biológica","-55.059354","-3.3969062",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396061' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187961","1978","11","16","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187961_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00980207","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"E. L. Taylor","E1274","Brazil","Maranhão","Carolina","Transamazonian Highway, BR230 and BR010; Pedra Caida, 35 km. N of Carolina. E side BR010 across from ponto turistico. In riverbed of Rio Pedra Caida.","-47.42","-7.13",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980207","1983","04","16","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY00980207_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1187785","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"J. M. Pires","13353","Brazil","Pará",NA,"Estudo ecológico entre Estreito e Marabá.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187785","1973","09","15","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187785_01",NA,NA,NA,NA,NA,NA,NA
"21","2017-01-12 14:18:00-02","NY","NYBG","1188064","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris",NA,"H. H. van der Werff",NA,NA,NA,"D. Philcox","3528","Brazil","Mato Grosso",NA,"c. 1 km. N.E. of base camp.","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188064","1967","12","15","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188064_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1188137","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"A. S. L. da Silva","1965","Brazil","Pará","Marabá","Serra dos Carajás. Estrada que vai para o Gelado, local onde foi feito o inventário em 1983.","-49.1178","-5.36861",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397332' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188137","1984","03","22","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188137_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1187821","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"L. P. de Queiroz","2110","Brazil","Bahia","Barreiras","Área do entorno da Cachoeira do acaba vida.","-45.4538889","-11.8783333",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393473' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187821","1987","11","03","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187821_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1187912","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"J. H. Kirkbride Jr.","2839","Brazil","Pará",NA,"Serra do Cachimbo. Next to BR 163, Cuiaba-Santarem road, km 831.","-54.8995292","-9.1549026",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1395769' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187912","1977","02","16","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187912_01","590","590",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1187842","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"J. A. Ratter","R1232","Brazil","Mato Grosso",NA,"2 km N of the Base Camp of the Expedition. (close to the Xavantina-São Felix road).","-51.87","-12.9",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187842","1968","05","01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187842_01",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1187820","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"L. P. de Queiroz","4091","Brazil","Bahia","Barreiras","Rio de Janeiro, próximo a Cachoeira da Acaba-vida, a ca. 19 km da BR-242 na estrada para Cotias, entrando na BR-242 a ca. 70 km W de Barreiras.","-45.48","-11.87",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393471' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187820","1994","10","11","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187820_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00981806","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"S. de Souza Silva","108","Brazil","Goiás","Jussara","Fazenda Colorado","-51.22","-15.33",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981806","1996","10","30","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY00981806_01","270","270",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02686850","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"C. A. Cid Ferreira","9796","Brazil","Pará","Óbidos","Campos do Ariramba no lugar Tabuleta, 18 Km do rio Jaramacaru","-55.583333","-1.166667",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2967159' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686850","1987","12","06","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY02686850_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1187789","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"M. Silva","1562","Brazil","Pará","Monte Alegre","arredores do aeroporto.","-54.0692","-2.00778",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187789","1968","08","14","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187789_01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1188017","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"G. C. G. Argent","6512","Brazil","Mato Grosso",NA,"Near Xavantina.","-52.23","-14.63",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188017","1967","09","25","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188017_01",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1187911","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"J. M. Pires","6299","Brazil","Pará",NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1395768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187911","1956","12","15","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187911_01","425","425",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1188136","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"G. A. Black","47-1813","Brazil","Pará","Belterra","Pindobal","-54.9372","-2.63639",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397331' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188136","1947","10","27","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188136_01",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1188067","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"J. A. Ratter","1847","Brazil","Mato Grosso",NA,"4 km N of the Base Camp of the Expedition (Base Camp ca. 270 km N of Xavantina on the Xavantina - São Felix road).","-51.87","-12.9",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188067","1968","06","19","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188067_01",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1188032","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"M. L. Fonseca","473","Brazil","Bahia","Correntina","Velha da Galinha; trecho Aeroporto/estrada p/Estrela Galdina.","-45.3797","-13.625",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188032","1995","08","24","South America","separate fruit",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188032_01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1188034","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"B. M. T. Walter","2569","Brazil","Goiás","Minaçú","Estrada de acesso ao Porto do Rubão (indo p/ area indigena). Sul de Minaçú; indo para o Rio Tocantins.","-48.23","-13.6",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188034","1995","09","07","South America","separate fruit",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188034_01","490","490",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02714570","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","I. Huamantupa Chuquimaco",NA,NA,NA,"V. de F. Mansano","926","Brazil","Pará","Santarém","Alter do Chão, trilha do hotel Belo Alter.","-54.9625","-2.4825",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3009852' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714570","2011","11","26","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY02714570_01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1188095","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"J. Ramos","130","Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition (c. 270 km. N of Xavantina)","-51.87","-12.9",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396822' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188095","1967","10",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188095_01",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1188005","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"J. Sales","50","Brazil",NA,NA,"Parauapebas, Serra dos Carajás, N-3.","-50.3510284","-6.0709142",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188005","1992","10","24","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188005_01",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00980281","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima",NA,NA,NA,NA,"M. L. Fonseca","1661","Brazil","Goiás","Niquelândia","Fazenda Engenho, ca. 11 km de Niquelândia em direção a Dois Irmãos. Área da Lama Preta; próximo à ponte do Rio Traíras","-48.4397","-14.6522",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980281","1997","10","04","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY00980281_01","660","660",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1187808","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,"A. S. L. da Silva","344","Brazil","Pará","Itaituba","Sa. do Cachimbo, próximo ao acampamento da COMARA","-55.9833","-4.2761",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1393235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187808","1979","08","21","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01187808_01","531","531",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1188063","PreservedSpecimen","Plantae","Fabaceae","Tachigali","vulgaris","Tachigali vulgaris","LF.Gomes da Silva & H.C.Lima","H. H. van der Werff",NA,NA,NA,NA,NA,"Brazil","Mato Grosso",NA,"Expedition Base Camp","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396698' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188063",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,"NY01188063_01",NA,NA,NA,NA,NA,NA,NA
