"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"133","2020-09-12 05:00:02-03","US","US","2848603","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"J. P. P. Carauta","2975","1978","7","19","South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis","Serra do Couto, Alto do Couto","-43.1786003112793","-22.5049991607666","1746",NA,NA,NA,"US01904067","US01904067_01 US01904067_02",NA,"36524","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","2623692","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"A. C. Brade & S. Araujo","19041","1948","5","9","South America - Neotropics","Brazil","Minas Gerais","Passa Quatro","Itaguaré","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"US01904081","US01904081_01 US01904081_02",NA,"17293","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2567463","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"O. Handro","972","1961","11",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Serra da Bocaina. Cultivada no Jardim Botânico de São Paulo.",NA,NA,NA,NA,NA,NA,"US01904075","US01904075_01 US01904075_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","2687264","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"G. Eiten & L. T. Eiten","7965","1966","7","31","South America - Neotropics","Brazil","Rio de Janeiro","Resende","Itatiaia Nacional Park. South face of Mt. Itatiaia.","-44.4467010498047","-22.468900680542","1915",NA,NA,NA,"US01904071","US01904071_01 US01904071_02",NA,"36089","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","2623810","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"A. C. Brade","20883","1951","5","7","South America - Neotropics","Brazil","São Paulo",NA,"Serra da Bocaina, Tira Chapeu.",NA,NA,"2100",NA,NA,NA,"US01904077","US01904077_01 US01904077_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","2623689","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"A. C. Brade","19265","1948","8","12","South America - Neotropics","Brazil","Espírito Santo","Castelo","Forno Grande-Pico","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"US01904080","US01904080_01 US01904080_02",NA,"23588","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"139","2019-11-13 11:25:57-03","USP","SPF","174591","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Freitas-Oliveira, AL","Sasaki, D","1049","2005","05","02",NA,"Brasil","Minas Gerais",NA,"Delfim Moreira / Marmelópolis.",NA,NA,NA,NA,NA,NA,"SPF00174591",NA,NA,NA,NA,"2010",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-13 11:25:57-03","USP","SPF","83543","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Brade, AC","Handro, O","972","1961","02",NA,NA,"Brasil","São Paulo",NA,"Serra da Bocaina, Cultivada no Jardim Botânico de São Paulo",NA,NA,NA,NA,NA,NA,"SPF00083543",NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-13 11:25:57-03","USP","SPF","136648","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Freitas-Oliveira, AL","Forzza, RC","1270","1999","04","17",NA,"Brasil","Bahia","Milagres",NA,"-39.8588981628418","-12.8699998855591",NA,NA,NA,NA,"SPF00136648",NA,NA,"24432","auto","2010",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-13 11:25:57-03","USP","SPF","146156","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, FS","Fiaschi, P","779","2001","04","13",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344","1500","2200",NA,NA,"SPF00146156",NA,NA,"38539","auto","2014",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-13 11:25:57-03","USP","SPF","115190","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, FS","Árbocz, GF","2830","1996","05","25",NA,"Brasil","São Paulo","Piquete",NA,"-45.1699981689453","-22.6100006103516",NA,NA,NA,NA,"SPF00115190",NA,NA,"13434","auto","2014",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-13 11:25:57-03","USP","SPF","107089","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Meyer, FS","Giulietti, AM","1125","1995","06","05",NA,"Brasil","São Paulo","Piquete",NA,"-45.1699981689453","-22.6100006103516",NA,NA,NA,NA,"SPF00107089",NA,NA,"13434","auto","2014",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-13 11:25:57-03","USP","SPF","83542","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.","Handro, O","Handro, O","778","1958","05","29",NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484","1800","1800",NA,NA,"SPF00083542",NA,NA,"30784","auto","1958",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-09-04 18:17:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,NA,"A. Glaziou","16805",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-01-23 11:08:43-02","F","FMNH-SEEDPLANTS","V0063977F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,NA,"A. Glaziou","16805",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0063977F","V0063977F_01","Isotype",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137609F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137609F","V0137609F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015-03-07 08:55:44-03","F","FMNH-SEEDPLANTS","V0137610F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137610F","V0137610F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2018-05-14 17:31:50-03","F","FMNH-SEEDPLANTS","V0179991F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,"RRC ID Flag","G. Hatschbach","31414",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0179991F","V0179991F_01 V0179991F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"31414",NA,NA,NA,NA
"151","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137608F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137608F","V0137608F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-05-14 16:54:33-03","F","FMNH-SEEDPLANTS","V0180044F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana",NA,NA,"E. Pereira","1896",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"V0180044F","V0180044F_01 V0180044F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"1896",NA,NA,NA,NA
"153","2020-07-23 12:13:39-03","CEPLAC","CEPEC","54272","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana",NA,"P. Guimarães","G. Hatschbach","55475","1991","06","14",NA,"Brasil","Minas Gerais","CAPARAÓ","Parque Nacional do Caparaó, próx.a Cachoeira Bonita.","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2009",NA,NA
"154","2020-07-23 12:13:39-03","CEPLAC","CEPEC","137263","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana",NA,"L. A. F. Santos-Filho","L. A. F. Santos-Filho","207",NA,NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-07-23 12:13:39-03","CEPLAC","CEPEC","154664","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana",NA,"F.S. Meyer","J. Meirelles","434",NA,NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2016-08-23 10:59:52-03","NHMLondon","NHM-LONDON-BOT","BM000953940","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","Cogn.",NA,"George Gardner; b.1812; d.1849; Gardner","404","1837","05",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/0d7d56e297f5dde84ba80d51910e1052a725a372/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:473741",NA
"157","2019-11-01 15:04:36-03","UnB","UB","134717","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, FS","Krieger, L","23612","1989","04","01","Southern America","Brasil","Minas Gerais","Caparaó","Parque Nacional Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,"Flores brancas, frutos imaturos.; Arbusto 2m.",NA,NA,NA,"15056","auto","2014",NA,"07","23",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 16:44:02-03","UFU","HUFU","26922","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Faria, C.A.","Souza, J.P.; Souza, V.C.; Leoni, L.S. & Elias, S.I.","2115","1998","02","12",NA,"Brasil","Minas Gerais","Alto do Caparaó","Parque Nacional do Caparaó, Trilha para o Pico da Bandeira.","-41.8","-20.416667","1790","2400",NA,"Arbusto, ca. 1,5 m. Flores alvas.; Campo de altitude.","HUFU00067437","HUFU00067437",NA,NA,NA,"2004",NA,"01","27","-41.8","-20.416667",NA,NA,NA,NA,NA,NA
"159","2020-11-04 16:44:02-03","UFU","HUFU","55563","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Freitas, A.L.","Souza, V.C.; Souza, J.P.; Capellari-Júnior, L.; Elias, S.I. & Foster, W.","21138","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé","-43.317222","-18.401667","1500","1500",NA,"Arbusto, ca. 1 m. Flores roxas.; Campo rupestre.","HUFU00067443","HUFU00067443",NA,NA,NA,NA,NA,NA,NA,"-43.317222","-18.401667",NA,NA,NA,NA,NA,NA
"160","2020-11-04 16:44:02-03","UFU","HUFU","57919B","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner",NA,"Rolim, T.P.; et al.","368","2010","06","16",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi, Sertão.",NA,NA,NA,NA,NA,"Arbusto, ca. 0,8 m. Corola púrpura, estames e gineceu alvos, ovário verde.; Campo rupestre.","HUFU00067436","HUFU00067436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 16:44:02-03","UFU","HUFU","62664","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Freitas, A.L.","Romero, R.; Almeda, F.; Robinson, D. & Robinson, O.","5386","1998","06","07",NA,"Brasil","Minas Gerais",NA,"Estrada Diamantina-Gouveia, ca. 6 Km da cidade de Gouveia.",NA,NA,NA,NA,NA,"Arvoreta, ca. 2,5 m alt. Corola roxa com base das pétalas branca, tornando-se vinho, anteras roxas, tricomas glandulares do conectivo vinho.; Borda de capão.","HUFU00067446","HUFU00067446",NA,NA,NA,"2012",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-04 16:44:02-03","UFU","HUFU","38348","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Faria, C.A.","Leoni, L.S.","4941","2002","04","09",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional","-41.8683013916016","-20.4333000183105","2300","2300",NA,"Subarbusto, ca. 1,5 m. Corola rosada.; Campo de altitude.","HUFU00067440","HUFU00067440",NA,"21645","auto","2004",NA,"01","27",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-04 16:44:02-03","UFU","HUFU","40352","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Freitas, A.L.","Valente, G.E.; Meira, R.M.S.A.","1301","2003","05","17",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das 3 Cabeças. Totem Deitado.","-42.5208015441895","-20.6667003631592","1722","1722",NA,"Árvore, ca. 2,0 m. Corola rosa e antera amarelo-rosada.; Platô da serra.","HUFU00067438","HUFU00067438",NA,"16385","auto","2009",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 16:44:02-03","UFU","HUFU","45039","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Guimarães, P.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2556","2006","04","21",NA,"Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro abaixo do campo de altitude no escubre.","-42.6571998596191","-20.8400001525879","1510","1510",NA,"Arbusto, ca. 1,5 m. Flores de pétalas brancas com unha rosada.","HUFU00067439","HUFU00067439",NA,"19783","auto","2009",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 16:44:02-03","UFU","HUFU","38347","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Guimarães, P.","Leoni, L.S.","3911","1998","02",NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional, Ao lado da estrada, próximo a tronqueira.","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Arbusto, ca. 1,5 m. Corola branca.","HUFU00067442","HUFU00067442",NA,"21645","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 16:44:02-03","UFU","HUFU","45037","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Meyer, F.S.","Silva, A.F.; Ferreira-Júnior, W.G. & Dias, A.S.","2558","2006","04","21",NA,"Brasil","Minas Gerais","Ervália","P.E. Serra do Brigadeiro, Trilha para o Cruzeiro.","-42.6571998596191","-20.8400001525879","1510","1510",NA,"Arvoreta, ca. 2 m. Flores de pétalas brancas com unha rósea, folhas velhas vermelhas.; Campo de altitude.","HUFU00067445","HUFU00067445",NA,"19783","auto","2014",NA,"07","17",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 16:44:02-03","UFU","HUFU","36761","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Faria, C.A.","Faria, C.A.; Leoni, L.S. & Rocha, M.J.R.","6","2004","04","21",NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Portaria E. S., estrada para cachoeira da Farofa.","-41.9071998596191","-20.6502990722656",NA,NA,NA,"Subarbusto, ca. 0,5 m. Frutos maduros verdes.; Campo de altitude.","HUFU00067441","HUFU00067441",NA,"21988","auto","2004",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 16:44:02-03","UFU","HUFU","56092","S","Plantae",NA,NA,"Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Freitas, A.L.","Bruniera, C.P.; Groppo, M.; Silva, K.F.; Grandi, L.A. & Alcântara, G.B.","18","2007","06","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ca. de 400 m. da bifurcação Morro do Pilar / Conceição do Mato Dentro, da MG - 010. Segundo Capão da mata a oeste da rodovia.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto, ca. 1,8 m. Folhas verdes e frutos maduros.","HUFU00067444","HUFU00067444",NA,"26557","auto","2010",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-02-23 13:22:50-03","MN","R-TIPOS","9286","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"Glaziou, A.F.M.","16805","1888","02","06",NA,"Brasil","Rio de Janeiro","Macahé","Alto Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"R000009286","R000009286_001","Isosyntypus","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-08-20 20:40:15-03","UFSC","FLOR","64967","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Pleroma","echinatum","Pleroma echinatum","Gardner","Baumgratz, J.F.A.","Santos Filho, L.A.F.; Couto, R.S.; Godinho, P.; Ricardo","113","2010","03","31",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha em direção a Pedra do Sino, após o Abrigo 4.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto, 2,5m altura. Ramos e pecíolos verdes; folhas verdes discolores; flores com pétalas liláses, filetes alvos com conectivos amarelos, anteras liláses, estilete lilás; frutos verde-vinosos. Exsicata recebida de RB 495979","FLOR0064967","FLOR0064967",NA,"38539","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-04 15:45:09-03","IF","SPSF","45394","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","F.S.Meyer","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6375","2011","08","31","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.360278","-22.779722","1884","1884",NA,"COLETA: Arvoreta 2,2m altura; capítulos brancos;",NA,NA,NA,NA,NA,"2012","Magnoliopsida","04","26",NA,NA,NA,NA,NA,NA,NA,NA
"172","2017-09-11 17:11:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"Saldanha, J","6806",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in dumentosis ad Serra dos Orgãos prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"P14P3N0072 P14P3N0073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2017-09-11 17:11:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"Gardner, G","404",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in dumentosis ad Serra dos Orgãos prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"P14P3N0072 P14P3N0073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2017-09-11 17:11:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.",NA,"Glaziou, AFM","3968",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in eadem prov. loco haud indicato.",NA,NA,NA,NA,NA,NA,NA,"P14P3N0072 P14P3N0073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2017-12-07 10:09:40-02","CAS","CAS-BOT","573945","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.",NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.","55475","1991","6",NA,"South America","Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, próx. a Chachoeira Bonita (mun. Caparaó)",NA,NA,"1700","1800",NA,"Arbuto 3 m, pétalas alvas. Matinha de altitude.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2014-12-02 13:32:41-02","CAS","CAS-BOT","398180","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","P.J.F. Guimarães","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9756","2009","3",NA,"South America","Brazil","Rio de Janeiro",NA,"Municipio Nova Friburgo. Distrito de Mury. Serra dos Orgãos. Estrada da Torre Repetidora (the Sistema Brasileiro Televisão TV tower) south of Nova Friburgo on an unnamed peak west of Pico da Caledônia.","-42.5736","-22.35947","1420","1847",NA,"Shrub to 1.5 m tall. Flowers 5-merous. Petals white. Filaments and large anthers white. Small anthers and appendages yellow. Locally common.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"42.5736° W","22.35947° S",NA,NA,NA,NA,NA,NA
"177","2014-12-02 13:33:05-02","CAS","CAS-BOT","398185","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","P.J.F. Guimarães","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9765","2009","3",NA,"South America","Brazil","Rio de Janeiro",NA,"MunicipioTeresópolis. Parque Nacional da Serra dos Orgãos. Trail to Pedra do Sino.","-43.01992","-22.45278","1626","2000",NA,"Shrub 2 m tall. Petals lavender. Calyx lobes green with red band at base adaxially. Style reddish purple. Large anthers lavender flushed with white. Small anthers and appendages yellow. Locally common.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"43.01992° W","22.45278° S",NA,NA,NA,NA,NA,NA
"178","2019-11-21 10:10:36-03","IBt","SP","253204","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Chiea, SAC","Leoni, LS","s.n.","1991","06","08",NA,"Brasil","Minas Gerais","Carangola","Serra da Grama, Pedra do Pato - Campo de altitude","-42.466667","-20.733333","1600","1600",NA,NA,NA,NA,NA,NA,NA,"1992",NA,"05",NA,"-42.466667","-20.733333",NA,NA,NA,NA,NA,NA
"179","2019-11-21 10:10:36-03","IBt","SP","272133","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Chiea, SAC","Leoni, LS","2540","1994","04","13",NA,"Brasil","Minas Gerais",NA,"Serra do Brigadeiro, faz. Brigadeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 10:10:36-03","IBt","SP","290607","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, FS","Leoni, LS","2516","1994","04","01",NA,"Brasil","Minas Gerais","Fervedouro","Serra do Boné, Pico do Boné","-42.433333","-20.716667","1840","1840",NA,NA,NA,NA,NA,NA,NA,"2014",NA,"05","29","-42.433333","-20.716667",NA,NA,NA,NA,NA,NA
"181","2019-11-21 10:10:36-03","IBt","SP","57522","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Guimarães, P","Handro, O","972","1961","02",NA,NA,"Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 10:10:36-03","IBt","SP","236457","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","Meyer, FS","Krieger, L; et al.","FPNC933","1989","04","01",NA,"Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, Caminho para a Tronqueira","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,NA,NA,"15056","auto","2014",NA,"05","29",NA,NA,NA,NA,NA,NA,NA,NA
