"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber"
"11","2020-07-02 18:55:41-03","UFJF","CESJ","48808","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","2006","11",NA,"2006","06","26",NA,"Erva epífita, na base do tronco de árvore morta, com as raízes alcançando o solo arenoso. Em área campestre, em local com incidência direta do sol. Pseudobulbo, folhas e pedúnculo verde-claros, flores verdes, levemente amareladas, labelo verde-claro, com","Rchb.f .","L. Menini Neto","L. Menini Neto; P.L. Viana; K. Antunes; V. Belchior","236","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Toledos","-43.3502998352051","-21.7642002105713",NA,"CESJ048808",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"12","2020-07-02 18:55:41-03","UFJF","CESJ","50859","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","2007","11",NA,"2006","04",NA,NA,"Erva saxícola, ao pé do tronco de uma árvore. Pseudobulbo e folhas verde-claros, pedúnculo e brácteas do pedúnculo verde-claros, sépalas, pétalas e labelo verde-escuros, densamente maculados de castanho, coluna verde com máculas castanho-avermelhadas, es","Rchb.f .","L. Menini Neto","L. Menini Neto; N.L. Abreu","179","América do Sul","Brasil","Minas Gerais","Lima Duarte","Fazenda Serra Negra, Trilha para o Ninho da Égua.","-43.793098449707","-21.8425006866455",NA,"CESJ050859",NA,NA,NA,"30417","auto",NA,NA,NA,NA
"13","2021-03-01 16:20:06-03","UNICAMP","UEC","140279","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1997","10","30",NA,"Data de floração: 1998.","(Lindl.) Rchb.f.",NA,"Singer, RB","s.n.",NA,"Brazil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,"UEC064645","UEC064645",NA,NA,"23900","auto",NA,NA,NA,NA
"14","2021-03-01 16:20:06-03","UNICAMP","UEC","140082","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,"Data de floração: X/1998.","(Lindl.) Rchb.f.","Singer, RB","s/ coletor","s.n.",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,"UEC064646","UEC064646",NA,NA,"17840","auto",NA,NA,NA,NA
"15","2019-08-20 10:00:37-03","UNICAMP","UEC","110427","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","2000","01",NA,"1999","11","01",NA,NA,"(Lindl.) Rchb.f.","Pansarin, ER","Pansarin, ER","548",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,"UEC064643","UEC064643",NA,NA,"17840","auto",NA,NA,NA,NA
"16","2016-01-15 11:01:19-02","MNHN","RECOLNAT_MNHN_P","P00436735","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1924",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436735' target='other'> <mi>dwc_moreinfo</mi></a>","(Lindl.) Rchb.f.",NA,"Mercier",NA,NA,"Brésil",NA,NA,"Santa Catharina",NA,NA,"hb","P00436735","P00436735_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-03 17:27:38-03","MNHN","RECOLNAT_MNHN_P","P00612259","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1924",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612259' target='other'> <mi>dwc_moreinfo</mi></a>","(Lindl.) Rchb.f.","Romero","Mercier",NA,NA,"Brésil",NA,NA,"Etat de Rio: Statiaya",NA,NA,"hb","P00612259","P00612259_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2005-05-10 13:53:40-03","MNHN","RECOLNAT_MNHN_P","P00612261","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1924",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612261' target='other'> <mi>dwc_moreinfo</mi></a>","(Lindl.) Rchb.f.","Romero","Mercier",NA,NA,"Brésil",NA,NA,"Ile Santa Catharina",NA,NA,"hb","P00612261","P00612261_01",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:20:54-03","UFPR","UPCB","25085","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","1995","09","04","1987","11","26",NA,"Plantas que se desenvolvem em troncos em decomposição..","Rchb.f.","Singer, R.B.","Goetzke, S.",NA,NA,"Brasil","Paraná","Amaporã",NA,"-52.7874984741211","-23.0958003997803",NA,NA,NA,NA,NA,"23154","auto",NA,NA,NA,NA
"20","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","38488",NA,"Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","2004","11","28","2004","11","28",NA,"Holoepífita característica. Flores verdes com pétalos e sépalos maculados. Vegeta em matas secundárias. Fragmento João Batista Massini.","(Lindl.) Rchb.f.","D. R. Couto - 28/11/04","D.R. Couto","221",NA,"Brasil","Espírito Santo","Mimoso do Sul","Santa Luzia- Conceição de Muqui","-41.3664016723633","-21.0641994476318",NA,"MBML038488","MBML038488",NA,NA,"29430","auto",NA,"700","700",NA
"21","2015-02-26 09:30:03-03","NHMLondon","NHM-LONDON-BOT","BM000533268","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1917","11","29",NA,NA,"Rchb.f.",NA,"Anon.","977",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4650489"
"22","2020-08-20 14:54:43-03","UFSC","FLOR","2430","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Catasetum","cernuum","Catasetum cernuum","2011","11","07","1970","12","19",NA,"epífito, flor verde salpicada de marrom, labelo amarelo salpicado de marrom. Floresceu em cultivo.","(Lindl.) Rchb.f.","Pabst, G.","Bresolin, A.; Souza Sobrinho, R.J. de","54",NA,"Brasil","Santa Catarina","Florianópolis","Lagoinha do Leste, Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"FLOR0002430",NA,NA,NA,"27000","auto",NA,"200","200",NA
"23","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Lockhart, D","s.n.",NA,"Trinidad and Tobago",NA,NA,"Etiam in insul. Trinitatis",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Barbosa Rodrigues, J","s.n.",NA,"?",NA,NA,"in arboribus vetustioribus ad Rodeio",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Lockhart, D","s.n.",NA,"Trinidad and Tobago",NA,NA,"Etiam in insul. Trinitatis",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Barbosa Rodrigues, J","s.n.",NA,"?",NA,NA,"in arboribus vetustioribus ad Rodeio",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,"Floret Octobri - Decembri","(Lindl.) Rchb.f.",NA,"Barbosa Rodrigues, J","s.n.","Southern America","Brazil","Minas Gerais",NA,"In sylvis umbrosis prope Rio Pardo prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Comm. Geogr.Geol.","2280?","Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Comm. Geogr.Geol.","2280","Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,"Floret Octobri - Decembri","(Lindl.) Rchb.f.",NA,"Barbosa Rodrigues, J","s.n.","Southern America","Brazil","Minas Gerais",NA,"In sylvis umbrosis prope Rio Pardo prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Warming, JEB","s.n.","Southern America","Brazil","Minas Gerais",NA,"in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Rchb.f.",NA,"Warming, JEB","s.n.","Southern America","Brazil","Minas Gerais",NA,"in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0086",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","regnellii","Catasetum regnellii",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.",NA,"Regnell, AF","1635?","Southern America","Brazil","Minas Gerais","Caldas","Habitat in prov. Minas Geraes supra arbores prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"34","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","regnellii","Catasetum regnellii",NA,NA,NA,NA,NA,NA,NA,"Floret Octobri - Decembri","Barb.Rodr.",NA,"Regnell, AF","2016","Southern America","Brazil","Minas Gerais","Caldas","Habitat in prov. Minas Geraes supra arbores prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"35","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","regnellii","Catasetum regnellii",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.",NA,"Regnell, AF","1635","Southern America","Brazil","Minas Gerais","Caldas","Habitat in prov. Minas Geraes supra arbores prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"36","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Catasetum","regnellii","Catasetum regnellii",NA,NA,NA,NA,NA,NA,NA,"Floret Octobri - Decembri","Barb.Rodr.",NA,"Regnell, AF","2016?","Southern America","Brazil","Minas Gerais","Caldas","Habitat in prov. Minas Geraes supra arbores prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"37","2021-03-03 22:00:02-03","FLAS","FLAS","160485","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,NA,"Rchb.f.",NA,"Harold G. Hills","1018",NA,"Brazil",NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-03 22:00:02-03","FLAS","FLAS","181427","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,NA,NA,NA,NA,"[Label note:] Fragrance sample voucher. --[Label footing:] Voucher for NSF grant Chemosystematics and Pollination Biology of Gongora","Rchb.f.",NA,"Harold G. Hills","87002",NA,"Brazil",NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:12:58-03","IBt","SP","27153","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1904","01",NA,NA,NA,"Rchb.f.",NA,"Eiffe, R","CGG6043",NA,"Brasil","São Paulo",NA,"Vale do Paraíba",NA,NA,NA,"SP029875","SP029875",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:12:58-03","IBt","SP","25606","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1927","12","04",NA,NA,"Rchb.f.","Hoehne, FC","Spannagel, C","41",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"41","2019-11-21 10:12:58-03","IBt","SP","118415","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum","1991","09",NA,NA,NA,NA,NA,NA,"Rchb.f.","Romero, GA","Brolio, P","s.n.",NA,"Brasil","São Paulo","Peruíbe","Cult. no Jardim Botânico de São Paulo, fl. 20/XII/1965","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"42","2019-11-21 10:12:58-03","IBt","SP","977","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1917","11","29",NA,NA,"Rchb.f.","Hoehne, FC","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"43","2019-11-21 10:12:58-03","IBt","SP","27146","S","Plantae",NA,NA,"Orchidaceae","Catasetum","cernuum","Catasetum cernuum",NA,NA,NA,"1894","02",NA,NA,NA,"Rchb.f.",NA,"s.col.","CGG2280",NA,"Brasil","São Paulo","São Paulo","Jardim da Comissão","-46.6300010681152","-23.5400009155273",NA,"SP029874","SP029874",NA,NA,"53584","auto",NA,NA,NA,NA
