"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"11","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531266","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Hatschbach GG",NA,"1968","09","23","Southern America","Brazil",NA,NA,"Est Paraná, Mun Laranjeirask do Sul, Rio Iguaçcu, Salto Osório.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531266","NL-L1531266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:46:44-03","NBC","NL-BOTANY","L.1531229","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Hatschbach GG",NA,"1953","07","17","Southern America","Brazil",NA,NA,"Est Parana, Mun. Tibagi, Fda. Monte Alegre; Jaguatirica.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531229","NL-L1531229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2019-09-06 14:40:13-03","IAP","PACA-AGP","2011","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M. W. Chase","C. Orth SJ",NA,"1935","10","02",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA002011",NA,"J. L. waechter",NA,NA,"2005","05","11",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA
"14","2019-09-06 14:40:13-03","IAP","PACA-AGP","30665","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M. W. Chase","Rambo, B.",NA,"1945","11","27",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA030665",NA,"J. L. Waechter",NA,NA,"2005","05","11",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA
"15","2019-09-06 14:40:13-03","IAP","PACA-AGP","666","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M. W. Chase","C. Orth SJ",NA,"1933","09","07",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva campestri, epiphytica Fenofase: flor","PACA000666",NA,"J. L. waechter",NA,NA,"2005","05","11",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA
"16","2016-07-05 11:14:14-03","FFCLRP","LBMBP","314","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,"E.R. Pansarin","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-07-05 11:14:14-03","FFCLRP","LBMBP","258","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,"E.R. Pansarin","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:00:58-03","UNICAMP","UEC","139935","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Breier, TB; Breier, J","864","2003","02","11",NA,"Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Parcelas permanentes. Fora da parcela, ao lado da A00.","-49.5","-22.25",NA,NA,"UEC001791","UEC001791","Singer, RB","-49.5","-22.25","2003","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-10 17:48:52-03","UNICAMP","UEC","95331","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Pansarin, ER","97/75","1997","10","30",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Pansarin, ER",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:00:58-03","UNICAMP","UEC","95331","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Pansarin, ER","97/75","1997","10","30",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC029401","UEC029401","Pansarin, ER",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:00:58-03","UNICAMP","UEC","132306","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","foetens","Pleurothallis foetens","Lindl.","Pansarin, ER","1093","2003","09","24",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001775","UEC001775","Pansarin, ER",NA,NA,"2003","09",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:00:58-03","UNICAMP","UEC","132308","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","foetens","Pleurothallis foetens","Lindl.","Pansarin, ER","1098","2003","10","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC001778","UEC001778","Pansarin, ER",NA,NA,"2003","10",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-08 08:54:12-03","FURB","FURB","14001","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Silva, M.; Fadelli, L.",NA,"2009","08","03",NA,"Brasil","Santa Catarina","Arvoredo","PCH Arvoredo.","-52.4686111","-27.0558333",NA,NA,"FURB04344","FURB04344","Mancinelli, WS","-52.4686111","-27.0558333","2010","01","25","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:03:51-03","FURB","FURB","15144","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","239","2009","10","13",NA,"Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27",NA,"Epífita IFFSC e466a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor roxa escuro com amarelo","FURB34226","FURB34226","Mancinelli, WS","-49.2300000","-27.2700000","2010","01","25","569","569",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:03:51-03","FURB","FURB","17530","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Korte, A.; Kniess, A.","474","2009","10","15",NA,"Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667",NA,"Florística IFFSC 465 (Epífita), forte odor de putrefação Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela externamente e internamente marrom","FURB34227","FURB34227","Mancinelli, WS","-49.3208334","-27.2716667","2010","01","25","458","458",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-16 08:40:23-03","UTFPR","HCF","20405","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","M.G. Caxambu","7449","2016","04","21",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.410556","-25.602222",NA,"erva epífita, semi-ciófila. Flores amarelas com máculas vináceas.",NA,NA,"M.G. Caxambu","54°24'38 W","25°36'08 S","2016","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-16 08:40:23-03","UTFPR","HCF","20435","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","M.G. Caxambu","7450","2016","08","15",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha Manoel","-53.823194","-25.130667",NA,"erva epífita, ciófila, com flores amareladas e labelo avermelhado.",NA,NA,"M.G. Caxambu","53°49'23,5 W","25°07'50,4 S","2016","08","23","610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:40:23-03","UTFPR","HCF","20341","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","M.G. Caxambu","7448","2016","07","26",NA,"Brasil","PR","Fênix","RPPN Vila Rica - Propriedade de Bernard","-51.968111","-23.867333",NA,"erva epífita, semi-ciófila. Em tronco morto. Flores amarelas com máculas vináceas. Beira da trilha. Foi cultivada até florir.",NA,NA,"M.G. Caxambu","51°58'05,2 W","23°52'02,4 S","2016","08","16","349","349",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:40:23-03","UTFPR","HCF","4187","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","H.C.L. Geraldino","401","2006","07","28",NA,"Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,"Erva, epífita, encontrada a aproximadamente 7m na copa do forófito. Com folhas carnosas e flores amarelas de interior marrom.",NA,NA,"J.F. Stancik",NA,NA,"2007","04","17",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:38:13-03","MBM","MBM","385486","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Ariati, V.","569","2011","08",NA,NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556",NA,"Resgate de flora da UHE Mauá; Epífita.","MBM385486","MBM385486","Ariati, V.","-50.706944","-24.100556","2011","08",NA,"520","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:38:13-03","MBM","MBM","408454","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9503","2016","09","09","Southern America","Brazil","Paraná","Pitanga","PCH Itaguaçu, Rio Pitanga","-51.523056","-24.698333",NA,"Erva epífita; flor bege.; Floresta Estacional Semidecidual.","MBM408454","MBM408454","Engels, M.E.","-51.523056","-24.698333","2019","04","12","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:38:13-03","MBM","MBM","430296","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Ariati, V.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.","1885","2020","06","01","Southern America","Brazil","Paraná","Verê","PCH Bela Vista","-52.900833","-25.807222",NA,"Epífita, peças florais vinho internamente.; Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.","MBM430296",NA,"Ariati, V.","-52.900833","-25.807222","2020","07",NA,"440","440",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:38:44-03","MBM","MBM","29890","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Rodr.","Hatschbach, G.","3203","1953","07","17","Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Jaguatirica","-50.4136009216309","-24.5093994140625",NA,NA,"MBM029890","MBM029890","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2103","PreservedSpecimen","Plantae",NA,"Angiospermae","Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","P.E. Leite S.J.","s.n.","1949","03",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Catete","-42.5311012268066","-22.2819004058838",NA,"Heterotípico de Acianthera aphthosa (Lindl.) Pridgeon & M.W.Chase","002103",NA,"F.J. Pabst",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 13:51:23-03","MNHN","RECOLNAT_MNHN_P","P00485686","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Regnell, A.",NA,"1861","8","10",NA,"Brésil",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485686' target='other'> <mi>dwc_moreinfo</mi></a>","P00485686","P00485686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1125",NA,NA,NA,NA,NA
"36","1996-03-19 09:35:25-03","MNHN","RECOLNAT_MNHN_P","P00485687","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Regnell, A.",NA,"1861","8","10",NA,"Brésil",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00485687' target='other'> <mi>dwc_moreinfo</mi></a>","P00485687","P00485687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1125",NA,NA,NA,NA,NA
"37","2021-03-19 17:59:23-03","UFMG","BHCB","93912","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Melo, PHA de; Viana, PL","1353","2005","05","20","Southern America","Brasil","Minas Gerais","Arcos","Fazenda Faroeste, Margem direita do Rio São Miguel.","-45.663903","-20.260292",NA,"Floresceu cultivada.; Erva epífita, flores esverdeadas.; Na borda de mata calcária.","BHCB058217",NA,NA,"-45.663903","-20.260292","2021","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-19 17:59:23-03","UFMG","BHCB","82249","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Melo, PHA de; Libanio, RC; Ferreira, RR; Loyola, DM","762","2003","07","06","Southern America","Brasil","Minas Gerais","Pains","Fazenda Amargoso, MG 439 km 16","-45.6613998413086","-20.3705997467041",NA,"Herbácea, epífita, flores vermelho-ocre, na face adaxial, e verde claro na face abaxial.; Interior de mata.","BHCB058219",NA,NA,NA,NA,"2021","03","04",NA,NA,"18263","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:20:51-03","UFPR","UPCB","85649","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Klein, J.","155",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Maquiné",NA,"-50.2071990966797","-29.6749992370605",NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"Smidt, E.C.",NA,NA,NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:20:51-03","UFPR","UPCB","85386","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Smidt, E.C.","950","2009","10","10",NA,"Brasil","Paraná","Bocaiúva do Sul","Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Smidt, E.C.",NA,NA,"2009","10","10",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:20:51-03","UFPR","UPCB","83220","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","cf. aphthosa","Acianthera cf. aphthosa","(Lindl.) Pridgeon & M.W.Chase","Toscano de Brito, A.L.V.","3096","2012","06","07",NA,"Brasil","Espírito Santo",NA,"Sem localidade. Região serrana do estado.",NA,NA,NA,"Folhas e ramicaules verdes. Sépala dorsal pardo-esverdeada, o ápice borrado de vinho internamente; sépalas laterais pardo-esverdeadas, borradas de vinho na face externa, pardo-vinosas internamente; pétalas esverdeadas, com uma listra longitudinal vinosa;",NA,NA,"Toscano de Brito, A.L.V.",NA,NA,"2015","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-24 11:58:00-03","MO","MOBOT","100615599","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","I.M. Vavrek","Vavrek 667","1982","5","20","South America","Paraguay","Paraguarí",NA,"Ybycuí. Exp. sombra, vegetación Bosque húmedo.",NA,NA,NA,NA,NA,NA,"Alexander Damian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"43","2013-10-16 13:30:00-03","MO","MOBOT","100625243","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Thorsten Krömer|Amparo Acebey","Krömer 147","1998","11","13","South America","Bolivia","La Paz","Sud Yungas","Alto Beni, Sapecho, Colonia Tupiza.","-67.3","-15.5333333",NA,NA,NA,NA,"R. Vásquez, 1999",NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2016-09-23 11:14:00-03","MO","MOBOT","2837436","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Gert G. Hatschbach","Hatschbach 19823","1968","4","23","South America","Brazil","Paraná",NA,"Mun Laranjeirasa do Sul. Rio Iguacu, Salto Osório.",NA,NA,NA,NA,NA,NA,"Max Rykaczewski (UGDA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3240350","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Carl A. Luer","Luer 15375","1991","8","28","South America","Bolivia","La Paz","Nor Yungas","Epiphytic in trees along the road between Coroico and Caranavi.",NA,NA,NA,NA,NA,NA,"C.A. Luer, Jan.",NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","3240357","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","S","S B-3856","1987","8","31","South America","Peru","Junín","Chanchamayo","Above Hacienda Santa Blanca.",NA,NA,NA,NA,NA,NA,"C.A. Luer, Jan.",NA,NA,NA,NA,NA,"1480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-23 11:20:00-03","MO","MOBOT","634524","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W. Chase","Elsa M. Zardini|Tulio Tillería","Zardini 28366","1991","8","20","South America","Paraguay","Paraguarí",NA,"National Park Ybycu'í. 6 km S of northwestern corner of park along tributary of Arroyo Mina. Gallery forest.","-56.76666","-26.06666",NA,NA,NA,NA,"Max Rykaczewski (UGDA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"604","4",NA,NA,NA,NA
