"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"98","2021-02-08 12:52:21-03","UFRGS","ICN","034898","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pleurothallis","aphthosa","Pleurothallis aphthosa","Lindl.","Waechter, JL","579","1977","09","03","América do Sul","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,"Epifítica com flore externamente amarelo-pálidas e esverdeadas, internamente vináceo-escuras (cor de sangue próximo á coluna). Flores com odor desagradável.","ICN00040887",NA,"Waechter, JL",NA,NA,"1977","09","08",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:52:21-03","UFRGS","ICN","158791","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pleurothallis","foetens","Pleurothallis foetens","Lindl.","Buzatto, CR","388","2008","07","04","América do Sul","Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,"ICN00040906",NA,"Buzatto, CR",NA,NA,NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:12:48-03","IBt","SP","401833","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Barros, F","s.n.","2004","11","19",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,"Barros, F",NA,NA,"2006","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:12:48-03","IBt","SP","223990","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Leoni, LS","5","1987","10","10",NA,"Brasil","Minas Gerais","Carangola",NA,"-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"Solano, R",NA,NA,"2014","05","28","1000","1000","21913","auto",NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:12:48-03","IBt","SP","401866","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Barros, F","s.n.","2006","11","13",NA,"Brasil","Paraná","Guaíra",NA,"-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"Barros, F",NA,NA,"2007","01","17",NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:12:48-03","IBt","SP","328682","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kinnup, VF; et al.","552","1997","05","28",NA,"Brasil","Paraná","Sapopema","SAlto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:12:48-03","IBt","SP","328673","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kinnup, VF; et al.","603","1997","05","24",NA,"Brasil","Paraná","Sapopema","SAlto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:12:48-03","IBt","SP","22559","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Recch, P","43",NA,NA,NA,NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:12:48-03","IBt","SP","18098","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Amparo","Cachoeira de Três Pontes","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:12:48-03","IBt","SP","50253","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kuhlmann, M","1023","1943","08","30",NA,"Brasil","São Paulo","Amparo","Ribeirão Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"18036","auto",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 10:12:48-03","IBt","SP","22557","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Campos Novaes, J","CGG3808",NA,NA,NA,NA,"Brasil","São Paulo","Espírito Santo do Pinhal",NA,"-46.7400016784668","-22.1900005340576",NA,NA,"SP009456","SP009456","Mamede, MCH",NA,NA,"2011","05",NA,NA,NA,"18890","auto",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:12:48-03","IBt","SP","361421","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Oliveira, A","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Iporanga","Margens do Rio Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"Solano, R",NA,NA,"2014","05","28",NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:12:48-03","IBt","SP","12879","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Hoehne, FC","s.n.","1924","12","04",NA,"Brasil","São Paulo","Itú","Mata do Governo","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:12:48-03","IBt","SP","29826","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:12:48-03","IBt","SP","23863","S","Plantae",NA,NA,"Orchidaceae","Acianthera","aphthosa","Acianthera aphthosa","(Lindl.) Pridgeon & M.W.Chase","Kuhlmann, M","s.n.","1928","08","21",NA,"Brasil","São Paulo","Serra Negra",NA,"-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2011","07",NA,NA,NA,"12188","auto",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:43-03","IBt","SP","25538","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","macrophyta","Pleurothallis macrophyta","Barb.Rodr.","Spannagel, C","162","1928","06",NA,NA,"Brasil","Rio de Janeiro","Petrópolis","Meio da Serra","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:13:51-03","IBt","SP","4627","S","Plantae",NA,NA,"Orchidaceae","Specklinia","aphthosa","Specklinia aphthosa","(Lindl.) F.Barros","Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Mata do Governo, cult. no Horto Botânico do Muesu Paulista, fl. 19/XI/1920","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Barros, F",NA,NA,"1981",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"115","2011-03-04 11:30:26-03","AMES","HU-HERB","AMES 00074149","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","ciliata","Pleurothallis ciliata abbreviata","C. Schweinfurth","J. F. Macbride","3837",NA,NA,NA,"South America","Peru",NA,NA,"Yanano",NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1828.8",NA,NA,NA,NA,"3837",NA,"abbreviata","Holotype",NA,"undetermined"
"116","2011-03-04 11:30:26-03","AMES","HU-HERB","AMES 00083292","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","ciliata","Pleurothallis ciliata abbreviata","C. Schweinfurth","J. F. Macbride","3837",NA,NA,NA,"South America","Peru",NA,NA,"Yanano",NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1828.8",NA,NA,NA,NA,"3837",NA,"abbreviata","Type material",NA,NA
