"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01025799","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","J. M. Pires","1956","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01025799","6437","Magnoliophyta","Myrtales","Mart.",NA,"Pará","Serra do Cachimbo.",NA,NA,"NY01025799_01",NA,"425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","565696","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","P. E. Gibbs","1976","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565696","2868","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","São Paulo",NA,"-47.7797","-20.33","NY00565696_01","Ituverava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1144362","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","T. B. Cavalcanti","1995","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289594' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144362","1712","Magnoliophyta","Myrtales","Mart.",NA,"Goiás","Margem esquerda do Rio Corumba. 1 km da ponte Sao Bento","-48.5","-17.87","NY01144362_01","Ipameri","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00997820","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1970","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997820","25193","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Goiás","Contraforte Central, ca. 20 km N.E. of Catalão","-47.81634","-18.03893","NY00997820_01","Catalão","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 17:54:00-03","NY","NYBG","00908103","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. L. Esteves","1990","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908103","CFCR15491","Magnoliophyta","Myrtales",NA,"C. A. Stace","Minas Gerais","Serra do Espinhaço, Serra do Cipó: camping area directly north of Pensão Chapeu-de-Sol (NNE Cardeal Mota), 37,5 km E-ESE Baldim.","-43.6","-19.3","NY00908103_01",NA,"1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00908098","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","L. Riedel","1824",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908098","s.n.","Magnoliophyta","Myrtales","Mart.","C. A. Stace","Mato Grosso","Cuyaba","-56.043867","-15.612755","NY00908098_01","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00997818","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1969","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997818","23722","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 25 km west of Montes Claros, road to Agua Boa.","-43.64425","-16.78765","NY00997818_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00997822","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","J. A. Ratter","1967","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997822","R.222","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Mato Grosso","c. 17km N of Aragarças on Aragarças-Xavantina road.",NA,NA,"NY00997822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00997823","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","J. A. Ratter","1968","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997823","R.2148","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Mato Grosso","2 km E. of the Base Camp of the Expedition. (Base Camp c. 270 km N. of Xavantina).","-51.87","-12.9","NY00997823_01 NY00997823_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00908097","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","L. Riedel","1924","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908097","s.n.","Magnoliophyta","Myrtales","Mart.","C. A. Stace",NA,"St. Lucia",NA,NA,"NY00908097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00997836","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","A. P. Duarte","1963","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997836","7581","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Minas Gerais","próximo ao Hotel Vernaneio à margem do Rio Cipó.",NA,NA,"NY00997836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00997851","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","J. E. B. Warming",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997851","s.n.","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Minas Gerais",NA,NA,NA,"NY00997851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00908095","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908095","s.n.","Magnoliophyta","Myrtales","Mart.","C. A. Stace",NA,"Brasilia",NA,NA,"NY00908095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","585682","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","W. Ganev","1992","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585682","1228","Magnoliophyta","Myrtales","Mart.","C. A. Stace","Bahia","Mendoça de Daniel Abreu, a 3 km de Catolés, à beira do rio do Ribeirao","-41.83","-13.28","NY00585682_01","Abaíra","970","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00997816","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1968","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997816","19027","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","NY00997816_01","Cocalzinho de Goiás","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","585833","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","J. G. Jardim","1999","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585833","1936","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Bahia","Rod. Jussari - Palmira, entrada ca. 7.5 km Faz. Teimoso, 1.5 km E da entrada. Reserva o Patrimôni Natural (RPPN). Serra do Teimoso","-39.58","-15.17","NY00585833_01","Jussari","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00908101","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","M. F. Simon","1996","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908101","33a","Magnoliophyta","Myrtales","Mart.","C. A. Stace","Mato Grosso do Sul","Sao Gabriel do Oeste. Fazenda do Luciano Zamboni. Centro Oeste. Plano","-54.45","-19.52","NY00908101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00997834","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","E. P. Heringer","1979","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997834","17550","Magnoliophyta","Myrtales","Mart.","C. A. Stace",NA,"João Pinheiro - Cristalina.",NA,NA,"NY00997834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00997815","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1968","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997815","18916","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Goiás","70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","NY00997815_01","Cocalzinho de Goiás","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00997812","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1964","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997812","6639","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Mato Grosso","10 km. S. of Garapú.","-52.57","-13.3","NY00997812_01",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","565704","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","M. H. Nee","1991","07","13","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565704","41730","Magnoliophyta","Myrtales","Mart.","M. H. Nee","Santa Cruz","(formerly part of Prov. Ñuflo de Chávez), 26 km NNE of Ascención de Guarayos on road to Urubichá","-63.1","-15.68",NA,"Guarayos","190","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00908099","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908099","s.n.","Magnoliophyta","Myrtales","Mart.","C. A. Stace",NA,"Brasilia",NA,NA,"NY00908099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00908102","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","R. F. Vieira","1990","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908102","499","Magnoliophyta","Myrtales","Mart.","C. A. Stace","Distrito Federal","Fazenda Chapadinha em Jose Pires. APA da Cafuringa","-48.12","-15.55","NY00908102_01","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00997829","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. G. Hatschbach","1972","08","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997829","30009","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Minas Gerais","Rio do Cipó.","-43.7447","-19.5136","NY00997829_01","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00997846","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997846","s.n.","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Mato Grosso","Xavantina.","-52.23","-14.63","NY00997846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00997830","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. G. Hatschbach","1972","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997830","30425","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Mato Grosso do Sul",NA,"-56.3781","-20.2408","NY00997830_01","Miranda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00997817","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1968","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997817","21695","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Goiás","Ca. 27 km S. of Paraíso.","-47.53","-14.38","NY00997817_01","Alto Paraíso de Goiás","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 15:07:00-03","NY","NYBG","00997853","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. Gardner",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997853","2566","Magnoliophyta","Myrtales",NA,"A. A. Alwan; C. A. Stace","Piauí",NA,NA,NA,"NY00997853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","565701","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. Eiten","1960","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565701","2213","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 4.6 km NNW of Padua Sales (about 27 km NW of city of Moji-Mirim)",NA,NA,"NY00565701_01","Moji-Guaçu","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00997813","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","H. S. Irwin","1964","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997813","7204","Magnoliophyta","Myrtales","Mart.","A. A. Alwan; C. A. Stace","Goiás","Ca. 45 km. S. of Caiapônia on rd. to Jataí.","-51.77","-17.25","NY00997813_01","Caiapônia","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00997828","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. G. Hatschbach","1970","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997828","24599","Magnoliophyta","Myrtales","Mart.","C. A. Stace","Mato Grosso do Sul","Col. Paxixi.","-55.7869","-20.4711","NY00997828_01","Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908096","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908096","s.n.","Magnoliophyta","Myrtales","Mart.","C. A. Stace",NA,"Brasilia",NA,NA,"NY00908096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01025797","PreservedSpecimen","Plantae","Combretaceae","Terminalia","argentea","Terminalia argentea","G. Gardner",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01025797","2566","Magnoliophyta","Myrtales","Mart.",NA,"Piauí",NA,NA,NA,"NY01025797_01 NY01025797_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
