"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","class","fieldNumber","sex"
"26","2021-03-01 16:24:42-03","UNICAMP","UEC","173640","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Simão-Bianchini, R","Araújo, AO; Elias, SI","28611","2002","02","28",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, rodovia Belo Horizonte-Conceição do Mato Dentro, km 119. Fazenda Cachoeira da Capivara.","-43.544722","-19.249472",NA,"Erva, até 30 cm altura, flores creme.; Campo rupstre com campo arenoso adjacente.","UEC089720","UEC089720","1300","1300",NA,"-43.544722","-19.249472",NA,NA,"2014","05","21",NA,NA,NA,NA
"27","2021-03-01 16:24:42-03","UNICAMP","UEC","201449","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Barboza, E","Brotto, ML","2624","2018","04","25",NA,"Brazil","Minas Gerais","Santana do Riacho","Lapinha da Serra, Pico Três Irmãos.","-43.671111","-19.090833",NA,"Erva; capítulo branco.; Campo rupestre.","UEC183968","UEC183968","1650","1650",NA,"-43.671111","-19.090833",NA,NA,"2018","08","06",NA,NA,NA,NA
"28","2021-03-01 16:24:42-03","UNICAMP","UEC","27684","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8099","1982","03","22",NA,"Brazil","Minas Gerais",NA,"Santana do Riacho, ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Santana do Pirapama. Fazenda Inhame (Serra Mineira).","-43.9","-18.916667",NA,"Erva de 20-30 cm, flores alvas.","UEC126322","UEC126322",NA,NA,NA,"-43.9","-18.916667",NA,NA,"1986","11","11",NA,NA,NA,NA
"29","2020-02-10 17:50:31-03","UNICAMP","UEC","66736","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Simão, RC; Pirani, JR; Mello-Silva, R; Meguro, M","CFCR11672","1988","01","08",NA,"Brazil","Minas Gerais","Datas","Morro do Coco, Em terreno brejoso.","-43.683333","-18.433333",NA,"Subarbusto com 70 cm alt., flores brancas.","UEC162971","UEC162971","1300","1330",NA,"-43.683333","-18.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:24:42-03","UNICAMP","UEC","2050","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","4106","1973","04","19",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Capítulos creme.","UEC126336","UEC126336",NA,NA,NA,NA,NA,"31264","auto","1975","02","19",NA,NA,NA,NA
"31","2021-03-01 16:24:42-03","UNICAMP","UEC","43713","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Lewinsohn, TM; Martins, RP","18104","1985","03","08",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 126. Alto do Palácio.","-43.7449989318848","-19.513599395752",NA,"Herbácea, em moitas de até 30 cm. Flores creme.","UEC126330","UEC126330","1390","1390",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:42-03","UNICAMP","UEC","192368","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso",NA,"Lewinsohn, TM; Martins, RP","18107","1985","03","10",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 127.","-43.7449989318848","-19.513599395752",NA,"Herbácea, em moitas de até 30 cm. Flores creme.; Plateau.","UEC126328","UEC126328","1375","1375",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:42-03","UNICAMP","UEC","2053","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Semir, J; Sazima, M","730","1972","02","07",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flore creme. Erva cerca de 20 cm.","UEC126323","UEC126323",NA,NA,NA,NA,NA,"31264","auto","1986","11","11",NA,NA,NA,NA
"34","2021-03-01 16:24:42-03","UNICAMP","UEC","2048","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1115","1972","03","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor creme. Subarbusto 30 cm.","UEC126331","UEC126331",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:42-03","UNICAMP","UEC","2051","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1151","1972","03","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Subarbusto 15 cm. Flor creme.","UEC126324","UEC126324",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:06:09-03","UNICAMP","UEC","2047","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Semir, J; Sazima, M","2026","1973","04","30",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"UEC126333","UEC126333",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:42-03","UNICAMP","UEC","2052","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Semir, J; Sazima, M","754","1972","02","08",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Capítulos creme.","UEC126329","UEC126329",NA,NA,NA,NA,NA,"31264","auto","1975","02","19",NA,NA,NA,NA
"38","2021-03-01 16:24:42-03","UNICAMP","UEC","2056","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1261","1972","03","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Subarbusto até 40 cm. Capítulos creme.","UEC126335","UEC126335",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:42-03","UNICAMP","UEC","2055","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Joly, AB; Semir, J; Joly, AM; Martins, F","1348","1972","03","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor creme. Subarbusto 30 cm.","UEC126327","UEC126327",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:42-03","UNICAMP","UEC","2054","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Sazima, M; Semir, J","3871","1973","12","16",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Altura 45 cm.","UEC126334","UEC126334",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:24:42-03","UNICAMP","UEC","2049","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Joly, AB; Sendulsky, T; Pereira, S; Joly, AM; Martins, F","1832","1972","04","17",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 141 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Subarbusto 35 cm, flor branca.","UEC126321","UEC126321","1290","1290",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:42-03","UNICAMP","UEC","27836","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Leitão Filho, HF","Castro, NM; Sajo, MG","CFSC6946","1981","01","11",NA,"Brazil","Minas Gerais","Santana do Riacho","Km 132 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Erva 10-15 cm. Capítulos creme.; Campo rupestre.","UEC126325","UEC126325",NA,NA,NA,NA,NA,"26557","auto","1986","11","11",NA,NA,NA,NA
"43","2021-03-01 16:24:42-03","UNICAMP","UEC","66061","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Semir, J","Pereira, M; Lucca, M","862","1992","03","21",NA,"Brazil","Minas Gerais","Santana do Riacho","P. N. Serra do Cipó, na região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião.","-43.7144012451172","-19.1688995361328",NA,"Herbáceo (ca. 0,30 m de alt.). Inflorescência branca.; Campo rupestre (campo).","UEC126332","UEC126332","1100","1100",NA,NA,NA,"26557","auto","1994","04","28",NA,NA,NA,NA
"44","2020-04-27 16:08:52-03","UFES","VIES","13017","S","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M.Barroso","Heiden, G.","Rodrigues, I.D.","265","2000","03","05",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó. Campo rupestre. Pedregoso.",NA,NA,NA,NA,"VIES013017","VIES013017","1000","1000",NA,NA,NA,NA,NA,"2016","04","08",NA,NA,NA,NA
"45","2020-12-21 16:16:34-03","MBM","MBM","413782","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","Barboza, E.","Brotto, M.L.","2624","2018","04","25","Southern America","Brazil","Minas Gerais","Santana do Riacho","Lapinha da Serra, Pico Três Irmãos","-43.671111","-19.090833",NA,"Erva; capítulo branco.; Campo rupestre.","MBM413782","MBM413782","1650","1650",NA,"-43.671111","-19.090833",NA,NA,"2018","08","06",NA,NA,NA,NA
"46","2020-12-21 16:16:34-03","MBM","MBM","21160","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","Holmes, W.C.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29054","1972","01","20","Southern America","Brazil","Minas Gerais","Diamantina","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,"MBM021160","MBM021160",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:34-03","MBM","MBM","20834","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","cipoensis","Mikania cipoensis","G.M. Barroso","Hatschbach, G.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28789","1972","01","18","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"MBM020834","MBM020834",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
