"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"15","2019-08-27 13:33:27-03","IAP","PACA-AGP","67558","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Klein & Bresolin","6381","1965","11","25",NA,"Brasil","SC","Pântano do Sul",NA,"Flor: Petalos esverdeados, estames amarelos. Fenofase: flor Ecossistema: RESTINGA","PACA067558",NA,"L. A. Mentz","Florianópolis","-48.5491981506348","-27.596700668335","1996","04",NA,NA,"Magnoliatae","01",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:46:06-03","UFJF","CESJ","15368","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","L. Krieger","CESJ15368","1950","01","08","América do Sul","Brasil","Minas Gerais",NA,NA,"Erva, na mata, flores brancas, folhas roxas na parte interior.","CESJ015368",NA,"L.L. Giocomis","Bom Sucesso","-44.7580986022949","-21.0331001281738","2009","05",NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:41:38-03","UNICAMP","UEC","73443","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Stehmann, JR; Semir, J; Dutilh, JHA","1611","1995","07","22",NA,"Brazil","Paraná","estrada para o morro Anhangava.",NA,"Erva ereta, ca. 1m de altura; frutos maduros amarelos.","UEC058562","UEC058562","Stehmann, JR","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:41:38-03","UNICAMP","UEC","38118","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Sobral, M; Silva, R","4980","1986","02",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,"Erva até 1 m., beira de estrada; flores amarelo-claras.","UEC058582","UEC058582","Stehmann, JR","Canela","-50.815601348877","-29.3656005859375","1996","08",NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:41:38-03","UNICAMP","UEC","50663","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Vasconcellos-Neto, J","20993","1989","01","23",NA,"Brazil","São Paulo","Serra do Japi",NA,"Arbusto 0,7 m. de altura, flores creme.","UEC058584","UEC058584","Stehmann, JR","Jundiaí","-46.8800010681152","-23.1800003051758","1996","08",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:41:38-03","UNICAMP","UEC","50426","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Vasconcellos-Neto, J","20971","1988","11","21",NA,"Brazil","São Paulo","Serra do Japi",NA,"Arbusto 1,20 m. de altura.","UEC058583","UEC058583","Stehmann, JR","Jundiaí","-46.8800010681152","-23.1800003051758","1996","08",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:41:38-03","UNICAMP","UEC","50358","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Vasconcellos-Neto, J","20865","1988","11","14",NA,"Brazil","São Paulo","Serra do Japi",NA,"Arbusto 1 m. de altura, flores creme e amarela-esverdeadas.","UEC058585","UEC058585","Stehmann, JR","Jundiaí","-46.8800010681152","-23.1800003051758","1996","08",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:06:41-03","FURB","FURB","47018","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Schwirkowski, P.","322","2014","05","04",NA,"Brasil","Santa Catarina","Rio Vermelho.",NA,NA,"FURB43934","FURB43934","Brotto, ML","São Bento do Sul","-49.3202778","-26.2722223","2014","08","-49.3202778","-26.2722223",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-08 08:56:31-03","FURB","FURB","47390","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Funez, L.A.","4271","2015","01","04",NA,"Brasil","Santa Catarina","Pedreira.",NA,NA,"FURB43935","FURB43935","Stehmann, JR","Navegantes","-48.6558333","-26.8386111","2016","04","-48.6558333","-26.8386111",NA,"20","45","45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-09 14:47:26-03","FURB","FURB","64195","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Kassner-Filho, A.","4993","2019","03","27",NA,"Brasil","Santa Catarina","Linha Barreiras.",NA,"Erva, flor creme Habitat: Interior da unidade amostral; ecótono entre Floresta Estacional Decidual e Floresta Ombrófila Mista; Estágio avançado / médio Habito: Erva","FURB64195","FURB64195","Funez, L.A.","Herval d'Oeste","-51.3872222","-27.1788889","2019","07","-51.3872222","-27.1788889",NA,"09","808","808",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2014-10-14 15:57:08-03","BS","M","M-0171820","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,"Legit in Brasilia",NA,NA,"M0171820",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"26","2019-08-16 08:41:14-03","UTFPR","HCF","22889","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","E. Barboza","3979","2013","10","12",NA,"Brasil","PR","Bairro Brejatuba",NA,"herbácea, 50 cm, flor creme-amarelada.",NA,NA,"E. Barboza","Guaratuba","-48.581389","-25.899167","2013","10","48°34'53 W","25°53'57 S",NA,"22","17","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-16 08:41:14-03","UTFPR","HCF","13096","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","M.G. Caxambu","4862","2013","10","31",NA,"Brasil","SP","Propriedade do Sr. Flávio",NA,"arbusto heliófito, ca. 0,50 m. Folhas verdes com nervuras brancas. Flores esverdeadas.",NA,NA,"P. Ferreira","Cananéia","-47.860361","-24.809806","2014",NA,"47°51'37,3 W","24°48'35,3 S",NA,NA,"45","45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:41:14-03","UTFPR","HCF","18273","S","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","O.S. Ribas","5828","2004","01","16",NA,"Brasil","PR","Serra da Bocaina",NA,"herbácea até 50 cm, flor creme-amarelada. Matinha nebular da encosta do morro.",NA,NA,"L.L. Giacomin","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","2008",NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:45:36-03","MBM","MBM","42843","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Wacket","3270","1904",NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,"MBM042843","MBM042843","Mentz, L.A.","Antonina","-48.7118988037109","-25.4286003112793","1993","11",NA,NA,NA,"19",NA,NA,NA,"38300","auto",NA,NA,"HOLOTYPE",NA,NA,NA
"30","2020-12-21 16:45:36-03","MBM","MBM","45132","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hatschbach, G.","3489","1956","12","08","Southern America","Brazil","Paraná","Campininha",NA,NA,"MBM045132","MBM045132","Mentz, L.A.","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:45:36-03","MBM","MBM","38525","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hatschbach, G.","35518","1974","11","20","Southern America","Brazil","Paraná","Picada para Praia Deserta, Rio Paciência",NA,NA,"MBM038525","MBM038525","Hatschbach, G.","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:45:36-03","MBM","MBM","185012","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hertel, R.","1581",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada da Graciosa, km 40",NA,NA,"MBM185012","MBM185012","Mentz, L.A.","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:45:36-03","MBM","MBM","80488","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Tessmann, G.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,"MBM080488","MBM080488","Mentz, L.A.","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:45:36-03","MBM","MBM","59958","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hatschbach, G.","41582","1978","10","05","Southern America","Brazil","Paraná","Shangri-lá",NA,NA,"MBM059958","MBM059958","Mentz, L.A.","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:45:36-03","MBM","MBM","312039","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","4621","2006","01","17","Southern America","Brazil","Paraná","Carazinho",NA,"Subarbusto, 50 cm, anteras amarelas. Mata secundária","MBM312039","MBM312039","Stehmann, J.R.","Paula Freitas","-50.9380989074707","-26.2082996368408","2009","07",NA,NA,NA,"17",NA,NA,NA,"23054","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:45:36-03","MBM","MBM","385688","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Barboza, E.","3979","2013","10","12","Southern America","Brazil","Paraná","Bairro Brejatuba",NA,"Herbácea, 50cm, flor creme-amarelada.; Floresta Ombrófila Densa das Terras Baixas","MBM385688","MBM385688","Barboza, E.","Guaratuba","-48.581267","-25.899269","2013","10","-48.581267","-25.899269",NA,"22","17","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:45:36-03","MBM","MBM","294237","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Ribas, O.S.; Silva, J.M.; Simon, G.F.; Silva, J.M.; Simon, G.F.","5828","2004","01","16","Southern America","Brazil","Paraná","Serra da Bocaina.",NA,"Herbácea até 50cm, flor creme-amarelada. Matinha nebular da encosta do morro.","MBM294237","MBM294237","Giacomin, L.L.","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672","2008","12",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:45:36-03","MBM","MBM","42841","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Hatschbach, G.","10839","1964","01","12","Southern America","Brazil","Paraná","Estrada da Graciosa, Alto da Serra",NA,NA,"MBM042841","MBM042841","Hatschbach, G.","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:45:36-03","MBM","MBM","186739","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","1594",NA,NA,NA,"Southern America","Brazil","Paraná","Zinco",NA,NA,"MBM186739","MBM186739","Mentz, L.A.","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:45:36-03","MBM","MBM","94320","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Paciornik, E.F.","119","1984","10","14","Southern America","Brazil","Santa Catarina","Barra Velha, arredores",NA,NA,"MBM094320","MBM094320","Nee, M.","Barra Velha","-48.684700012207","-26.6322002410889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15216","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:45:36-03","MBM","MBM","392133","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Schwirkowski, P.","322","2014","05","04","Southern America","Brazil","Santa Catarina","Rio Vermelho",NA,"Erva de 1m de altura; frutos maduros amarelos.","MBM392133","MBM392133","Brotto, M.L.","São Bento do Sul","-49.3786010742188","-26.2502994537354","2014","08",NA,NA,NA,"20",NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:28:42-03","PUC-RIO","FCAB","2552","PreservedSpecimen","Plantae",NA,"Angiospermae","Solanaceae","Solanum","affine","Solanum affine","Sendtn.","P. Capell S.J.","s.n.","1953","09","28",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"002552",NA,"L.A. Mentz","Nova Friburgo","-42.5311012268066","-22.2819004058838","1996","07",NA,NA,NA,"25",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"43","2017-12-14 16:45:01-02","MNHN","RECOLNAT_MNHN_P","P00319348","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Glaziou, A.",NA,"1874","1","23",NA,"Brésil",NA,"Alto de Boa Vista de Nova Friburgo (Rio)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00319348' target='other'> <mi>dwc_moreinfo</mi></a>","P00319348","P00319348_01","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6907",NA,NA
"44","2015-09-18 05:41:40-03","MNHN","RECOLNAT_MNHN_P","P00319349","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil",NA,"Province de Minas Geraes","hb","Une part déterminée (P00319349) comme S. affine en 1978 et deux autres (P00578271 & P00578272) ont été déterminées comme S. subullatum en 2007, par M. Nee. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00319349' target='other'> <mi>dwc_moreinfo</mi></a>","P00319349","P00319349_01","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 137",NA,NA
"45","2015-09-04 13:07:50-03","MNHN","RECOLNAT_MNHN_P","P00319350","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","affine","Solanum affine","Sendtn.","Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,"Lagoa","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00319350' target='other'> <mi>dwc_moreinfo</mi></a>","P00319350","P00319350_01 P00319350_02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:42:00-03","UFMG","BHCB","125599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Ribeiro, LC; Silva, ES","2445","2008","02","28","Southern America","Brasil","Minas Gerais","Serra de Capanema, C1",NA,"Afloramento de canga, coletado em borda de capão.","BHCB002522","BHCB002522",NA,"Ouro Preto","-43.574306","-20.209861","2008","12","-43.574306","-20.209861",NA,"02","1904","1904",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:42:00-03","UFMG","BHCB","150872","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Agra, MF; Bohs, LA; Giacomin, LL; Stehmann, JR; Martins da Costa R.I.","7274","2010","04","28","Southern America","Brasil","Rio de Janeiro","Road between Teresopolis and Nova Friburgo (Circuito Tere Fri) just outside Teresopolis",NA,"Shrub 0.5-1 m tall. Inflorescences unbranched, with just 2 flowers. Prickles purple at base.; Cloud forest. Understory in wet area.","BHCB019867",NA,NA,NA,"-42.951889","-22.447917","2014","11","-42.951889","-22.447917",NA,NA,"1020","1030",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:42:00-03","UFMG","BHCB","194133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Gouvêa, YF; Bojacá, GFP","308","2018","10",NA,"Southern America","Brasil","São Paulo","Parque Estadual da Serra do Mar, Arredores do parque. Santa Virgínia.",NA,"Arbusto ca. 1,7m. Folhas discolores com a face adaxial verde e a abaxial púrpura. Flores com o cálice verde, colorola branca e anteras amarelas.; Crescendo sob luz indireta em borda de Floresta Ombrófila Densa Montana. *Prensada em al","BHCB194133",NA,NA,"São Luis do Paraitinga","-45.144444","-23.342222","2018","10","-45.144444","-23.342222",NA,NA,"973","973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:42:00-03","UFMG","BHCB","102629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","affine","Solanum affine","Sendt.","Silva, JM; Ribas, OS","4621","2006","01","17","Southern America","Brasil","Paraná","Carazinho",NA,"Subarbusto, 50 cm.; anteras amarelas; Mata secundária","BHCB023017",NA,NA,"Paula Freitas","-50.9380989074707","-26.2082996368408","2007","04",NA,NA,NA,NA,NA,NA,NA,"23054","auto",NA,NA,NA,NA,NA,NA
