"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","monthIdentified","dayIdentified","recordNumber","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","616865","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"R. M. Klein","1954","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"NY00616865","NY00616865_01",NA,NA,"812","08","12","Morro da Fazenda, Itajaí","300","300","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153673' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616883","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","C. E. B. Proença",NA,"G. G. Hatschbach","1968","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00616883","NY00616883_01",NA,NA,"19578","08","08","Rio Segredo de Cima",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153667' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","885362","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","C. E. B. Proença",NA,"G. G. Hatschbach","1973","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"NY00885362","NY00885362_01",NA,NA,"31799","04","01","Rio Quiririm","50","50","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989185' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","616860","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1995","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"NY00616860","NY00616860_01",NA,NA,"62894","07","07","Rodovia Antonina-Guaraqueçaba, km 74",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153663' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616868","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1987","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"NY00616868","NY00616868_01",NA,NA,"51277","07","21","Rio Canavieiras","20","50","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153664' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778072","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. L. Kawasaki",NA,"I. Cordeiro","2000","Brazil","São Paulo","Caraguatatuba","-45.4097","-23.6203",NA,NA,"NY00778072","NY00778072_01",NA,NA,"2401","07","18","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Tropeiros","140","140","South America","sheet",NA,"Material estéril coletado do individuo número 23, amostrado na parcela de estudo fitossociológico <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153666' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","616869","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","C. E. B. Proença",NA,"R. M. Klein","1953","Brazil","Santa Catarina","Brusque","-48.9172","-27.0983",NA,NA,"NY00616869","NY00616869_01",NA,NA,"559","08","13","Mata do Malucher, Brusque","60","60","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153671' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","616867","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1968","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00616867","NY00616867_01",NA,NA,"19449","06","27","Rio Cachoeirinha","150","150","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153669' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","616885","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) Govaerts",NA,NA,"G. Martinelli","1984","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,"NY00616885","NY00616885_01",NA,NA,"9905","10","02","III° Distrito, Paraiso, Centro de Primatologia do RJ-FEEMA","200","200","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742424' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616866","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1968","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00616866","NY00616866_01",NA,NA,"19249","05","28","Rio Cambará",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153661' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616861","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1968","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00616861","NY00616861_01",NA,NA,"19449","06","27","Rio Cachoeirinha","150","150","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153662' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","27723","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) D. Legrand","Proença, C.","2010","Magalhães, J.H.R.","2010","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU027723",NA,NA,NA,"97","10","05","Distrito de Rubião Júnior",NA,NA,NA,NA,NA,"Arvoreta, 2,5m, nervuras secundárias pouco aparentes, muitas pontoações translúcidas no limbo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","33934","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.legrand) D. Legrand","Soares-Silva, L.H.","1994","Chagas e Silva das, F.","1994","Brasil","Paraná","Londrina",NA,NA,"9999","9999","BOTU033934",NA,NA,NA,"1716","07","21","Floresta Godoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:41-03","UFRJ","RFA","16263","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand","C. Proença","2010","P. Occhioni","1975","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,"RFA13921",NA,NA,NA,"7130","04","09",NA,NA,NA,NA,NA,NA,"Arbusto de 6 a 7 m de altura; flores",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA
"25","2019-12-04 15:25:31-03","PUCPR","HUCP","24106","S","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) D. Legrand","Selusniaki, M",NA,"Lima, MR","2012","Brasil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"HUCP00015109","HUCP00015109",NA,NA,"092","09","29",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"46016","auto",NA,NA,NA,NA,NA
"26","2019-10-09 11:21:41-03","UFBA","ALCB","131395","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts","Souza, MC","2008","Marquete, R; Marques, MSM; Konno, T; Reis, RCC; Silva, JC; Gomes, JC","1993","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,"ALCB048156","ALCB048156","07",NA,"1135","07","01","À Cerca de 16 Km do trevo de Parati, entrada à direita da Rio/Santos, antes da ponte, na mata próxima ao Córego dos Micos.","240","240","Southern America",NA,NA,"ca 12m de altura com tronco de casca esfoliante e cor acinzentada com ramos acinzentados, folhas cartáceas, discolores com glândulas translucidas, inflorescências axilares com botões esverdeados planta com aroma cítrico.; Floresta omb","Dicotyledon",NA,NA,"34470","auto",NA,NA,NA,NA,NA
"27","2019-10-09 11:21:41-03","UFBA","ALCB","126637","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts",NA,NA,"Castro, ASF","2003","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ALCB060518",NA,NA,NA,"246","11","23",NA,NA,NA,"Southern America",NA,NA,"Árvore com cerca de 8 metros. Fruto imatuo de cor verde.","Dicotyledon",NA,NA,"37574","auto",NA,NA,NA,NA,NA
"28","2019-10-09 11:21:41-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts","Sobral, M","1995","Thomas, W","1993","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"ALCB060519",NA,NA,NA,"1426","04","20",NA,NA,NA,"Southern America",NA,NA,"Altura 17 m, PAP 54 CM, caule interno branco, flores brancas, frutos verdes.","Dicotyledon",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"29","2019-10-09 11:21:41-03","UFBA","ALCB","125318","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts","Sobral, M","2004","Lobão, AQ; Vieira, S; Fiaschi, P","2001","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"ALCB060520",NA,NA,NA,"569","04","12","Parque Nacional da Serra dos Orgãos. Trilha Mosart Catão.",NA,NA,"Southern America",NA,NA,"ca. 6 m alt. CAP 35 cm. Ramos novos levemente vinaceos. Folhas discolores verdes lisas. Flores com cálice verde e estames alvos.","Dicotyledon",NA,NA,"38539","auto",NA,NA,NA,NA,NA
"30","2019-10-09 11:21:41-03","UFBA","ALCB","131401","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts","Souza, MC","2008","Souza, MC; Morim, MP; Iganci, J; Barros. M.J.F.; Berger, JZ","2007","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"ALCB048162","ALCB048162","06",NA,"551","08","17","Vila das Glórias. CEPA. trilha verde.",NA,NA,"Southern America",NA,NA,"ca 4m de altura com folores. Material coletado para a extração de DNA.; Mata atlântica","Dicotyledon",NA,NA,"23627","auto",NA,NA,NA,NA,NA
"31","2019-10-09 11:21:41-03","UFBA","ALCB","126625","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts",NA,NA,"Cavalcante, D","1999","Brasil","São Paulo","Analândia","-47.6599998474121","-22.1200008392334",NA,NA,"ALCB060517",NA,NA,NA,"413","10","28",NA,NA,NA,"Southern America",NA,NA,"Árvore ca 5 m, frutos verdes.","Dicotyledon",NA,NA,"14271","auto",NA,NA,NA,NA,NA
"32","2019-10-09 11:21:41-03","UFBA","ALCB","131464","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D. Legrand) Govaerts","Kawasaki, WML","1998","Sanchez, M; Pedroni, F","1992","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"ALCB048174","ALCB048174",NA,NA,"350","10","14","Núcleo de Picinguaba, margens do Rio da fazenda.",NA,NA,"Southern America",NA,NA,"ca 25 m de altura, flores brancas, botões com caliptra. Coleção Rio da Fazenda nº 436.","Dicotyledon",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"33","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.1134987","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Klein RM","1953","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1134987","NL-L1134987",NA,NA,NA,"08","13","Plantas de santa catarina, Mata do Maluche, brusque.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1134987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527452","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Klein RM","1953","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2527452","NL-L2527452",NA,NA,NA,"08","13","Plantas de santa catarina, Mata do Maluche, brusque.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527453","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Reitz R; Klein RM","1956","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2527453","NL-L2527453",NA,NA,NA,"07","17","Plantas De Santa Catarina, Hôrto Florestal I.N.P Ibirama.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527454","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Klein RM","1954","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2527454","NL-L2527454",NA,NA,NA,"08","12","Plantas de Santa Catarina, Morro da Fazenda, Itajaí.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527455","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Reitz R; Klein RM","1954","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2527455","NL-L2527455",NA,NA,NA,"08","05","Plantas de Santa Catarina, Cunhas, Itajaí.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527456","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","glomerata","Mitranthes glomerata","D.Legrand",NA,NA,"Reitz R; Klein RM","1956","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2527456","NL-L2527456",NA,NA,NA,"09","06","Plantas de Santa Catarina, Pilões, Palhoca.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U 0284900","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"Lindeman JC; Haas JH de","1966","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0284900",NA,NA,NA,NA,"08","11","Paraná. Above road along Rio Pontagrossa, S of Cerro Azul.",NA,NA,"Southern America",NA,NA,"Forest on slope of now dry V-shaped valley.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13608",NA,NA,NA
"40","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U 0284901","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"Lindeman JC; Haas JH de","1966","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0284901",NA,NA,NA,NA,"08","05","Paraná. Forest on crest and flank of steep ridge E of Cerro Azul.",NA,NA,"Southern America",NA,NA,"Dry sandy soil over soft bedrock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13458",NA,NA,NA
"41","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U 0294215","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"Lindeman JC; Horreüs de Haas R",NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0294215",NA,NA,NA,NA,NA,NA,"Cêrro Azul",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13535",NA,NA,NA
"42","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U 0294327","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"Reitz R; Klein RM","1956","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-U0294327",NA,NA,NA,NA,"01","01",NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw6385",NA,NA,NA
"43","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1452623","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","glomerata","Neomitranthes glomerata","(D.Legrand) D.Legrand",NA,NA,"Lindeman JC; Haas JH de","1966","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1452623","NL-U1452623",NA,NA,NA,"08","05","Paraná. Forest on crest and flank of steep ridge E of Cerro Azul.",NA,NA,"Southern America",NA,NA,"Dry sandy soil over soft bedrock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","U 0239532",NA,NA,NA
