"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","typeStatus"
"46","2019-12-04 15:26:44-03","PUCPR","HUCP","5634","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC",NA,NA,NA,"Tomé, F","1990","06","23","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00023993","HUCP00023993",NA,"Boqueirão",NA,NA,NA,"Pinidae",NA,"004","25180","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:26:44-03","PUCPR","HUCP","24997","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Moreira, JA","2015","10","05","Portella, PR","2015","09","29","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00024997","HUCP00024997",NA,"Cidade Industrial",NA,NA,NA,"Pinidae",NA,"16","25180","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-12-04 15:26:44-03","PUCPR","HUCP","9792","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC",NA,NA,NA,"Isfer, O","1997","04","30","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00023913","HUCP00023913",NA,"Jardim Esplanada",NA,NA,NA,"Pinidae",NA,"001","25180","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-12-04 15:26:44-03","PUCPR","HUCP","22784","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Kersten, RA",NA,NA,NA,"Kersten, RA",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00023525","HUCP00023525",NA,"UFPR",NA,NA,NA,"Pinidae",NA,"s.n.","25180","auto",NA,NA,NA,NA,NA,NA,NA
"50","2019-12-04 15:26:44-03","PUCPR","HUCP","21641","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Kersten, RA",NA,NA,NA,"Kersten, RA","2011","03","15","Brasil","Paraná","Fazenda Rio Grande","-49.3081016540527","-25.6574993133545",NA,NA,NA,NA,"HUCP00023875","HUCP00023875",NA,"Fazenda Experimental Gralha Azul",NA,NA,NA,"Pinidae",NA,"1532","12596","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-12-04 15:26:44-03","PUCPR","HUCP","11716","S","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Miq.","Jaszczerski, JC",NA,NA,NA,"Oliveira, CS","1996","05","26","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00023908","HUCP00023908",NA,NA,NA,NA,NA,"Pinidae",NA,"017","45291","auto",NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:26:27-03","UFBA","ALCB","60065","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O. Kuntze","Ribas, OS","2001",NA,NA,"Ribas, OS; Pinto, AS; Silva, A","2001","07","11","Brasil","Paraná","Curitiba","-49.266667","-25.416667","-49.266667","-25.416667",NA,NA,"ALCB002042","ALCB002042","Southern America","Pilarzinho.",NA,NA,"20m, estróbilos masculinos imaturos. Capão.","Gymnosperm",NA,"3632",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:26:27-03","UFBA","ALCB","67929a","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) O. Kuntze","Guedes, ML","2015","08",NA,"Alves, L. de J.","2004","04","23","Brasil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"ALCB002060","ALCB002060","Southern America",NA,NA,NA,"Arvore: Folhas sésseis","Gymnosperm",NA,"s/n","19250","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:40:55-03","NBC","NL-BOTANY","L 0525538","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Bouwman","1967","07","01","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-L0525538",NA,"Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200525538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","15670",NA,NA,NA,NA,NA
"55","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1050005","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Unknown","1980","02","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1050005","NL-L1050005","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185053","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mill RR; Kranitz M","2004","12","03","Reinecke F","1898","10","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185053","NL-L1185053","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","L 0443792",NA,NA,NA,NA,NA
"57","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185054","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Reitz R; Klein RM","1958","09","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"NL-L1185054","NL-L1185054","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","L 0443780",NA,NA,NA,NA,NA
"58","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185055","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Reitz R; Klein RM","1958","08","02","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"NL-L1185055","NL-L1185055","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","L 0443781",NA,NA,NA,NA,NA
"59","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185056","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Mill RR; Kranitz M","2004","12","03","Sellow F","1800","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185056","NL-L1185056","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","L 0443791",NA,NA,NA,NA,NA
"60","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185057","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Bouwman","1967","07","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185057","NL-L1185057","Southern America","Parná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"61","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.4363165","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L4363165","NL-L4363165","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4363165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","Dw2631",NA,NA,NA,NA,NA
"62","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U 0061622","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon JC",NA,NA,NA,"Solomon JC; Zeballos R","1986","07","28","Bolivia","La Paz",NA,"-68.133333","-16.516667","-68.133333","-16.516667",NA,NA,"NL-U0061622",NA,"Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200061622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"63","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1038508","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","05","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1038508","NL-U1038508","Southern America","BRASILIAE AUSTRALIS, Est. Paraná, pinhal just N. of Campo Novo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1038508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"64","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1038509","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1038509","NL-U1038509","Southern America","Brasiliae Australis, Est. Paraná, near sawmill-settlement Brandalize, ca. 20 km N of Clevelandia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1038509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"65","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1038510","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Reitz R; Klein RM","1958","08","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1038510","NL-U1038510","Southern America","SANTA CATARINA, Alto Matador, Rio do Sul, Pinhal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1038510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"66","2020-02-08 10:41:00-03","NBC","NL-BOTANY","U.1038512","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon JC",NA,NA,NA,"Solomon JC; Zeballos R","1986","07","28","Bolivia","La Paz",NA,"-68.133333","-16.516667","-68.133333","-16.516667",NA,NA,"NL-U1038512","NL-U1038512","Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1038512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","U 0061621",NA,NA,NA,NA,NA
"67","2020-02-08 10:41:00-03","NBC","NL-BOTANY","WAG.1741850","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Unknown","1957","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741850","NL-WAG1741850","Southern America","Zuid-Amerika, Brazilië.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"68","2020-02-08 10:41:00-03","NBC","NL-BOTANY","WAG.1741851","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Unknown","1957","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741851","NL-WAG1741851","Southern America","Zuid-Amerika, Brazilië.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"69","2020-02-08 10:41:00-03","NBC","NL-BOTANY","WAG.1741852","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Soels K","1958","02","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741852","NL-WAG1741852","Southern America","Brazilië, nabij Ned. Colonie in Monte Alegre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"70","2020-02-08 10:41:00-03","NBC","NL-BOTANY","WAG.1741853","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,"Soels K","1958","02","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1741853","NL-WAG1741853","Southern America","Brazilië, nabij Ned. Colonie in Monte Alegre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1741853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA
"71","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L 0535340","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM","1962","01","07","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L0535340",NA,"Southern America","Santa Catarina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200535340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida","15031","angustifolia",NA,NA,NA,NA
"72","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185064","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185064","NL-L1185064","Southern America","Serra do Lucindo, Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"angustifolia",NA,NA,NA,NA
"73","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185065","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,NA,NA,NA,"Klein RM","1964","08","25","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185065","NL-L1185065","Southern America","Catanduvas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"angustifolia",NA,NA,NA,NA
"74","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185066","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM","1963","07","12","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185066","NL-L1185066","Southern America","Anita Garbaldi.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"angustifolia",NA,NA,NA,NA
"75","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185067","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia angustifolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM","1962","01","07","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185067","NL-L1185067","Southern America","Santa Catarina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"angustifolia",NA,NA,NA,NA
"76","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185058","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia caiova","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185058","NL-L1185058","Southern America","Horto Florestal I.N.P., Canoinhas Pinhal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"caiova",NA,NA,NA,NA
"77","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185068","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185068","NL-L1185068","Southern America","Arroios, Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"78","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185069","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Klein RM","1962","09","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185069","NL-L1185069","Southern America","Rio Correntes, Santa Cecilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"79","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185070","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185070","NL-L1185070","Southern America","Arroios, Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"80","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185071","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia nigra","Reitz & R.M.Klein",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185071","NL-L1185071","Southern America","Horto Florestal I.N.P. Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"nigra",NA,NA,NA,NA
"81","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185072","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia striata",NA,NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185072","NL-L1185072","Southern America","Alto da Serra, Encruzilhada, Lajes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"striata",NA,NA,NA,NA
"82","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185058","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia caiova","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185058","NL-L1185058","Southern America","Horto Florestal I.N.P., Canoinhas Pinhal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"caiova",NA,NA,NA,NA
"83","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185068","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185068","NL-L1185068","Southern America","Arroios, Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"84","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185069","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Klein RM","1962","09","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185069","NL-L1185069","Southern America","Rio Correntes, Santa Cecilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"85","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185070","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia monoica","Reitz",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185070","NL-L1185070","Southern America","Arroios, Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"monoica",NA,NA,NA,NA
"86","2020-02-08 10:41:00-03","NBC","NL-BOTANY","L.1185071","PreservedSpecimen","Plantae","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia nigra","Reitz & R.M.Klein",NA,NA,NA,NA,"Reitz R; Klein RM","1962","07","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1185071","NL-L1185071","Southern America","Horto Florestal I.N.P. Canoinhas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1185071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Cupressales",NA,NA,NA,"Pinopsida",NA,"nigra",NA,NA,NA,NA
