"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class","typeStatus"
"114","2020-11-12 15:23:32-03","IBt","SP","384767","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Lopes, MMM; Amorim, AM; Tripp, K; Sant'Ana, SC; Thomas, WW","412","2006","01","08",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7km W de Camacã na estrada para Jareci, daí 6km SW na estrada para RPPN e Torre da Embratel, flor. ombr. densa montana","-39.565278","-15.391667",NA,NA,NA,NA,"850","850","2017","06",NA,NA,"29","-39.565278","-15.391667",NA,NA,NA
"115","2019-11-21 10:15:59-03","IBt","SP","429650","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","2926","2011","04","12",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Mata ao lado da Rua das Palmeiras","-46.37294","-23.38308",NA,NA,"SP034557","SP034557","784","784","2017","06",NA,NA,"29","-46.37294","-23.38308",NA,NA,NA
"116","2019-11-21 10:15:59-03","IBt","SP","415245","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","2693","2009","12","14",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt. Próximo a casa do Mazinho.","-46.617028","-23.646111",NA,NA,NA,NA,"815","815","2017","06",NA,NA,"29","-46.617028","-23.646111",NA,NA,NA
"117","2019-11-21 10:15:59-03","IBt","SP","415731","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","2759","2010","02","08",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt. Mata ao lado da rua das Palmeiras.","-46.624694","-23.642028",NA,NA,NA,NA,"774","774","2017","06",NA,NA,"29","-46.624694","-23.642028",NA,NA,NA
"118","2019-11-21 10:15:59-03","IBt","SP","420324","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","2864","2010","07","29",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Cientec, trilha da ponte","-46.623611","-23.6575",NA,NA,NA,NA,"802","802","2017","06",NA,NA,"29","-46.623611","-23.6575",NA,NA,NA
"119","2019-11-21 10:15:59-03","IBt","SP","420492","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","2881","2010","08","26",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Cientec","-46.623611","-23.653889",NA,NA,NA,NA,"797","797","2017","06",NA,NA,"29","-46.623611","-23.653889",NA,NA,NA
"120","2019-11-21 10:15:56-03","IBt","SP","236263","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Santos, TS; Soderstrom, TR; et al.","3912","1983","10","21",NA,"Brasil","Bahia","Ilhéus","Sã0 José, mata higrófila, secondary, mata perturbada, near Salobrinho","-39.0494003295898","-14.7889003753662",NA,NA,"SP034567","SP034567",NA,NA,"2017","06","61245","auto","29",NA,NA,NA,NA,NA
"121","2019-11-21 10:15:56-03","IBt","SP","236263a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Santos, TS; Soderstrom, TR; et al.","3912","1983","10","21",NA,"Brasil","Bahia","Ilhéus","Sã0 José, mata higrófila, secondary, mata perturbada, near Salobrinho","-39.0494003295898","-14.7889003753662",NA,NA,"SP034566","SP034566",NA,NA,"2017","06","61245","auto","29",NA,NA,NA,NA,NA
"122","2019-11-21 10:15:56-03","IBt","SP","235919a","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Soderstrom, TR; Russel, GF; Hage, J","2154","1976","04","20",NA,"Brasil","Bahia","Ubaitaba","Just north of Ubaitaba on BR 10, Fazenda Santa Rita.","-39.323299407959","-14.3125",NA,NA,"SP034556","SP034556","150","200","2017","06","27575","auto","29",NA,NA,NA,NA,NA
"123","2019-11-21 10:15:56-03","IBt","SP","235919","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Soderstrom, TR; Russel, GF; Hage, J","2154","1976","04","20",NA,"Brasil","Bahia","Ubaitaba","Just north of Ubaitaba on BR 10, Fazenda Santa Rita.","-39.323299407959","-14.3125",NA,NA,"SP034554","SP034554","150","200","2017","06","27575","auto","29",NA,NA,NA,NA,NA
"124","2019-11-21 10:15:56-03","IBt","SP","235919b","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Soderstrom, TR; Russel, GF; Hage, J","2154","1976","04","20",NA,"Brasil","Bahia","Ubaitaba","Just north of Ubaitaba on BR 10, Fazenda Santa Rita.","-39.323299407959","-14.3125",NA,NA,"SP034555","SP034555","150","200","2017","06","27575","auto","29",NA,NA,NA,NA,NA
"125","2019-11-21 10:15:59-03","IBt","SP","429548","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Soderstrom, TR","1178","1964","11","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sivestre Corcovado, above Rio de Janeiro. Growing on steep, rocky forest slopes in wet leaf litter exposed to full sun for part of the day.","-43.2075004577637","-22.9027996063232",NA,NA,"SP034560","SP034560","440","440","2017","06","57442","auto","29",NA,NA,NA,NA,NA
"126","2019-11-21 10:15:59-03","IBt","SP","429548a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Soderstrom, TR","1178","1964","11","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sivestre Corcovado, above Rio de Janeiro. Growing on steep, rocky forest slopes in wet leaf litter exposed to full sun for part of the day.","-43.2075004577637","-22.9027996063232",NA,NA,"SP034561","SP034561","440","440","2017","06","57442","auto","29",NA,NA,NA,NA,NA
"127","2019-11-21 10:15:59-03","IBt","SP","373354","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","s.col.","s.n.","1999","02","06",NA,"Brasil","São Paulo","Araçariguama","Problemas com morte de garrotes na fazenda de Araçariguama.","-47.060001373291","-23.4300003051758",NA,NA,"SP034565","SP034565",NA,NA,"2017","06","10588","auto","29",NA,NA,NA,NA,NA
"128","2019-11-21 10:15:56-03","IBt","SP","179333","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Forero, E; et al.","8601B","1980","10","07",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Restinga de Itacuruçá","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"2017","06","37574","auto","29",NA,NA,NA,NA,NA
"129","2019-11-21 10:15:56-03","IBt","SP","367906","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","s.col.","s.n.","1994","01","19",NA,"Brasil","São Paulo","Juquitiba",NA,"-47.060001373291","-23.9300003051758",NA,NA,NA,NA,NA,NA,"2017","06","24559","auto","29",NA,NA,NA,NA,NA
"130","2019-11-21 10:15:59-03","IBt","SP","367912","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M; Kühn, E","3153","1949","01","26",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"2017","06","18032","auto","29",NA,NA,NA,NA,NA
"131","2019-11-21 10:15:59-03","IBt","SP","367911a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","3151","1948","04","29",NA,"Brasil","São Paulo","Salesópolis","Estação Experimental","-45.8400001525879","-23.5300006866455",NA,NA,"SP034559","SP034559",NA,NA,"2017","06","18032","auto","29",NA,NA,NA,NA,NA
"132","2019-11-21 10:15:56-03","IBt","SP","367911","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","3151","1948","04","29",NA,"Brasil","São Paulo","Salesópolis","Estação Experimental","-45.8400001525879","-23.5300006866455",NA,NA,"SP034558","SP034558",NA,NA,"2017","06","18032","auto","29",NA,NA,NA,NA,NA
"133","2019-11-21 10:15:56-03","IBt","SP","262717","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kirizawa, M","2842","1993","10","06",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Mata Atlântica afetada pela poluição atmosférica de Cubatão, picada três, ca. 500m. da casa do Naturalista, moita entre ca. 70-80cm compr.",NA,NA,"700","700","2017","06","27258","auto","29",NA,NA,NA,NA,NA
"134","2019-11-21 10:15:59-03","IBt","SP","406341","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT; Kirizawa, M","1755","2008","09","23",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"2017","06","27258","auto","29",NA,NA,NA,NA,NA
"135","2019-11-21 10:15:59-03","IBt","SP","367914","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","s.n.","1948","03","18",NA,"Brasil","São Paulo","Santo André","Estação Biológica de Paranapiacaba. Junto à picada da Light.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"2017","06","27258","auto","29",NA,NA,NA,NA,NA
"136","2019-11-21 10:15:59-03","IBt","SP","367923","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Kuhlmann, M","3150","1948","06","10",NA,"Brasil","São Paulo","Santo André","Estação Biológica de Paranapiacaba. Picada Lutz","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:15:59-03","IBt","SP","54764","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","s.n.","1948","02","27",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, matra da Estação Biológica.","-46.5299987792969","-23.6599998474121",NA,NA,"SP034562","SP034562",NA,NA,"2017","06","27258","auto","29",NA,NA,NA,NA,NA
"138","2019-11-21 10:15:59-03","IBt","SP","412255","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Padgurschi, MCG; Belinello, R","3","2008","12","16",NA,"Brasil","São Paulo","São Luís do Paraitinga",NA,"-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"2017","06","27362","auto","29",NA,NA,NA,NA,NA
"139","2019-11-21 10:15:59-03","IBt","SP","412258","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Padgurschi, MCG; Belinello, R","5","2008","12","16",NA,"Brasil","São Paulo","São Luís do Paraitinga",NA,"-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"2017","06","27362","auto","29",NA,NA,NA,NA,NA
"140","2019-11-21 10:15:59-03","IBt","SP","412259","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Padgurschi, MCG; Belinello, R","6","2008","12","16",NA,"Brasil","São Paulo","São Luís do Paraitinga",NA,"-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"2017","06","27362","auto","29",NA,NA,NA,NA,NA
"141","2019-11-21 10:15:59-03","IBt","SP","412260","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Padgurschi, MCG; Belinello, R","7","2008","12","16",NA,"Brasil","São Paulo","São Luís do Paraitinga",NA,"-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"2017","06","27362","auto","29",NA,NA,NA,NA,NA
"142","2019-11-21 10:15:56-03","IBt","SP","236264","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Hashimoto, G","10772","1985","04","05",NA,"Brasil","São Paulo","São Luís do Paraitinga","Rio Ipiranga","-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,NA,"2017","06","27362","auto","29",NA,NA,NA,NA,NA
"143","2019-11-21 10:15:56-03","IBt","SP","107884","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Sendulsky, T","s.n.","1980","01","18",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"144","2019-11-21 10:15:56-03","IBt","SP","169275","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Silva, RV","Silva, TS","s.n.","1980","01","17",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"SP003677","SP003677",NA,NA,"2014","10","53584","auto","20",NA,NA,NA,NA,"Paratype"
"145","2019-11-21 10:15:56-03","IBt","SP","169275a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Silva, RV","Silva, TS","s.n.","1980","01","17",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"SP003678","SP003678",NA,NA,"2014","10","53584","auto","20",NA,NA,NA,NA,"Paratype"
"146","2019-11-21 10:15:56-03","IBt","SP","169275b","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Silva, RV","Silva, TS","s.n.","1980","01","17",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"SP003679","SP003679",NA,NA,"2014","10","53584","auto","20",NA,NA,NA,NA,"Paratype"
"147","2019-11-21 10:15:56-03","IBt","SP","22354","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Luederwaldt, H","s.n.","1915","12",NA,NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"148","2019-11-21 10:15:56-03","IBt","SP","236261","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Sendulsky, T","s.n.","1980","07",NA,NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"149","2019-11-21 10:15:59-03","IBt","SP","367915","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M; Kühn, E","s.n.","1948","03","16",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"150","2019-11-21 10:15:59-03","IBt","SP","367916","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.",NA,"Kuhlmann, M","15","1948","04","06",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"151","2019-11-21 10:15:59-03","IBt","SP","367917","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","s.n.","1948","03","16",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"152","2019-11-21 10:15:59-03","IBt","SP","367918","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","3152","1949","01","20",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"153","2019-11-21 10:15:59-03","IBt","SP","369652","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Kuhlmann, M","3154","1949","01","20",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"154","2019-11-21 10:15:59-03","IBt","SP","54762","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Shirasuna, RT","Kuhlmann, M; Toledo, JF","3149","1948","03","10",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:15:59-03","IBt","SP","442088","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","3002","2011","09","13",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"156","2019-11-21 10:15:56-03","IBt","SP","180694","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Chiea, SAC; Melo, MMRF; Jung, SL; et al.","121","1980","06","30",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"157","2019-11-21 10:15:56-03","IBt","SP","337796","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Sarahyba, LS; Gomes, DMS","1033","1999","09","14",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt. Junto ao depósito de lixo, próximo do Orquidário.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"158","2019-11-21 10:15:59-03","IBt","SP","406353","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","1674","2008","08","20",NA,"Brasil","São Paulo","São Paulo","São Paulo, Parelheiros, Bororé","-46.6300010681152","-23.5400009155273",NA,NA,"SP034563","SP034563",NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"159","2019-11-21 10:15:59-03","IBt","SP","406353a","Extra","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","1674","2008","08","20",NA,"Brasil","São Paulo","São Paulo","São Paulo, Parelheiros, Bororé","-46.6300010681152","-23.5400009155273",NA,NA,"SP034564","SP034564",NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"160","2019-11-21 10:15:59-03","IBt","SP","406500","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT","1805","2008","10","14",NA,"Brasil","São Paulo","São Paulo","São Paulo, Parelheiros, estaca 32705-32720, Rodoanel trecho sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"161","2019-11-21 10:15:59-03","IBt","SP","406459","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Shirasuna, RT; et al.","1775","2008","10","01",NA,"Brasil","São Paulo","São Paulo","São Paulo, Parelheiros, Rodoanel, trecho sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
"162","2019-11-21 10:15:59-03","IBt","SP","79759","S","Plantae",NA,NA,"Poaceae","Merostachys","neesii","Merostachys neesii","Rupr.","Vinicius Silva, R","Hoehne, FC","s.n.","1948","09","15",NA,"Brasil","São Paulo","São Paulo","São Paulo, Santo Amaro, Sete Praias","-46.6300010681152","-23.5400009155273",NA,NA,"SP034553","SP034553",NA,NA,"2017","06","53584","auto","29",NA,NA,NA,NA,NA
