"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","continentOcean","individualCount","class","order"
"11","2021-01-29 17:16:16-03","UFMG","BHCB","195460","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Richterago","lanata","Richterago lanata","N.Roque",NA,NA,NA,NA,"Quaresma, AS","874","2017","06","22","Brasil","Minas Gerais","Itabira","Serra dos Alves","-43.478056","-19.469167","-43.478056","-19.469167",NA,"Campo rupestre quatzítico.","BHCB195460",NA,"122","128",NA,NA,"Southern America",NA,NA,NA
"12","2021-01-29 17:16:16-03","UFMG","BHCB","376","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Richterago","lanata","Richterago lanata","N.Roque",NA,"1999",NA,NA,"Barroso, GM","s.n.","1949","03","30","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 140",NA,NA,NA,NA,NA,"Herbáceo. Pouco frequente, flor alva.; Campo alpino","BHCB000073",NA,NA,NA,"BHCB000073","Paratypus","Southern America",NA,NA,NA
"13","2015-01-06 14:58:00-02","MO","MOBOT","100223723","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","N. Roque","John Pruski",NA,NA,NA,"V. Abbud","Abbud s.n.","1987","10","9","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Bifurcação para Morro do Pilar.","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"auto",NA,NA,NA,NA,"South America","1",NA,NA
"14","2009-10-26 14:11:00-02","MO","MOBOT","100223724","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","N. Roque",NA,NA,NA,NA,"Robert M. King|Frank Almeda","King 8387","1980","1","31","Brazil","Minas Gerais",NA,"Serra do Cipo. 1-4 km N of Alto do Palacio.",NA,NA,NA,NA,NA,NA,NA,NA,"1158.24000000","1219.20000000",NA,NA,"South America","1",NA,NA
"15","2019-06-10 10:10:21-03","FZB-BH","BHZB","2803","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata",NA,"J, Nakajima","2017","07",NA,"Ordones, J.","606","2000","12","15","Brasil","MG","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555",NA,NA,"11966","Anteriormente identificada como R. polymorfa(Less.) Roque por J, Nakajima , 2002 - AMEAÇADA",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:21-03","FZB-BH","BHZB","8829","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata",NA,"Jimi Nakajima","2013","02",NA,"Ordones, J. et al.","1884","2012","04","18","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.703611","-19.045278","43W 42' 13","19S 02' 43",NA,"Folhas lanuginosas parecendo uma orelha de coelho, Ponto 91 636413 7893668 1409 m, com duplicata.Duplicata doada para Herbário HUFU.",NA,NA,"1409","1409",NA,NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","2922500","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata",NA,NA,NA,NA,NA,"R. M. King & L. E. Bishop","8488","1981","1","16","Brazil","Minas Gerais",NA,"Serra do Cipo, 16 km E of Chapeu do Sol",NA,NA,NA,NA,NA,NA,"US01209084",NA,"1067","1219","US01209084_01",NA,"South America - Neotropics","1","Dicotyledonae","Asterales"
"18","2020-09-12 05:00:02-03","US","US","3371708","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata",NA,NA,NA,NA,NA,"N. Roque & P. Hervencio","497","1998","9","30","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo, Acesso que sai da Estrada Delo Horizonte-Conceicao do Mato Dentro (MG010) para a Serra do Salitreira, ca. 1.2 km da casa do IBAMA",NA,NA,NA,NA,NA,NA,"US01209085",NA,NA,NA,"US01209085_01",NA,"South America - Neotropics","1","Dicotyledonae","Asterales"
"19","2020-09-12 05:00:02-03","US","US","2901801","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata",NA,NA,NA,NA,NA,"R. M. King & F. Almeda","8387","1980","1","31","Brazil","Minas Gerais",NA,"Serra do Cipo 1-4 km N of Alto do Palacio",NA,NA,NA,NA,NA,NA,"US01209083",NA,"1158","1219","US01209083_01",NA,"South America - Neotropics","1","Dicotyledonae","Asterales"
"20","2019-11-13 11:16:33-03","USP","SPF","128300","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Rapini, A","541","1998","03","02","Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina","-43.716667","-18.883333","-43.716667","-18.883333",NA,NA,"SPF00128300",NA,"1200","1200",NA,"paratype",NA,NA,NA,NA
"21","2019-11-13 11:16:33-03","USP","SPF","128301","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Rapini, A","559","1998","03","03","Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina","-43.683333","-18.933333","-43.683333","-18.933333",NA,NA,"SPF00128301",NA,"1200","1200",NA,"paratype",NA,NA,NA,NA
"22","2019-11-13 11:16:33-03","USP","SPF","129560","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Anônimo",NA,NA,NA,"Pirani, JR","4171","1998","03","03","Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina","-43.683333","-18.916667","-43.683333","-18.916667",NA,NA,"SPF00129560",NA,"1180","1260",NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:16:33-03","USP","SPF","187389","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N",NA,NA,NA,"Roque, N","1628","2007","09","19","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.517222","-19.256667","-43.517222","-19.256667",NA,NA,"SPF00187389",NA,"1260","1260",NA,NA,NA,NA,NA,NA
"24","2019-11-13 11:16:33-03","USP","SPF","134588","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Melo, GFA","5","1998","04","14","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00134588",NA,NA,NA,NA,"paratype",NA,NA,NA,NA
"25","2019-11-13 11:16:33-03","USP","SPF","134592","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Melo, GFA","12","1999","01","27","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00134592",NA,NA,NA,NA,"paratype",NA,NA,NA,NA
"26","2021-03-15 18:25:35-03","USP","SPF","164246","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","2008","01",NA,"Pirani, JR","5199","2004","01","20","Brasil","Minas Gerais","Congonhas do Norte","Serra do Cipó, Serra Talhada (braço norte da Serra do Cipó), 11,4 km SW da estrada Congonhas do Norte - Gouveia, entrando ramificando a 3,7 km NE de Congonhas do Norte, estrada pelo alto da serra denominada localmente como ¨Serra do João Camilo¨, rum","-43.7575","-18.859444","-43.7575","-18.859444",NA,"Ervas em solo pedregoso, ao sol. Inflorescências jovens eretas; capítulos velhos, com poucos frutos. Voucher para extração de DNA.","SPF00164246",NA,"1176","1176",NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:16:33-03","USP","SPF","187390","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","2007",NA,NA,"Roque, N","1640","2007","09","20","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.552222","-19.164167","-43.552222","-19.164167",NA,NA,"SPF00187390",NA,"1386","1386",NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:25:35-03","USP","SPF","193227","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Duarte, AP",NA,NA,NA,"Duarte, AP","6462","1962","03","15","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 137.",NA,NA,NA,NA,NA,"Planta de solo mais ou menos úmido.","SPF00193227",NA,NA,NA,NA,"paratype",NA,NA,NA,NA
"29","2019-11-13 11:16:33-03","USP","SPF","209766","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Hind, DJN","2011","07",NA,"Zappi, DC","1960","2009","03","09","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-43.743056","-18.936667","-43.743056","-18.936667",NA,NA,"SPF00209766",NA,"1351","1351",NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:16:33-03","USP","SPF","75547","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Arbo, MM","4264","1990","05","16","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"SPF00075547",NA,"1380","1380",NA,"paratype",NA,NA,NA,NA
"31","2021-03-15 18:25:35-03","USP","SPF","137718","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","2012","01",NA,"Hervencio, P","112","1997","10","21","Brasil","Minas Gerais","Jaboticatubas","Após o Córrego Grande, localidade conhecida como Mata das Flores.","-43.7449989318848","-19.513599395752",NA,NA,"31264","Erva com indumento cinéreo, flores do disco e do raio alvas.; Em solo de terra vermelha.","SPF00137718","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 18:25:35-03","USP","SPF","77354","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","2012","01",NA,"Giulietti, AM","CFSC12460","1991","07","27","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Serra das Bandeirinhas.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Flores alvas com anteras creme.; Solo pedregoso, pedras alvas.","SPF00077354","auto","1400","1500",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:16:33-03","USP","SPF","110148","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N","179","1996","02","14","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00110148","auto",NA,NA,NA,"paratype",NA,NA,NA,NA
"34","2019-11-13 11:16:33-03","USP","SPF","128053","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Sano, PT","654","1997","10","23","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00128053","auto",NA,NA,NA,"paratype",NA,NA,NA,NA
"35","2019-11-13 11:16:33-03","USP","SPF","133229","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N","497","1998","09","30","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00133229","auto",NA,NA,NA,"paratype",NA,NA,NA,NA
"36","2019-11-13 11:16:33-03","USP","SPF","63294","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Abbud, V","CFSC10753","1987","10","09","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00063294","auto",NA,NA,NA,"paratype",NA,NA,NA,NA
"37","2019-11-13 11:16:33-03","USP","SPF","79819","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N","CFSC13150","1993","06","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00079819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:16:33-03","USP","SPF","80653","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N","CFSC13347","1993","08","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00080653","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:16:33-03","USP","SPF","96323","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N","CFSC12998","1992","10","17","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SPF00096323","auto",NA,NA,NA,"paratype",NA,NA,NA,NA
"40","2021-03-15 18:25:35-03","USP","SPF","160115","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","2009","01",NA,"Motta, LB","6","2003","07","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campo aberto com afloramentos rochosos em frente à estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Erva ca. 15 cm altura. Tricomas abundantes.","SPF00160115","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 18:25:35-03","USP","SPF","121960","PreservedSpecimen","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Roque, N; Hervencio, P; Araújo, AC; Vitta, FA","329","1997","06","26","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Encosta da Serra da Salitreira, ca. 3 km da MG010 na estrada que leva à Serra da Salitreira. Campo areno-pedregoso.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Ervas até 50 cm altura. Folhas e escapos jovens lanosos. Bracteas involucrais cinéreas. Flores liguladas com ápice vináceo na face abaxial. Corola e estilete alvos, anteras amarelas, papus estramíneo. Grande população. Capítulo abert","SPF00121960","auto",NA,NA,NA,"holotype",NA,NA,NA,NA
"42","2019-10-07 09:11:58-03","UEFS","HUEFS","44446","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Richterago","lanata","Richterago lanata","Roque",NA,NA,NA,NA,"Roque, N.","497","1998","09","30","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, acesso que sai da Estrada Belo Horizonte - Conceição do Mato Dentro(MG010) para a Serra da Salitreira - ca. 1,2 Km da casa do IBAMA.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Em solo areno-pedregoso, em fendas de rochas.","HUEFS0044446","auto",NA,NA,"HUEFS0044446","Parátipo",NA,NA,"Asteranae","Asterales"
"43","2019-05-06 11:54:02-03","UFU","HUFU","67280","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Nakajima, J.N.","2013","02",NA,"Andrade, I.R.; et al.","1884","2012","04","18","Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. Ponto 91 636413 7893668 1409 m.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Folhas lanuginosas parecendo uma orelha de coelho.; Herbáceo Cerrado Campo rupestre. Levantamento florístico do RPPN.","HUFU00049869","auto",NA,NA,"HUFU00049869",NA,NA,NA,NA,NA
"44","2019-11-21 10:01:16-03","IBt","SP","185667","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Barros, F","219","1980","04","10","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,"SP003331","auto",NA,NA,"SP003331","Paratype",NA,NA,NA,NA
"45","2019-11-21 10:01:16-03","IBt","SP","180230","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Furlan, A; Sajo, MG","CFSC5981","1980","02","29","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 140 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"SP003332","auto",NA,NA,"SP003332","Paratype",NA,NA,NA,NA
"46","2019-11-21 10:01:16-03","IBt","SP","192548","S","Plantae",NA,"Asteraceae","Richterago","lanata","Richterago lanata","Roque","Roque, N","1999",NA,NA,"Lima, HC","362","1978","04","25","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Próximo ao Palácio, km 135","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,"auto","1200","1200",NA,NA,NA,NA,NA,NA
