"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","452224","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","C. H. Stirton","H. S. Irwin","31341","1971","03","02","South America","Brazil","Bahia","Barreiras","Ca. 10 km. W of Barreiras","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452224","NY00452224_01","-44.99","-12.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 05:46:00-03","NY","NYBG","452228","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis",NA,"I. G. Vargas Caballero","I. G. Vargas Caballero","3617","1994","10","24","South America","Bolivia","Santa Cruz","Chiquitos","Valle de Tucabaca. A 20 km. al W del pueblo de Santo Corázon. Tramo 5 km. al NE del campamento Los Murciélagos","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452228",NA,"-59.05","-18.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02704113","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"L. J. T. Cardoso","1054","2015","04","23","South America","Brazil","Rio Grande do Norte","Patu","próximo a divisa com o Estado da Paraíba, há alguns metros da margem da RN-078. Coordenadas do indivíduo (WGS84). Savana-estépica arborizada (antropizada).",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990748' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704113","NY02704113_01","-37.670278","-6.165278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02474102","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"H. C. de Lima","7620","2013","04","12","South America","Brazil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, km 9","186",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685428' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474102","NY02474102_01","-41.02292","-19.58217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","452222","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","G. P. Lewis","G. P. Lewis","1997","1991","04","17","South America","Brazil","Bahia",NA,"10 km. S of Livramento do Brumado on road to Brumado, left side of road., picada past smallholdings to stream, weir and quartzite outcrop",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452222","NY00452222_01","-41.83","-13.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","452226","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","C. H. Stirton","A. F. M. Glaziou","13721",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","No Collection Day or Year on this label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452226","NY00452226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 06:53:00-03","NY","NYBG","452230","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis",NA,NA,"E. L. Little Jr.","40166","1984","02","09","South America","Paraguay","Cordillera",NA,"Instituto Afrícola Nacional. Caacupé, 80 km. E of Asunción","280","280","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","452223","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","G. P. Lewis","G. P. Lewis","1876","1991","03","25","South America","Brazil","Bahia",NA,"10 km. S of Livramento do Brumado on road to Brumado.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452223","NY00452223_01","-41.83","-13.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1039331","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"N. L. de A. Nunes","19","2007","05","04","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botanico. Canteiro.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039331","NY01039331_01","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00982509","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","B. A. S. Pereira","B. A. S. Pereira","2870","1995","08","16","South America","Brazil","Tocantins","Aurora do Tocantins","km 69 da estrada Taguatinga/Combinado","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982509",NA,"-46.5","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00982460","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"A. H. Gentry","50127","1985","02","15","South America","Brazil","Ceará","Campos Sales","2-4 km S of Campas Salas","620","620","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982460","NY00982460_01","-40.42","-7.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1019316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","E. Córdula","E. Córdula","310","2007","04","23","South America","Brazil","Pernambuco","Mirandiba","Serra das Umburanas. (afloramentos rochoso)","457","457","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280448' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019316","NY01019316_01","-38.53","-8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","452232","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Amburana","claudii","Amburana claudii","Schwacke & Taub.","G. C. P. Pinto","J. E. M. Brazao","282","1984","03","27","South America","Brazil","Bahia","Aracatu","Estrada que liga Unburanas a Ourives",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=169633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452232","NY00452232_01","-41.4","-14.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-11 10:01:16-03","UNIVASF","HVASFW","62","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","J.R. Maciel","J.R. Maciel","18","2009","11","17","América do Sul","Brasil","Pernambuco","Salgueiro","Lote 3. Atividades de supressão vegetal do PISF","473","473",NA,"#","HVASFW000062",NA,"-39.183111","-8.09925","2009","11","17","-39.183111","-8.099250","U",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-11 10:01:16-03","UNIVASF","HVASFW","226","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","H.L.C. Silva","F. Socolowski","109","2012","05","29","América do Sul","Brasil","Pernambuco","Salgueiro","Sítio Mulungu, área de supressão próximo a Lagoa Azul",NA,NA,NA,"#","HVASFW000226",NA,"-39.220528","-8.121806","2012","05","29","-39.220528","-8.121806","U",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-11 10:01:16-03","UNIVASF","HVASFW","347","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","A.C.P. Oliveira","A.C.P. Oliveira","2378","2013","01","31","América do Sul","Brasil","Pernambuco","Salgueiro","VPR Uri","472","472",NA,"#","HVASFW000347",NA,"-39.180472","-8.044139","2013","01","31","-39.180472","-8.044139","U",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-11 10:01:16-03","UNIVASF","HVASFW","241","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","V.M. Cotarelli","V.M. Cotarelli","2130","2012","08","29","América do Sul","Brasil","Pernambuco","Cabrobó","Lote 02, Reservatóriio Terra Nova. Área de Supressão Vegetal(ASV).","362","362",NA,"#","HVASFW000241",NA,"-39.359444","-8.255139","2012","08","29","-39.359444","-8.255139","U",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-11 10:01:16-03","UNIVASF","HVASFW","119","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","M.V. Meiado","M.V. Meiado","414","2011","02","17","América do Sul","Brasil","Pernambuco","Custódia","Lote 10, Reservatório Bagres","511","511",NA,"Hábito abóreo. ca de 4 m de alt. Flores e frutos ausentes. HVASF:","HVASFW000119",NA,"-37.783694","-8.335917","2011","02","17","-37.783694","-8.335917","U",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-11 10:01:16-03","UNIVASF","HVASFW","223","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","H.L.C. Silva","F. Socolowski","106","2012","05","29","América do Sul","Brasil","Pernambuco","Salgueiro","Sítio Mulungu, área de supressão próximo a Lagoa Azul",NA,NA,NA,"Árvore, ca. 6m de alt.. DNS 18,25cm. Cerne marrom. Alburno claro, anéis de crescimento pouco visíveis. Rtitdoma avermelhado se desprendendo em camadas, ca. 5mm de espessura. Madeira moderaamente duro ao corte.","HVASFW000223",NA,"-39.219167","-8.117194","2012","05","29","-39.219167","-8.117194","U",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-11 10:01:16-03","UNIVASF","HVASFW","386","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","F.F.S. Silva","F.F.S. Silva","737","2013","02","19","América do Sul","Brasil","Pernambuco","Verdejante","VPR Pilões. Área de Supressão Vegetal (ASV) destinada à Irrigação","515","515",NA,"Árvore ca. 5m alt. Flores e frutos ausentes.","HVASFW000386",NA,"-39.037167","-7.875167","2013","02","19","-39.037167","-7.875167","U",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-11 10:01:16-03","UNIVASF","HVASFW","274","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","D.G. Oliveira","D.G. Oliveira","550","2012","10","10","América do Sul","Brasil","Ceará","Brejo Santo","Reservatório Boi. Povoado Ribeirão","402","402",NA,"Caule liso com deiscência de ritidoma, tonalidade vermelho-alaranjada. Madeira branca. Coletada em área de supressão vegetal.","HVASFW000274",NA,"-38.816611","-7.561056","2012","10","10","-38.816611","-7.561056","U",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-11 10:01:16-03","UNIVASF","HVASFW","314","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","F. Socolowski","F. Socolowski","214","2013","01","24","América do Sul","Brasil","Pernambuco","Salgueiro","VPR Negreiros","468","468",NA,"#","HVASFW000314",NA,"-39.190056","-8.103167","2013","01","24","-39.190056","-8.103167","U",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-11 10:01:16-03","UNIVASF","HVASFW","330","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"D.G. Oliveira","859","2013","01","16","América do Sul","Brasil","Pernambuco","Salgueiro","Bota fora do Reservatório Negreiros","475","475",NA,"Árvore ca. de 8,0m alt.. Caule com casca avermelhada, liso, com deiscência de ritidoma. Folhas compostas, alternas, glabras.","HVASFW000330",NA,"-39.178111","-8.091306","2013","01","19","-39.178111","-8.091306","U",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-11 10:01:16-03","UNIVASF","HVASFW","308","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","F.F.S. Silva","F.F.S. Silva","677","2013","01","15","América do Sul","Brasil","Pernambuco","Custódia","Reservatório Copiti","513","513",NA,"Árvore ca. de 8m alt. Frutos secos, deiscentes, sementes aladas","HVASFW000308",NA,"-37.700667","-8.261472","2013","01","16","-37.700667","-8.261472","U",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-11 10:01:16-03","UNIVASF","HVASFW","165","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","J.R. Fabricante","J.R. Fabricante","27","2011","06","08","América do Sul","Brasil","Pernambuco","Salgueiro","Lote 3, margem do canal","389","389",NA,"Árvore ca. 5m alt. Ausência de flores e frutos, DNS 8.2cm.&nf;Cerne e alburno imperceptiíveis de coloração bege. Anéis de crescimento visíveis. Ritididoma ca. 2mm espessura, alaranjado. Madeira moderadamente dura ao corte.","HVASFW000165",NA,"-39.388583","-8.223444","2011","06","08","-39.388583","-8.223444","U",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","6348","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Souza, A.S.","Souza, A.S.; Andrade, I.M.","38","2019","08","15",NA,"Brasil","Piauí","Cajueiro da Praia","Boa Vista",NA,NA,NA,NA,"HDELTA006348",NA,"-41.385325","-2.913914","2020","01","31","41º23'07,17''W","2º54'50,09''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","1827","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Carvalho, Y. S.; Silva, M. S. S.","Carvalho, Y.S.; Silva, M.S.S.","100","2015","07","31",NA,"Brasil","Piauí","Caxingó","Fazenda Trapiá",NA,NA,NA,"<ll>dwc_commonname:</ll> Amburana de cheiro","HDELTA001827",NA,"-41.896111","-3.4175","2016","04","12","41º53'46,00W","03º25'03,00S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","810","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"Neves, M. C. A.","82","2013","03","08",NA,"Brasil","Piauí","Bom Princípio do Piauí",NA,NA,NA,NA,"Árvore etnomedicina <ll>dwc_commonname:</ll> Imburana de cheiro","HDELTA000810",NA,"-41.73775","-3.124417",NA,NA,NA,"41°44'15,90''W","03°07'27,90''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","1284","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"SOUSA, F.C.D.","53","2014","11","08",NA,"Brasil","Piauí",NA,"Serragem",NA,NA,NA,"<ll>dwc_commonname:</ll> Imburana-de-cheiro","HDELTA001284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","5116","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Cerqueira, E.C.","Cerqueira, E.C.; Lemos, J.R.","228","2017","07","13",NA,"Brasil","Piauí","Bom Princípio do Piauí","Sítio da Gurita",NA,NA,NA,"<ll>dwc_commonname:</ll> Amburana","HDELTA005116",NA,"-41.6441993713379","-3.19082999229431","2017","10","12",NA,NA,NA,"22201","auto",NA,NA,NA,NA,NA,NA
"41","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","5773","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Santos, M. V.","Santos, M. V.","7","2017","01","11",NA,"Brasil","Piauí","Caxingó",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Amburana de cheiro","HDELTA005773",NA,"-41.8960990905762","-3.41750001907349","2017","01","11",NA,NA,NA,"21291","auto",NA,NA,NA,NA,NA,NA
"42","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","3479","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Silva, M.S.S.","Silva, M.S.S.","99","2015","07","31",NA,"Brasil","Piauí","Caxingó","Fazenda Trapiá",NA,NA,NA,"<ll>dwc_commonname:</ll> Amburana","HDELTA003479",NA,"-41.8960990905762","-3.41750001907349","2016","07","21",NA,NA,NA,"21291","auto",NA,NA,NA,NA,NA,NA
"43","2021-02-19 11:35:04-03","UFPI-MRV","HDELTA","5909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"Siqueira, J. I. A.; Lemos, J.R.","142","2019","02","19",NA,"Brasil","Piauí","Cocal","Franco",NA,NA,NA,"<ll>dwc_commonname:</ll> Imburana de cheiro","HDELTA005909",NA,"-41.5574989318848","-3.47194004058838",NA,NA,NA,NA,NA,NA,"30836","auto",NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:30:20-03","UFRJ","RFA","19524","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.","Mello Barreto","Rennó","58","1941","00","00",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,NA,NA,NA,NA,"RFA16397",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"45","2019-07-03 08:31:50-03","UNEMAT","TANG","1858","S","Plantae",NA,NA,"Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemao) A.C.Sm.","Silva, CA","Silva, CA","512","2012","06","16",NA,"Brasil","Mato Grosso","Tangará da Serra","Em frente ao Campus UNEMAT, árvore de formatura.",NA,NA,NA,"Flores brancas, inflorescência terminal, flores perfumadas. A árvore tem um tronco avermelhado e solta um ritidoma laminar. Hábito de crescimento: arbóreo.","TANG000001858",NA,"-57.4858016967773","-14.6194000244141","2012","06","25",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA
"46","2019-11-19 15:44:02-03","UNEB","HUNEB","3728","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Amburana","cearensis","Amburana cearensis","(Allemão) A.C.Sm.",NA,"Fonseca, M.R.","48024","2000","03","31",NA,"Brasil","Bahia","Monte Santo","Fazenda Pedra d'água.",NA,NA,NA,"Caatinga e mata de encosta. Solo argiloso com afloramentos rochosos.","HUNEB0003728",NA,"-39.425278","-10.376667",NA,NA,NA,"39W25'31''","10S22'36''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
