"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3241314","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"Oldeman","1966","12","02","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"NY03241314",NA,"2261","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551984' target='other'> <mi>dwc_moreinfo</mi></a>","Kourou, env. 500 m sur la route CNES de Pariacabo, au Degrad Saramacca","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3241280","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"S. V. Juzepczuk","1926","10","10","Colombia","Tolima","Chaparral",NA,NA,NA,NA,NA,NA,"NY03241280",NA,"6814","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551693' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521128","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. S. Blanchet","1841",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00521128","NY00521128_01","3309","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699576' target='other'> <mi>dwc_moreinfo</mi></a>","Capao","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03376517","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"A. Araujo","2008","07","17","Bolivia","La Paz","Franz Tamayo","-68.7639","-14.5819",NA,NA,NA,NA,"NY03376517",NA,"4278","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3709409' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Nacional Madidi. Sumpulo, comunidad Virgen del Rosario.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3241356","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"B. G. Stergios D.","1987","05","13","Venezuela","Bolivar",NA,"-63.55","6.37",NA,NA,"300","300","NY03241356",NA,"10089","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552027' target='other'> <mi>dwc_moreinfo</mi></a>","Sabanas rocosas de lomerio. Campamento Auraima, Rio Paragua","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00916816","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","L. Duarte","1962","09","07","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00916816","NY00916816_01","62","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987426' target='other'> <mi>dwc_moreinfo</mi></a>","Fercal.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00916825","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"C. L. Collenette","1927","06","28","Brazil","Mato Grosso","Cuiabá","-55.77825","-15.432",NA,NA,"686","686","NY00916825","NY00916825_01","122","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987450' target='other'> <mi>dwc_moreinfo</mi></a>","Burity, N.E. of Cuiabá.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-02-01 14:18:00-02","NY","NYBG","01855725","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans",NA,"R. Goldenberg","M. Orellana","2001","07","29","Bolivia","La Paz","Abel Iturralde","-68.67","-13.57",NA,NA,NA,NA,"NY01855725","NY01855725_01","1273","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129516' target='other'> <mi>dwc_moreinfo</mi></a>","Localidad Candelaria a 6 horas de Ixiamas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01081127","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","I. Mimura","1961","10","25","Brazil","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"600","600","NY01081127","NY01081127_01","62","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220239' target='other'> <mi>dwc_moreinfo</mi></a>","uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para São José dos Campos, 100-500 m ao lado SE da rodovia.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3241245","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"O. Buchtien","1926","11","12","Bolivia",NA,NA,NA,NA,NA,NA,"950","950","NY03241245",NA,"999","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551658' target='other'> <mi>dwc_moreinfo</mi></a>","Mapiri, San Carlos, anfden Grasbergen","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3241252","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"M. Nee","1991","05","21","Bolivia","Santa Cruz","Ichilo","-63.57","-17.4",NA,NA,"300","300","NY03241252",NA,"40500","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551665' target='other'> <mi>dwc_moreinfo</mi></a>","13 km. NE of Buena Vista on highway to Portachuelo, near turnoff to San Javier.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01538744","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","J. C. Solomon","1984","10","21","Bolivia","La Paz","Nor Yungas","-67.78","-16.22",NA,NA,"1800",NA,"NY01538744","NY01538744_01","12556","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1817042' target='other'> <mi>dwc_moreinfo</mi></a>","22.3 km NE of (below) Chuspipata on road to Yolosa.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3241266","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"E. Perez Arbelaez","1939","07","18","Colombia","Cauca",NA,NA,NA,NA,NA,NA,NA,"NY03241266",NA,"6305","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551679' target='other'> <mi>dwc_moreinfo</mi></a>","Popayán, cerca de Tunía","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3241249","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"M. Nee","1990","10","31","Bolivia","Santa Cruz","Ichilo","-63.67","-17.42",NA,NA,"315","315","NY03241249",NA,"39663","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551662' target='other'> <mi>dwc_moreinfo</mi></a>","4 km. N of Buena Vista on road to Laguna Madrejon.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3241291","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. Cuatrecasas","1942","12","31","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"1600","1700","NY03241291",NA,"13865","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551785' target='other'> <mi>dwc_moreinfo</mi></a>","Cuenca del rio Mermejal, entre Piendamó y Pescador","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00916851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","E. P. Heringer","1962","09","20","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00916851","NY00916851_01","9006","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987696' target='other'> <mi>dwc_moreinfo</mi></a>","Plano Piloto.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01081131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"NY01081131","NY01081131_01","769","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220537' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3241340","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"J. A. Steyermark","1944","10","01","Venezuela","Bolivar","Gran Sabana",NA,NA,NA,NA,"1065","1220","NY03241340",NA,"59051","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552011' target='other'> <mi>dwc_moreinfo</mi></a>","between Kun and Uaduara - parú, in valley of Río Kukenán, south of Mount Roraima","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1145678","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","M. L. S. Guedes","M. L. S. Guedes","2009","04","20","Brazil","Bahia","Jacobina","-40.4981","-11.1758",NA,NA,"549","549","NY01145678","NY01145678_01","14714","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321253' target='other'> <mi>dwc_moreinfo</mi></a>","Piemont de Diamantina, Caminho para cachoeira da Velha.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3241321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"E. P. Killip","1929","06","09","Peru","Junín","Junin","-75.361061","-11.125938",NA,NA,"900","1300","NY03241321",NA,"24777","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551992' target='other'> <mi>dwc_moreinfo</mi></a>","San Ramon","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3241300","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"R. Espinosa","1946","12","26","Ecuador",NA,NA,NA,NA,NA,NA,"800","900","NY03241300",NA,"E-1160","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551970' target='other'> <mi>dwc_moreinfo</mi></a>","Chorrera blanca (camino entre Loja y Portobelo","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02514444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"R. Goldenberg","2010","08","10","Brazil","Paraíba","Sapé","-35.156481","-7.04171",NA,NA,NA,NA,"NY02514444","NY02514444_01","1469","South America","sheet",NA,"[Invalid Lat.: -7,041710. Invalid Long.: -35,156481. No direction provided.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2745620' target='other'> <mi>dwc_moreinfo</mi></a>","RPPN Fazenda Pacatuba.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3241312","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"F. Billiet","1981","10","24","French Guiana","Cayenne","Sinnamary",NA,NA,NA,NA,NA,NA,"NY03241312",NA,"1083","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551982' target='other'> <mi>dwc_moreinfo</mi></a>","Environs de Sinnamary, bord de route traversnt une savane","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00916853","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","P. C. M. Ramos","P. C. M. Ramos","1990","09","30","Brazil","Distrito Federal","Brasília","-47.93","-15.88",NA,NA,"1020","1250","NY00916853","NY00916853_01","19","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987705' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Nacional de Brasília. Mata Barriguda. Próx. ao decantador.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","521123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00521123","NY00521123_01","1604","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699561' target='other'> <mi>dwc_moreinfo</mi></a>","Brasilia","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","521121","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","C. A. Cogniaux","W. J. Burchell","1827","08","15","Brazil","São Paulo",NA,"-46.96013","-22.425035",NA,NA,NA,NA,"NY00521121","NY00521121_01","5126","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699521' target='other'> <mi>dwc_moreinfo</mi></a>","Mógi-Merím, campestris, sylva","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3241279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"H. G. Barriga","1959","01",NA,"Colombia","Meta",NA,NA,NA,NA,NA,"235","700","NY03241279",NA,"17045","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551692' target='other'> <mi>dwc_moreinfo</mi></a>","Llanos Orientales: La Macarena (Parte Sur), Rio Guayabero, Sabanas de Arenisca","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3241357","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"A. H. Gentry","1975","07","07","Venezuela","Bolivar",NA,NA,NA,NA,NA,"250","250","NY03241357",NA,"15091","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552028' target='other'> <mi>dwc_moreinfo</mi></a>","46 km N of La Paragua on road to Ciudad Piar","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00916797","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","E. P. Heringer","1980","09","09","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00916797","NY00916797_01","5447","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987219' target='other'> <mi>dwc_moreinfo</mi></a>","Bacia do Rio São Bartolomeu.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1144383","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"T. B. Cavalcanti","1995","09","28","Brazil","Goiás","Caldas Novas","-48.53","-17.72",NA,NA,"750","750","NY01144383","NY01144383_01","1737","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289670' target='other'> <mi>dwc_moreinfo</mi></a>","Estrada Caldas Novas- Ipameri","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3241308","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"P. A. Mutchnick","1995","05","28","Guyana","Potaro-Siparuni",NA,"-59.8092","4.6633",NA,NA,"850","850","NY03241308",NA,"1397","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551978' target='other'> <mi>dwc_moreinfo</mi></a>","Northern Pakaraima Mts. Kato","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00916849","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","E. P. Heringer","1975","09","22","Brazil","Minas Gerais","Marliéria","-42.6","-19.77",NA,NA,"400","400","NY00916849","NY00916849_01","15150","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987682' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Estadual do Rio Doce. On península at Lake Helvécio. East side of lake opposite bathing area.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00987006","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"G. T. Prance","1977","11","12","Brazil","Pará",NA,"-54.9","-9.37",NA,NA,"400","400","NY00987006","NY00987006_01","P25289","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272910' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway. Km 771","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4218344","PreservedSpecimen","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana",NA,"F. Almeda","2001","10","04","Brazil","Minas Gerais","Madre de Deus","-44.35277939","-21.47278023",NA,NA,"1061","1061","NY04218344",NA,"8362","South America","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451307' target='other'> <mi>dwc_moreinfo</mi></a>","Along the road to Fazenda Patrimonio about 2.5 km beyond the town of Madre de Deus in the vicinity of the Embratel tower.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
