"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2016-09-29 22:31:00-03","NY","NYBG","886786","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"C. C. Berg","G. C. P. Pinto","112/83","1983","05","27","Brazil","Bahia","Itiúba","Fazenda Experimental da EPABA. Folha SC.24-Y-B","-39.83","-10.72",NA,NA,NA,NA,"NY00886786","NY00886786_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062530' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1017487","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","C. C. Berg","M. J. N. Rodal","563","1995","06","04","Brazil","Pernambuco","Floresta","Inajá, Reserva Biológica de Serra Negra.","-38.5683","-8.6011",NA,NA,NA,NA,"NY01017487","NY01017487_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214634' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","869372","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","M. D. Vazquez Avila","H. S. Irwin","28527","1970","03","28","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km N. of São João da Chapada, road to Inhaí","-43.7533","-18.0359",NA,NA,"1200","1200","NY00869372","NY00869372_01","South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044575' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 00:07:00-03","NY","NYBG","1017222","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"C. C. Berg","J. C. Lindeman","5358","1967","05","20","Brazil","Paraná",NA,"7 km SE de Cara Funda.",NA,NA,NA,NA,NA,NA,"NY01017222","NY01017222_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1201025' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","790844","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","C. C. Berg","J. N. Rose","19975","1915","06","19","Brazil","Bahia","Marcionílio Souza","Vicinity of Machado Portello","-40.5306","-13.0033",NA,NA,NA,NA,"NY00790844","NY00790844_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269171' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 22:32:00-03","NY","NYBG","886807","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"C. C. Berg","B. Diaz","405","2000","12","27","Brazil","Espírito Santo","Linhares","Reserva da CVRD, perto de Soretama","-40.07","-19.15",NA,NA,NA,NA,"NY00886807","NY00886807_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063106' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 22:24:00-03","NY","NYBG","869375","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"C. C. Berg","A. P. Duarte","7509","1962","11","27","Brazil","Minas Gerais","Várzea da Palma","Faz. da Mãe d' Água.","-44.749531","-17.411382",NA,NA,NA,NA,"NY00869375",NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044609' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 22:24:00-03","NY","NYBG","869374","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"J. P. P. Carauta","A. P. Duarte","7509","1962","11","27","Brazil","Minas Gerais","Várzea da Palma","Faz. da Mãe d' Água.","-44.749531","-17.411382",NA,NA,NA,NA,"NY00869374",NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044601' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","869376","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","C. C. Berg","W. R. Anderson","8979","1973","04","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina","-43.56681","-18.16389",NA,NA,NA,NA,"NY00869376",NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044611' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 22:32:00-03","NY","NYBG","886808","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis",NA,"C. C. Berg","B. Diaz","405","2000","12","27","Brazil","Espírito Santo","Linhares","Reserva da CVRD, perto de Soretama","-40.07","-19.15",NA,NA,NA,NA,"NY00886808","NY00886808_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063110' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:09:30-03","UNESP-IBB","BOTU","22498","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Amaral Jr., A.","428","1999","04","11","Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833","52°16'39.7w","21°38'37.8s",NA,NA,"BOTU022498",NA,NA,NA,NA,"Árvore 20m, 2m de circunferência, com frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-06 11:42:36-03","UFPI-MRV","HDELTA","6635","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. Ex Miq.","Sá, V.","SA, V.; Lemos, J. R.; Martins, M. A.","79","2016","04","28","Brasil","Maranhão","Ilha das Canárias",NA,NA,NA,NA,NA,NA,NA,"HDELTA006635",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> gameleiro",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:20-03","UFRJ","RFA","26931","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","A. Quinet","A. Quinet","18/26","2000","07","31","Brasil","Rio de Janeiro","Nova Friburgo","5° Distrito, Santa Lúcia.","-42.291389","-22.384444","42º17'29''W","22º23'4''S","650","650","RFA41807",NA,NA,NA,NA,"Árvore, 13m de altura, 60cm de DAP, folha discolor verde. Fruto sicônio verde, exudado alvo, rara no local.",NA,NA,"2000","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:32-03","UFRJ","RFA","5713","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Pereira, E.",NA,"1959","02","24","Brasil","Rio de Janeiro","Rio de Janeiro","Descida do Silvestre","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46067",NA,NA,NA,NA,"Árvore pequena",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:32-03","UFRJ","RFA","7417","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","Pereira, E.","4494","1954","02","24","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:20:20-03","UFRJ","RFA","10590","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","A.P. Duarte; G.G. Hatschbach","5335","1960","07","26","Brasil","Paraná","Guaratuba","Divisa de Paraná e Santa Catarina","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"RFA46071",NA,NA,NA,NA,"Pequena árvore de 4-5m com estípulas do gomo vegetativo vermelho",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:20-03","UFRJ","RFA","5912","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Carauta, J.P.P.","A.P. Duarte","4851","1959","06","23","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca. Restaurante dos Esquilos","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46065",NA,NA,NA,NA,"Árvore 8-10 m, em flora de reconstituição",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:10:51-03","UTFPR","DVPR","3099","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Mart.","P.; Bonnin jr.","Silva, JM; Motta, JT; Barboza, E","8535","2014","05","20","Brasil","Paraná","São José dos Pinhais","Estrada entre colônia Castelhanos e usina de Chaminé","-48.5854","-25.4629","-48.5854","-25.4629","755","755","DVPR003099",NA,NA,NA,NA,"Árvore 5 m, frutos verdes.; Floresta Ombrófila Densa","Magnoliophyta",NA,"2014","07","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:45:22-03","EAO","IAN","82620","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Berg, CC","Moraes, JC de","1026","1953","07","10","Brasil","Paraíba",NA,"Lugares altos e frescos, terras incultas. Escola de Agr. do Nordeste. Areia.",NA,NA,NA,NA,NA,NA,"IAN082620",NA,"Southern America",NA,NA,"Árvore.","Dicotiledônea",NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:42:56-03","EAO","IAN","XILO6905X","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Gomes, W","297",NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO6905X",NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:42:56-03","EAO","IAN","XILO6905X","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.",NA,"Gomes, W","297",NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO6905X",NA,"Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:45:22-03","EAO","IAN","106038","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Berg, CC","Mattos, FJ","s.n.","1957","11",NA,"Brasil","Ceará","Fortaleza","Suburbio.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"IAN106038",NA,"Southern America",NA,NA,"Árvore grande.","Dicotiledônea",NA,"2001","03","09","19924","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:45:22-03","EAO","IAN","105039","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Jr; DeWolf, GP","Ducke, A","2578","1956","12","14","Brasil","Ceará","Maracanaú","Beira da estrada.","-38.6255989074707","-3.87666988372803",NA,NA,NA,NA,"IAN105039",NA,"Southern America",NA,NA,"Epíita estranguladora com árvore pequena.","Dicotiledônea",NA,"1963",NA,NA,"10325","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:39-03","UPM","MACK","493","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq","A. V. G. Souza","A. V. G. Sousa","29","2008","11","06","Brasil","SP","São Paulo","Jardim do Mackenzie","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","12","11","53584","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:25:28-03","PUCPR","HUCP","23878","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Mart.","Dunaiski, A","Dunaiski, A","3556","2008","03","20","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00014603","HUCP00014603",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:28-03","PUCPR","HUCP","18612","S","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","457","2005","06","26","Brasil","Paraná","Curitiba","Augusta, Próximo ao Parque Passaúna.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00014625","HUCP00014625",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:29:05-03","CPAN-UFMS","COR","596","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Mart. ex Miq.","Sobral, M.","Sobral, M.","2275","1983","10","11","Brasil","Rio Grande do Sul","Camapuã","Pessegueiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore com cerca de 6m de altura; frutos imaturos Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:20:56-03","UFBA","ALCB","038592","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Hook.f.",NA,"Félix, LP; Miranda, AM","6594","1994","07","09","Brasil","Paraíba","Teixeira","Serra do Teixeira. Na margem da estrada, próximo ao mirante","-37.2541999816895","-7.22278022766113",NA,NA,NA,NA,"ALCB035199","ALCB035199","Southern America",NA,NA,"Ramos jovens verdes. Folhas abaxialmente mais claras. Sincônios imaturos verdes.","Dicotyledon",NA,NA,NA,NA,"12774","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:20:56-03","UFBA","ALCB","81683","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Hook.f.","Machado, AFP","Guedes, ML; Gomes, FS","14057","2007","12","28","Brasil","Bahia","Carinhanha","Médio São Francisco, a 1 km do Rio Carinhanha","-43.808889","-14.311389","-43.808889","-14.311389","462","462","ALCB035197","ALCB035197","Southern America",NA,NA,"de ca 10 m de altura, látex alvo. Folhas cartáceas, discolores, face adaxial verde intenso. Inflorescência sincônio imaturo verde, geminados. Ocasional.","Dicotyledon",NA,"2008","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:20:56-03","UFBA","ALCB","81698","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Hook.f.","Machado, AFP","Guedes, ML; Gomes, FS","14072","2007","12","28","Brasil","Bahia","Carinhanha","Médio São Francisco, a 1 km do Rio Carinhanha","-43.808611","-14.3","-43.808611","-14.3","462","462","ALCB035198","ALCB035198","Southern America",NA,NA,"de ca 8 m de altura, látex alvo. Folhas coriáceas, discolores, face adaxial verde intenso e abaxial esbranquiçada.Sincônios axilares, pedicelados, verdes. Ocasional.","Dicotyledon",NA,"2008","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:20:56-03","UFBA","ALCB","134424","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","Hook.f.","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","31104","2018","11","11","Brasil","Bahia","Tucano","Torre do Quererá.","-39.318611","-11.608611","-39.318611","-11.608611",NA,NA,"ALCB059201","ALCB059201","Southern America",NA,NA,"de ca 8 m de altura. látex leitoso. Folhas coriáceas, discolores. Inflorescência sincônio verde.","Dicotyledon",NA,"2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0023344","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.",NA,"Duarte AP",NA,"1962","11","27","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U0023344",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200023344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L 0626319","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.",NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L0626319",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200626319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0004613","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","Vázquez Avila MD","Mexia YEJ",NA,"1930","12","24","Brazil","Minas Gerais",NA,"State of Minas GeraesFazenda de Aguada, .5 km. inside gate",NA,NA,NA,NA,NA,NA,"NL-U0004613","NL-U0004613","Southern America",NA,NA,"streambank.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","52198 A",NA,NA,NA,NA
"45","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0004614","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.",NA,"Martius CFP von",NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Prov. Minas GeraesIn Campo prope prodmin? Parapitanga ..",NA,NA,NA,NA,NA,NA,"NL-U0004614","NL-U0004614","Southern America",NA,NA,"In campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","22527 A",NA,NA,NA,NA
"46","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0004615","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.","DeWolf Jr GP; GP","Martius CFP von",NA,NA,NA,NA,"Brazil","Bahia",NA,"d'AlmadaBahia",NA,NA,NA,NA,NA,NA,"NL-U0004615","NL-U0004615","Southern America",NA,NA,"In sylvi<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales","1958","07","01",NA,NA,"Magnoliopsidae","isotype","22503 A",NA,NA,NA,NA
"47","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425887","PreservedSpecimen","Plantae","Moraceae","Ficus","enormis","Ficus enormis","(Mart. ex Miq.) Miq.",NA,"Ducke A",NA,"1956","12","14","Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1425887","NL-U1425887","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Rosales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0023798",NA,NA,NA,NA
