"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","recordNumber","coordinatePrecision","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-04-05 14:25:36-03","UNESC","CRI","10750","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","M. Sobral",NA,NA,NA,"Robson dos Santos; Vanilde Citadini Zanette & Alexandre S. Klein","2001","08","14","Brasil","Santa Catarina","Praia Grande","Aparados da Serra - Trilha do Faxinalzinho.","-49.950556","-29.197222","49º57'2''W","29º11'50''S",NA,"CRI002231",NA,NA,"CRI002231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:44-03","UNESC","CRI","7950","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Vanilde Citadini- Zanette","2007","09","26","Beatriz Wessler; Bruna Alberton","2007","09","25","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S",NA,"CRI004725","52","52","CRI004725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:36-03","UNESC","CRI","10566","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Robson dos Santos; Vanilde Citadini-Zanette & Alexandre S. Klein","2000","09","08","Brasil","Santa Catarina","Praia Grande","Aparados - Pedras Bancas.","-49.9502983093262","-29.1966991424561",NA,NA,NA,"CRI011451",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:36-03","UNESC","CRI","12721","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","Renato Colares & Aline V. Guislon","2017","09","18","Alexandre Medeiros","2017","06","08","Brasil","Santa Catarina","Balneário Camboriú","PINHONAT","-48.6347007751465","-26.9906005859375",NA,NA,"Coleta 433. Fruto verde. Habito: Arbóreo","CRI010935","2","2",NA,NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:36-03","UNESC","CRI","10565","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"Robson dos Santos; Vanilde Citadini-Zanette & Alexandre S. Klein","2000","07","25","Brasil","Santa Catarina","Praia Grande","Aparados - Trilha das Mulas","-49.9502983093262","-29.1966991424561",NA,NA,NA,"CRI011450",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:41:40-03","E","E","296110","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,NA,NA,NA,NA,"Hassler, E. (Dr.)",NA,NA,NA,"PY",NA,NA,"Paraguay centralis: in regione lacus Ypacaray.",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00296110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00296110",NA,NA,NA,"12311",NA,NA,"syntype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:308723",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 10:03:00-03","NY","NYBG","790780","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"B. Rambo","1949","11","02","Brazil","Rio Grande do Sul","Viamao",NA,"-51.0231","-30.0811",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790780",NA,NA,"NY00790780_01","44228",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"18","2016-09-29 10:03:00-03","NY","NYBG","787141","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"A. P. Duarte","1959","06","23","Brazil","Rio de Janeiro",NA,"Restaurante dos Esquilos - Tijuca",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787141",NA,NA,"NY00787141_01","4851",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"19","2016-09-29 10:03:00-03","NY","NYBG","790779","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"R. Reitz","1957","06","22","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790779","40","40","NY00790779_01","4468",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"20","2016-09-29 10:03:00-03","NY","NYBG","787148","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"M. Kuhlmann",NA,NA,NA,"M. Kuhlmann","1942","12","18","Brazil","São Paulo","Amparo","Monte Alegre, margem do Rio Camanducáia","-46.7597","-22.7003",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787148",NA,NA,"NY00787148_01","174",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"21","2016-09-29 10:03:00-03","NY","NYBG","790768","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"S. B. Mikich","1996","03","14","Brazil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo","-51.97","-23.92",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790768",NA,NA,"NY00790768_01","s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"22","2016-09-29 22:32:00-03","NY","NYBG","886805","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"S. Romaniuc Neto","1991","07","18","Brazil","São Paulo","Botucatu","Rod. SP-255","-48.4397","-22.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886805",NA,NA,"NY00886805_01","1197",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"23","2016-09-29 10:03:00-03","NY","NYBG","787140","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"M. B. Casari","1980","07","21","Brazil","Rio de Janeiro",NA,"Vargem Grande, Morro do Sacarrao, caminho para Represa do Camorim.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787140",NA,NA,"NY00787140_01","221",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"24","2016-09-29 10:03:00-03","NY","NYBG","790778","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"R. Reitz","1958","08","22","Brazil","Santa Catarina",NA,"Novo Horizonte, Lauro Müller","-49.483071","-28.387264",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790778","350","350","NY00790778_01","7017",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"25","2016-09-29 10:03:00-03","NY","NYBG","787150","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"F. R. Martins","1980","06","16","Brazil","São Paulo","Guarulhos","Bairro dos Pimenta, margem do Rio - Tiete","-46.5297","-23.46",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787150",NA,NA,"NY00787150_01","11237",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","790783","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790783",NA,NA,"NY00790783_01","305",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"27","2016-09-29 10:03:00-03","NY","NYBG","790753","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"J. V. Godoi","1993","06","04","Brazil","São Paulo",NA,"Paranapiacaba, Reserva Biologica","-46.3","-23.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790753",NA,NA,"NY00790753_01","386",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"28","2016-09-29 10:03:00-03","NY","NYBG","787133","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"C. C. Berg","1980","03","19","Brazil","Rio de Janeiro","Rio de Janeiro","Rio de Janeiro: Rio de Janeiro, Pao de Açucar","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787133",NA,NA,"NY00787133_01","1140",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"29","2016-09-29 10:03:00-03","NY","NYBG","787136","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"A. P. Duarte","1959","08","11","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787136",NA,NA,"NY00787136_01","4953",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","790775","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"R. Reitz","1956","10","26","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790775","250","250","NY00790775_01","3909",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"31","2016-09-29 10:03:00-03","NY","NYBG","787147","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"A. S. Moreira","1967","10","26","Brazil","Rio de Janeiro",NA,"Floresta da Tijuca, entre Os Esquilos e o Bom Retiro, acima da Cascata Gabriela, à margem direita de quem sobe",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787147",NA,NA,"NY00787147_01","36",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","869400","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"M. C. Weyland Vieira","1983","03",NA,"Brazil","Minas Gerais","Monte Belo",NA,"-46.3675","-21.3267",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869400",NA,NA,NA,"s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"33","2016-09-29 22:26:00-03","NY","NYBG","869399","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"J. P. P. Carauta","1979","01","28","Brazil","Mato Grosso do Sul","Amambai",NA,"-55.2256","-23.1044",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869399",NA,NA,"NY00869399_01","3079",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","790764","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"G. Jönsson","1914","06","03","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790764",NA,NA,"NY00790764_01","514a",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"35","2016-09-29 10:03:00-03","NY","NYBG","790752","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"M. de Goes","1977","04","13","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790752",NA,NA,"NY00790752_01","s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"36","2016-09-29 10:03:00-03","NY","NYBG","790755","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"S. Romaniuc Neto","1992","03","22","Brazil","São Paulo",NA,"Caucaia do Alto",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790755",NA,NA,"NY00790755_01","1287",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"37","2016-09-30 15:16:00-03","NY","NYBG","02172454","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,NA,NA,NA,NA,"B. D. Sucre","1972","04","05","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322256' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172454",NA,NA,"NY02172454_01","9073",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03044779","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.",NA,NA,NA,NA,"R. D. Ribeiro","2004","09","11","Brazil","Rio de Janeiro",NA,"Parque Ecologico da Prainha, Morro dos Caetés.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281616' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044779",NA,NA,"NY03044779_01","335",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","790784","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790784",NA,NA,"NY00790784_01","307",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"40","2016-09-29 10:03:00-03","NY","NYBG","790757","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"W. Hoehne",NA,NA,NA,"F. C. Hoehne","1933","05","23","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790757",NA,NA,"NY00790757_01","s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"41","2016-09-29 10:03:00-03","NY","NYBG","787138","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"C. Farney","1985","05","23","Brazil","Rio de Janeiro",NA,"Limite de Municípios Niterói-Maricá, Pico Alto Moirao",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787138","250","350","NY00787138_01","738",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"42","2016-09-29 10:03:00-03","NY","NYBG","790759","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"M. C. Dias",NA,NA,NA,"Collector unspecified","1990","04","28","Brazil","Paraná",NA,"Fazenda Batavo. Cidade: Tibagi",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790759",NA,NA,"NY00790759_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"43","2016-09-29 10:03:00-03","NY","NYBG","790776","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"R. M. Klein","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790776","10","10","NY00790776_01","837",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"44","2016-09-29 10:03:00-03","NY","NYBG","787144","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,"C. C. Berg",NA,NA,NA,"A. F. M. Glaziou","1884","02","26","Brazil","Rio de Janeiro",NA,"Morro de S. Vicente a Ouro Preto",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787144",NA,NA,"NY00787144_01","15433",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
"45","2016-09-29 10:03:00-03","NY","NYBG","790751","PreservedSpecimen","Plantae","Moraceae","Ficus","luschnathiana","Ficus luschnathiana",NA,NA,NA,NA,NA,"W. Hoehne","1951","09","20","Brazil","São Paulo","Sao Paulo","Sao Paulo, S.P. Parque do Estado de S.P.","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00790751",NA,NA,"NY00790751_01","s.n.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA
