"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","class","coordinatePrecision","geoFlag","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","sex"
"255","2019-11-01 15:28:48-03","PUC-RIO","FCAB","0095","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Dr. Brade",NA,NA,NA,"P. Capell S.J.","s.n.","1951","07","15","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Jardín Botánico do Río","-43.2075004577637","-22.9027996063232",NA,NA,"000095",NA,NA,NA,NA,"Pteridophyta",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"256","2019-11-01 15:28:48-03","PUC-RIO","FCAB","0090","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Dr. Brade",NA,NA,NA,"P. Capell S.J.","s.n.","1952","05","20","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Jardín Botanico fluminense","-43.2075004577637","-22.9027996063232",NA,NA,"000090",NA,NA,NA,NA,"Pteridophyta",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"257","2020-08-28 16:22:08-03","UESC","UESC","23906","S","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd.& Fischer","Souza, A. do N.","2017","03",NA,"Souza, A. do N.","25","2015","05","27","Brasil","Bahia","Ilhéus",NA,"-39.173056","-14.796111","39W10'23''","14S47'46''","UESC0023906",NA,NA,NA,"Pteridophyta","Florideophycidae",NA,NA,"Planta com cerca de 95 cm da base ao ápice.; Folha fértil já seca.","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"258","2015-09-03 16:46:55-03","MNHN","RECOLNAT_MNHN_P","P01306784","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Rio de Janeiro","-43.19824","-22.74769",NA,NA,"P01306784","P01306784_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306784' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"155 bis",NA,NA
"259","2019-12-20 13:47:54-03","MNHN","RECOLNAT_MNHN_P","P01306791","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Dusén, P.",NA,"1914","3","19","Brésil","Paraná",NA,"Jacarchy in liton, Parana, Brazil",NA,NA,NA,NA,"P01306791","P01306791_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306791' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"14670",NA,NA
"260","2015-09-03 16:44:52-03","MNHN","RECOLNAT_MNHN_P","P01306771","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Tryon, R.|Kramer, K.U.",NA,"1961","2","12","Surinam","Para",NA,"Paramaribo and vicinity: Moko-Moko swamp, 28 km south of P.","-55.16785","5.63136",NA,NA,"P01306771","P01306771_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306771' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"5626",NA,NA
"261","2015-09-03 16:45:28-03","MNHN","RECOLNAT_MNHN_P","P01306772","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Le Prieur",NA,"1838","1","1","Guyane Française","(Guyane Française)",NA,"Guyane française.",NA,NA,NA,NA,"P01306772","P01306772_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306772' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"66",NA,NA
"262","2015-09-03 16:46:52-03","MNHN","RECOLNAT_MNHN_P","P01306774","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Richard, L.C.",NA,NA,NA,NA,"Guyane Française","(Guyane Française)",NA,"Guy. paludosa",NA,NA,NA,NA,"P01306774","P01306774_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306774' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"263","2015-09-03 16:44:22-03","MNHN","RECOLNAT_MNHN_P","P01306775","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,"1838","1","1","Guyane Française","(Guyane Française)",NA,"Guyanes Française",NA,NA,NA,NA,"P01306775","P01306775_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306775' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"66",NA,NA
"264","2015-09-03 16:44:52-03","MNHN","RECOLNAT_MNHN_P","P01306776","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Le Prieur",NA,"1898","1","1","Guyane Française","(Guyane Française)",NA,"Guyane Française",NA,NA,NA,NA,"P01306776","P01306776_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306776' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"66",NA,NA
"265","2015-09-03 16:46:07-03","MNHN","RECOLNAT_MNHN_P","P01306777","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Le Prieur",NA,"1838","1","1","Guyane Française","(Guyane Française)",NA,"Guyanne Franaise. filic guyann",NA,NA,NA,NA,"P01306777","P01306777_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"66",NA,NA
"266","2015-09-03 16:46:55-03","MNHN","RECOLNAT_MNHN_P","P01306780","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Brade",NA,NA,NA,"Pabst, G.F.J.",NA,"1960","9","5","Brésil",NA,NA,"Guanabara, Jacarepaguà","-43.3907","-22.96817",NA,NA,"P01306780","P01306780_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306780' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"5417",NA,NA
"267","2015-09-03 16:46:06-03","MNHN","RECOLNAT_MNHN_P","P01306783","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,NA,NA,"1828","8","1","Brésil","Rio de Janeiro",NA,"Rio de janeiro","-43.1729","-22.90685",NA,NA,"P01306783","P01306783_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306783' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"268","2015-09-03 17:22:40-03","MNHN","RECOLNAT_MNHN_P","P01469151","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,"1847","1","1","Guyane Française","(Guyane Française)",NA,"Cayenne","-52.31345","4.92242",NA,NA,"P01469151","P01469151_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01469151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"269","2015-09-03 17:22:40-03","MNHN","RECOLNAT_MNHN_P","P01469149","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,NA,NA,NA,"Guyane Française","(Guyane Française)",NA,"Cayenne","-52.31345","4.92242",NA,NA,"P01469149","P01469149_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01469149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"270","2015-09-03 16:46:04-03","MNHN","RECOLNAT_MNHN_P","P01306779","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,"1847","1","1","Guyane Française","(Guyane Française)",NA,"Cayenne","-52.31345","4.92242",NA,NA,"P01306779","P01306779_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306779' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"271","2015-09-03 16:45:48-03","MNHN","RECOLNAT_MNHN_P","P01306778","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,"1837","5","1","Guyane Française","(Guyane Française)",NA,"dans les marais d'eau douce de la Saranne de Rouaké a cinq lieus de Cayenne","-52.31345","4.92242",NA,NA,"P01306778","P01306778_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-12-20 13:47:54-03","MNHN","RECOLNAT_MNHN_P","P01306789","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Haught, O.",NA,"1942","6","29","Equateur","Manabí",NA,"Ecuador. from small valley north of La Tuna, on coast Prov. Manabi","-80.81994","-1.66079",NA,NA,"P01306789","P01306789_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306789' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"3362",NA,NA
"273","2019-12-20 13:47:54-03","MNHN","RECOLNAT_MNHN_P","P01306782","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Leprieur",NA,NA,NA,NA,"Guyane Française","(Guyane Française)",NA,"In rupestribus montosis Kaw, ad vias secus torrentes. Guyanne Francaise","-52.06657","4.51466",NA,NA,"P01306782","P01306782_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306782' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"274","2015-09-03 16:44:22-03","MNHN","RECOLNAT_MNHN_P","P01306773","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Cremers, G.",NA,"1980","12","27","Guyane Française","(Guyane Française)",NA,"Montagne de Kaw","-52.206","4.564",NA,NA,"P01306773","P01306773_01",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306773' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"6941",NA,NA
"275","2020-03-11 09:01:35-03","URCA","HCDAL","1089","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Pinto, G.C.P.; Lima, M.P.M.","1987","11","25","Pinto, G.C.P.; et al.","401/83","1983","11","14","Brasil","Bahia","Itaberaba","Fazenda Monte Verde-Pasto da Boa Perna","-40.3069000244141","-12.5275001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridófita com frondes ca. 2,5 m de altura; esporos marrons.; Secundária da floresta estacional; semidecidual (agropecuária).",NA,"39857","auto",NA,NA,NA,NA,NA
"276","2020-09-29 14:53:42-03","UFPR","UPCB","69220","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Matos, F.B.","2010","05",NA,"Amorim, A.M.","3799","2003","11","25","Brasil","Bahia","Cachoeira","Barragem de Bananeiras. Vale dos Rios Paraguaçu e Jacuípe.","-39.083333","-12.533333","-39.083333","-12.533333","UPCB0000125","UPCB0000125 UPCB0000125_1",NA,NA,"Polypodiophyta",NA,NA,NA,"Arbustiva crescendo entre pedras de um rio. Soros marrons. Caatinga arbustiva..",NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-09-29 14:53:42-03","UFPR","UPCB","55300","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Nonato, F.R.","2001","08",NA,"Funch, L.S.","1097","1998","01","15","Brasil","Bahia","Morro do Chapéu","Gruta dos Brejões.","-41.15","-11.583333","-41.15","-11.583333","UPCB0000122","UPCB0000122",NA,NA,"Polypodiophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-09-29 14:53:42-03","UFPR","UPCB","56814","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Matos, F.B. & Labiak, P.H.","2007","07",NA,"Labiak, P.H.","3981","2007","06","28","Brasil","Paraná","Antonina","Reserva Natural do Cachoeira - SPVS - trilha do Neno","-48.656667","-25.366667","-48.656667","-25.366667","UPCB0000124","UPCB0000124","10","10","Polypodiophyta",NA,NA,NA,"Parcialmente submersa, do mangue. Floresta Atlântica terras baixas e mangue.",NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-09-29 14:53:42-03","UFPR","UPCB","57053","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Matos, F.B.","2006","01","01","Matos, F.B.","855","2005","10","07","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Faisqueira.","-48.65","-25.316667","-48.65","-25.316667","UPCB0000120","UPCB0000120 UPCB0000120_1 UPCB0000120_2","15","15","Polypodiophyta",NA,NA,NA,"Terrestre, próximo à costa, em ambiente salobre ou salino (manguezal). Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-09-29 14:53:42-03","UFPR","UPCB","57160","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Matos, F.B.","2006","01","01","Matos, F.B.","1211","2006","07","11","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Queimado.","-48.683333","-25.3","-48.683333","-25.3","UPCB0000123","UPCB0000123 UPCB0000123_1","10","10","Polypodiophyta",NA,NA,NA,"Terrestre à beira do rio Cachoeira, sob influência de maré. Solo lodoso; vegetação pioneira de influência fluvio-marinha. Frondes eretas. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-09-29 14:53:42-03","UFPR","UPCB","66537","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Assis, E.L.M.","2005","10",NA,"Assis, E.L.M.","404","2002","10","22","Brasil","Mato Grosso do Sul","Corumbá","Serra do Amolar. Retiro Rumo Oeste.","-57.666667","-17.8","-57.666667","-17.8","UPCB0000119","UPCB0000119","150","150","Polypodiophyta",NA,NA,NA,"Terrestre. Planície, área alagável..",NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-09-29 14:53:42-03","UFPR","UPCB","67517","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Pereira, J.B.S.","2009","11","25","Labiak, P.H.","5138","2009","01","15","Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,"9999","9999","UPCB0000117","UPCB0000117 UPCB0000117_1","200","200","Polypodiophyta",NA,NA,NA,"Terrestre em solo brejoso..",NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-02-11 17:21:25-03","UFPR","UPCB","94838","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Matos, F.B.","2019","06",NA,"Matos, F.B. | Pereira, J.B.S. | Veiga, A.","2656","2019","06","12","Brasil","Paraná","Antonina","Reserva Natural Guaricica (antiga Reserva Natural Rio Cachoeira, SPVS). Trilha Caixa d'Água","-48.670556","-25.388889","-48.670556","-25.388889","UPCB0044485",NA,NA,NA,NA,NA,NA,NA,"Atlantic rainforest. Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-09-29 14:53:42-03","UFPR","UPCB","40139","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","Silva, S.M. & Borgo, M.","1999","02",NA,"Borgo, M.","307","1998","12","17","Brasil","Paraná","Guaratuba","Ilha da Paca","-48.5746994018555","-25.8827991485596",NA,NA,"UPCB0000121","UPCB0000121",NA,NA,"Polypodiophyta",NA,NA,NA,"Terrícola com caudice curto (±50cm), folhas férteis castanhas, folhas de até 2m de comprimento, frequente em locais brejosos..",NA,"41937","auto",NA,NA,NA,NA,NA
"285","2008-05-27 22:02:00-03","MO","MOBOT","1003901","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","A. Smith (UC)",NA,NA,NA,"Elsa M. Zardini|M.R.P. da Silva","Zardini 43114","1995","7","17","Paraguay","Central",NA,"Acosta Ñu. Gallery forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","1017",NA,NA
"286","2018-09-11 14:36:00-03","MO","MOBOT","101067210","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","M. Nee",NA,NA,NA,"Michael H. Nee|Ivan Linneo","Nee 57360","2010","12","23","Bolivia","Santa Cruz","Sara","Western outskirts of La Bélgica.","-63.2327778","-17.5702778",NA,NA,NA,NA,"362.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"287","2020-11-04 09:56:00-03","MO","MOBOT","101231925","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Michael H. Nee","Nee 56662","2009","11","8","Bolivia","Santa Cruz","Warnes","1.3 km WSW of center of Okinawa, on road from Montero to Puerto Madonald on the Rio Grande.","-62.9086111","-17.2236111",NA,NA,NA,NA,"260.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"288","2008-05-27 22:02:00-03","MO","MOBOT","1093076","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","A. Arbeláez",NA,NA,NA,"Marisol Garvizu|Nur Ritter","Garvizu 172","1996","5","25","Bolivia","Santa Cruz","Nuflo de Chavez",NA,"-63.15861","-17.65833",NA,NA,NA,NA,"430.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"289","2009-08-25 05:42:00-03","MO","MOBOT","1124971","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.",NA,NA,NA,NA,"Calaway H. Dodson|P.M. Dodson","Dodson 11505","1981","9","25","Ecuador","Guayas",NA,"Km 7 on Guayaquil-Salinas road.",NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"142",NA,NA
"290","2008-05-27 22:02:00-03","MO","MOBOT","1217517","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"KRUSENSTERN","KRUSENSTERN s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2008-05-27 22:02:00-03","MO","MOBOT","1522245","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","A. Smith (UC)",NA,NA,NA,"Michael H. Nee","Nee 33729",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,"400.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2016-06-16 08:44:00-03","MO","MOBOT","1758562","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","C. Cerón (QAP)",NA,NA,NA,"Carlos E. Cerón","Cerón Martínez 18475","1992","3","2","Ecuador","Guayas","Naranjal","Reserva Ecológica Manglares - Churute. Borde las camaroneras y limite del Bosque de Manglar. Topografía plana, suelo parcíal inundable.","-79.7333333","-2.4166667",NA,NA,NA,NA,"5.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","175",NA,NA
"293","2012-07-28 05:08:00-03","MO","MOBOT","1921746","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","da Silva",NA,NA,NA,"* SILVA","SILVA 2153","1995","7","23","Paraguay","Central",NA,"Luque: Ruta Luque-San Bernardino. Octava companhia. Tarumandy. 15 Km de Luque. Bosque con suelo saturado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2008-05-27 22:02:00-03","MO","MOBOT","21378","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","A.Arbelaez (NY)",NA,NA,NA,"Adrian Juncosa","Juncosa 2093","1984","2","9","Colombia","Valle del Cauca",NA,"Estero between Río Naya and Río Yurumangui. Mcpo. Buena- ventura. Elev. 0 m. 3º20'N, 77º25'W. Nearly pure Pelliciera forest.","-77.41666","3.33333",NA,NA,NA,NA,"0E8",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","84-10",NA,NA
"295","2008-05-27 22:02:00-03","MO","MOBOT","3250756","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","M. Nee (NY)",NA,NA,NA,"Michael H. Nee","Nee 53638","2005","12","4","Bolivia","Santa Cruz","Warnes","21 km NE of Santa Cruz-Warnes highway, on road past Candelaria and towards Nueva Esperanca, 2 km NE of Chimbote. Flat plain, fine sandy and clay soil along currently non-flowing stream with a series of small ponds. Pastured and with fields of sugar cane, etc., with patches of disturbed forest with Gallesia integrifolia, Capparis coimbrana, Attalea phalerata, Acacia polyphylla, Tessaria integrifolia, Solanum riparum, Capparis tweediana.","-62.99277","-17.47027",NA,NA,NA,NA,"300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2008-05-27 22:02:00-03","MO","MOBOT","3271057","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"Per Dusén","Dusén 14670","1914",NA,NA,"Brazil","Paraná",NA,"Tacarchy in litore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2009-11-09 21:53:00-02","MO","MOBOT","3271318","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"Julian A. Steyermark|Bruno J. Manara","Steyermark 110990","1974","9","7","Venezuela","Falcón",NA,"Distrito Silva; pantano y manantial en selva alta y húmeda de Roystonea venezuelana, La Yegua, justamente noroeste de La Soledad, entre La Soledad y sanare,","-68.35","10.86666",NA,NA,NA,NA,"5.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2009-11-09 21:53:00-02","MO","MOBOT","3271612","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"Julian A. Steyermark|Bruno J. Manara","Steyermark 110990","1974","9","7","Venezuela","Falcón",NA,"Distrito Silva; pantano y manantial en selva alta y húmeda con manchas de Roystonea venezuelana, La Yegua, justamente noreste de La Soledad, entre La Soledada y Sanare,","-68.35","10.86666",NA,NA,NA,NA,"5.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-02-19 04:30:00-03","MO","MOBOT","3271733","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"C.F.P. Martius","Martius 365","1817",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"300","2009-08-21 06:34:00-03","MO","MOBOT","3272161","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-1513","1987","9","8","Brazil","Espírito Santo",NA,"Nerr Rio Nova do Sul, 90 km SW from Vitória.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2009-08-21 06:34:00-03","MO","MOBOT","3272319","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","R.C. Moran",NA,NA,NA,"Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-1513","1987","9","8","Brazil","Espírito Santo",NA,"Near Rio Nova do Sul, 90 km SW from Vitória.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
