"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","identifiedBy","recordNumber","continentOcean","locality","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previousCatalogNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","567224","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","G. G. Hatschbach","1972","11","21","Brazil","Paraná","Clevelândia","-52.4706","-26.3958",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567224","Magnoliophyta","Myrtales","aurea","L. R. Landrum","30798","South America","Clevelandia, 2 km L.","sheet","NY00567224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","567228","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","E. Pereira","1963","11","17","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567228","Magnoliophyta","Myrtales","aurea","L. R. Landrum","7959","South America","Guarapuava, Aguas de Santa Clara.","sheet","NY00567228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","567222","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","R. Reitz","1965","12","14","Brazil","Paraná","Guarapuava","-51.5632738","-25.394435",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567222","Magnoliophyta","Myrtales","aurea","L. R. Landrum","17584","South America","8 km ao oeste de Guarapuava, Guarapuava.","sheet","NY00567222_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 07:44:00-03","NY","NYBG","567236","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","C. M. D. E. Legrand","1941","01","15","Uruguay","Rivera",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567236","Magnoliophyta","Myrtales","aurea","L. R. Landrum","2493","South America","Ataques","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","567230","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","J. da Costa Sacco","1957","12","03","Brazil","Rio Grande do Sul","Pelotas","-52.3422","-31.7719",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567230","Magnoliophyta","Myrtales","aurea","L. R. Landrum","787","South America","I.A.S. - Pelotas","sheet","NY00567230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1015856","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","L. B. Smith","1971","12","04","Brazil","Paraná","Palmas","-51.9906","-26.4844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114932' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015856","Magnoliophyta","Myrtales","aurea","L. R. Landrum","15631","South America","10 km northwest of Palmas.","sheet","NY01015856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","567231","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","G. F. J. Pabst","1961","10","30","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567231","Magnoliophyta","Myrtales","aurea","L. R. Landrum","6426","South America","Km 127 da BR-37, entre Pantano Grande e Caçapava do S.","sheet","NY00567231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","567227","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","R. Reitz","1965","12","14","Brazil","Paraná","Guarapuava","-51.5632738","-25.394435",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567227","Magnoliophyta","Myrtales","aurea","L. R. Landrum","17582","South America","8 km ao oeste de Guarapuava, Guarapuava.","sheet","NY00567227_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","567223","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","G. G. Hatschbach","1971","12","04","Brazil","Paraná","Palmas","-51.9906","-26.4844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567223","Magnoliophyta","Myrtales","aurea","L. R. Landrum","28163","South America","10 Km a Noroeste de Palmas.","sheet","NY00567223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","567232","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","R. M. Klein","1962","12","06","Brazil","Santa Catarina","Lebon Régis","-50.691887","-26.968671",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567232","Magnoliophyta","Myrtales","aurea","L. R. Landrum","3391","South America","Rio dos Patos, Lebon Regis","sheet","NY00567232_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","567234","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea aurea","O.Berg","G. Grazziotin","1990","02","27","Brazil","Rio Grande do Sul","Pantano Grande","-52.3733","-30.1917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567234","Magnoliophyta","Myrtales","aurea","L. R. Landrum","s.n.","South America","Pantano Grande - antig. Faz. Capivarita.","sheet","NY00567234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","567197","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","G. G. Hatschbach","1979","12","14","Brazil","Paraná","Balsa Nova","-49.6356","-25.5842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567197","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","42625","South America","S. Luis do Puruna.","sheet","NY00567197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","567198","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","R. A. Wasum","1988","12","07","Brazil","Rio Grande do Sul","Caxias do Sul","-51.094927","-29.108528",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567198","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","s.n.","South America","Caxias do Sul - Ana Rech - Faxinal","sheet","NY00567198_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","567218","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567218","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","3922","South America","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Rossa.","sheet","NY00567218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","567200","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","G. G. Hatschbach","1982","10","13","Brazil","Paraná","Palmeira","-50.0064","-25.4294",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567200","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","45649","South America","Fda. Sta. Rita","sheet","NY00567200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","567199","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","G. G. Hatschbach","1967","10","10","Brazil","Paraná","Ponta Grossa","-49.96198","-25.145584",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567199","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","17384","South America","Passo do Pupo","sheet","NY00567199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","567217","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567217","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","3951","South America","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Rossa.","sheet","NY00567217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","567216","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567216","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","3950","South America","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Rossa.","sheet","NY00567216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","567215","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea hatschbachii","(Mattos) D.Legrand","L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567215","Magnoliophyta","Myrtales","hatschbachii","L. R. Landrum","3964","South America","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Rossa.","sheet","NY00567215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1738372","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","cyanea","Campomanesia cyanea cordata","O.Berg","B. S. Amorim","2012","04","24","Brazil","Alagoas","Quebrangulo","-36.4306","-9.2544",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738372","Magnoliophyta","Myrtales","cordata","B. S. Amorim","1530","South America","REBIO Pedra Talhada Caminho p/ alojamento, borda.","sheet","NY01738372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1738372","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","cyanea","Campomanesia cyanea cordata","O.Berg","B. S. Amorim","2012","04","24","Brazil","Alagoas","Quebrangulo","-36.4306","-9.2544",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738372","Magnoliophyta","Myrtales","cordata","B. S. Amorim","1530","South America","REBIO Pedra Talhada Caminho p/ alojamento, borda.","sheet","NY01738372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","386792","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","gracilis","Campomanesia gracilis","Kausel","P. K. H. Dusén","1908","12","07","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386792","Magnoliophyta","Myrtales",NA,NA,"7315","South America","Serrinha","sheet","NY00386792_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","386795","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","maracayuensis","Campomanesia maracayuensis","Barb.Rodr.","E. Hassler","1900","10",NA,"Paraguay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386795","Magnoliophyta","Myrtales",NA,NA,"5505","South America","Iter ad Yerbales Montium Sierra de Maracayu; In altoplanitie et decliviis Sierra de Maracayu","sheet","NY00386795_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","4043","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","J.C.O.S.","1971","09","06","Brasil","São Paulo","Guaira",NA,NA,"9999","9999",NA,"BOTU004043",NA,NA,NA,"J.C.O.S.","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","11791","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Sobral, M.","1983","10",NA,"Brasil","Rio Grande do Sul","Cachoeira do Sul",NA,NA,"9999","9999",NA,"BOTU011791",NA,NA,NA,"Sobral, S.","2617",NA,NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 11:16:14-03","EBDA","BAH","1146","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O. Berg","I. Gioberto Miguel","1950","01","24","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Teodoro Luiz",NA,NA,"Instituto Agronomico do Sul.",NA,NA,NA,NA,NA,"1950","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:29-03","PUCPR","HUCP","13088","S","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg.","Chagas, F","1996","10","15","Brasil","Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"Nº 18912.","HUCP00015034","Eudicotiledonea",NA,NA,"Soares, LH","2027",NA,NA,NA,"HUCP00015034",NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.1134947","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Klein RM","1962","12","06","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1134947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1134947",NA,"Myrtales",NA,NA,NA,"Southern America","Santa Catarina, Rio dos Patos, Lebon Regis, Campo.",NA,"NL-L1134947",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2502047","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Klein RM","1962","12","06","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2502047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2502047",NA,"Myrtales",NA,NA,NA,"Southern America","Santa Catarina, Rio dos Patos, Lebon Regis, Campo.",NA,"NL-L2502047",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2502048","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Hatschbach GG","1964","10","31","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2502048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2502048",NA,"Myrtales",NA,NA,NA,"Southern America","Parana (Brasil), Mun Palmeira, Rod. do Café, Fda. Sta. Rita.",NA,"NL-L2502048",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2502049","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Reineck EM","1898","11","01","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2502049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2502049",NA,"Myrtales",NA,NA,NA,"Southern America","EStado do Rio do Sul, Porto Algere: au, fisse des Moro de Mucas-B!.",NA,"NL-L2502049",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.3925945","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","aurea","Campomanesia aurea","O.Berg","Hagelund K","1982","03","12","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3925945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3925945",NA,"Myrtales",NA,NA,NA,"Southern America","Fazenda Faxinal - Arroio dos Ratos - RS - Brasil.",NA,"NL-L3925945",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
