"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"11","2021-04-05 14:25:40-03","UNESC","CRI","14489","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Verdi, M","2010","06","10","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4917","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro. Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.755833","-27.893333","48º45'21''W","27º53'36''S","295","295","Florística IFFSC 226 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: arbórea; Fruto amarela;","CRI013574","CRI013574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:40-03","UNESC","CRI","9704","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","A. Korte","2010","01","25","A. Korte; A. Kniess","1236","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.321111","-27.631389","49º19'16''W","27º37'53''S","942","942","Floresta Ombrófila Mista Habitat: interior do fragmento Habito: arvoreta","CRI005427","CRI005427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:40-03","UNESC","CRI","594","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","944","1990","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005433","CRI005433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:40-03","UNESC","CRI","838","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1120","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005443","CRI005443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:47-03","UNESC","CRI","1570","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Marcos Sobral",NA,NA,NA,"R. Negrelle; C. Londero","698","1993","02","01","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: arbórea","CRI005438","CRI005438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:39-03","UNESC","CRI","1058","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1336","1991","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005440","CRI005440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:40-03","UNESC","CRI","653","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1003","1991","04","03","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005432","CRI005432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:40-03","UNESC","CRI","426","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","843","1990","05","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005439","CRI005439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:47-03","UNESC","CRI","1571","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Marcos Sobral",NA,NA,NA,"R. R. B. Negrelle; C. Fava","641","1993","01","20","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: arbórea","CRI005437","CRI005437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:47-03","UNESC","CRI","1572","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Marcelo R. Pasetto",NA,NA,NA,"R. Negrelle",NA,"1992","03","12","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: arbórea","CRI005436","CRI005436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:40-03","UNESC","CRI","1114","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Vanilde Citadini- Zanette",NA,NA,NA,"Clair Maria Martinello; Aurélio José de Aguiar",NA,"1992","01","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005441","CRI005441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:47-03","UNESC","CRI","8031","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Rafael Martins","2008","06","26","Beatriz Wessler; Bruna Alberton",NA,"2008","06","25","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52",NA,"CRI005184","CRI005184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:47-03","UNESC","CRI","679","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Alcides da Silveira","1029","1991","11","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","110","110","Habitat: beira de mata atlântica secundária de encosta Habito: árvore","CRI005428","CRI005428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","594947","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","M. L. Kawasaki",NA,NA,NA,"O. Handro","s.n.","1932","04","04","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594947","NY00594947_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","887366","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","E. M. Nic Lughadha",NA,NA,NA,"R. Reitz","814","1953","07","15","Brazil","Santa Catarina","Itajaí","Praia Braba, Itajaí","-48.644872","-26.946812",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887366","NY00887366_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","594954","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","E. M. Nic Lughadha",NA,NA,NA,"G. G. Hatschbach","18625","1968","02","21","Brazil","Paraná","Piraquara","Menanciais da Serra","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594954","NY00594954_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","887365","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","affinis","Gomidesia affinis","(Cambess.) D.Legrand","E. M. Nic Lughadha",NA,NA,NA,"L. Riedel","2060",NA,NA,NA,"Brazil",NA,NA,"Ytu.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887365","NY00887365_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1114043","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","affinis","Myrcia affinis","Cambess.","M. Sobral",NA,NA,NA,"P. I. Oliveira","560","1982","06","28","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0767","-25.3658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257047' target='other'> <mi>dwc_moreinfo</mi></a>","NY01114043","NY01114043_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","720498","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","2803","1956","02","24","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720498","NY00720498_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","720495","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"L. B. Smith","9638","1956","12","30","Brazil","Santa Catarina","Dionísio Cerqueira","Tracotinga, 20 km west of Rio Capetinga on the road to Dionísio Cerqueira","-53.6394","-26.255",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720495","NY00720495_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","720492","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"G. G. Hatschbach","16705","1967","07","19","Brazil","Paraná","Sao José dos Pinhais","Purgatorio","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720492","NY00720492_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","720496","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. M. Klein","2008","1956","05","19","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720496","NY00720496_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","720502","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","13064","1962","07","10","Brazil","Santa Catarina","Papanduva","Serra do Espigao, Papanduva","-50.1442","-26.3706",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720502","NY00720502_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","720500","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"J. C. Lindeman","2364","1966","08","17","Brazil","Paraná","Bocaiúva do Sul","Roadside N of Bocaíuva, near Campo Novo do Sul, 32km N of Curitiba","-49.115","-25.2061",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720500","NY00720500_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","720499","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. M. Klein","2389","1960","03","10","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720499","NY00720499_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","720490","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","2714","1956","02","16","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves.","-48.941177","-26.748537",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720490","NY00720490_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","720494","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"G. G. Hatschbach","24808","1970","09","27","Brazil","Paraná","Sao Jerônimo da Serra","Fda. Nho 0'","-50.7408","-23.7278",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720494","NY00720494_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","720497","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","1987","1954","07","19","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720497","NY00720497_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","720493","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","1902","1956","03","06","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720493","NY00720493_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","720501","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"R. Reitz","1593","1954","03","01","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P. Ibirama","-49.52","-27.07",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720501","NY00720501_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","720491","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","catharinensis","Myrcia catharinensis","(D.Legrand) NicLugh.",NA,NA,NA,NA,"G. G. Hatschbach","39917","1977","05","17","Brazil","Paraná","Barracao",NA,"-53.63330078125","-26.2541999816895",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720491","NY00720491_01","Magnoliophyta","Myrtales","South America","sheet","19735","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","594955","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"M. Kuhlmann","2105","1949","11","23","Brazil","São Paulo","Campos do Jordao","Campos do Jordao, Umuarama","-45.583534","-22.762448",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594955","NY00594955_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","594948","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"J. M. Silva","1238","1993","03","24","Brazil","Paraná","Paranaguá","Ipanema","-48.5092","-25.5203",NA,NA,"3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594948","NY00594948_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00979251","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"L. O. Williams","6880","1945","05","04","Brazil","Minas Gerais","Serro","Serra da Bocaina, 10 km. northwest of Sêrro","-43.3792","-18.6047",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979251","NY00979251_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","777098","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"A. Lacerda","244","1999","03","11","Brazil","Paraná","Piraquara","Morro do Canal, Manaciais da Serra","-49.05","-25.43",NA,NA,"970","970","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777098","NY00777098_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","594950","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala","DC.",NA,NA,NA,NA,"C. B. Poliquesi","338","1995","06","23","Brazil","Paraná","Rio Bonito do Iguaçú","Fazenda Giacomet-Marodin, Pinhal Ralo","-52.5256","-25.4908",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594950","NY00594950_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
