"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"144","2020-04-22 16:20:14-03","UFPB","JPB","22546","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Moura, OT","962","1993","04","07","Southern America","Brasil","Fazenda Mamuaba. Sítio Bom Jesus",NA,NA,"; DESC: Terrestre. Arbustivo. Planta com bastante distribuição.","JPB0022546","-34.863056","-7.115","-34.863056","-7.115",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","João Pessoa","47","47",NA,NA,"2002","12","05",NA,NA,NA,NA
"145","2020-04-22 16:20:14-03","UFPB","JPB","30140","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Camarotti, F","79","2002","01","09","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas.",NA,NA,"; DESC: Flores vermelhas.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, HC","Mamanguape","181","181",NA,NA,"2002","12",NA,NA,NA,NA,NA
"146","2020-04-22 16:20:14-03","UFPB","JPB","32571","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; César, EA; Nishida, AK","861","2002","12","12","Southern America","Brasil","NUPA, Praia da Penha.",NA,NA,"; DESC: Arbustivo. Filetes dos estames róseos. Substrato arenoso.","JPB0032571","-34.863056","-7.115","-34.863056","-7.115",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, IB","João Pessoa","47","47",NA,NA,"2014","03","28",NA,NA,NA,NA
"147","2020-04-22 16:20:14-03","UFPB","JPB","35785","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Lourenço, AR","171","2006","03","29","Southern America","Brasil","RPPN Mata Estrela, Mata",NA,NA,"; DESC: Inflorescências em tufos branco/róseos.","JPB0035785","-35.023558","-6.374122","-35.023558","-6.374122",NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,NA,"Baía Formosa","54","54",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-04-22 16:20:14-03","UFPB","JPB","39198","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; Barbosa, MR; Lima, IB; Lima, JR; Silva, CS","2030","2008","01","29","Southern America","Brasil","Millennium Inorganic Chemicals Mineração Ltda, Arenoso",NA,NA,"; HABITAT: Restinga; DESC: Arbusto com cerca de 2,5m. Folhas compostas bipinadas. Inflorescência capituliforme axilar. Corola esverdeada. Filetes estaminais brancos na base e rosados no ápice.","JPB0039198","-34.978633","-6.493619","-34.978633","-6.493619",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,NA,"Mataraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-04-22 16:20:14-03","UFPB","JPB","40249","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; Silva, CS","2175","2008","04","23","Southern America","Brasil","Millennium Inorganic Chemicals Mineração Ltda",NA,NA,"; HABITAT: Restinga; DESC: Substrato arenoso. Arbusto com cerca de 1,5m; Ramos inermes. Folha bipinada. Fruto legume plano compresso de margem reta e espessa com ápice caudado.","JPB0040249","-34.978611","-6.493611","-34.978611","-6.493611",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,NA,"Mataraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-04-22 16:20:14-03","UFPB","JPB","43901","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Pontes, RA; Lima, JR; Silva, CS","542","2010","08","25","Southern America","Brasil","Millennium Inorganic Chemicals Mineração Ltda, Área remanescente entre áreas de recuperação de lavra.",NA,NA,"; DESC: Arbusto muito ramificado com cerca de 2 m de altura. Folhas diminutas, verde-amareladas. Flores brancas. Material na Carpoteca",NA,"-34.973333","-6.516389","-34.973333","-6.516389",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Pontes, RA","Mataraca","30","30",NA,NA,"2010","08","31",NA,NA,NA,NA
"151","2020-05-27 09:25:04-03","UFPB","JPB","45542","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Araújo, AAM; Araújo, CMLR; Brito, MFM; Santiago, C","216","2009","12","04","Southern America","Brasil","Área de Preservação Permanente de Tambaba, Loteamento Enseada de Jacumã",NA,NA,"; DESC: Arbusto; ca. 2 m de altura; cálice e corola verdes com detalhes vináceos; estames combase alva e ápice rosa.","JPB0045542","-34.812972","-7.323194","-34.812972","-7.323194",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Araújo, AAM","Conde",NA,NA,NA,NA,"2009","12","07",NA,NA,NA,NA
"152","2020-04-22 16:20:14-03","UFPB","JPB","50127","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC","3182","2012","03","15","Southern America","Brasil","Millennium Inorganic Chemicals Mineração Ltda, Substrato arenoso.",NA,NA,"; HABITAT: Tabuleiro; DESC: Arbusto inerme de folhas compostas, bipinadas, disticas. Fruto legume linear, plano-compresso de margem espessada, deiscência elástica.","JPB0050127","-34.976944","-6.502222","-34.976944","-6.502222",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lewis, GP","Mataraca","16","16",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"153","2020-04-22 16:20:14-03","UFPB","JPB","50199","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC","3257","2012","03","29","Southern America","Brasil","Fragmento Pb 115. Substrato areno-argiloso.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Arbusto com cerca de 1,50m de ramos inermes. Folhas compostas, bipinadas. Folíolos opostos, numerosos. Inflorescência capituliforme, axilar. Estames com filetes bran","JPB0050199","-35.095","-6.786667","-35.095","-6.786667",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, IB","Rio Tinto","128","128",NA,NA,"2014","03","28",NA,NA,NA,NA
"154","2020-04-22 16:20:14-03","UFPB","JPB","50774","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; Gomes-Costa, GA; Sampaio, VS","3303","2012","05","22","Southern America","Brasil","Mata do Dendê",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Substrato areno-argiloso. Arbusto inerme. Folhas compostas, bipinadas, dísticas. Fruto legume linear, plano-compresso de margem espessada. Deiscência elática. Veget","JPB0050774","-35.129722","-7.011944","-35.129722","-7.011944",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,NA,"Cruz do Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-04-22 16:20:14-03","UFPB","JPB","52676","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; Pereira, LA; Silva, FO","3426","2013","02","28","Southern America","Brasil","EMPARN, Mata do Jiqui",NA,NA,"; HABITAT: Floresta Estacional Semidecidual; DESC: Arbusto com cerca de 1,60m. Ramos inermes. Folhas compostas, bipinadas. Folíolos numerosos. Inflorescência capituliforme, axilar. Estames com filetes brancos e rosados no ápice. Subst","JPB0052676","-35.198889","-5.928056","-35.198889","-5.928056",NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Rico-Arce, ML","Parnamirim","45","50",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"156","2020-04-22 16:20:14-03","UFPB","JPB","57072","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Gadelha Neto, PC; Pontes, RA","3763","2014","01","25","Southern America","Brasil","Tabuleiro",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Arbusto inerme bastante ramificado. Folhas compostas, bipinadas, dísticas. Inflorescência capituliforme, axilar. Flores alvas. Corola infundibuliforme. Filetes branc","JPB0057072","-35.038056","-7.270278","-35.038056","-7.270278",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,NA,"Santa Rita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-04-22 16:20:14-03","UFPB","JPB","8002","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Felix, LP; Santana, ES","JPB8002","1989","02","01","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas - Sema II. Cabeça de Boi.",NA,NA,"; DESC: Terrestre. Árvoreto.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","Mamanguape","181","181",NA,NA,"2002","12","05",NA,NA,NA,NA
"158","2020-04-22 16:20:14-03","UFPB","JPB","9144","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Felix, LP; Santana, ES","2136","1989","08","30","Southern America","Brasil","Reserva Biológica Guaribas, Rebio Guaribas - Sema II. Maripitanga.",NA,NA,"; DESC: Terrestre. Arvoreta. Estames coloridos de branco e rosa. orla da mata.",NA,"-35.142056","-6.741861","-35.142056","-6.741861",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Lima, HC","Mamanguape","181","181",NA,NA,"2002","12","05",NA,NA,NA,NA
"159","2020-04-22 16:20:14-03","UFPB","JPB","IFNPBLAFV23","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Vieira, LAF","23","2017","06","16","Southern America","Brasil",NA,NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-91-P12. Subunidade 1. Subparcela 10. Indivíduo 30.","IFNPBLAFV000023","-34.942482","-7.222502","-34.942482","-7.222502",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Schindler, B","Santa Rita",NA,NA,NA,NA,"2017","07","20",NA,NA,NA,NA
"160","2020-04-22 16:20:14-03","UFPB","JPB","IFNPBRAPA283","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Almeida, RAP","283","2017","06","15","Southern America","Brasil",NA,NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-70. Subunidade 1. Subparcela 10. Indivíduo 2RN.","IFNPBRAPA000283","-35.100027","-7.019995","-35.100027","-7.019995",NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Schindler, B","Santa Rita",NA,NA,NA,NA,"2017","07","20",NA,NA,NA,NA
"161","2020-04-22 16:20:14-03","UFPB","JPB","19989","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Moura, OT","987","1993","05","19","Southern America","Brasil","Praia da Penha, Terrestre.",NA,NA,"; DESC: Arbustivo. Solo arenoso. fase de frutificação.","JPB0019989","-34.8630981445312","-7.11499977111816",NA,NA,NA,"Paraíba","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Gadelha Neto, PC; Lima, HC; Lima, IB","João Pessoa",NA,NA,"15975","auto","2002","12","05",NA,NA,NA,NA
"162","2020-04-22 16:20:14-03","UFPB","JPB","52335","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Loiola, MIB","772","2003","05","04","Southern America","Brasil","FLONA.",NA,NA,"; HABITAT: Mata.; DESC: Arvoreta, ca. 3 m alt. Flores avermelhadas. Pouco frequente.","JPB0052335","-35.2085990905762","-6.09111022949219",NA,NA,NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Sousa, ER","Nísia Floresta",NA,NA,"17449","auto","2009","05","08",NA,NA,NA,NA
"163","2020-04-22 16:20:14-03","UFPB","JPB","52336","PreservedSpecimen","Plantae","Leguminosae","Calliandra","parvifolia","Calliandra parvifolia","Ribeiro, A; Queiroz, RT","52","2004","10","09","Southern America","Brasil","Hidrominas Santa Maria, ao longo da linha férrea.",NA,NA,"; HABITAT: Mata ciliar.; DESC: Arbusto, ca. 1,5 m alt. Flores branco-rosea.","JPB0052336","-35.2627983093262","-5.91555976867676",NA,NA,NA,"Rio Grande do Norte","Angiosperma","Dicotyledon","(Hook. & Arn.) Speg.",NA,"Jardim, JG","Parnamirim",NA,NA,"17237","auto","2010","05",NA,NA,NA,NA,NA
"164","2019-11-08 08:52:02-03","FURB","FURB","755","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","72988","2002","05","16",NA,"Brasil","Rodovia Bodoquena a Morraria do Sul.",NA,NA,NA,"FURB01628","-56.7150001525879","-20.5386009216309",NA,NA,NA,"Mato Grosso do Sul",NA,NA,"(Hook. & Arn.) Speg.","FURB01628","Ribas, OS","Bodoquena",NA,NA,"47684","auto","2003",NA,NA,NA,NA,NA,NA
"165","2021-03-16 17:52:03-03","UCS","HUCS","12483","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Ribas, O.S.","2456","1998","02","03",NA,"Brasil",NA,NA,NA,"Arbusto, 2m, flor vermelha.; Campo serrado",NA,"-56.5210990905762","-22.1089000701904",NA,NA,NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,"Hatschbach, G.","Bela Vista",NA,NA,"66197","auto","1998",NA,NA,NA,NA,NA,NA
"166","2021-03-16 17:52:03-03","UCS","HUCS","5525","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","51994","1988","05","14",NA,"Brasil",NA,NA,NA,"Arbusto, 2m.; Campo serrado",NA,"-44.9418983459473","-17.3449993133545",NA,NA,NA,"Minas Gerais","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,"Hatschbach, G.","Pirapora",NA,NA,"25004","auto","1988",NA,NA,NA,NA,NA,NA
"167","2021-03-16 17:52:03-03","UCS","HUCS","25602","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","72988","2002","05","16",NA,"Brasil","Rodovia Bodoquena a Morraria do Sul",NA,NA,"Arbusto, 2.5m, estames com base alva e ápice rosado.; encosta do morro, solo calcárico",NA,"-56.7150001525879","-20.5386009216309",NA,NA,NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,"Ribas, O.S.","Bodoquena",NA,NA,"47684","auto","2003",NA,NA,NA,NA,NA,NA
"168","2021-03-16 17:52:03-03","UCS","HUCS","21993","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","74549","2003","03","11",NA,"Brasil","Rodovia Bonito",NA,NA,"Arbusto, 1m.; Cerrado",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,"Hatschbach, G.","Bonito",NA,NA,"71352","auto","2003",NA,NA,NA,NA,NA,NA
"169","2021-03-16 17:52:03-03","UCS","HUCS","25396","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","73200","2002","05","20",NA,"Brasil","Rodovia Bonito a Baía das Garças",NA,NA,"Arbusto, 3m, flor alva, ápice purpúreo.; Cerrado, Solo rochoso",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,"Mato Grosso do Sul","Angiospermae","Fabales","(Hook. & Arn.) Speg.",NA,"Ribas, O.S.","Bonito",NA,NA,"71352","auto","2003",NA,NA,NA,NA,NA,NA
"170","2013-04-01 09:15:35-03","IPT","BCTW","12732","S","Plantae",NA,"Calliandra","parvifolia","Calliandra parvifolia",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Norte","Magnoliophyta",NA,"(Hook. & Arn.) Speg.",NA,"L.B. Simth",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"171","2021-03-21 19:34:47-03","UFC","EAC","11081","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.; Matos, F.J.A.","EAC11081","1982","01","14","Southern America","Brasil","Chapada da Ibiapaba, Cocalzinho",NA,NA,"Arbusto.; Carrasco","EAC0011081","-41.0922012329102","-3.56222009658813",NA,NA,NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0011081","Barneby, R.","Viçosa do Ceará",NA,NA,"34051","auto","1993","02","05",NA,NA,NA,NA
"172","2021-03-21 19:34:47-03","UFC","EAC","8208","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.; Matos, F.J.A.","EAC8208","1980","03","05","Southern America","Brasil","Chapada da Ibiapaba, Cocalzinho",NA,NA,"Arbusto.; Carrasco","EAC0008208","-41.0922012329102","-3.56222009658813",NA,NA,NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0008208","Barneby, R.","Viçosa do Ceará",NA,NA,"34051","auto","1993","02","05",NA,NA,NA,NA
"173","2021-03-21 19:34:47-03","UFC","EAC","9691","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.; Matos, F.J.A.","EAC9691","1981","02","15","Southern America","Brasil","Cocalzinho, Chapada da Ibiapaba",NA,NA,"Arbusto.; Carrasco","EAC0009691","-41.0922012329102","-3.56222009658813",NA,NA,NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0009691","Barneby, R.","Viçosa do Ceará",NA,NA,"34051","auto","1993","02","05",NA,NA,NA,NA
"174","2021-03-21 19:34:47-03","UFC","EAC","14871","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.; Figueiredo, M.A.","EAC14871","1987","01","05","Southern America","Brasil","Cocalzinho, Chapada da Ibiapaba, Chapada da Ibiapaba.",NA,NA,"Arbusto., flor avermelhada; Carrasco","EAC0014871","-41.0922012329102","-3.56222009658813",NA,NA,NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0014871","Fernandes, A.; Nunes, E.","Viçosa do Ceará",NA,NA,"34051","auto","1993","03","05",NA,NA,NA,NA
"175","2021-03-21 19:34:47-03","UFC","EAC","8187","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.","EAC8187","1980","02","29","Southern America","Brasil","Sete Cidades",NA,NA,"Subarbusto.","EAC0008187","-41.7092018127441","-3.92806005477905",NA,NA,NA,"Piauí","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0008187","Fernandes, A.; Nunes, E.","Piracuruca",NA,NA,"41625","auto","1993","03","05",NA,NA,NA,NA
"176","2021-03-21 19:34:47-03","UFC","EAC","42066","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Lima, J.R.","228","2007","09","21","Southern America","Brasil","Mata assombrada, Sítio São Paulo- estrada para cachoeira. Elev.: 600 m.",NA,NA,"Árvore.; Topo","EAC0042066","-38.95","-4.300833","-38.95","-4.300833",NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0042066","Lima, J.R.","Pacoti","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-21 19:34:47-03","UFC","EAC","8620","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Martins, P.; Nunes, E.","s.n.","1980","05","14","Southern America","Brasil","Sítio Brejo",NA,NA,"Subarbusto.; Mata","EAC0008620","-39.0449981689453","-4.41833019256592",NA,NA,NA,"Ceará","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0008620","Barneby, R.","Aratuba",NA,NA,"11686","auto","1993","02","05",NA,NA,NA,NA
"178","2021-03-21 19:34:47-03","UFC","EAC","6929","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Martins, P.; Nunes, E.; Castro, A.J.","s.n.","1979","09","17","Southern America","Brasil","BR 101, a 5 km da zona urbana",NA,NA,"Arbusto.; Mata","EAC0006929","-35.1260986328125","-6.83861017227173",NA,NA,NA,"Paraíba","Dicotyledon",NA,"(Hook. & Arn.) Speg.","EAC0006929","Fernandes, A.; Nunes, E.","Mamanguape",NA,NA,"36853","auto","1993","03","05",NA,NA,NA,NA
"179","2020-12-21 16:25:35-03","MBM","MBM","220137","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Camargo, L. de","22",NA,NA,NA,"Southern America","Brazil","Sete Quedas",NA,NA,NA,"MBM220137","-54.2557983398438","-24.0799999237061",NA,NA,NA,"Paraná",NA,NA,"Benth.",NA,"Cowan, R.S.","Guaíra",NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:25:35-03","MBM","MBM","220138","PreservedSpecimen","Plantae","Fabaceae","Calliandra","bicolor","Calliandra bicolor","Hatschbach, G.","6369",NA,NA,NA,"Southern America","Brazil","Rio Tibagi",NA,NA,NA,"MBM220138","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Paraná",NA,NA,"Benth.",NA,"Cowan, R.S.","Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:25:37-03","MBM","MBM","83350","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Lewis, G.P.; et al.; et al.","958",NA,NA,NA,"Southern America","Brazil","Mucugezinho, km 220",NA,NA,NA,"MBM083350","-41.3899993896484","-12.563099861145",NA,NA,NA,"Bahia",NA,NA,"(Hook. & Arn.) Speg.","MBM083350","Souza, E.R. de","Lençóis",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:25:37-03","MBM","MBM","100565","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Noblick, L.R.; Pinto, A.; Pinto, A.","2841",NA,NA,NA,"Southern America","Brazil","Mucugezinho",NA,NA,NA,"MBM100565","-41.5588989257812","-12.5289001464844",NA,NA,NA,"Bahia",NA,NA,"(Hook. & Arn.) Speg.","MBM100565","Souza, E.R. de","Palmeiras",NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:25:37-03","MBM","MBM","32107","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G.","35008",NA,NA,NA,"Southern America","Brazil","Rod. BR-364, Córrego Alegre",NA,NA,NA,"MBM032107","-52.5511016845703","-17.5694007873535",NA,NA,NA,"Goiás",NA,NA,"(Hook. & Arn.) Speg.","MBM032107","Hatschbach, G.","Mineiros",NA,NA,"100343","auto",NA,NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:25:37-03","MBM","MBM","244508","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Souza, V.C.; et al.; et al.","15009",NA,NA,NA,"Southern America","Brazil","Estrada nova Xavantina - Barra do Garças",NA,NA,NA,"MBM244508","-52.2566986083984","-15.8900003433228",NA,NA,NA,"Mato Grosso",NA,NA,"(Hook. & Arn.) Speg.","MBM244508","Souza, V.C.","Barra do Garças",NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA
