"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"20","2020-01-27 17:29:03-03","UTFPR","HCF","30219","S","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","M.L. Brotto",NA,"M.L. Brotto","2773","2018","09","11",NA,"Brasil","SP","Rodovia BR-478",NA,"árvore com 17 m de altura. Flores brancas, odoríferas.",NA,NA,"Tapiraí","-47.583889","-24.055","468","468","2018","09","19","47°35'02 W","24°03'18 S",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:30:59-03","MBM","MBM","392161","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1766","2014","08","27","Southern America","Brazil","Paraná","Parque Estadual das Lauráceas",NA,"Árvore de 16m; flores brancas.; Floresta Ombrófila Densa Montana.","MBM392161","MBM392161","Adrianópolis","-48.716833","-24.860333","950","950","2014","09","09","-48.716833","-24.860333",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:30:59-03","MBM","MBM","392178","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1783","2014","08","28","Southern America","Brazil","Paraná","Parque Estadual das Lauráceas, próximo à estrada",NA,"Árvore de 18m; flores brancas.; Floresta Ombrófila Densa Montana.","MBM392178","MBM392178","Adrianópolis","-48.695139","-24.852778","883","883","2014","09","09","-48.695139","-24.852778",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:30:59-03","MBM","MBM","406322","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2325","2016","09","03","Southern America","Brazil","São Paulo","Rodovia BR-116, na margem",NA,"Árvore com 15 m de altura; flores brancas com odor agradável intenso.; Floresta Ombrófila Densa Submontana.","MBM406322","MBM406322","Cajati","-48.230833","-24.890833","564","564","2016","09","14","-48.230833","-24.890833",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:30:59-03","MBM","MBM","406755","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9452A","2016","09","27","Southern America","Brazil","Paraná","Parque Estadual das Lauráceas",NA,"Árvore com 23 m de altura; flores de cor branca com odor agradável.; Floresta Ombrófila Densa Montana.","MBM406755","MBM406755","Adrianópolis","-48.641111","-24.818889","736","736","2016","11","22","-48.641111","-24.818889",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:30:59-03","MBM","MBM","413991","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Felitto, G.; Bonaldi, R.A.; Daniel, V.A.; Dutra, M.M.; Bonaldi, R.A.; Daniel, V.A.; Dutra, M.M.","1045","2016","09","27","Southern America","Brazil","Paraná","Linha Férrea RUMO-ALL, Trecho Banhado-Véu da Noiva",NA,"Árvore, 14m, flores cremes-alvas.; Ecótone de Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM413991",NA,"Quatro Barras","-48.965278","-25.423333","776","776","2018","08","09","-48.965278","-25.423333",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:30:59-03","MBM","MBM","414637","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Brotto, M.L.; Barboza, E.; Vaz, J.; Barboza, E.; Vaz, J.","2773","2018","09","11","Southern America","Brazil","São Paulo","Rodovia BR-478",NA,"Árvore com 17 m de altura; flores brancas, odoríferas.; Floresta Ombrófila Densa Montana.","MBM414637","MBM414637","Tapiraí","-47.583889","-24.055","468","468","2018","09","19","-47.583889","-24.055",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:30:59-03","MBM","MBM","429914","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Brotto, M.L.",NA,"Brotto, M.L.; Antoniuk-Bonato, R.G.; Antoniuk-Bonato, R.G.","3889","2020","07","11","Southern America","Brazil","Paraná","Serra do Mar, próximo ao viaduto sobre o rio Caruru, rodovia BR-277",NA,"Árvore com 17 m de altura; flores brancas.; Floresta Ombrófila Densa Montana.","MBM429914",NA,"Morretes","-48.888889","-25.591389","700","700","2020","07","11","-48.888889","-25.591389",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:30:59-03","MBM","MBM","102652","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Rohwer, J.",NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","96","1985","08","15","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,NA,"MBM102652","MBM102652","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"29","2020-12-21 16:30:59-03","MBM","MBM","12132","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Zanon, M.M.F.",NA,"Koczicki, C.","233A","1969","08","12","Southern America","Brazil","Paraná","Serra Capivari Grande",NA,"Árvore 10m, flor alvescente. Mata do vale entre morros.","MBM012132","MBM012132","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","1100","1100","2007","03",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"30","2020-12-21 16:30:59-03","MBM","MBM","23234","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Baitello, J.B.",NA,"Hatschbach, G.","8063","1961","07","22","Southern America","Brazil","Paraná","Pedra Branca de Araraquara",NA,NA,"MBM023234","MBM023234","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"31","2020-12-21 16:30:59-03","MBM","MBM","8867","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Baitello, J.B.",NA,"Hatschbach, G.","19577","1968","08","08","Southern America","Brazil","Paraná","Rio Sagrado de Cima",NA,NA,"MBM008867","MBM008867","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"32","2020-12-21 16:30:59-03","MBM","MBM","118461","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Werff, H. van der",NA,"R.; Manosso, A.; et al.; Manosso, A.; et al.","2939","1987","08","18","Southern America","Brazil","Paraná","Véu de Noiva",NA,NA,"MBM118461","MBM118461","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"33","2020-12-21 16:30:59-03","MBM","MBM","108602","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Werff, H. van der",NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","300","1986","07","10","Southern America","Brazil","Paraná","Véu de Noiva",NA,NA,"MBM108602","MBM108602","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"34","2020-12-21 16:30:59-03","MBM","MBM","23239","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Zanon, M.M.F.",NA,"Hatschbach, G.","336",NA,NA,NA,"Southern America","Brazil","Paraná","Anhaia",NA,"Árvore 6m, flor branca, as margens de rio","MBM023239","MBM023239","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2007","03",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"35","2020-12-21 16:30:59-03","MBM","MBM","310351","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Werff, H. van der",NA,"Silva, J.M.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR 277, Rio do Padre",NA,"Árvore, 15m. Floresta atlântica","MBM310351","MBM310351","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"36","2020-12-21 16:30:59-03","MBM","MBM","102648","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Cor-Teixeira","Rohwer, J.",NA,"Cordeiro, J.","117","1985","08","21","Southern America","Brazil","Paraná","Véu de Noiva",NA,NA,"MBM102648","MBM102648","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"37","2015-09-28 23:36:19-03","MNHN","RECOLNAT_MNHN_P","P00711045","PreservedSpecimen",NA,NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,"isotype","Dusén, P.",NA,"1910","9","1",NA,"Brésil",NA,"Parana : Ypiranga","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00711045' target='other'> <mi>dwc_moreinfo</mi></a>","P00711045","P00711045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10161",NA,NA
"38","2015-09-03 19:05:22-03","MNHN","RECOLNAT_MNHN_P","P01955415","PreservedSpecimen",NA,NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,NA,"Jonsson, G.",NA,"1914","7","14",NA,"Brasil","Paraná","Serra do Mar, Cadeado","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01955415' target='other'> <mi>dwc_moreinfo</mi></a>","P01955415","P01955415_01",NA,NA,NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"677 a",NA,NA
"39","2021-02-11 17:19:20-03","UFPR","UPCB","67037","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","Brotto, M.L.",NA,"Brotto, M.L. et al.","367","2009","08","11",NA,"Brasil","Paraná","Serra do Ibitiraquire.",NA,"Árvore de 10 m de alt., flores alvas, odoríferas. Floresta Ombrófila Densa Submontana..",NA,NA,"Antonina","-48.780556","-25.229722","450","450","2016","07","07","-48.780556","-25.229722",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:20-03","UFPR","UPCB","5275","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","B.Coe-Teixeira","Zanon, M.M.F.",NA,"Hatschbach, G.","8063","1961","07","22",NA,"Brasil","Paraná","Pedra Branca de Araraquara",NA,"Árvore, 6m, flor alva. Mata higrófila..",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"2007","03",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"41","2021-02-11 17:19:20-03","UFPR","UPCB","19264","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","B.Coe-Teixeira","Rohwer, J.G.",NA,"Cordeiro, J.","96","1985","08","15",NA,"Brasil","Paraná","Serra Capivari Grande",NA,"Árvore, 8m, flor alvescente. Mata pluvial, encosta de morro..",NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1987","01","01",NA,NA,NA,NA,"55154","auto",NA,NA,NA
"42","2021-02-11 17:19:20-03","UFPR","UPCB","16498","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","B.Coe-Teixeira","Van der Werf, H.",NA,"Cordeiro, J.","300","1986","07","10",NA,"Brasil","Paraná","Véu de Noiva",NA,"Árvore, 7m, flor alva. Mata..",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,"1987","01","01",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1814954","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","J.G. Rohwer",NA,"J. Cordeiro","Cordeiro 300","1986","7","10","South America","Brazil","Paraná","Véu de Noiva (mun. Morretes). Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1806889","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,"Isotype","Per Dusén","Dusén 10161","1910","11","1","South America","Brazil","Paraná","Ypiranga, in silva prim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1814947","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","J.G. Rohwer",NA,"J. Cordeiro","Cordeiro 96","1985","8","15","South America","Brazil","Paraná","Serra Capivari Grande (mun. Campina Grande do Sul). Mata pluvial, encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1814949","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","J.G. Rohwer",NA,"J. Cordeiro","Cordeiro 117","1985","8","21","South America","Brazil","Paraná","Véu de Noiva (mun. Morretes). Mata pluvial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1814952","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","H. van der Werff (MO)",NA,"R. Kummrow","Kummrow 2939","1987","8","18","South America","Brazil","Paraná","Véu de Noiva (mun. Morretes). Mata pluvial da Serra do Mar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1814957","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.","J.G. Rohwer",NA,"C. Koczicki","Koczicki 233","1969","8","12","South America","Brazil","Paraná","Serra Capivari Grande (mun. Campina Grande do Sul). Mata do vale entre morros.",NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2009-07-21 23:34:00-03","MO","MOBOT","2458672","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","paranaensis","Nectandra paranaensis","Coe-Teix.",NA,NA,"Per Dusén","Dusén 10161","1910","9","1","South America","Brazil","Paraná","Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
