"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","maximumElevationInMeters","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude"
"11","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.1084004","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Bosbeheer Suriname (BBS)",NA,"1950","02","16","Southern America","Surinam",NA,"Peninica",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084004","NL-L1084004",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2014",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.1084005","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1954","01","01","Southern America","French Guiana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084005","NL-L1084005",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5390",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.1121221","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Bosbeheer Suriname (BBS)",NA,"1950","02","14","Southern America","Surinam",NA,"Jaffa (Commw.)",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1121221 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1121221","NL-L1121221",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2012",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.1121222","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Bosbeheer Suriname (BBS)",NA,"1950","02","16","Southern America","Surinam",NA,"Peninica",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1121222 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1121222","NL-L1121222",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2014",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.2159036","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1923","11","10","Southern America","Surinam",NA,"Bronsberg, Arbor no. 1082.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159036","NL-L2159036",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.2159037","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1918","03","21","Southern America","Surinam",NA,"Watramiri, Arbor no 1617.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159037","NL-L2159037",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.2159038","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Boschbeheer",NA,"1907","01","01","Southern America","Surinam",NA,"!",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159038","NL-L2159038",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.2159039","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Martin",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159039","NL-L2159039",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.3933158","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1923","11","10","Southern America","Surinam",NA,"Brownsberg.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933158","NL-L3933158",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.3933160","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1916","06","05","Southern America","Surinam",NA,"Wtramiri.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933160","NL-L3933160",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:08:10-03","NBC","NL-BOTANY","L.3933161","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Unknown",NA,"1916","04","24","Southern America","Surinam",NA,"Wtramiri.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933161","NL-L3933161",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1770989","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Sagot PA",NA,NA,NA,NA,"Southern America","French Guiana",NA,"Guyane Francaise. Kiaronang.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1770989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1770989","NL-U1770989",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240378",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1770990","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Sagot PA",NA,NA,NA,NA,"Southern America","French Guiana",NA,"Guyane Francaise. Kiaronang.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1770990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1770990","NL-U1770990",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240377",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1770991","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Fróes RL",NA,"1955","10","10","Southern America","Brazil",NA,"Plantas da Amazonia. Estdado do Pará, Perto de Nóz, beira do Rio Jaracú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1770991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1770991","NL-U1770991",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1770998","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Fróes RL",NA,"1950","10","19","Southern America","Brazil",NA,"Plantas da Amazonia. Rio Oinpoque.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1770998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1770998","NL-U1770998",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771013","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Black GA",NA,"1956","11","06","Southern America","Brazil",NA,"Plantas da Amazonia, Estado do Pará. Estrada BR-14; 15 km ao Sul de Santa Maria.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771013","NL-U1771013",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771014","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke A",NA,"1916","09","05","Southern America","Brazil",NA,"Procedencia in silvis a cino Batica periodice inundatis regione cataractarum Mangahal flour. Tapajag, civ. Pará.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771014","NL-U1771014",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771020","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke A",NA,"1926","08","22","Southern America","Brazil",NA,"Procedencia ad ripas inundatis flum. Anajag (parte occidentali insulae Marajo, civ. Pará).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771020","NL-U1771020",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771021","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Black GA; Foster AS",NA,"1948","10","29","Southern America","Brazil",NA,"Estado: do Pará. Beira do Rio Iribuia, varzea São Miguel do Guamá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771021","NL-U1771021",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771031","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Boschbeheer",NA,"1907","11","01","Southern America","Surinam",NA,"Suriname.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771031","NL-U1771031",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240351",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:08:10-03","NBC","NL-BOTANY","U.1771032","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Boschbeheer",NA,"1907","11","01","Southern America","Surinam",NA,"Suriname.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771032","NL-U1771032",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240350",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771033","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Boschbeheer",NA,"1907","11","01","Southern America","Surinam",NA,"Suriname.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771033","NL-U1771033",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240349",NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771034","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Boschbeheer",NA,"1907","11","01","Southern America","Surinam",NA,"Suriname.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771034","NL-U1771034",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0240348",NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771044","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke A",NA,"1926","08","22","Southern America","Brazil",NA,"Procedencia ad ripas inundatis flum. Anajag (parte occidentali insulae Marajo, civ. Pará).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771044","NL-U1771044",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771046","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Pires JM",NA,"1950","08","20","Southern America","Brazil",NA,"Plantas da Amazonia, Estado do Pará. Belém; varzea de Utinga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771046","NL-U1771046",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771047","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Silva NT",NA,"1948","08","06","Southern America","Brazil",NA,"Plantas da Amazonia, Estado do Pará. Mata do cafezal, Belem.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771047","NL-U1771047",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:08:15-03","NBC","NL-BOTANY","U.1771053","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Fróes RL; Krukoff BA",NA,"1933","01","31","Southern America","Brazil",NA,"'Guariuba.' Road to Gurupy River. State of Maranhaõ: Carutapera Region.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1771053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1771053","NL-U1771053",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:08:15-03","NBC","NL-BOTANY","WAG.1872640","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Lindeman JC",NA,"1953","10","06","Southern America","Surinam",NA,"Flora Surinamensis. Jodensavanne-Mapane kreek area (Suriname R.) in marsh forest along small creek in line 8, block 836.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872640","NL-WAG1872640",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:08:15-03","NBC","NL-BOTANY","WAG.1872641","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Stahel G; Woodherbarium Surinam",NA,"1945","06","01","Southern America","Surinam",NA,"Saramacca R.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1872641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1872641","NL-WAG1872641",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:52:04-02","IPA","IPA","8381","S","Plantae","Plantae",NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Pires, J.M.","2630","1950","08","20","Southern America","Brasil","Pará","várzea do Utinga.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande. Flores roxas.","IPA0008381",NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:43:06-03","UNICAMP","UEC","181714","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Shimizu, GH","Pires, JM; Rodrigues, W; Irvine, GC","51651","1961","10","10",NA,"Brazil","Amapá","Pedra Fina Camp and between Camps 12 and 13.",NA,NA,NA,"Unbuttressed tree 25 m high, 60 cm diam, common along river, flowers blue, vic.","UEC082556","UEC082556",NA,NA,NA,"2015","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-05 16:51:50-03","MNHN","RECOLNAT_MNHN_P","P00287084","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Stafleu","Leblond, J.-B.",NA,NA,NA,NA,NA,"[Guyane française]",NA,"de Cayenne",NA,NA,"hb","Acquis en Novembre 1886 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00287084' target='other'> <mi>dwc_moreinfo</mi></a>","P00287084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-12-04 17:31:47-02","MNHN","RECOLNAT_MNHN_P","P00673988","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.","Stafleu","Martin, J.",NA,NA,NA,NA,NA,"Guiane",NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00673988' target='other'> <mi>dwc_moreinfo</mi></a>","P00673988","P00673988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660100","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke, A.",NA,"1916","9","5",NA,"Brasil","Pará","Rio Tapajoz, Cachoeira do Mangabal",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660100' target='other'> <mi>dwc_moreinfo</mi></a>","P04660100","P04660100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660101","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke, A.",NA,NA,NA,NA,NA,"Brasil","Pará","Rio Tapajós",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660101' target='other'> <mi>dwc_moreinfo</mi></a>","P04660101","P04660101_01",NA,NA,NA,NA,NA,NA,NA,NA,"16455",NA,NA,NA,NA,NA
"46","2015-09-05 04:35:17-03","MNHN","RECOLNAT_MNHN_P","P04660103","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","coerulea","Qualea coerulea","Aubl.",NA,"Ducke, A.",NA,"1926","8","22",NA,"Brasil","Pará","Silva riparia fluminis Anajaz, parte occidentali insule Marajó.",NA,NA,"hb","Nome vulgar: Pás de mastro <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660103' target='other'> <mi>dwc_moreinfo</mi></a>","P04660103","P04660103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
