"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"97","2020-12-21 16:31:09-03","MBM","MBM","95147","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Wattimo, I. de",NA,NA,NA,"Bresolin, A.","164",NA,NA,NA,"Brazil","Santa Catarina","Garopaba","Siriú","-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,NA,"MBM095147","MBM095147",NA,"Southern America",NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA
"98","2020-12-21 16:31:09-03","MBM","MBM","234477","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Werff, H. van der",NA,NA,NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","2948",NA,NA,NA,"Brazil","São Paulo","Barra do Turvo","Salto Chico Salu","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"MBM234477","MBM234477",NA,"Southern America",NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA
"99","2020-12-21 16:31:09-03","MBM","MBM","41818","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Teixeira, B.C.",NA,NA,NA,"Hoehne, F.C.","29758",NA,NA,NA,"Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM041818","MBM041818",NA,"Southern America",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"100","2020-12-21 16:31:09-03","MBM","MBM","41821","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart. ex Nees) Mez","Gerth, A.",NA,NA,NA,"Gerth, A.","s.n.",NA,NA,NA,"Brazil","São Paulo","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM041821","MBM041821",NA,"Southern America",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"101","2015-09-17 19:34:28-03","MNHN","RECOLNAT_MNHN_P","P00557229","PreservedSpecimen",NA,"Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Sellow",NA,"1889","3","1","Brésil",NA,NA,"Brasil austral",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00557229' target='other'> <mi>dwc_moreinfo</mi></a>","P00557229","P00557229_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"3",NA
"102","2015-09-03 18:57:48-03","MNHN","RECOLNAT_MNHN_P","P01955880","PreservedSpecimen",NA,"Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Glaziou, A.",NA,"1888","3","8","Brasil","Rio de Janeiro",NA,"Brésil. Rio Jan. Serra dos Orgãos",NA,NA,NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01955880' target='other'> <mi>dwc_moreinfo</mi></a>","P01955880","P01955880_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"19774 a",NA
"103","2015-09-03 18:57:48-03","MNHN","RECOLNAT_MNHN_P","P01955881","PreservedSpecimen",NA,"Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Gaudichaud",NA,"1833","1","1","Brasil",NA,NA,"Brésil. Province de San-Paolo.",NA,NA,NA,NA,NA,NA,"Herbier Impérial du Brésil Nº80. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01955881' target='other'> <mi>dwc_moreinfo</mi></a>","P01955881","P01955881_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"80",NA
"104","2015-09-03 18:57:48-03","MNHN","RECOLNAT_MNHN_P","P01955882","PreservedSpecimen",NA,"Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Hoehne, F.C.",NA,"1928","6","22","Brasil","São Paulo",NA,"Butantan",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01955882' target='other'> <mi>dwc_moreinfo</mi></a>","P01955882","P01955882_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"3365",NA
"105","2015-09-03 18:57:48-03","MNHN","RECOLNAT_MNHN_P","P01955883","PreservedSpecimen",NA,"Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Riedel",NA,"1832","1","1","Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01955883' target='other'> <mi>dwc_moreinfo</mi></a>","P01955883","P01955883_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2011-06-27 08:43:00-03","MO","MOBOT","3139650","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-09-20 09:19:00-03","MO","MOBOT","101155397","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","I. Vattimo",NA,NA,NA,"Pessoal do Horto Florestal","Pessoal do Horto Florestal s.n.","1927","5","26","Brazil","Rio de Janeiro",NA,"Rio de Janeiro, mata do horto floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"108","2018-06-22 05:25:00-03","MO","MOBOT","1460410","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","H. van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz","Reitz 1261","1944","4","12","Brazil","Santa Catarina",NA,"Sombrio, Aruranguá.",NA,NA,NA,NA,"15.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","1460420","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","H. van der Werff (MO)",NA,NA,NA,"J.M. Silva|L.M. Abe","Silva 2848","1999","1","15","Brazil","São Paulo",NA,"Salto Chico Salu (Mun. Barra do Turvo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-03-27 04:38:00-03","MO","MOBOT","1460426","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","João B. Baitello, 08-VIII-",NA,NA,NA,"Goes, D.|et al.","Goes 204108","1978","1","5","Brazil","São Paulo",NA,"São Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botanico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2009-11-10 18:23:00-02","MO","MOBOT","1460435","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","O. Handro, IV/",NA,NA,NA,"Oswaldo Handro","Handro 2306","1982","4","25","Brazil","São Paulo",NA,"São Paulo, Agua Funda, nativa no Jardim Botânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","1460908","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","J.B. Baitello, 03-VIII-",NA,NA,NA,"WANDERLEY","WANDERLEY 106","1976","12","15","Brazil","São Paulo",NA,"São Paulo, Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2018-06-22 05:25:00-03","MO","MOBOT","1460912","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","H. van der Werff (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 934","1953","8","12","Brazil","Santa Catarina",NA,"Azambuja, Brusque.","-49.21666","-28.5",NA,NA,"80.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2018-06-22 05:25:00-03","MO","MOBOT","2458942","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 934",NA,NA,NA,"Brazil","Santa Catarina",NA,"Brusque. Azambuja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2009-07-01 16:15:00-03","MO","MOBOT","3140122","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Anonymous","Anonymous 136978","1927","5","26","Brazil","Rio de Janeiro",NA,"Rio de Janeiro,Mata do horto florestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2018-06-22 05:25:00-03","MO","MOBOT","3140562","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Pe. Raulino Reitz","Reitz 463","1944","12","14","Brazil",NA,NA,"Sombrio, Aruranguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","54989","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Henk van der Werff",NA,NA,NA,"Alwyn H. Gentry|Elsa M. Zardini","Gentry 49239","1985","1","5","Brazil","São Paulo",NA,"Forest at camping facility, Represa Atabainha Lake, ca. 21 km W of Igaratá off Dom Pedro highway between Campinas and Jacarei.","-46.08333","-23.41666",NA,NA,"700.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"85-6","5"
"118","2021-01-10 20:48:29-03","INPA","INPA","250406","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez",NA,NA,NA,NA,"Eiten, G","?8090D","1968","01","17","Brasil","São Paulo","São Paulo","Parque do Estado, grounds of the Instituto de Botânica. Ca. 10Km S. of center of São Paulo. Alt. 780m","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"INPA0250406","INPA0250406 INPA0250406_e",NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales","53584","auto",NA,NA,NA,NA
"119","2020-08-31 09:11:30-03","INPA","INPA","203558","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Werff, HH van der","1999",NA,NA,"Silva, JM da","2848","1999","01","15","Brasil","São Paulo","Barra do Turvo","Salto Chico Salu.","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"INPA0203558","INPA0203558 INPA0203558_e",NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales","38172","auto",NA,NA,NA,NA
"120","2021-01-09 21:48:35-03","UNICENTRO","HUCO","3824","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Sobral, M.","2009","07","17","Dreveck, S.; et al.; et al.","838","2009","04","21","Brasil","Santa Catarina","Alfredo Wagner","Lomba Alta","-49.3335990905762","-27.7003002166748",NA,NA,NA,NA,"Florística IFFSC 279, FURB 13516; Arbustivo, 5 metros, flor branca com odor adocicado, estádio inicial; DESC: Arbustivo, 5 metros, flor branca com odor adocicado, estádio inicial",NA,NA,NA,NA,NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA
"121","2021-01-09 21:48:35-03","UNICENTRO","HUCO","5302","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Sobral","2010",NA,NA,"Stival- Santos","1632","2010","02","01","Brasil","Santa Catarina","Angelina",NA,"-48.9852981567383","-27.5685997009277",NA,NA,NA,NA,"FURB 30009; Arvoreta; FOD; HABITAT: FOD; DESC: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,"25961","auto",NA,NA,NA,NA
"122","2017-11-24 14:11:10-02","UFLA","ESAL","18809","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Eduardo Van den Berg",NA,NA,NA,"Van den Berg, E","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","rio das antas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"árvore; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","2570629","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","4099","1959","1","16","Brazil","Santa Catarina","Urussanga","Pinhal da Companhia, Lauro Müller-Uruçanga","-49.32080078125","-28.5177993774414",NA,NA,"300",NA,NA,"US01349822","US01349822_01",NA,"South America",NA,NA,NA,"Laurales","14548","auto","Dicotyledonae",NA,NA,"1"
"124","2020-09-12 05:00:02-03","US","US","2820234","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","934","1953","8","12","Brazil","Santa Catarina","Pedras Grandes",NA,"-49.185001373291","-28.4358005523682",NA,NA,"80",NA,NA,"US01349823","US01349823_01",NA,"South America",NA,NA,NA,"Laurales","18125","auto","Dicotyledonae",NA,NA,"1"
"125","2020-09-12 05:00:02-03","US","US","1903130","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"B. J. Pickel","1840","1943","4","20","Brazil","São Paulo",NA,"Fazenda Parataí, near the river Parataí",NA,NA,NA,NA,NA,NA,NA,"US01349824","US01349824_01",NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,"Dicotyledonae",NA,NA,"1"
"126","2020-09-12 05:00:02-03","US","US","2687840","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"G. Eiten","8090-D","1968","1","17","Brazil","São Paulo","São Paulo","Grounds of the Instituto de Botânica, 10 km south of center of city of São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01349821","US01349821_01",NA,"South America - Neotropics",NA,NA,NA,"Laurales","53584","auto","Dicotyledonae",NA,NA,"1"
"127","2020-09-12 05:00:02-03","US","US","2931647","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"G. Hatschbach","23359","1970","1","18","Brazil","Paraná","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,"200",NA,NA,"US01349820","US01349820_01",NA,"South America",NA,NA,NA,"Laurales","41937","auto","Dicotyledonae",NA,NA,"1"
"128","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"L. Riedel","s.n.","1905","1","5","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,"Dicotyledonae",NA,NA,"1"
"129","2020-09-12 05:00:02-03","US","US","USw36215","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"Collector unknown","HBR 25532",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Laurales",NA,NA,"Dicotyledonae",NA,NA,"1"
"130","2020-09-12 05:00:02-03","US","US","1543165","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"F. C. Hoehne","27195","1931","2","3","Brazil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01349825","US01349825_01",NA,"South America - Neotropics",NA,NA,NA,"Laurales","53584","auto","Dicotyledonae",NA,NA,"1"
"131","2020-09-12 05:00:02-03","US","US","3380768","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"M. G. L. Wanderley, L. Noffs & J. H. Nascimento","122","1978","1","13","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 6: planta no. 152A","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Sample and leaf fragment removed. Dr. Kuhn University of Connecticut May 2014","US01349819","US01349819_01",NA,"South America - Neotropics",NA,NA,NA,"Laurales","53584","auto","Dicotyledonae",NA,NA,"1"
"132","2020-09-12 05:00:02-03","US","US","3380748","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"O. Handro","2306","1982","4","25","Brazil","São Paulo","São Paulo","Água Funda, nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01349818","US01349818_01",NA,"South America - Neotropics",NA,NA,NA,"Laurales","53584","auto","Dicotyledonae",NA,NA,"1"
"133","2019-11-13 11:21:11-03","USP","SPF","117937","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Garcia, RJF","318","1993","01","15","Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056","-46.7725","-23.663056",NA,NA,NA,"SPF00117937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:21:11-03","USP","SPF","163637","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Almeida, VC","154","1995","01",NA,"Brasil","Minas Gerais","Lima Duarte","Fazenda da Serra.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"SPF00163637",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"135","2019-11-13 11:21:11-03","USP","SPF","30295","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Hatschbach, G","23359","1970","01","18","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"SPF00030295",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"136","2019-11-13 11:21:11-03","USP","SPF","101115","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Bernacci, LC","1291","1995","03","16","Brasil","São Paulo","Monte Alegre do Sul","Estação Experimental do IAC","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,NA,"SPF00101115",NA,NA,NA,NA,NA,NA,NA,"11114","auto",NA,NA,NA,NA
"137","2019-11-13 11:21:11-03","USP","SPF","170517","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2005","02",NA,"Assis, LCS","1096","2005","02","15","Brasil","São Paulo","São Paulo","Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00170517",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"138","2019-11-13 11:21:11-03","USP","SPF","83061","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Mattos, J","8890","1961","04","18","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00083061",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"139","2019-11-13 11:21:11-03","USP","SPF","48774","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Assis, LCS","2009","10",NA,"Handro, O","2306","1982","04","25","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00048774",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"140","2020-01-14 12:01:43-03","USP","SPF","231938","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","Mellado, BF","2013","02",NA,"Garcia, RJF","3676","2013","02","01","Brasil","São Paulo","São Paulo","Parque Anhanguera","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00231938",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"141","2021-03-25 13:52:26-03","UNIVILLE","JOI","11952","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","M. Sobral","2010","08","15","A. Stival-Santos","1632","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.049444","-27.630278","49º2'58''W","27º37'49''S","590","590","; HABITAT: beira de estrada; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa e Floresta Ombrófila Mista","JOI011952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-07 09:23:02-03","UEFS","HUEFS","232086","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees & Mart.) Mez","M.L.Brotto","2017","01",NA,"Brotto, M.L.","2368","2016","12","19","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, topo do morro.","-48.293056","-25.1575","48W17'35''","25S9'27''","330","330","Floresta Ombrófila Densa Submontana.","HUEFS0232086","HUEFS0232086",NA,NA,NA,NA,"Angiospermae","Laurales",NA,NA,"Magnolianae",NA,NA,NA
"143","2015-03-07 08:33:56-03","F","FMNH-SEEDPLANTS","V0167801F","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0167801F","V0167801F_01",NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"144","2015-03-07 08:33:56-03","F","FMNH-SEEDPLANTS","V0167802F","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0167802F","V0167802F_01",NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"145","2019-09-04 18:47:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","lanata","Oreodaphne lanata",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","South America",NA,NA,"Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"146","2019-01-23 11:06:14-02","F","FMNH-SEEDPLANTS","V0061698F","PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","lanata","Oreodaphne lanata",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0061698F","V0061698F_01","Isotype","South America",NA,NA,"Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"147","2019-01-25 15:35:13-02","IAC","IAC","27025","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees) Mez","J.B. Baitello","1998","03","26","J.C. Novaes","s/nº",NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-01-25 15:41:52-02","IAC","IAC","30157","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees) Mez","P.L.R. Moraes","2011","06","16","L.C. Bernacci; P.R.P. Andrade; O. Camargo & R. Belinelo","1291","1995","03","16","Brasil","São Paulo","Monte Alegre do Sul","IAC, Estação Experimental","-46.668492","-22.694886","-46.668492","-22.694886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-01-25 15:41:52-02","IAC","IAC","54468","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees) Mez","F.M. Alves","2012","04","10","G. Eiten","8090","1968","01","17","Brasil","São Paulo","São Paulo","Parque do Estado, grounds of the Instituto de Botânica; ca. de 10km do centro de São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-07-23 12:09:39-03","CEPLAC","CEPEC","75680","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,"J. B. Baitello",NA,NA,NA,"M. das G. L. Wanderley","122","1978","01","13","Brasil","São Paulo","SÃO PAULO","Parque Estadual das Fontes do Ipiranga. Jardim Botanico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,"08/08/1986",NA,NA
"151","2013-02-07 10:18:44-02","UMC","HUMC","517","S","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata",NA,NA,NA,NA,NA,"Sakagushi, R.T.","10","2003","04","08","Brazil","São Paulo","Mogi das Cruzes","APA do Rio Tietê César de Sousa","-46.1883","-23.5228",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"152","2020-09-22 13:48:40-03","USP","SPFW","1009","PreservedSpecimen","Plantae","Lauraceae","Ocotea","lanata","Ocotea lanata","(Nees;Mart.) Mez","I. Vattimo 1961",NA,NA,NA,"Reitz ;Klein","4099","1959","01","16","Brasil","Santa Catarina","Lauro Müller - Uruçanga",NA,NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
