NAME,F_CLASS,F_DESIG,ADM1,ADM2,string_check,mpo_check
Vila Vargas,P,PPL,SAO PAULO,Castilho,vilavargas,castilho
Vila Sena,P,PPL,SAO PAULO,Sebastianopolis,vilasena,sebastianopolis
Vilas Boas,P,PPL,MINAS GERAIS,SAO TOMAS DE AQU,vilasboas,saotomasdeaqu
Ruinas de Vila Rica,S,RUIN,PARANA,Fenix,ruinasdevilarica,fenix
Vila Progresso,P,PPL,PARANA,Centenario do Su,vilaprogresso,centenariodosu
Vila Palmeira,P,PPL,PARANA,Ponta Grossa,vilapalmeira,pontagrossa
Vila Olinda,P,PPL,SAO PAULO,Pompeia,vilaolinda,pompeia
Vila Nova Laranjeiras,P,PPL,PARANA,Laranjeiras do S,vilanovalaranjeiras,laranjeirasdos
Vila Novais,P,PPL,SAO PAULO,Tabapua,vilanovais,tabapua
Vila Nova,P,PPL,SAO PAULO,Iguape,vilanova,iguape
Vila Nova,P,PPL,PARANA,Primeiro De Maio,vilanova,primeirodemaio
Vila Nova,P,PPL,SAO PAULO,Piracicaba,vilanova,piracicaba
Vila Nordestina,P,PPL,SAO PAULO,Castilho,vilanordestina,castilho
Vila Monteiro,P,PPL,SAO PAULO,Alvares Florence,vilamonteiro,alvaresflorence
Estaeao Vila Matilde,S,RSTN,SAO PAULO,Aquera,estaeaovilamatilde,aquera
Vila Matias,P,PPLX,SAO PAULO,Sao vicente,vilamatias,saovicente
Estaeao Vila Mathilde,S,RSTN,SAO PAULO,Aquera,estaeaovilamathilde,aquera
Vila Massenia,P,PPL,SAO PAULO,Sebastianopolis,vilamassenia,sebastianopolis
Vila Martins,P,PPL,SAO PAULO,Martinopolis,vilamartins,martinopolis
Vila Mariana,P,PPL,SAO PAULO,Sao Paulo,vilamariana,saopaulo
Vila Maria,P,PPLX,SAO PAULO,Sao Paulo,vilamaria,saopaulo
Vila Macuco,P,PPLX,,,vilamacuco,
Vila Lurdes,P,PPL,SAO PAULO,Turiuba,vilalurdes,turiuba
Vila Leuza,P,PPL,SAO PAULO,Nipoa,vilaleuza,nipoa
Vila Guaira,P,PPL,PARANA,Mandaguacu,vilaguaira,mandaguacu
Vila Guai,P,PPL,PARANA,Ibaiti,vilaguai,ibaiti
Vila Gopouva,P,PPLX,SAO PAULO,Guarulhos,vilagopouva,guarulhos
Vila Ghandi,P,PPL,PARANA,Primeiro De Maio,vilaghandi,primeirodemaio
Vila Gestal,P,PPL,SAO PAULO,Riolandia,vilagestal,riolandia
Vila de Carvalho,P,PPL,SAO PAULO,Votuporanga,viladecarvalho,votuporanga
Vila da Saude,P,PPLX,SAO PAULO,Parelheiros,viladasaude,parelheiros
Vila Couto,P,PPL,SAO PAULO,Alvinlandia,vilacouto,alvinlandia
Vila Costina,S,RSTN,SAO PAULO,Itobi,vilacostina,itobi
Vila Costina,P,PPL,MINAS GERAIS,PAINS,vilacostina,pains
Vila Costa,P,PPL,SAO PAULO,Neves Paulista,vilacosta,nevespaulista
Vila Conrado,P,PPL,SAO PAULO,S. Joao Da Boa V,vilaconrado,sjoaodaboav
Vila Castilho,P,PPL,SAO PAULO,General Salgado,vilacastilho,generalsalgado
Vila Carvalho,P,PPL,SAO PAULO,Votuporanga,vilacarvalho,votuporanga
Vila Cardoso,P,PPL,SAO PAULO,Itajobi,vilacardoso,itajobi
Vila Cajado,P,PPL,SAO PAULO,Itapolis,vilacajado,itapolis
Vila Bela Vista,P,PPLX,SAO PAULO,Sao Paulo,vilabelavista,saopaulo
Vila Bela do Turvo,P,PPL,MINAS GERAIS,ANDRELANDIA,vilabeladoturvo,andrelandia
Vilabela,P,PPL,SAO PAULO,Ilhabela,vilabela,ilhabela
Vila Batista,P,PPL,SAO PAULO,Itariri,vilabatista,itariri
Vila Barra do Icapara,P,PPL,,,vilabarradoicapara,
Vila Barra de Icapara,P,PPL,,,vilabarradeicapara,
Vila Barbosa,P,PPL,SAO PAULO,Pedregulho,vilabarbosa,pedregulho
Vila Balnearia,S,RSTN,,,vilabalnearia,
Vila Audenia,P,PPL,SAO PAULO,Pompeia,vilaaudenia,pompeia
Vila Atlantica,S,RSTN,,,vilaatlantica,
Vila Anastacio,P,PPLX,SAO PAULO,Sao Paulo,vilaanastacio,saopaulo
Vila Americana,P,PPL,SAO PAULO,Americana,vilaamericana,americana
Vila Alves,P,PPL,SAO PAULO,Cardoso,vilaalves,cardoso
Vila Alice,P,PPL,SAO PAULO,Tabatinga,vilaalice,tabatinga
Vila Alda,P,PPL,SAO PAULO,Pompeia,vilaalda,pompeia
Rio Vigo,H,STM,PARANA,Pitanga,riovigo,pitanga
Vigilato,S,RSTN,MINAS GERAIS,PERDOES,vigilato,perdoes
Morro do Vigia,T,HLL,,,morrodovigia,
Rio Vigas,H,STM,SAO PAULO,Santos,riovigas,santos
Vieiros Bravos,P,PPL,MINAS GERAIS,CAMACHO,vieirosbravos,camacho
Vieiras Bravos,P,PPL,MINAS GERAIS,CAMACHO,vieirasbravos,camacho
Vieiras,P,PPL,MINAS GERAIS,CAMPO BELO,vieiras,campobelo
Vidinha,P,PPL,MINAS GERAIS,POUSO ALTO,vidinha,pousoalto
Vidigai,P,PPL,PARANA,Cianorte,vidigai,cianorte
Videla,P,PPL,SAO PAULO,Sto.Antonio da A,videla,stoantoniodaa
Victorino,P,PPL,MATO GROSSO DO SUL,TRES LAGOAS,victorino,treslagoas
Ilha da Victoria,T,ISL,,,ilhadavictoria,
Victoria,P,PPL,SAO PAULO,Botucatu,victoria,botucatu
Victoria,P,PPL,MINAS GERAIS,SAO JOAO DEL RE,victoria,saojoaodelre
Corrego Vieosa,H,STM,MINAS GERAIS,ITURAMA,corregovieosa,iturama
Vicentopolis,P,PPL,SAO PAULO,Nova Luzitania,vicentopolis,novaluzitania
Vicente Hipolito,P,PPL,MINAS GERAIS,JACUI,vicentehipolito,jacui
Vicente de Carvalho,P,PPL,SAO PAULO,Guaruja,vicentedecarvalho,guaruja
Vicente Carvalhais,S,RSTN,MINAS GERAIS,MONTE SANO DE M,vicentecarvalhais,montesanodem
Vicente Brito,P,PPL,MINAS GERAIS,S.GONC.DO SAPUC,vicentebrito,sgoncdosapuc
Vicentado,P,PPL,SAO PAULO,Piracicaba,vicentado,piracicaba
Vianopolis,S,RSTN,MINAS GERAIS,BETIM,vianopolis,betim
Corrego Vestia,H,STM,MATO GROSSO DO SUL,TRES LAGOAS,corregovestia,treslagoas
Vestia,P,PPL,MATO GROSSO DO SUL,TRES LAGOAS,vestia,treslagoas
Corrego Vestea,H,STM,MATO GROSSO DO SUL,TRES LAGOAS,corregovestea,treslagoas
Vestea,P,PPL,MATO GROSSO DO SUL,TRES LAGOAS,vestea,treslagoas
Ribeirao da Vertente,H,STM,MINAS GERAIS,BAMBUI,ribeiraodavertente,bambui
Verrugas,P,PPL,MINAS GERAIS,CARRANCAS,verrugas,carrancas
Ribeirao Vermelho,H,STM,SAO PAULO,Itaporanga,ribeiraovermelho,itaporanga
Ribeirao Vermelho,H,STM,PARANA,Cons. Mayrinck,ribeiraovermelho,consmayrinck
Ribeirao Vermelho,H,STM,PARANA,RIO PARANAPANEMA,ribeiraovermelho,rioparanapanema
Ribeirao Vermelho,H,STM,PARANA,Porecatu,ribeiraovermelho,porecatu
Ribeirao Vermelho,H,STM,SAO PAULO,Lucianopolis,ribeiraovermelho,lucianopolis
Ribeirao Vermelho,H,STM,SAO PAULO,Guararapes,ribeiraovermelho,guararapes
Morro Vermelho,T,HLL,SAO PAULO,Mogi Mirim,morrovermelho,mogimirim
Vermelho,P,PPL,PARANA,Porecatu,vermelho,porecatu
Serra Vermelha,T,RDGE,PARANA,Cornelio Procopi,serravermelha,cornelioprocopi
Vergel,S,RSTN,SAO PAULO,Pinhal,vergel,pinhal
Rio Verdinho,H,STM,SAO PAULO,Itobi,rioverdinho,itobi
Verde Mar,S,RSTN,,,verdemar,
Rio Verde,H,STM,PARANA,Goio-Ere,rioverde,goioere
Rio Verde,H,STM,SAO PAULO,Fartura,rioverde,fartura
Rio Verde,H,STM,SAO PAULO,Casa Branca,rioverde,casabranca
Rio Verde,H,STM,MINAS GERAIS,TRES PONTAS,rioverde,trespontas
Rio Verde,H,STM,MATO GROSSO DO SUL,BRASILANDIA,rioverde,brasilandia
Rio Verde,H,STM,MINAS GERAIS,SAO FCO DE S.,rioverde,saofcodes
Lagoa Verde,H,LK,MINAS GERAIS,LAGOA DA PRATA,lagoaverde,lagoadaprata
Verava,P,PPLX,SAO PAULO,Ibuina,verava,ibuina
Vera Cruz,P,PPL,SAO PAULO,Vera Cruz,veracruz,veracruz
Vera Cruz,P,PPL,MINAS GERAIS,CONCEICAO DA A.,veracruz,conceicaodaa
Serra Ventania,T,HLL,MINAS GERAIS,ALPINOPOLIS,serraventania,alpinopolis
Ventania,P,PPL,PARANA,Tibaji,ventania,tibaji
Ventania,P,PPL,SAO PAULO,Marilia,ventania,marilia
Ventania,P,PPL,SAO PAULO,Sao Sebastiao Da,ventania,saosebastiaoda
Venerando,S,RSTN,SAO PAULO,Sao Jose Do Rio,venerando,saojosedorio
Venerado,S,RSTN,SAO PAULO,Sao Jose Do Rio,venerado,saojosedorio
Venda Branca,P,PPL,SAO PAULO,Casa Branca,vendabranca,casabranca
Vencesleu-Bras,P,PPL,PARANA,Venceslau Bras,vencesleubras,venceslaubras
Venceslau Braz,P,PPL,PARANA,Venceslau Bras,venceslaubraz,venceslaubras
Venceslau Bras,P,PPL,PARANA,Venceslau Bras,venceslaubras,venceslaubras
Vencaia,P,PPL,PARANA,Santa Mariana,vencaia,santamariana
Venancio,P,PPL,MINAS GERAIS,IGARATINGA,venancio,igaratinga
Rio Velho,H,STM,SAO PAULO,Colombia,riovelho,colombia
Velha de Sao Joao,P,PPL,MINAS GERAIS,ITATIAIUCU,velhadesaojoao,itatiaiucu
Velha,P,PPL,MINAS GERAIS,PARAGUACU,velha,paraguacu
Velha,P,PPL,SAO PAULO,Mococa,velha,mococa
Velha,P,PPL,MINAS GERAIS,ALFENAS,velha,alfenas
Velha,P,PPL,MINAS GERAIS,SAO SEBASTIAO DO,velha,saosebastiaodo
Velha,P,PPL,MINAS GERAIS,PIMENTA,velha,pimenta
Velha,P,PPL,MINAS GERAIS,PAINS,velha,pains
Ribeirao dos Veados,H,STM,SAO PAULO,Angatuba,ribeiraodosveados,angatuba
Ribeirao dos Veados,H,STM,SAO PAULO,Cruzalia,ribeiraodosveados,cruzalia
Ribeirao Veados,H,STM,SAO PAULO,Marilia,ribeiraoveados,marilia
Serra do Veado,T,HLL,SAO PAULO,Piratininga,serradoveado,piratininga
Ribeirao do Veado,H,STM,SAO PAULO,Angatuba,ribeiraodoveado,angatuba
Ribeirao do Veado,H,STM,SAO PAULO,Echapora,ribeiraodoveado,echapora
Ribeirao do Veado,H,STM,SAO PAULO,Mirante Do Paran,ribeiraodoveado,mirantedoparan
Ribeirao do Veado,H,STM,SAO PAULO,Bariri,ribeiraodoveado,bariri
Ribeirao do Veado,H,STM,SAO PAULO,Marilia,ribeiraodoveado,marilia
Ribeirao do Veado,H,STM,SAO PAULO,Pompeia,ribeiraodoveado,pompeia
Ribeirao do Veado,H,STM,SAO PAULO,Pres Epitacio,ribeiraodoveado,presepitacio
Corrego do Veado,H,STM,SAO PAULO,Bariri,corregodoveado,bariri
Corrego do Veado,H,STM,SAO PAULO,Marilia,corregodoveado,marilia
Corrego do Veado,H,STM,SAO PAULO,Rincao,corregodoveado,rincao
Veado,P,PPL,MINAS GERAIS,BOA ESPERANCA,veado,boaesperanca
Veadinho do Porto,P,PPL,SAO PAULO,Riolandia,veadinhodoporto,riolandia
Veadinho,P,PPL,SAO PAULO,Riolandia,veadinho,riolandia
Corrego Veadao,H,STM,SAO PAULO,Estrela D'Oeste,corregoveadao,estreladoeste
Serra dos Vaz,T,HLL,MINAS GERAIS,OURO FINO,serradosvaz,ourofino
Cachoeira do Vau,H,FLLS,MINAS GERAIS,IPUIUNA,cachoeiradovau,ipuiuna
Cachoeira do Vau,H,FLLS,MINAS GERAIS,CAMPO FLORIDO,cachoeiradovau,campoflorido
Vau,P,PPL,PARANA,Reserva,vau,reserva
Vassoural,P,PPL,PARANA,Ibaiti,vassoural,ibaiti
Vassoura,P,PPL,PARANA,Pirai do Sul,vassoura,piraidosul
Varzea Paulista,P,PPL,SAO PAULO,Varzea Paulista,varzeapaulista,varzeapaulista
Varzeao,P,PPL,PARANA,Cerro Azul,varzeao,cerroazul
Varzea,P,PPL,SAO PAULO,Queluz,varzea,queluz
Varpa,P,PPL,SAO PAULO,Tupa,varpa,tupa
Varnhagen,P,PPL,SAO PAULO,Ipero,varnhagen,ipero
Varnhagem,P,PPL,SAO PAULO,Ipero,varnhagem,ipero
Ribeirao Varjao Largo,H,STM,MATO GROSSO DO SUL,A. CLARA,ribeiraovarjaolargo,aclara
Ribeirao do Varjao,H,STM,SAO PAULO,Mairinque,ribeiraodovarjao,mairinque
Varginha,P,PPL,SAO PAULO,Natividade Da Se,varginha,natividadedase
Varginha,P,PPL,SAO PAULO,Braganca Paulist,varginha,bragancapaulist
Varginha,P,PPL,MINAS GERAIS,VIRGINIA,varginha,virginia
Varginha,P,PPL,MINAS GERAIS,NATERCIA,varginha,natercia
Varginha,P,PPL,MINAS GERAIS,VARGINHA,varginha,varginha
Varginha,P,PPL,SAO PAULO,Mococa,varginha,mococa
Varginha,P,PPL,SAO PAULO,Patrocinio Pauli,varginha,patrociniopauli
Vargem Limpa,P,PPL,SAO PAULO,Descalvado,vargemlimpa,descalvado
Vargem Grande do Sul,P,PPL,SAO PAULO,Vargem Grande Do,vargemgrandedosul,vargemgrandedo
Rio Vargem Grande,H,STM,MINAS GERAIS,S.RITA D'SAPUCA,riovargemgrande,sritadsapuca
Vargem Grande,P,PPL,SAO PAULO,Aparecida,vargemgrande,aparecida
Vargem Grande,P,PPL,SAO PAULO,Pinhalzinho,vargemgrande,pinhalzinho
Vargem Grande,P,PPL,RIO DE JANEIRO,RESENDE,vargemgrande,resende
Vargem Grande,P,PPL,SAO PAULO,Vargem Grande Do,vargemgrande,vargemgrandedo
Vargem do Laje,P,PPL,MINAS GERAIS,BAEPENDI,vargemdolaje,baependi
Vargem do Lage,P,PPL,MINAS GERAIS,BAEPENDI,vargemdolage,baependi
Vargem Bonita,P,PPL,MINAS GERAIS,SAO R. DE MINAS,vargembonita,saordeminas
Vargem Alegre,P,PPL,MINAS GERAIS,ALFENAS,vargemalegre,alfenas
Rio da Vargem,H,STM,PARANA,Quinta do Sol,riodavargem,quintadosol
Estaeao Vargem,S,RSTN,SAO PAULO,Braganca Paulist,estaeaovargem,bragancapaulist
Vargem,S,RSTP,MINAS GERAIS,AIURUOCA,vargem,aiuruoca
Vargem,P,PPL,SAO PAULO,Braganca Paulist,vargem,bragancapaulist
Vargem,P,PPL,SAO PAULO,Amparo,vargem,amparo
Vargem,P,PPL,MINAS GERAIS,CANDEIAS,vargem,candeias
Ribeirao Vargeao Largo,H,STM,MATO GROSSO DO SUL,A. CLARA,ribeiraovargeaolargo,aclara
Ribeirao do Varejao,H,STM,SAO PAULO,Mairinque,ribeiraodovarejao,mairinque
Ponta da Varanda,T,PT,,,pontadavaranda,
Varadouro,S,RSTN,MINAS GERAIS,BOM SUCESSO,varadouro,bomsucesso
Varadouro,P,PPL,MINAS GERAIS,SERITINGA,varadouro,seritinga
Varadouro,P,PPL,MINAS GERAIS,SANTANA D'JACAR,varadouro,santanadjacar
Ribeirao do Vaquejador,H,STM,SAO PAULO,Itai,ribeiraodovaquejador,itai
Vangloria,P,PPL,SAO PAULO,Pederneiras,vangloria,pederneiras
Corredeira do Vamicanga,H,RPDS,SAO PAULO,Ibitinga,corredeiradovamicanga,ibitinga
Valparaiso,P,PPL,SAO PAULO,Valparaiso,valparaiso,valparaiso
Vallinhos,P,PPL,PARANA,Texeira Soares,vallinhos,texeirasoares
Vallinhos,P,PPL,SAO PAULO,Valinhos,vallinhos,valinhos
Valinhos,P,PPL,PARANA,Texeira Soares,valinhos,texeirasoares
Valinhos,P,PPL,SAO PAULO,Valinhos,valinhos,valinhos
Valinhos,P,PPL,MINAS GERAIS,CONCEICAO R.VERD,valinhos,conceicaorverd
Corrego do Valerio,H,STM,MINAS GERAIS,FRUTAL,corregodovalerio,frutal
Valentim Gentil,P,PPL,SAO PAULO,Valentim Gentil,valentimgentil,valentimgentil
Valencia,P,PPL,PARANA,Iguaracu,valencia,iguaracu
Vale Formoso,P,PPL,SAO PAULO,Novo Horizonte,valeformoso,novohorizonte
Valdelandia,P,PPL,SAO PAULO,Echapora,valdelandia,echapora
Corrego Vai-Vem,H,STM,MINAS GERAIS,ITURAMA,corregovaivem,iturama
Corrego Vae-e-Vem,H,STM,MINAS GERAIS,ITURAMA,corregovaeevem,iturama
Ribeirao Vaeununga,H,STM,SAO PAULO,Descalvado,ribeiraovaeununga,descalvado
Uzina,P,PPL,MINAS GERAIS,S.FCO.D'OLIVEIR,uzina,sfcodoliveir
Uvaia,P,PPL,PARANA,Ponta Grossa,uvaia,pontagrossa
Utinga,S,RSTN,SAO PAULO,Santo Andre,utinga,santoandre
Utinga,P,PPLX,SAO PAULO,Santo Andre,utinga,santoandre
Usina Para,S,RSTP,MINAS GERAIS,CARMO DO CAJURU,usinapara,carmodocajuru
Usina Ester,S,RSTP,SAO PAULO,Cosmopolis,usinaester,cosmopolis
Usina de Sao Paulo,S,RSTN,SAO PAULO,Ribeirao Preto,usinadesaopaulo,ribeiraopreto
Rio Usina,H,STM,SAO PAULO,S. Joao Da Boa V,riousina,sjoaodaboav
Ribeirao da Usina,H,STM,SAO PAULO,Itai,ribeiraodausina,itai
Usina,P,PPL,MINAS GERAIS,S.FCO.D'OLIVEIR,usina,sfcodoliveir
Corrego dos Urzidos,H,STM,MINAS GERAIS,COMENDADOR GOME,corregodosurzidos,comendadorgome
Corrego Urzedas,H,STM,MINAS GERAIS,COMENDADOR GOME,corregourzedas,comendadorgome
Urutuba,S,RSTP,SAO PAULO,Mogi Guacu,urutuba,mogiguacu
Ribeirao do Urutu,H,STM,MATO GROSSO DO SUL,BRASILANDIA,ribeiraodourutu,brasilandia
Ururai,P,PPL,SAO PAULO,Santa Adelia,ururai,santaadelia
Ururahy,P,PPL,SAO PAULO,Santa Adelia,ururahy,santaadelia
Urupes,S,RSTP,SAO PAULO,Jardinopolis,urupes,jardinopolis
Urupes,P,PPL,SAO PAULO,Urupes,urupes,urupes
Uruja,P,PPL,SAO PAULO,Aruja,uruja,aruja
Salto do Urubupunga,H,FLLS,SAO PAULO,Itapura,saltodourubupunga,itapura
Cachoeira Urubu-Punga,H,FLLS,SAO PAULO,Itapura,cachoeiraurubupunga,itapura
Ribeirao Urubu,H,STM,MATO GROSSO DO SUL,BRASILANDIA,ribeiraourubu,brasilandia
Urubu,P,PPL,MINAS GERAIS,TAPIRAI,urubu,tapirai
Corrego do Uru,H,STM,SAO PAULO,Reginopolis,corregodouru,reginopolis
Uru,P,PPL,SAO PAULO,Uru,uru,uru
Urtigueira,P,PPL,PARANA,Ortigueira,urtigueira,ortigueira
Urias Alvarenga,P,PPL,MINAS GERAIS,CANDEIAS,uriasalvarenga,candeias
Urania,P,PPL,SAO PAULO,Urania,urania,urania
Urai,P,PPL,PARANA,Urai,urai,urai
Salto de Urabupunga,H,FLLS,SAO PAULO,Itapura,saltodeurabupunga,itapura
Uperoba,S,RSTN,SAO PAULO,Matao,uperoba,matao
Uparoba,S,RSTN,SAO PAULO,Matao,uparoba,matao
Universo,P,PPL,SAO PAULO,Tupa,universo,tupa
Uniflor,P,PPL,PARANA,Atalaia,uniflor,atalaia
Uniao Feliz,P,PPL,SAO PAULO,Monte Aprazivel,uniaofeliz,monteaprazivel
Serra da Uniao,T,HLLS,PARANA,Quedas do Iguacu,serradauniao,quedasdoiguacu
Uniao,S,RSTN,SAO PAULO,Igarapava,uniao,igarapava
