"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00916127","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","G. T. Prance","59472","1964","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916127","Magnoliophyta","Malpighiales","(Griseb.) Griseb.","Goiás","Caiapônia","Serra do Caiapó. Banks of Rio Claro, 40 km south of Caiaponia, road to Jatai.","-51.8103","-16.9569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 21:38:00-03","NY","NYBG","00916125","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","M. dos R. Cordeiro","1217","1976","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916125","Magnoliophyta","Malpighiales",NA,"Mato Grosso","Matupá","Fazenda Cachimbo, sub. Base Projecto RADAM. SG-ZB-PT A Estrada BR. 80.","-54.9328","-10.0575","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-09-10 21:43:25-03","UNEMAT","TANG","2600","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Bronholi, AZ; Souza, JR; Souza, NS; Oliveira, RA","s.n.","2014","10","29",NA,"Brasil",NA,NA,NA,"TANG000002600",NA,NA,"Griseb.","Mato Grosso","Colider",NA,"-55.531944","-10.814167","Ferneda Rocha, LC; Melo, JAM",NA,NA,NA,"-55.531944","-10.814167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:37-03","EAO","IAN","191791","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Walter, BMT","980","1991","12","10","Southern America","Brasil",NA,NA,"Arbusto decumbente; flor amarela.","IAN191791","Dicotiledônea",NA,"Griseb.","Goiás",NA,"Estrada colinas do Sul/Niquelandia. Ponte sobre o rio Tocantinzinho a 6 km de colinas do Sul. Solo arenoso com leito e beira do rio pedregosos. Bacia de inundação da Uhe Serra da Mesa.",NA,NA,"Walter, BMT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:42:26-03","EAO","IAN","24575","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Manso","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN024575","Dicotiledônea",NA,"(Griseb.) Griseb.",NA,NA,NA,NA,NA,NA,NA,NA,"IAN024575_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:55:21-03","NBC","NL-BOTANY","L 0064044","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200064044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0064044",NA,"Malpighiales","(Griseb.) Griseb.",NA,NA,"Brasil",NA,NA,"Anderson WR",NA,NA,"NL-L0064044",NA,NA,"Magnoliopsidae","syntype","908129308",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:55:21-03","NBC","NL-BOTANY","L 0064045","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200064045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0064045",NA,"Malpighiales","(Griseb.) Griseb.",NA,NA,"Brasil",NA,NA,"Anderson WR",NA,NA,"NL-L0064045",NA,NA,"Magnoliopsidae","syntype","908129325",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:55:21-03","NBC","NL-BOTANY","U.1368872","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Prance GT; Silva NT",NA,"1964","10","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1368872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1368872",NA,"Malpighiales","(Griseb.) Griseb.",NA,NA,"New Brazilian Highways, Serra do Caiapó, Goiás. Banks of Rio Claro, 40 km south of Caiaponia, road to Jatai.",NA,NA,NA,NA,NA,"NL-U1368872",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:55:21-03","NBC","NL-BOTANY","WAG.1073038","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Hatschbach GG",NA,"1975","11","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1073038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1073038",NA,"Malpighiales","(Griseb.) Griseb.",NA,NA,"Rio do Peixe mun. Cuiaba Mata Grosso.",NA,NA,NA,NA,NA,"NL-WAG1073038",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:55:21-03","NBC","NL-BOTANY","WAG.1073039","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Hatschbach GG",NA,"1975","11","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1073039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1073039",NA,"Malpighiales","(Griseb.) Griseb.",NA,NA,"Rio do Peixe mun. Cuiaba Mata Grosso.",NA,NA,NA,NA,NA,"NL-WAG1073039",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:12:42-03","ESALQ","ESA","17934","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Wongtschowski, M. et al.","18.0","1994","09","06",NA,"Brasil",NA,NA,NA,"ESA017934","Magnoliophyta",NA,"Griseb.","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","Almeida, R.F.",NA,NA,"ESA017934_1 ESA017934_2",NA,NA,NA,NA,NA,"2013","06","19","37574","auto",NA,NA
"22","2020-11-04 11:12:42-03","ESALQ","ESA","20717","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Souza, J.P. et al.","15.0","1994","10","14",NA,"Brasil",NA,NA,NA,"ESA020717","Magnoliophyta",NA,"Griseb.","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455","Almeida, R.F.",NA,NA,"ESA020717",NA,NA,NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA
"23","2020-11-04 11:12:42-03","ESALQ","ESA","19796","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Souza, A.A. et al.","126.0","1994","10","14",NA,"Brasil",NA,NA,NA,"ESA019796","Magnoliophyta",NA,"Griseb.","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455","Almeida, R.F.",NA,NA,"ESA019796",NA,NA,NA,NA,NA,"2013","06","19","29574","auto",NA,NA
"24","2020-11-19 10:24:07-03","CPAP","CPAP","16911","PreserverdSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Hatschbach, G.","65520","1996","11","11",NA,"Brasil",NA,NA,"Trepadeira lenhosa. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Griseb.) Mart.","MT","Porto Esperidião","Rodovia entre destacamento militar de Santa Rita e Guaporé","-58.4603004455566","-15.8528003692627","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,"113725","auto",NA,NA
"25","2020-12-20 21:18:13-03","UFV","VIC","16967","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Filho, O G A","et al.","1996","10","30",NA,"Brasil",NA,NA,"Trepadeira de flores de cor rosa e algumas brancas, anteras amarelas, filetes brancos e cálice verde com frisos marrons.","VIC016967",NA,NA,"Griseb.","Minas Gerais","Mocambinho","Canal secundário perto da colônia.",NA,NA,NA,NA,NA,"VIC016967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026138","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","G. Hatschbach; M. Hatschbach & J. M. Silva","65520","1996","11","11",NA,"Brazil",NA,NA,"PMC - DPP 004; Trepadeira lenhosa, flor amarela.",NA,"Magnoliophyta","Malpighiales","(Griseb.) Griseb.","Mato Grosso",NA,"Rodovia entre Destacamento Militar de Santa Rita e Fortuna (Mun. Porto Esperidiao) Mato Grosso, Brazil","-58.4667","-15.85","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:45:40-03","UFMS","CGMS","41444","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","A. Pott; V.J. Pott","13659","2005","11","18",NA,"Brasil",NA,NA,"Flor amarela. Fruto ausente. Duplicata CPAP. Habitat: Vegetação secundária. Solo litólico. Relevo encosta médio inferior. Habito: Arbusto escandente.","CGMS1071426",NA,NA,"Griseb.","Mato Grosso","Barão de Melgaço","Baía Buritizal, 3,5km de Barão de Melgaço, sub-região de Barão de Melgaço.","-55.8841666","-16.2225","R.F. Almeida","135","135",NA,"-55,8841666","-16,2225",NA,NA,NA,"2014","01","29",NA,NA,NA,NA
"28","2021-04-07 11:45:40-03","UFMS","CGMS","58052","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","B.B. Brandão; A.H.A. Souza; L.M. Bergamo","41","2015","11","16",NA,"Brasil",NA,NA,NA,"CGMS1087990",NA,NA,"Griseb.","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.4105556","-18.1591667","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","444","444",NA,"-53,4105556","-18,1591667",NA,NA,NA,"2015","11","16",NA,NA,NA,NA
"29","2021-04-07 11:45:40-03","UFMS","CGMS","58062","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","B.B. Brandão; A.H.A. Souza; L.M. Bergamo","51","2015","11","16",NA,"Brasil",NA,NA,NA,"CGMS1088000",NA,NA,"Griseb.","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.4013889","-18.1538889","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","477","477",NA,"-53,4013889","-18,1538889",NA,NA,NA,"2015","11","16",NA,NA,NA,NA
"30","2021-04-07 11:45:40-03","UFMS","CGMS","34906","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","A. Pott; V.J. Pott; C. Padovani","8206","1999","10","31",NA,"Brasil",NA,NA,"Flor não vista. Folha discolor. Com sinais de pastejo. Habitat: Floresta (mata ciliar) de córrego. Solo argiloso-escuro. Relevo forte inclinado. Habito: Trepadeira lenhosa. Caule até 3 cm de diâmetro. Frequente.","CGMS1064301",NA,NA,"Griseb.","Mato Grosso do Sul","Camapuã","Fazenda Santa Verônica, BR-060, 5 Km norte de Camapuã, microbacia do córrego Barroso.","-57","-19.5013889","R.F. Almeida","500","500",NA,"-57","-19,5013889",NA,NA,NA,"2014","01","29",NA,NA,NA,NA
"31","2021-04-07 11:45:40-03","UFMS","CGMS","55355","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","A.L.S.Fachardo; P.I.Martins; G.M.Shiroma; G.A. Damasceno","111","2015","11","19",NA,"Brasil",NA,NA,"Flor amarela Habitat: Floresta Estacional Semidecidual, solo areno Habito: Arbusto","CGMS1085322",NA,NA,"Griseb.","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari.","-53.3052778","-18.2380555","P.I.Martins","752","752",NA,"-53,3052778","-18,2380555",NA,NA,NA,"2016","01","06",NA,NA,NA,NA
"32","2021-04-07 11:45:40-03","UFMS","CGMS","35322","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","A. Francener","898","2009","11","19",NA,"Brasil",NA,NA,"Fruto verde-claro. Folhas discolores verdes papiráceas. Habitat: Floresta estacinal em borda com presença de muitas gramíneas. Semi-úmbrófila. Habito: Arbusto escandente. 3,00m de altura.","CGMS1064721",NA,NA,"Griseb.","Mato Grosso","Cuiabá","Condomínio Belvedere na área de proteção ambiental.","-56.02","-15.6011111","A. Francener","162","162",NA,"-56,02","-15,6011111",NA,NA,NA,"2010","02","05",NA,NA,NA,NA
"33","2019-08-20 10:17:36-03","UNICAMP","UEC","150105","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Souza, AA; Miyagi, PH; Vendrameto, LP; Nakagomi, MY; Ulson, SMBV","126","1994","10","14",NA,"Brazil",NA,NA,"flor, Trepadeira. Botão floral verde amarelado.",NA,"Magnoliopsida",NA,NA,"São Paulo","Paulo de Faria","Ca. De 12 km de Paulo de faria em direçã","-49.344444","-21.183333","Mamede, MCH",NA,NA,NA,"-49.344444","-21.183333",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:17:36-03","UNICAMP","UEC","9847","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Hatschbach, G","37664","1975","11","17",NA,"Brazil",NA,NA,"flor, Trepadeira lenhosa. Flor amarela, cerrado. Orla matinha de galeria.",NA,"Magnoliopsida",NA,NA,"Mato Grosso","Cuiabá","Rio do Peixe.","-56.0966987609863","-15.5960998535156","Anderson, WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA
"35","2019-08-20 10:17:36-03","UNICAMP","UEC","72453","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","846","1994","11","30",NA,"Brazil",NA,NA,"fruto, Trepadeira lenhosa. Frutos em maturação. Mata ribeirinha e mata semi decídua. Mata com elementos de cerrado.","UEC037850","Magnoliopsida",NA,NA,"São Paulo","Magda","Fazenda São Francisco (CFM). Margem do r","-50.2200012207031","-20.6399993896484","Almeida, RF",NA,NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"20042","auto",NA,NA
"36","2019-02-25 16:14:57-03","UNEMAT","HERBAM","13145","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Bronholi, A.Z.; Sousa, J.R.; Souza, N.S. & Oliveira, R.A.","511EquipeCopel5","2014","10","29",NA,"Brasil",NA,NA,NA,"HERBAM013145",NA,NA,"Griseb.","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Estrada de supres","-55.4508018493652","-10.8177995681763","Melo, JAM; Fer",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,"78569","auto",NA,NA
"37","2019-08-16 08:39:53-03","UTFPR","HCF","24712","S","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","A.Z. Bronholi",NA,"2014","10","29",NA,"Brasil",NA,NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e o Cerrado. Encontrada em Floresta Amazônica, solo seco. Açltura 1,7 m. CAP 0,7 cm. Arbusto base reta, tronco reto, casca lisa, casca morta cinza. Folhas compostas discolores. Flores sépalas verdes, pétalas amarelas, estames brancos.",NA,NA,NA,"Griseb.","MT","Colíder","Resgate de FLORA da UHE Colider. Estrada","-55.531944","-10.814167","J.A.M. Melo & L.C. Ferneda Rocha","338","338",NA,"55°31'55 W","10°48'51 S",NA,NA,NA,"2015","01","09",NA,NA,NA,NA
"38","2020-12-21 16:32:49-03","MBM","MBM","402897","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cuiabensis","Hiraea cuiabensis","Bronholi, A.Z.; Souza, J.R.; Souza, N.S.; Oliveira, R.A.; Souza, J.R.; Souza, N.S.; Oliveira, R.A.","s.n.","2014","10","29","Southern America","Brazil",NA,NA,"Arbusto com 1,7m de altura, CAP=0,7cm, base reta, tronco reto, casca lisa, casca morta cinza. Folhas compostas, discolores. Flores com sépalas verdes, pétalas amarelas, estames brancos.; Floresta do Planalto dos Parecis, região de","MBM402897",NA,NA,"Griseb.","Mato Grosso","Colíder","Resgate da Flora da UHE Colíder, Estrada de supressão","-55.531944","-10.814167","Melo, J.A.M.","338","338","MBM402897","-55.531944","-10.814167",NA,NA,NA,"2015","01","09",NA,NA,NA,NA
"39","2020-12-21 16:32:49-03","MBM","MBM","35650","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Hatschbach, G.","11413",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM035650",NA,NA,"Griseb.","Mato Grosso","Alto Araguaia","Ribeirão Claro","-53.2153015136719","-17.3146991729736","Anderson, W.R.",NA,NA,"MBM035650",NA,NA,NA,NA,NA,NA,NA,NA,"100273","auto",NA,NA
"40","2020-12-21 16:32:49-03","MBM","MBM","222098","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Dubs, B.","1990",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM222098",NA,NA,"Griseb.","Mato Grosso",NA,"Serra da Araras",NA,NA,"Anderson, W.R.",NA,NA,"MBM222098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:49-03","MBM","MBM","202344","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","65520",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM202344",NA,NA,"Griseb.","Mato Grosso","Porto Esperidião","Rodovia entre Destacamento Militar de Santa Rita e Fortuna","-58.4603004455566","-15.8528003692627","Anderson, W.R.",NA,NA,"MBM202344",NA,NA,NA,NA,NA,NA,NA,NA,"113725","auto",NA,NA
"42","2020-12-21 16:32:49-03","MBM","MBM","38609","PreservedSpecimen","Plantae","Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Hatschbach, G.","37664",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038609",NA,NA,"Griseb.","Mato Grosso","Cuiabá","Rio do Peixe","-56.0966987609863","-15.5960998535156","Anderson, W.R.",NA,NA,"MBM038609",NA,NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA
"43","2015-09-05 09:04:45-03","MNHN","RECOLNAT_MNHN_P","P05597450","PreservedSpecimen",NA,"Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Harley, R.M.|Souza, R.",NA,"1968","11","12",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597450' target='other'> <mi>dwc_moreinfo</mi></a>","P05597450",NA,NA,"Griseb.",NA,NA,"Mato Grosso. Xavantina.",NA,NA,NA,NA,NA,"P05597450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11038",NA
"44","2015-11-07 02:11:37-02","MNHN","RECOLNAT_MNHN_P","P02429192","PreservedSpecimen",NA,"Malpighiaceae","Hiraea","cujabensis","Hiraea cujabensis","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429192' target='other'> <mi>dwc_moreinfo</mi></a>","P02429192",NA,NA,"Griseb.","brésil",NA,"Sine loc.",NA,NA,NA,NA,NA,"P02429192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"652",NA
