"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus","sex"
"24","2019-12-04 15:26:25-03","PUCPR","HUCP","9822","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Back, G","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162","21346",NA,"auto","Back, G","008","1987","07","25",NA,"Tomás Coelho",NA,"HUCP00004809","HUCP00004809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:26:25-03","PUCPR","HUCP","19061-A","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Kersten, RA","Brasil","Paraná","Fazenda Rio Grande","-49.3081016540527","-25.6574993133545","12596",NA,"auto","Kersten, RA","1180","2007","05","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:26:25-03","PUCPR","HUCP","24019","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Kersten, RA","Brasil","Paraná","Fazenda Rio Grande","-49.3081016540527","-25.6574993133545","12596",NA,"auto","Kersten, RA","s.n.","2011","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:26:25-03","PUCPR","HUCP","9838","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Nicolau, C; Panciano, JS","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,"013","1990","08","19",NA,"Itaipu",NA,"HUCP00004965","HUCP00004965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:26:25-03","PUCPR","HUCP","21438","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Vudala, SM","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615","47271",NA,"auto","Ariati, V","s.n.","2010","07","18",NA,"Rio Preto",NA,"HUCP00004698","HUCP00004698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:25-03","PUCPR","HUCP","21788","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Selusniaki, M","Brasil","Paraná","Palmas","-51.9906005859375","-26.4841995239258","46666",NA,"auto","Kersten, RA","3007","2009","10",NA,NA,NA,NA,"HUCP00004813","HUCP00004813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:25-03","PUCPR","HUCP","24261","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","J.C. Wendl., H.H. ex Regel.",NA,NA,NA,"Ariati, V","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783","35037",NA,"auto","Ariati, V","500","2011","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:27:32-03","UFBA","ALCB","76760","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wend. ex Regel","2004",NA,NA,"Saldanha, J","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436","37408","epífita. Capítulo creme, ápice lilás.; araucarieto.","auto","Hatschbach, G","30","1991","05","21","Southern America","Foz do Rio Verde",NA,"ALCB010917","ALCB010917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:27:32-03","UFBA","ALCB","86036","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wend. ex Regel","2007",NA,NA,"Liebsch, D","Brasil","Santa Catarina","Vargem Bonita","-51.7400016784668","-27.0067005157471","18827","pedúnculo vermelho, sépalas vermelhas, pétalasverdes com borda azul.","auto","Hatschbach, G","1123","2006","08","08","Southern America","Fazenda Ressaca",NA,"ALCB010918","ALCB010918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:12:05-03","NBC","NL-BOTANY","AMD.48937","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Herter WG","Uruguay",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.48937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1933","12","04","Southern America","Dep de Rivera, Galgo.",NA,"NL-AMD48937","NL-AMD48937",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:12:05-03","NBC","NL-BOTANY","L.1429785","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Rambo B","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1949","08","28","Southern America","Rio G. do Sul, Vila Oliva, pr. Caxias.",NA,"NL-L1429785","NL-L1429785",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178069","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1966","06","13","Southern America","Brasiliae Australis, Est. Paraná. Fazenda Estrela do Sul. S.E. of Xambrê.",NA,"NL-U1178069","NL-U1178069",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178070","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1966","05","17","Southern America","Brasiliae Australis, Est. Paraná. Forest edge by road near Rio Capanema. 20km E. of São Antônio.",NA,"NL-U1178070","NL-U1178070",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178071","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1966","05","15","Southern America","Brasiliae Australis, Est. Paraná. Open wood near Vista Alegre. N. of Francisco Beltrão.",NA,"NL-U1178071","NL-U1178071",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178072","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1967","06","18","Southern America","Brasiliae Australis, Est. Paraná. Bank of Rio Iguacú between Jardinópolis and Medianeira.",NA,"NL-U1178072","NL-U1178072",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178092","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendl. ex Regel",NA,NA,NA,"Herter WG","Uruguay",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1933","12","04","Southern America","Deo, de Rivera.",NA,"NL-U1178092","NL-U1178092",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178068","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans nutans",NA,NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1967","06","17","Southern America","Brasiliae Australis, Est. Paraná. 22 km E. of Matelândia.",NA,"NL-U1178068","NL-U1178068",NA,NA,"nutans",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:12:05-03","NBC","NL-BOTANY","U.1178068","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Billbergia","nutans","Billbergia nutans nutans",NA,NA,NA,NA,"Lindeman JC; Haas JH de","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1178068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1967","06","17","Southern America","Brasiliae Australis, Est. Paraná. 22 km E. of Matelândia.",NA,"NL-U1178068","NL-U1178068",NA,NA,"nutans",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:03:43-03","ESALQ","ESA","15538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendland ex Regel",NA,NA,NA,"Souza, V.C. et al.","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424","14955",NA,"auto","Wanderley, M.G.L.","6083.0","1994","06","03",NA,NA,NA,"ESA015538","ESA015538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:03:43-03","ESALQ","ESA","20386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.Wendland ex Regel",NA,NA,NA,"Jarenkow, J.A.","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166","28605",NA,"auto","Jarenkow, J.A.","880.0","1988","05","29",NA,NA,NA,"ESA020386","ESA020386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:43-03","ESALQ","ESA","20363","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","Wendl. ex Regel",NA,NA,NA,"Jarenkow, J.A.","Brasil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531","18635",NA,"auto","Waechter, J.L.","176.0","1987","07","11",NA,NA,NA,"ESA020363","ESA020363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:03:43-03","ESALQ","ESA","39975","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","Bak.",NA,NA,NA,"Jarenkow, J.A.","Brasil","Santa Catarina","Concórdia","-52.0278015136719","-27.2341995239258","24608",NA,"auto","Jarenkow, J.A.","3124.0","1996","08","25",NA,NA,NA,"ESA039975","ESA039975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 10:55:09-03","ESALQ","ESA","133666","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H. Wendland ex Regel",NA,NA,NA,"J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783","35037","Erva de 40 cm de altura. Flores em botão. Brácteas róseas.","auto",NA,"493.0","2009","04","14",NA,"Fazenda Monte Alegre. Trilha Ecológica.",NA,"ESA133666",NA,NA,NA,NA,"-503518","-241700",NA,NA,NA,NA,NA
"47","2021-01-14 15:25:46-03","MN","R","190241","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","nutans","Billbergia nutans","H.H. Wendl. ex Regel","1987","04","02","Vidal, J.","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Fontoura, T.",NA,NA,NA,NA,NA,"Serra do Cipó",NA,"R010004963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
