"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","infraspecificEpithet","typeStatus","fieldNumber"
"47","2021-03-15 16:37:00-03","NY","NYBG","402737","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"F. C. Hoehne","1931","09","22","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S.Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"NY00402737","NY00402737_01","28168",NA,NA,NA,"Planta viva, n°.65. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","402688","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"A. H. Gentry","1985","02","09","Brazil","Bahia",NA,"Cacao plantation, Ubaitaba-Itacare road, ca. 5 km from BR-101.","-39.33","-14.33",NA,NA,"30","30","NY00402688","NY00402688_01 NY00402688_02","49962",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470597' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","402723","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"F. C. Hoehne","1933","08","10","Brazil","São Paulo","Cubatao","Cubatao. Encosta da Serra.","-46.4197","-23.89",NA,NA,NA,NA,"NY00402723","NY00402723_01 NY00402723_02",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","931246","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. H. Gentry","J. H. Kirkbride Jr.",NA,NA,NA,"Brazil","Distrito Federal","Brasília","Parque Florestal do Gama","-48.05","-16.05",NA,NA,"1000","1000","NY00931246","NY00931246_01","5014",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","402741","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"R. Reitz","1957","10","03","Brazil","Santa Catarina","Garuva","Pôrto do Palmital, Garuva, S. Francisco do Sul.","-48.8547","-26.0269",NA,NA,"10","10","NY00402741","NY00402741_01 NY00402741_02","4981",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","402691","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"B. J. Pickel","1947","10","15","Brazil","São Paulo","Sao Paulo","Santo Amaro, Capital, Sao Paulo.","-46.63","-23.5403",NA,NA,NA,NA,"NY00402691","NY00402691_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470595' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","402689","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. H. Gentry","L. P. de Queiroz","1986","11","19","Brazil","Bahia","Morro do Chapéu","31 Km S do entroncamento da BA-052 com a BA-046.","-41.0039","-11.7353",NA,NA,"900","900","NY00402689","NY00402689_01","1315",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470557' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","402738","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"P. K. H. Dusén","1914","08","07","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"NY00402738","NY00402738_01 NY00402738_02","15348",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470580' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","402717","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"A. H. Gentry","1985","01","08","Brazil","São Paulo",NA,"Ubatuba, Agriculture Experiment Station. Forest along Río Comprido.","-45","-23.5",NA,NA,"100","100","NY00402717","NY00402717_01","49352",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470567' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","402618","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"H. S. Irwin","1964","08","19","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"700","1000","NY00402618","NY00402618_01","5306",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470593' target='other'> <mi>dwc_moreinfo</mi></a>","70570","auto","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1281809","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","P. Pereira","S. J. da Silva Neto","2001","08","29","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Serra Negra, trilha do Matão, área de pasto de cerca.","-44.658","-22.358",NA,NA,NA,NA,"NY01281809","NY01281809_01","1449",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742945' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","402716","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"G. F. J. Pabst","1960","09","25","Brazil","Rio de Janeiro",NA,"Jardim Primavera, km 17 da Rio-Petropolis, Baixada Fluminense.",NA,NA,NA,NA,NA,NA,"NY00402716","NY00402716_01","5424",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470592' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","402687","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. Sehnem","A. Sehnem","1967","10","05","Brazil","Santa Catarina","Florianópolis","Peri - Ilha de Santa Catarina","-48.5439491","-27.7605704",NA,NA,NA,NA,"NY00402687","NY00402687_01","9530",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"60","2016-09-27 01:22:00-03","NY","NYBG","402694","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula",NA,NA,"A. H. Gentry","1989","05","27","Paraguay","Alto Paraná",NA,"Itaipu, Forest Reserve Noe. Pto. Puente Stroessner.",NA,NA,NA,NA,NA,NA,"NY00402694",NA,"66137",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470598' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-09-29 21:53:00-03","NY","NYBG","931249","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula",NA,"A. H. Gentry","E. P. Heringer","1980","08","28","Brazil","Distrito Federal","Brasília","Córrego Pipiripau.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00931249","NY00931249_01","5373",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001615' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","931247","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"B. Maguire","1960","08","17","Brazil","Minas Gerais",NA,"Slopes and summit of Serra Grao Mogul",NA,NA,NA,NA,"900","1100","NY00931247","NY00931247_01","49252",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","402714","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"A. H. Gentry","1985","01","24","Brazil","Paraná","Morretes","8-10 km W of Morretes.","-48.83","-25.5",NA,NA,"40","60","NY00402714","NY00402714_01","49771",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","402692","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","I. de Vattimo","P. K. H. Dusén","1911","10","09","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,NA,NA,"NY00402692","NY00402692_01 NY00402692_02","13200",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","402732","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"G. G. Hatschbach","1965","09","29","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.012929","-25.234872",NA,NA,"850","850","NY00402732","NY00402732_01","12836",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","402686","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","A. H. Gentry","J. C. Lindeman","1966","09","29","Brazil","Paraná","Morretes","Serra do Mar; 4 km E of Morretes.","-48.8342","-25.4769",NA,NA,NA,NA,"NY00402686","NY00402686_01","2590",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470556' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","931248","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Y. E. J. Mexia","1930","07","19","Brazil","Minas Gerais","Viçosa","Viçosa. Agricultural College lands; hollow near dairy","-42.868031","-20.7613428",NA,NA,"660","660","NY00931248","NY00931248_01","4874",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001575' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00835308","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"A. M. Amorim","1998","11","21","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7.5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"NY00835308","NY00835308_01","2673",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516539' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","402718","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"H. S. Irwin","1964","10","15","Brazil","Mato Grosso",NA,"Vicinity of Barro do Garças. Ca. 50 km N of Barra do Garças on road to Xavantina.","-52.25","-15.88",NA,NA,"300","400","NY00402718","NY00402718_01","6903",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=470584' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-17 12:38:53-03","MCN-PUC-MINAS","HPUC-MG","ANG500","S","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula",NA,NA,"Maielo - Silva, L.","2010","01","08","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nº Ibama (CTF) = 4477412","32715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","19680","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Amaral Jr., A.","1994","09","20","Brasil","São Paulo","UBahiatuBahia","Parque Estadual da Serra do Mar, Núcleo PicinguaBahia",NA,NA,"9999","9999",NA,NA,"BOTU019680",NA,"4",NA,NA,NA,"Árvore, 4 m de altura, flor roxa, estilete amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","26486","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Kozera, C.","1996","12","06","Brasil","Paraná","CuritiBahia","Parque Bahiarigui",NA,NA,"9999","9999",NA,NA,"BOTU026486",NA,"421",NA,NA,NA,"Árvore com ca. 10 m, flores roxas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","32542","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Quinalha, M.M.","2014","07","07","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Bárbara",NA,NA,"9999","9999",NA,NA,"BOTU032542",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","32541","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Quinalha, M.M.","2014","07","07","Brasil","São Paulo","Águas de Santa Bárbara","Estação Ecológica de Santa Bárbara",NA,NA,"9999","9999",NA,NA,"BOTU032541",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-25 11:47:34-03","UNESP-IBB","BOTU","25054","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Vieira, A.O.S.","1999","10","16","Brasil","Paraná","Telêmaco BorBahia","Parque Ecológico Vlabin",NA,NA,"9999","9999",NA,NA,"BOTU025054",NA,"537",NA,NA,NA,"Árvore 7 m, pétalas roxas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 11:07:42-03","UNESP-IBB","BOTU","25565","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Ming, L.C.","Santos, J.F.L.","2005","08","04","Brasil","São Paulo","Natividade da Serra","Bairro da vargem Grande","-45.250833","-23.429167","45°15'03w","23°25'45s",NA,NA,"BOTU025565",NA,"393","2006","01","14","Arbusto de copa aberta, flores andróginas, grandes de corolas roxas, reunidas em panículas terminais, presença de estames pulmonares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","26658","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.",NA,"Medri, C.","1999","12","22","Brasil","Paraná","São Jerônimo da Serra","Salto João Nogueira",NA,NA,"9999","9999",NA,NA,"BOTU026658",NA,"897",NA,NA,NA,"Árvore 6 m, frutos imaturos verdes, maduros secos, beira do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-06 11:41:58-03","UFPI-MRV","HDELTA","4025","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Lemos, J.R.","Carvalho, E.G.A.","2016","01","25","Brasil","Piauí","Parnaíba","Embrapa","-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"HDELTA004025",NA,"81",NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-06 11:41:58-03","UFPI-MRV","HDELTA","3797","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Silva, A.K.C.","Silva, A. K. C.","2015","09","26","Brasil","Piauí","Piracuruca","Fazenda Capitão de Campos","-41.7092018127441","-3.92806005477905",NA,NA,NA,NA,"HDELTA003797",NA,"88",NA,NA,NA,"<ll>dwc_commonname:</ll> Caroba","41625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-06 11:41:58-03","UFPI-MRV","HDELTA","3799","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Silva, A.K.C.","Silva, A. K. C.","2015","11","27","Brasil","Piauí","Piracuruca","Fazenda Capitão de Campos","-41.7092018127441","-3.92806005477905",NA,NA,NA,NA,"HDELTA003799",NA,"103",NA,NA,NA,"<ll>dwc_commonname:</ll> Caroba","41625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-13 09:19:10-03","UFRJ","RFA","25989","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","C.M. Vieira","F.M.B. Pereira","2000","11","11","Brasil","Minas Gerais","Itamonte","1° Distrito.","-44.693611","-22.266944","44º41'37''W","22º16'1''S","1610","1610","RFA34189",NA,"out-51","2000","12","18","Árvore, 7 m de altura, 12 cm de DAP, folha verde, flor roxa, rara no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-13 09:19:10-03","UFRJ","RFA","27009","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","C.M. Vieira","F.M.B. Pereira","2001","03","04","Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo.","-44.698333","-22.268333","44º41'54''W","22º16'6''S","1561","1561","RFA34188",NA,"39/77","2001","07","24","Arbusto, 6 m de altura, 6 cm de DAP, flor roxa, comum no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-29 11:29:29-03","UFRJ","RFA","39817","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Ricardo Finotti","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a reserva do Guapiaçu(REGUA).","-42.730278","-22.515","42º43'49''W","22º30'54''S","50","50","RFA34319",NA,"247",NA,NA,NA,"Árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-06-29 11:29:29-03","UFRJ","RFA","42661","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Paulo Abrantes","P. Abrantes","2017","10","07","Brasil","Rio de Janeiro","Maricá","Restinga de Maricá","-42.976944","-22.976111","42º58'37''W","22º58'34''S",NA,NA,"RFA37880",NA,"1","2017","10","07","Planta arbórea; folha simples, opostas cruzadas. Flor de coloração arroxeada, cinco gamopétalas e gamossépalas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-29 11:29:29-03","UFRJ","RFA","39347","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Nina C. B. Silva","Amélia Carlos Túler","2011","12","15","Brasil","Espírito Santo","Alegre","Município de Alegra.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,"RFA24351",NA,"208","2012","07","11","Árvore de até15 metros de altura. com casca fina e acinzentada. folhas opostas, compostas imparipenadas. de 10 a 25 cm de comprimento. com folhas lanceoladas. glabros. Coriáceo. Flores azulado-lilás densas.","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 11:29:29-03","UFRJ","RFA","37157","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","M.R.A. Almeida","M.R.A. Almeida","2011","05","07","Brasil","Rio de Janeiro","Petrópolis","Estrada rio Petrópolis, no iniício da subida da serra.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"RFA23958",NA,NA,NA,NA,NA,"Árvore.","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-13 09:19:10-03","UFRJ","RFA","18086","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","José Correa","J.G. Kuhlmann","1950","09","26","Brasil","Santa Catarina","Florianópolis","palhoça, continente.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"RFA15336",NA,NA,"1952","04","02","Árvo","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-29 11:29:29-03","UFRJ","RFA","17899","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","semiserrata","Jacaranda semiserrata","Cham.","José Correa Gomes","José Eugênio","1939","02","03","Brasil","Ceará","Ceará","Serra do Baturité.",NA,NA,NA,NA,NA,NA,"RFA15546",NA,"8","1952","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
