"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"1181","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865320","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Mosén","1873","10","20","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865320' target='other'> <mi>dwc_moreinfo</mi></a>","P04865320",NA,"P04865320_01",NA,"hb",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,"717",NA,NA,NA
"1182","2015-09-05 08:03:27-03","MNHN","RECOLNAT_MNHN_P","P04865347","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Regnell","1969","11","8","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865347' target='other'> <mi>dwc_moreinfo</mi></a>","P04865347",NA,"P04865347_01",NA,"hb",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,"I 414",NA,NA,NA
"1183","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865329","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865329' target='other'> <mi>dwc_moreinfo</mi></a>","P04865329",NA,"P04865329_01",NA,"hb",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1184","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865290","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865290' target='other'> <mi>dwc_moreinfo</mi></a>","P04865290",NA,"P04865290_01",NA,"hb",NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1185","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865331","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio do Monte",NA,"-45.2935981750488","-20.0872001647949",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865331' target='other'> <mi>dwc_moreinfo</mi></a>","P04865331",NA,"P04865331_01",NA,"hb",NA,NA,NA,NA,NA,"33174","auto",NA,NA,NA,NA,"13195",NA,NA,NA
"1186","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865332","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio do Monte",NA,"-45.2935981750488","-20.0872001647949",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865332' target='other'> <mi>dwc_moreinfo</mi></a>","P04865332",NA,"P04865332_01",NA,"hb",NA,NA,NA,NA,NA,"33174","auto",NA,NA,NA,NA,"13195",NA,NA,NA
"1187","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865330","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865330' target='other'> <mi>dwc_moreinfo</mi></a>","P04865330",NA,"P04865330_01",NA,"hb",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,"11548",NA,NA,NA
"1188","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865334","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865334' target='other'> <mi>dwc_moreinfo</mi></a>","P04865334",NA,"P04865334_01",NA,"hb",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,"11548",NA,NA,NA
"1189","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865343","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Claussen","1842","1","1","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865343' target='other'> <mi>dwc_moreinfo</mi></a>","P04865343",NA,"P04865343_01",NA,"hb",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,"154",NA,NA,NA
"1190","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865342","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Claussen, P.",NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865342' target='other'> <mi>dwc_moreinfo</mi></a>","P04865342",NA,"P04865342_01",NA,"hb",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1191","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865284","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Gaudichaud, C.","1833","1","1","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865284' target='other'> <mi>dwc_moreinfo</mi></a>","P04865284",NA,"P04865284_01",NA,"hb",NA,NA,NA,NA,NA,"82892","auto",NA,NA,NA,NA,"1806",NA,NA,NA
"1192","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865325","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Loefgren, A.","1887","12","1","Brasil","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865325' target='other'> <mi>dwc_moreinfo</mi></a>","P04865325",NA,"P04865325_01",NA,"hb",NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,"406",NA,NA,NA
"1193","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865287","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Smith, L.B.|Klein, R.","1957","2","25","Brasil","Santa Catarina","Itapiranga","7km south of Popí.","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865287' target='other'> <mi>dwc_moreinfo</mi></a>","P04865287",NA,"P04865287_01",NA,"hb",NA,NA,NA,NA,NA,"18767","auto",NA,NA,NA,NA,"11806",NA,NA,NA
"1194","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865340","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Claussen","1842","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Province de Rio de Janeiro.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865340' target='other'> <mi>dwc_moreinfo</mi></a>","P04865340",NA,"P04865340_01",NA,"hb",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1195","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865314","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Rambo, B.","1949","1","7","Brasil","Rio Grande do Sul","Gravataí","Cachoeirinha.","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865314' target='other'> <mi>dwc_moreinfo</mi></a>","P04865314",NA,"P04865314_01",NA,"hb",NA,NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA,"39571",NA,NA,NA
"1196","2015-09-05 08:02:23-03","MNHN","RECOLNAT_MNHN_P","P04865277","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.","1873","11","19","Brasil","Rio de Janeiro","Niterói","Jurujuba.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865277' target='other'> <mi>dwc_moreinfo</mi></a>","P04865277",NA,"P04865277_01",NA,"hb",NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA,"6806",NA,NA,NA
"1197","2015-09-05 08:02:23-03","MNHN","RECOLNAT_MNHN_P","P04865276","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.","1873","11","19","Brasil","Rio de Janeiro","Niterói","Jurujuba.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865276' target='other'> <mi>dwc_moreinfo</mi></a>","P04865276",NA,"P04865276_01",NA,"hb",NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA,"6806",NA,NA,NA
"1198","2015-09-05 08:03:01-03","MNHN","RECOLNAT_MNHN_P","P04865333","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio do Monte","Marmelo.","-45.2935981750488","-20.0872001647949",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865333' target='other'> <mi>dwc_moreinfo</mi></a>","P04865333",NA,"P04865333_01",NA,"hb",NA,NA,NA,NA,NA,"33174","auto",NA,NA,NA,NA,"13195",NA,NA,NA
"1199","2015-09-05 08:03:00-03","MNHN","RECOLNAT_MNHN_P","P04865316","PreservedSpecimen",NA,"Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Rambo, B.","1949","8","28","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865316' target='other'> <mi>dwc_moreinfo</mi></a>","P04865316",NA,"P04865316_01",NA,"hb",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,"43171",NA,NA,NA
"1200","2020-10-01 14:22:27-03","JBB","HEPH","13532","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Nóbrega, MGG","2011",NA,NA,"Nóbrega, MGG","1997","11","15","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Santo Antônio Sertão a 20 km de Alto Paraíso","-47.308889","-14.070556","-47.308889","-14.070556","750","750",NA,NA,"866",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","2020-10-01 14:22:27-03","JBB","HEPH","17488","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Nóbrega, MGG","2011",NA,NA,"Nóbrega, MGG; Ramos, AE","2002","02","07","Brasil","Goiás","Paraúna",NA,"-50.836389","-17.1725","-50.836389","-17.1725",NA,NA,NA,NA,"1541",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","2020-10-01 14:22:27-03","JBB","HEPH","17501","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Oliveira, MS; Chacon, RG","2006",NA,NA,"Nóbrega, MGG; Ramos, AE","2002","02","07","Brasil","Goiás","Paraúna",NA,"-50.836389","-17.1725","-50.836389","-17.1725",NA,NA,NA,NA,"1554",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","2020-10-01 14:22:27-03","JBB","HEPH","30466","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Gomes, BM","2013","10","22","Chacon, RG; Gomes, BM; Carneiro, DC; Carvalho, FJ de","2013","09","05","Brasil","Minas Gerais","João Pinheiro","Ca, 3 km antes da cidade","-46.213064","-17.734139","-46.213064","-17.734139","700","700",NA,NA,"1147",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","2020-10-01 14:22:27-03","JBB","HEPH","16849","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Oliveira, MS; Chacon, RG","2006",NA,NA,"Jesus, FPR de; Nóbrega, MGG","2001","10","11","Brasil","Distrito Federal","Brasília","Condomínio Mansões Park Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"119",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1205","2020-10-01 14:22:27-03","JBB","HEPH","28311","S","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","Rodrigues, AS","2011",NA,NA,"Chacon, RG","2011","10","18","Brasil","Espírito Santo","Guarapari","Fazenda do Zé Pereira,borda da estrada a caminho de GuarÁrea de Proteção Ambientalri,ca -3km do trevo GuarÁrea de Proteção Ambientalri-Vitória.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Frtos maduros,látex branco.",NA,"831",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1206","2020-12-11 11:35:29-03","UFMG","BHCB","144453","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,"2010","01","03","Mota, NFO; Thode, VA; Lu-Irving, P; Toledo, MM","2010","11","14","Brasil","Minas Gerais","Diamantina","Estrada Monjolo - Diamantina, Borda da estrada","-44.119167","-18.323611","-44.119167","-18.323611","550","550","Árvore, 3m de altura. Frutos imaturos verdes; Maa semi-decídua","BHCB020831","1776",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","2020-12-11 11:35:30-03","UFMG","BHCB","188444","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Rocha, MJR","2016","11","01","Brasil","Minas Gerais","Rio Manso","Morro da Onça","-44.631944","-20.518889","-44.631944","-20.518889",NA,NA,"Floresta Estacional Semidecidual","BHCB188444","1362",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","2020-12-11 11:35:30-03","UFMG","BHCB","31105","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","2020-12-11 11:35:30-03","UFMG","BHCB","45406","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","2020-12-11 11:35:30-03","UFMG","BHCB","46447","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","2020-12-11 11:35:30-03","UFMG","BHCB","46473","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","2020-12-11 11:35:30-03","UFMG","BHCB","49486","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","2020-12-11 11:35:30-03","UFMG","BHCB","70121","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Milhomens, LC",NA,NA,NA,"Brasil","Minas Gerais","Garapuava",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","2020-12-11 11:35:30-03","UFMG","BHCB","73814","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Fonseca, A; Stehmann, JR; Alves, MA; Sobral, M","2001","06","09","Brasil","Minas Gerais","Jaboticatubas","São João de Almeida.","-43.9725","-19.5","-43.9725","-19.5",NA,NA,NA,NA,"200",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","2020-12-11 11:35:30-03","UFMG","BHCB","86571","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","03","05","Brasil","Minas Gerais","Salto da Divisa","Fazenda Santana","-40.055278","-16.071167","-40.055278","-16.071167","137","137","Mata semidecídua, alterada, e pasto adjacente. Arbusto ca. 1,5 m, folhas cartáceas, flores verdes, frutos imaturos avermelhados. Coordenadas originais: ca. 16°04'16,2S; 40°03'19W",NA,"5847",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","2020-12-11 11:35:30-03","UFMG","BHCB","641","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,"1957","09",NA,"Brasil","Minas Gerais","Barbacena",NA,"-43.7736015319824","-21.2257995605469",NA,NA,NA,NA,"Variedade:polymorpha",NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1217","2020-12-11 11:35:30-03","UFMG","BHCB","22511","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Costa, LVC","1992","04",NA,"Brasil","Minas Gerais","Itacarambi",NA,"-44.0918998718262","-15.1021995544434",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"47793","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1218","2020-12-11 11:35:30-03","UFMG","BHCB","63503","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Krieger, L","1970","09","27","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"16184",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1219","2020-12-11 11:35:29-03","UFMG","BHCB","14286","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Stehmann, JR; Pedralli, G; Teixeira, MCB","1987","10","09","Brasil","Minas Gerais","Minas Novas",NA,"-42.5903015136719","-17.218599319458",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"54253","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1220","2020-12-11 11:35:30-03","UFMG","BHCB","33596","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1221","2020-12-11 11:35:30-03","UFMG","BHCB","18422","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Tameirão Neto, E; et al.","1989","09","26","Brasil","Minas Gerais","Três Marias",NA,"-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,"27",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"54667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1222","2020-12-11 11:35:30-03","UFMG","BHCB","70744","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Hatschbach, G",NA,NA,NA,"Brasil","Paraná","Iretama",NA,"-52.1058006286621","-24.423900604248",NA,NA,NA,NA,NA,NA,"44833",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"27581","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1223","2020-12-11 11:35:30-03","UFMG","BHCB","59602","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Hatschbach, G",NA,NA,NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"19946",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1224","2020-12-11 11:35:30-03","UFMG","BHCB","59592","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Hatschbach, G",NA,NA,NA,"Brasil","Paraná","Medianeira",NA,"-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,NA,NA,"22613",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"17581","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1225","2020-12-11 11:35:30-03","UFMG","BHCB","61268","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1226","2020-12-11 11:35:30-03","UFMG","BHCB","64373","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,"1937",NA,NA,"Barreto, HLM","1937","11","15","Brasil","Minas Gerais","Diamantina","Alto do Ribeirão do Inferno","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Arbusto, 2,00 metros; flor amarelada; muito frequente; Capoeira","BHCB045065","9767",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1227","2020-12-11 11:35:29-03","UFMG","BHCB","16635","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"Resende, DC","1989","11","25","Brasil","Minas Gerais","Belo Horizonte","Campo Ecológico da UFMG.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1228","2020-12-11 11:35:30-03","UFMG","BHCB","174234","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,"2002","04",NA,"Torres, RB; et al.","1999","11","25","Brasil","Minas Gerais","Camanducaia","Dentro da cidade, Mata Ciliar do Rio Jaguari","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Árvore ca. 5m, latéx branco abundante, frutos imaturos verdes.","BHCB018796","982",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA
