"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","1065092","PreservedSpecimen","Plantae","Euphorbiaceae","Pleradenophora","membranifolia","Pleradenophora membranifolia","(Müll.Arg.) Esser & A.L.Melo","S. M. Athiê-Souza",NA,NA,NA,"H. de F. Leitão Filho","1981","09","10","Brazil","Mato Grosso do Sul","Três Lagoas","Próximo de Ilha Solteira.","-51.6781","-20.7511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218825' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065092","12967","NY01065092_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","273259","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","rhombifolium","Sapium rhombifolium","Rusby",NA,NA,NA,NA,"H. H. Rusby","1886","10",NA,"Brazil","Rondônia",NA,"Falls of Madeira [near to Quajará-Mirim]","-65.3465375","-10.7798649",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273259","1824","NY00273259_01 NY00273259_02","South America","sheet",NA,"Magnoliophyta","Malpighiales","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","273260","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","rhombifolium","Sapium rhombifolium","Rusby",NA,NA,NA,NA,"H. H. Rusby","1886","10",NA,"Brazil","Rondônia",NA,"Falls of Madeira [near to Quajará-Mirim]","-65.3465375","-10.7798649",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273260","1824","NY00273260_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","273261","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","rhombifolium","Sapium rhombifolium","Rusby",NA,NA,NA,NA,"H. H. Rusby","1886","10",NA,"Brazil","Rondônia",NA,"Falls of Madeira [near to Quajará-Mirim]","-65.3465375","-10.7798649",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273261","1824","NY00273261_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 00:17:00-03","NY","NYBG","1064976","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,"A. S. de Oliveira",NA,NA,NA,"G. Schaller","1978","10","15","Brazil","Mato Grosso",NA,"Fazenda Jofre. Pantanal. Transpantaneira",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215266' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064976","238","NY01064976_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","538736","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis polymorpha","Müll.Arg.","F. A. Pax",NA,NA,NA,"P. K. H. Dusén","1910","10","16","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538736","10324","NY00538736_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"polymorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1064953","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"A. F. Regnell","1848","10","05","Brazil","Minas Gerais","Uberaba",NA,"-47.9317","-19.7483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064953","I414","NY01064953_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","569560","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","S. F. Smith",NA,NA,NA,"S. Diesel","1998","10","22","Brazil","Rio Grande do Sul","Canela","Canela","-50.8156","-29.3658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569560","1697","NY00569560_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1146528","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","I. Cordeiro",NA,NA,NA,"R. de Mello-Silva","2003","12","03","Brazil","Goiás","Nova Roma","Estrada Ourominas-Nova Roma, 12,5 km de Ourominas.","-47.0167","-13.6403",NA,NA,"472","472","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1343951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146528","2279","NY01146528_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","503770","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","K. J. Wurdack",NA,NA,NA,"H. M. de Souza","1967","10","20","Brazil","São Paulo","Araraquara","Araraquara","-48.168187","-21.778028",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503770","19651s.n.","NY00503770_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1064973","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. S. de Oliveira",NA,NA,NA,"P. Claussen","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215259' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064973","745","NY01064973_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","538734","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","1966","10","20","Brazil","Paraná","Mangueirinha","Morro Verde","-52.1756","-25.9411",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538734","15165","NY00538734_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","538737","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. S. de Oliveira",NA,NA,NA,"P. K. H. Dusén","1909","04","04","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538737","7924","NY00538737_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","539210","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. Schinini",NA,NA,NA,"A. Schinini","1997","10","28","Argentina","Salta","Orán","Finca San Andrés. Camino a Los Naranjos. Yungas","-64.7519","-23.0731",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539210","32915",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","539212","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis erythroxyloides","Müll.Arg.","A. S. de Oliveira",NA,NA,NA,"P. Clausen","1842","11",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Novo Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539212","154","NY00539212_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"erythroxyloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","539209","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","J. C. Solomon",NA,NA,NA,"J. C. Solomon","1983","10","08","Bolivia","Tarija","Aniceto Arce","6.3 km N of bridge at Emborozú on road to Bermejo, crest of ridge","-64.5","-22.27",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539209","11086",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-01-12 12:48:00-02","NY","NYBG","538749","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,NA,NA,NA,NA,"B. Rambo",NA,NA,NA,"Brazil","Santa Catarina","Itapiranga","Itapiranga ad fl. Uruguay - Pepery","-53.7119","-27.1694",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538749","49946","NY00538749_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","538721","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.",NA,NA,NA,NA,"I. Cordeiro","1994","04",NA,"Brazil","São Paulo","Sao Paulo","Parque do Estado, Instituto de Botánica de Sao Paulo, trilha na mata junto ao predio do Herbario, extremidade proxima ao bosque do Hoehne","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538721","1384","NY00538721_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1064965","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","E. Jablonski",NA,NA,NA,"G. T. Prance","1964","09","26","Brazil","Mato Grosso","Nova Xavantina","Grounds of brick factory (of Fundacao Brasil Central), 5 km S of Xavantina margin of small creek.","-52.3531","-14.6733",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064965","59121","NY01064965_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","542364","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","I. Cordeiro",NA,NA,NA,"J. E. Leite","1941","11",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542364","3098","NY00542364_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","330471","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","01","24","Bolivia","Santa Cruz","Cordillera","Along road from La Mora to San Joaquín, 3.5 km E of La Mora and turnoff from highway from Santa Cruz to Abapó.","-63.18","-18.47",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330471","48128",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","539207","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. O. S. Vieira",NA,NA,NA,"H. H. Bartlett","1943","11","04","Uruguay","Montevideo",NA,"Botanical Garden",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539207","20682",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-12-16 12:22:00-02","NY","NYBG","01527877","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis",NA,"D. Brunner",NA,NA,NA,"I. L. Basualdo","1988","05","31","Paraguay","Paraguarí",NA,"Paraguari, Costa Segunda, Cerro Palacios.",NA,NA,NA,NA,NA,NA,"Facultad de Ciencias Quimicas UNA (FCQ) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150888' target='other'> <mi>dwc_moreinfo</mi></a>","NY01527877","1537",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","539211","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis erythroxyloides","Müll.Arg.","A. S. de Oliveira",NA,NA,NA,"A. F. C. P. Saint-Hilaire","1816",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"2. parte <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539211","B98","NY00539211_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"erythroxyloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","539206","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania brasiliensis","Spreng.","A. O. S. Vieira",NA,NA,NA,"H. F. Pittier","1913","06","02","Venezuela","Distrito Capital",NA,"Bosque de Catuche, above Caracas",NA,NA,NA,NA,"1200","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539206","6304",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
