"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1522570","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","N. Roque","1791","2008","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1769885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522570","Magnoliophyta","Fabales","Tul.",NA,"Bahia","Morro do Chapéu","Chapada Diamantina, Vila do ventura. Trilhapara cidade das Pedras.","-40.9986","-11.6756","NY01522570_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","306163","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","M. H. Nee","48749","1998","03","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306163","Magnoliophyta","Fabales","Tul.","M. H. Nee","Santa Cruz","Cordillera","Along new highway from Santa Cruz to Ibapó, 7.5 km S of Basilio.","-63.18","-18.18",NA,"525","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4619","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","J. S. Blanchet","3262",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004619","Magnoliophyta","Fabales","Tul.",NA,"Bahia",NA,"Igreja Velha",NA,NA,"NY00004619_01",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","582413","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","J. S. Blanchet","3746",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582413","Magnoliophyta","Fabales","Tul.","V. E. Rudd","Bahia",NA,NA,"-39.039072","-15.159747","NY00582413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","582406","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","L. P. de Queiroz","1622","1987","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582406","Magnoliophyta","Fabales","Tul.","L. P. de Queiroz","Bahia","Ituaçu","Arredores do Morro da Mangabeira","-41.3119","-13.8394","NY00582406_01","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00980259","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","E. T. Neto","2365","1997","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980259","Magnoliophyta","Fabales","Tul.","E. T. Neto","Minas Gerais","Aimorés","Aimorés. UHE Aimorés. Margem direita do rio Manhuaçu","-41.0639","-19.4958","NY00980259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","821563","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","R. M. Harley","PCD No. 2743","1996","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821563","Magnoliophyta","Fabales","Tul.",NA,"Bahia","Jacobina","Arredores de Sítio de Meio.","-40.6472222","-11.0752778","NY00821563_01","730","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","582411","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","W. Hoehne","s.n.","1945","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582411","Magnoliophyta","Fabales","Tul.",NA,"São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505","NY00582411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00980308","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","G. G. Hatschbach","69401","1999","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980308","Magnoliophyta","Fabales","Tul.","G. G. Hatschbach","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1719","-17.7575","NY00980308_01","900","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00980284","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","J. E. de Paula","1454","1981","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980284","Magnoliophyta","Fabales","Tul.","E. P. Heringer","Mato Grosso do Sul","Ladário",NA,"-57.6017","-19.0047","NY00980284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1144866","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","D. B. O. S. Cardoso","1239","2006","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144866","Magnoliophyta","Fabales","Tul.",NA,"Bahia","Ruy Barbosa","ARIE Serra do Orobó. Faz. Bom Jardim.","-40.4761","-12.3286","NY01144866_01","591","591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02686828","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","H. C. de Lima","6189","2004","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966060' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686828","Magnoliophyta","Fabales","Tul.",NA,"Rio de Janeiro","Iguaba Grande","Morro das Canelas","-42.3725","-22.8528","NY02686828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","582417","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","L. Riedel",NA,"1833","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582417","Magnoliophyta","Fabales","Tul.","H. C. de Lima","Rio de Janeiro",NA,"In collib pe. Pertininga",NA,NA,"NY00582417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","582409","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","J. C. Lindeman","5467s/n","1967","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582409","Magnoliophyta","Fabales","Tul.","J. C. Lindeman","Paraná","Santa Helena","Rio San Vicente Grande, 12 km S of S. Helena, 5 km from Rio Paraná","-54.3328","-24.8606","NY00582409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","582410","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","G. G. Hatschbach","21727","1969","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582410","Magnoliophyta","Fabales","Tul.","A. E. Burkart","Paraná","Alvorada do Sul","Rio Paranapanoma, Perto Alvorada","-51.2308","-22.7806","NY00582410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","230282","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","M. H. Nee","47833","1998","01","07","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230282","Magnoliophyta","Fabales","Tul.","M. H. Nee","Santa Cruz","Andrés Ibáñez","2.8 km SE of turnoff from Santa Cruz to Puerto Pailas highway, 15 km (by air) E of Cotoca.","-62.87","-17.72",NA,"320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00980333","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","G. G. Hatschbach","61883","1995","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980333","Magnoliophyta","Fabales","Tul.","L. P. de Queiroz","Minas Gerais","Monte Azul","Serra do Espinhaço","-42.8744","-15.155","NY00980333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","582415","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","M. Kawall","284","1993","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582415","Magnoliophyta","Fabales","Tul.",NA,"Rio de Janeiro","Cantagalo","Est. itaocara, Jaguarembé de cima","-42.3681","-21.9811","NY00582415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","04034751","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","P. Acevedo-Rodríguez","16607","2017","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4337932' target='other'> <mi>dwc_moreinfo</mi></a>","NY04034751","Magnoliophyta","Fabales","Tul.",NA,"Mato Grosso do Sul",NA,"Serra da Bodoquena, northwestern side of the southern sector along road to Laudjá","-56.7364","-21.1119",NA,"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","12179","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","W. W. Thomas","11108","1996","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00012179","Magnoliophyta","Fabales","Tul.","R. C. Barneby","Bahia","Vitória da Conquista","1 km south of BR 415, 14 km east of Vitória da Conquista","-40.8022","-14.9928","NY00012179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00980258","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","V. C. Souza","5257","1994","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980258","Magnoliophyta","Fabales","Tul.","G. P. Lewis","Bahia","Rio de Contas","ca. 6 km da cidade em direção a Livramento de Brumado","-41.8114","-13.5792","NY00980258_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","582404","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","L. B. Noffs","32","1977","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582404","Magnoliophyta","Fabales","Tul.",NA,"São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 3: Planta 84","-46.618358","-23.646109","NY00582404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","582418","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","G. M. Nunes","22524","1928","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582418","Magnoliophyta","Fabales","Tul.","F. C. Hoehne","Rio de Janeiro",NA,"Avellar, Est. do Rio. Ex. Herv. do Serv. de Refl. da Comp. Estr. de Ferro Cantal do Brasil # 77",NA,NA,"NY00582418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00980309","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","B. Dubs","189","1987","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980309","Magnoliophyta","Fabales","Tul.","B. Dubs","Mato Grosso do Sul",NA,"Fazenda Salina, Pantanal do Rio Negro","-56.17","-19.5","NY00980309_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00980209","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","E. Teixeira","s.n.","1990",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980209","Magnoliophyta","Fabales","Tul.",NA,"Minas Gerais",NA,"Janaúba",NA,NA,"NY00980209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00980234","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","A. Macedo","5591","1993","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980234","Magnoliophyta","Fabales","Tul.","S. F. Smith","Minas Gerais","Campina Verde","Fazenda S. José do Lajeado","-49.4864","-19.5358","NY00980234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","582408","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","A. Gehrt","s.n.","1943","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582408","Magnoliophyta","Fabales","Tul.","O. Handro","São Paulo",NA,"Santa Adelia",NA,NA,"NY00582408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00980233","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","E. P. Heringer","5708","1980","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980233","Magnoliophyta","Fabales","Tul.",NA,"Distrito Federal","Brasília","Avenida das Nações","-47.9294","-15.7797","NY00980233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","582403","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","L. B. Noffs","17","1996","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582403","Magnoliophyta","Fabales","Tul.","L. P. de Queiroz","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico. Area 6: Planta 23A","-46.618358","-23.646109","NY00582403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","582407","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","R. M. Harley","21387","1980","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582407","Magnoliophyta","Fabales","Tul.","G. P. Lewis","Bahia","Bom Jesus da Lapa","Basin of the Upper Sao Francisco River. F4","-43.43","-13.25","NY00582407_01","450","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","582414","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","S. B. d. Silva","351","1984","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582414","Magnoliophyta","Fabales","Tul.","H. P. Bautista; J. D. C. A. Ferreira","Bahia","Cristópolis","Cantinho. Folha SD.23-X-A. Ponto 06","-44.33","-12.3","NY00582414_01","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","582419","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","G. Pereira-Silva","3079","1995","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582419","Magnoliophyta","Fabales","Tul.","R. C. Barneby","Bahia","Palmeiras","BR-242 entroncamento Irece - Lencois Km 01","-41.63","-12.45","NY00582419_01","770","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","582426","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","A. H. Gentry","50107","1985","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582426","Magnoliophyta","Fabales","Tul.","A. Fernandes","Ceará","Crato","29 km W of Crato CE-090. Vegetation on N slope of Chapada do Araipe","-39.83","-7.25","NY00582426_01","700","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","582416","PreservedSpecimen","Plantae","Fabaceae","Pterogyne","nitens","Pterogyne nitens","E. Pereira","9886","1965","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582416","Magnoliophyta","Fabales","Tul.",NA,"Rio de Janeiro",NA,"Natividade Bonaneiras",NA,NA,"NY00582416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
