"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"99","2019-05-06 11:53:45-03","UFU","HUFU","72894","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","223","2016","10",NA,"Brasil","Minas Gerais","RPPN Santuário do Caraça, Trilha caminho para a capelinha.",NA,"Liana, brácteas involucrais marrons, pápus cremes.; Borda de mata.","HUFU00071811","HUFU00071811","Castro, M.","19",NA,NA,"Catas Altas","-43.4075012207031","-20.0746994018555","2017","02","03",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"100","2019-05-06 11:53:45-03","UFU","HUFU","55184","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Saavedra, M.M.; Borges, R.A.X.; Forzza, R.C.; Pereira, A.R.; Ribeiro, P.C. & Avelar, M.","275","2006","05",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Trilha subida Monjolinho - Gruta dos viajantes.",NA,"Herbácea. Brácteas involucrais verde claras e corola alva.; Campo rupestre em encosta levemente íngreme, de solo quartzítico com afloramentos rochosos.","HUFU00048251","HUFU00048251","Borges, R.A.X.","16",NA,NA,"Lima Duarte","-43.793098449707","-21.8425006866455","2006","05","16",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"101","2020-08-04 12:47:41-03","UFU","HUFU","45436","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7813","2006","07",NA,"Brasil","Minas Gerais","Região da represa de Furnas, Estrada para Cachoeira Feixo da Serra.",NA,"Trepadeira com brácteas involucrais verdes, corola alva.; Campo rupestre.","HUFU00058366","HUFU00058366","Nakajima, J.N.","13",NA,NA,"Capitólio","-46.0499992370605","-20.6152992248535","2007","12",NA,NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA
"102","2021-03-04 15:42:36-03","IF","SPSF","44907","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","O.A.Fávero","CJ075","2009","04","América do Sul","Brasil","SP","Colônia Umuarama",NA,"COLETA: Arbusto escandente; capítulos rosáceos.; GEOGRAFIA: Trilha Sete Quedas;",NA,NA,"F.O. Souza","25",NA,NA,"Campos do Jordão","-45.583889","-22.763056","2010","11","18",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-04 15:42:36-03","IF","SPSF","07985","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","microdonta","Mikania microdonta",NA,"R.A.A.Barreto","253","1981","04","América do Sul","Brasil","SP","P.E. de Campos do Jordão",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"27",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"Magnoliopsida","21048","auto",NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Martius, CFP","s.n.",NA,NA,"Southern America","Brazil",NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Warming, JEB","s.n.",NA,NA,"Southern America","Brazil",NA,"in Serra da Gamba, ad Barbacena, Olhos d'agua et Pedro Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Pohl, JBE","314",NA,NA,"Southern America","Brazil",NA,"Habitat prov. Goyaz ad Chapada da Serra S. Marco et Corgo Andarra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vauthier, AC","291",NA,NA,"Southern America","Brazil",NA,"prov. Minas Geraes in campis et fruticetis prope Tejuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Claussen, P","s.n.",NA,NA,"Southern America","Brazil",NA,"ad Cachoeira do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 16:26:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Burchell, WJ","4749",NA,NA,"Southern America","Brazil","São Paulo","prov. S. Paulo prope urbem S. Paulo in Varge do Carmo",NA,"There is another Burchell 4749 that is Mikania microdonta",NA,NA,NA,NA,NA,NA,"Vargem","-46.41","-22.89",NA,NA,NA,"-46.41","-22.89",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 16:26:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Regnell, AF","158",NA,NA,"Southern America","Brazil","Minas Gerais","Caldas",NA,"There is another Regnell 158 that is Mikania microdonta",NA,NA,NA,NA,NA,NA,"Caldas","-46.39","-21.92",NA,NA,NA,"-46.39","-21.92",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:36:43-03","UFRGS","ICN","148001","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Hatschbach, G; et al.","74990","2003","06","América do Sul","Brasil","ES","Rod. BR 262 Rio Cavalo",NA,"Doação Herbário MBM.; Volúvel; flor creme.; Orla da floresta.",NA,NA,"Oliveira, CT","08",NA,NA,"Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:36:43-03","UFRGS","ICN","131982","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Nakajima, JN; et al.","2621","1997","06","América do Sul","Brasil","MG","Guarita da Casca D'Anta parte de baixo Parque Nacional da Serra da Canastra",NA,"Doação herbário HUFU.; Trepadeira, caule volúvel. Brácteas esverdeadas. Corola e ramos do estilete brancos. Flores perfumadas.; Mata alterada, solo pedregoso.",NA,NA,"Ritter, MR","28",NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","2004","12","27",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:36:43-03","UFRGS","ICN","131981","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Nakajima, JN; et al.","2615","1995","07","América do Sul","Brasil","MG","Morro próximo ao córrego dos Passageiros PARNA Serra da Canastra",NA,"Doação herbário HUFU.; Trepadeira. Brácteas de verde a vinho. Corola e estigma brancos.; Borda de capão.",NA,NA,"Nakajima, JN","19",NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:36:43-03","UFRGS","ICN","188580","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Savaris, M","95",NA,NA,"América do Sul","Brasil","RS",NA,NA,"Doação Herbário RSPF 11668",NA,NA,"Schneider, AA",NA,NA,NA,"Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA
"115","2020-06-03 17:38:58-03","UFMT","CNMT","9906","S","Plantae","Angiosperma",NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","A. Quinet",NA,"2001","05",NA,"Brasil","Rio de Janeiro","Sítio Arco Iris",NA,"Folha discolor, flor em capítulos brancosDoação Herbário do Departamento de Botânica, Instituto de Biologia, RFA 27848","CNMT009906",NA,"R. L. Esteves","18","550","550","Nova Friburgo","-42.405556","-22.355278","2001","08","28","42°24'20'' W","22°21'19'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2014-09-23 11:01:07-03","G","G-DC","G00495132","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vauthier, A.-C.","291","1833",NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00495132",NA,"CAT.HERB.PRODR.","00",NA,NA,NA,"-45.44222222","-18.78777778","2013","01","01","-45.44222222","-18.78777778",NA,NA,NA,NA,"HOLOTYPUS of Mikania microdonta DC.",NA,NA,NA,NA
"117","2019-11-21 10:01:02-03","IBt","SP","266857","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Lima, HC; et al.","3519","1989","04",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima, Estrada para o Hotel Faz São João, Km 6-8",NA,NA,NA,NA,NA,"18","1200","1200","Nova Friburgo","-42.05","-22",NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:01:02-03","IBt","SP","237916","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Cordeiro, I; Romaniuc Neto, S","577","1989","07",NA,"Brasil","Minas Gerais","Serra do Caraça, Seminário do Caraça, caminho para Cascatinha",NA,NA,NA,NA,"Rodrigues, TS","26",NA,NA,NA,NA,NA,"1992","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:01:02-03","IBt","SP","20788","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Regnell, A","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,"SP029920","SP029920","Robinson, BL",NA,NA,NA,"Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:01:02-03","IBt","SP","406289","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Nakajima, JN; Ressel, K; Guimarães, FAG","2014","1996","07",NA,"Brasil","Minas Gerais","Próximo ao Córrego dos Passageiros",NA,NA,NA,NA,"Simão Bianchini, R","11",NA,NA,"São Roque de Minas","-46.3657989501953","-20.2453002929688","2014","02","17",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:01:02-03","IBt","SP","80677","S","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Kuhlmann, M","3794","1956","06",NA,"Brasil","São Paulo","Fazenda Campininha, Reserva Florestal, próximo de Pádua Sales, E.F.S.",NA,NA,NA,NA,"Robinson, BL","20",NA,NA,"Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"122","2010-11-09 15:19:49-02","UM","RECOLNAT_UM_MPU","MPU023740","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","DC.","Vauthier, M.",NA,"1833",NA,NA,"Brésil",NA,"Province de Minas Geraes : Tejuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu023740' target='other'> <mi>dwc_moreinfo</mi></a>","MPU023740",NA,"Daveau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","291",NA,NA,NA
"123","2010-08-16 16:37:41-03","GH","HU-HERB","GH 00010387","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","de Candolle","A.-C. Vauthier","291","1833",NA,"South America","Brazil","Minas Gerais","Tejuco","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","291",NA,NA,"undetermined"
"124","2010-08-16 16:37:41-03","GH","HU-HERB","GH 00010388","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microdonta","Mikania microdonta","de Candolle","A.-C. Vauthier","291","1833",NA,"South America","Brazil","Minas Gerais","Tejuco","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","291",NA,NA,"undetermined"
