"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","class","sex"
"45","2015-10-23 16:38:00-02","MO","MOBOT","2490663","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","Degen, R.","Fátima Mereles","Mereles H. 5990","1995","6","South America","Paraguay","Presidente Hayes","Est. Dolinda, tyto. Pozo Colorado-Concepción",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2008-09-20 03:32:00-03","MO","MOBOT","3420238","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","T.M. Pedersen","Frieda Billiet|B. Jadin","Billiet 3342","1984","6","South America","Paraguay","Presidente Hayes","Route TRanschaco, pK 250. Dépression dans la savane humide à Copernicia australis.",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","3420293","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat",NA,"Stephan G. Beck","Beck 5521","1981","7","South America","Bolivia","Beni","Prov. Ballivian, Espiritu en la zona de influencia del rio Yacuma. Sabana humeda. Canada paralela al arroyo taropalito, del rio Yacuma.",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","735354","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","T.M. Pedersen (CTES)","Elsa M. Zardini|et al.","Zardini 2555","1987","5","South America","Paraguay","Presidente Hayes","Puente Remanso",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","87-16",NA,NA
"49","2011-06-09 17:49:00-03","MO","MOBOT","737137","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","T.M. Pedersen (CTES)","Blas Pérez","Pérez Maricerich 224","1990","6","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.46666","-25.33333",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1",NA,NA
"50","2012-04-12 05:10:00-03","MO","MOBOT","968649","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","A. Fuentes","Alfredo F. Fuentes","Fuentes Claros 816","1995","6","South America","Bolivia","Santa Cruz","Estancia San Miguelito, 200 km NE de la ciudad de Santa Cruz; campamento Pascana WCS. Río San Julián, cubierto en partes por colchas de vegetación acuática; río de aguas pardas.","-61.78333","-17.08333",NA,NA,NA,NA,"30","Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"260.00000000",NA,"4",NA,NA,NA
"51","2014-04-11 11:19:00-03","MO","MOBOT","2957811","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat",NA,"Adriana Sanjinés|et al.","Sanjinés Asturizaga 201","1999","5","South America","Bolivia","Beni",NA,"-64.9166667","-14.5333333",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"1",NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","736478","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","G.M. Pedersen (CTES)","Elsa M. Zardini|M. Velázquez","Zardini 16711","1989","11","South America","Paraguay","Cordillera","Río Salado basin, 7 km. Northeast of Emboscada. Inundated savanna.","-57.5","-25.11666",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","200",NA,NA
"53","2020-06-22 14:17:50-03","UNESP-IBILCE","SJRP","08502","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D. Parodi) Chodat","pott, V.J.","Cervi, A.",NA,NA,NA,"América do Sul","Brasil","Mato Grosso do Sul","Ponte do Saran, estrada da Manga -Pantanal","-57.6533012390137","-19.0091991424561",NA,"Aquática flutuante fixa, flores brancas;",NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"54","2021-01-10 20:50:57-03","INPA","INPA","111341","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Siqueira, JC de","Yamakoshi, M","20",NA,NA,"Southern America","Brasil","Amazonas","Entre Lago do Baixio e Marajá (Janauacá), Entre lago do Baixio e Marajó (Janauacá).","-60.25",NA,NA,NA,"INPA0111341","INPA0111341 INPA0111341_e",NA,NA,NA,NA,"2005","02",NA,"-60.25",NA,NA,NA,NA,NA,NA,NA
"55","2020-08-31 09:17:46-03","INPA","INPA","47008","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Siqueira, JC de","Junk, WJ","69","1974","08","Southern America","Brasil","Amazonas","Lago do Castanho, Lago do Castanho, Careiro.","-60.36","-3.75",NA,NA,"INPA0047008","INPA0047008 INPA0047008_e","08","Careiro",NA,NA,"2005","02",NA,"-60.36","-3.75",NA,NA,NA,NA,NA,NA
"56","2020-08-31 09:17:46-03","INPA","INPA","52892","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Senna, LR","Brandoff, J","s.n.","1975","10",NA,"Bolívia",NA,"Beni, Trindad, Laguna Suárez.",NA,NA,NA,NA,"INPA0052892","INPA0052892 INPA0052892_e INPA0052892_e1","07",NA,NA,NA,"2010","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-08-31 09:17:46-03","INPA","INPA","66423","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Siqueira, JC de","Carreira, LMM","176","1977","05","Southern America","Brasil","Amazonas","Lago do Janauarí, Lago do Janauari, Rio Solimões.","-60.333333","-3.333333",NA,NA,"INPA0066423","INPA0066423 INPA0066423_e","10",NA,NA,NA,"2005","02",NA,"-60.333333","-3.333333",NA,NA,NA,NA,NA,NA
"58","2020-08-31 09:17:46-03","INPA","INPA","8000","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Siqueira, JC de","Rodrigues, WA","1637","1960","04","Southern America","Brasil","Amazonas","Cambixe-Lago dos Reis., Cambixe - Lago dos Reis","-60.3692016601562","-3.76805996894836",NA,NA,"INPA0008000","INPA0008000 INPA0008000_e","25","Careiro","91135","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-31 09:17:46-03","INPA","INPA","211651","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Oliveira, JCL de","Gutierres, MG","11","2002","06","Southern America","Brasil","Amazonas","Lago Mamirauá/ Setor Mamirauá (RDSM).","-64.883333","-2.016667",NA,NA,"INPA0211651","INPA0211651 INPA0211651_e","01","Tefé",NA,NA,"2005","02",NA,"-64.883333","-2.016667",NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","125523","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(Parodi) Chodat",NA,"F. G. Herder","s.n.","1860","10","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"US01333392","US01333392_01","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"61","2019-11-13 11:14:07-03","USP","SPF","89553","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Senna, L","Rocha, C","s.n.","1994","07",NA,"Brasil","Mato Grosso do Sul",NA,"-56.3782997131348","-20.2406005859375",NA,NA,"SPF00089553",NA,"21","Miranda","92112","auto","2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:18:22-03","UEFS","HUEFS","145861","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat",NA,"Cordeiro, I.","1731","1983","10",NA,"Brasil","São Paulo","Reserva Pedra Grande.","-46.5499992370605","-23.1100006103516",NA,NA,"HUEFS0145861","HUEFS0145861","26","Atibaia","21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllanae",NA
"63","2021-04-05 12:29:27-03","UNIVASF","HVASF","14043","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","L. Senna","V.M. Cotarelli","1318","2012","02","América do Sul","Brasil","Pernambuco","Lote 01. Balsa da Travessia para Pedra Branca (BA). Próximo a captação","-39.464694","-8.562611",NA,"Macrófita aquática anfíbia ca. de 15cm acima da superfície da água. Inflorescências congestas axilares alvas","HVASF014043","HVASF014043_v01 HVASF014043_v02","16","Cabrobó",NA,NA,"2014","05","15","-39.464694","-8.562611","338","338",NA,NA,NA,"U"
"64","2019-11-21 09:57:54-03","IBt","SP","270198","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Senna, LR","Cervi, AC; et al.","3299","1991","08",NA,"Brasil","Mato Grosso do Sul","Ponte do Saran. Pantanal","-57.6533012390137","-19.0091991424561",NA,"Aquática flutuante fixa, flores brancas",NA,NA,"22","Corumbá","295160","auto","2012","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 09:57:54-03","IBt","SP","320532","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","aquatica","Alternanthera aquatica","(D.Parodi) Chodat","Cordeiro, I","Cordeiro, I; Catharino, ELM; Ribeiro, W; Mariano Neto, E","1731","1998","05",NA,"Brasil","São Paulo","Várzea do rio Piracicaba, entre os lugarejos de Tanquã e Artemis","-47.6399993896484","-22.7199993133545",NA,"Erva rizomatosa flutuante, caule avermelhado, inflorescência alva",NA,NA,"22","Piracicaba","44778","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
