"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","typeStatus","eventTime","fieldNumber","individualCount"
"33","2020-11-24 17:10:49-03","UTFPR","DVPR","5255","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","França, LN; et al.","6","2017","08","30",NA,"Brasil","Paraná","RPPN Salto Chopim",NA,"Arvoreta 4 m, flores creme.; Floresta Estacional Semidecidual","DVPR005255",NA,"São Jorge d' Oeste","-53.0445","-25.3611",NA,NA,NA,NA,NA,NA,"2017","-53.0445","-25.3611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:49-03","UTFPR","DVPR","3440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Vargas, DM","10","2014","08","27",NA,"Brasil","Paraná","Unidade de Conservação Parque da Raposa",NA,"Arbóreo, inflorescência cor pálea.; Interior da Mata","DVPR003440",NA,"Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:49-03","UTFPR","DVPR","3460","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Queiroz, LE","7","2014","08","27",NA,"Brasil","Paraná","Unidade de Conservação Parque da Raposa",NA,"Interior da mata","DVPR003460",NA,"Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:49-03","UTFPR","DVPR","2795","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Kinupp, VF; Medri, C; Dias, MC","816","1997","09","12",NA,"Brasil","Paraná","Parque Municipal Peroba Rosa",NA,"Arvoreta 3m, botões creme-acizentados.","DVPR002795",NA,"Cambé","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:49-03","UTFPR","DVPR","1218","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Stolfo, R","s.n.","2010","10","15",NA,"Brasil","Paraná","Trilha.",NA,"Arbusto, porte baixo, flores, copa bifurcada e tronco áspero.; Nascente de água, banhado.","DVPR001218","Estevan, DA","Capitão Leonidas Marques","-53.614200592041","-25.4792003631592","DVPR001218",NA,NA,NA,"14258","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:49-03","UTFPR","DVPR","4125","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Ferro, T; et al.","s.n.","2013","04","14",NA,"Brasil","Paraná","Parque Estadual Vila Rica do Espírito Santo",NA,"arbusto semi-ciófilo, ca. 1,5 m. Frutos imaturos verdes.; Relevo: suave-ondulado - Vegetação: Floresta Semidecidual Submontana","DVPR004125","Caxambu, MG","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"16297","auto","2013",NA,NA,"05","21",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:49-03","UTFPR","DVPR","404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Morales, AMR; et al.","s.n.","2003","10","25",NA,"Brasil","Paraná","Parque Estadual Mata dos Godoy",NA,"Arbusto ca. 1,5 m, flores creme.; Trilha, borda da mata. Floresta Estacional Semidecidual.","DVPR000404","Dias, MC","Londrina","-51.1627998352051","-23.3103008270264","DVPR000404",NA,NA,NA,"63728","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-24 17:10:49-03","UTFPR","DVPR","2335","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Estevan, DA; Duarte, E","2114","2014","12","15",NA,"Brasil","Paraná","Salto do Chopim. Propriedade Sr. Jair Nogueira",NA,"Arvoreta, frutos.; Interior de mata. Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR002335","Estevan, DA","São Jorge d' Oeste","-53.044992","-25.364176",NA,NA,"385","385",NA,NA,"2014","-53.044992","-25.364176","12","18",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:44:30-03","EAO","IAN","41217","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Langdorff","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN041217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:24-03","PUCPR","HUCP","24262","S","Plantae","Eudicotiledonea",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","Dc.","Adenesky, E","155","2011",NA,NA,NA,"Brasil","Paraná",NA,NA,NA,"HUCP00013702","Selusniaki, M","Telêmaco Borba","-50.6156005859375","-24.3239002227783","HUCP00013702",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 21:32:40-03","UFBA","ALCB","11733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor","D.C.","Saldanha","PHs/n","1881",NA,NA,"Southern America","Brasil","Rio de Janeiro","Do sul do Brasil, de Minas, Paraguai",NA,NA,"ALCB015475",NA,"Paraíba do Sul","-43.2928009033203","-22.1618995666504","ALCB015475",NA,NA,NA,"22368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:20:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","Ribas, OS; Silva, JM; Andrade, CCA","7411","2006","10","03","Southern America","Brasil","Paraná","Parque Nacional do Iguaçu, trilha do Poço Preto",NA,"3m, flor alva. Margem do caminho.",NA,"Hatschbach, G","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"subconcolor",NA,NA,"39570","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:20:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","discolor","Miconia discolor subconcolor","Cogn.","Ribas, OS; Silva, JM; Andrade, CCA","7411","2006","10","03","Southern America","Brasil","Paraná","Parque Nacional do Iguaçu, trilha do Poço Preto",NA,"3m, flor alva. Margem do caminho.",NA,"Hatschbach, G","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"subconcolor",NA,NA,"39570","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:03:48-03","NBC","NL-BOTANY","U.1384029","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Lindeman JC; Haas H de",NA,"1967","05","20","Southern America","Brazil",NA,"Est. Paraná. 15 km S. of Cava Funda. Forest (mostly cut) on crest. Seedling.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384029",NA,NA,NA,NA,"NL-U1384029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"47","2020-02-08 10:03:48-03","NBC","NL-BOTANY","L.2550312","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Hatschbach GG; Guimarães OA",NA,"1968","09","22","Southern America","Brazil",NA,"Est. Paraná (Brasil), Mun Laranjeiras do Sul, Barra Rio Perdido.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550312",NA,NA,NA,NA,"NL-L2550312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
