"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2020-11-04 10:59:58-03","ESALQ","ESA","53513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii",NA,"Rapini, A.","Lucas, E.J. et al.","513.0","2006","11","19",NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"ESA053513","ESA053513","Rio de Janeiro","Teresópolis","38539","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:35:23-03","MN","R","215998","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Marquete, R.; Mansano, V.F.; Guimarães, E.F.; Meireles, J.E. & Miquel, J.R.",NA,"2007","05","17",NA,"Brasil",NA,"-44.724806","-22.381333",NA,NA,NA,NA,"Rio de Janeiro","Itaiaia",NA,NA,"2243","2243","2007","05",NA,"44°43'29,3''W","22°22'52,8''S",NA,NA,NA,NA,NA
"13","2021-03-31 13:35:23-03","MN","R","105651","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Vidal, J.","II - 5418","1952","11","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"2100","2100","1965","08","26",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:35:23-03","MN","R","11736","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Silva, N.M.F.","Glaziou, A.F.M.","16256 a",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"R000011736","R000011736_001","Minas Gerais",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:35:23-03","MN","R","175203","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Lutz, B.M.J.; Sampaio, J.A.",NA,"1954","02","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"1965","08","27",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:35:23-03","MN","R","26590","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Brade, A.C.","10928","1931","06","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"1900","1900","1991","12","27",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:35:23-03","MN","R","5015","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A.","Dusén, P.K.H.","85","1902","05","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"2000","2000","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:35:23-03","MN","R","5016","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A.","Ule, E.H.G.","211","1894","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"1800","1800","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:35:23-03","MN","R","95016","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Marquete, N.F.S.","Dusén, P.K.H.",NA,"1902","06",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"2000","2000","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:35:23-03","MN","R","175202","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Lutz, B.M.J.",NA,NA,NA,NA,NA,"Brasil",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","19648","auto",NA,NA,"1965","08","26",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:35:23-03","MN","R","37274","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Mello Filho, L.E.; Pessoa, O.F. & Gomes, A.L.",NA,"1942","03",NA,NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","38539","auto",NA,NA,"1967","01","05",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:35:23-03","MN","R","175205","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Barcia, J.C.C. 198; Costa, J.A.F.",NA,"1970","12","08",NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","38539","auto",NA,NA,"1970","12","29",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:35:23-03","MN","R","175204","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Vidal, J.","II - 6655","1953","05",NA,NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","38539","auto","1600","1600","1967","01","05",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:35:23-03","MN","R","111048","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Vidal, J.","II - 6488","1953","02",NA,NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","38539","auto","2170","2170","1991","12","27",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:35:23-03","MN","R","106061","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.P.","Vidal, J.","II - 5755","1952","12","20",NA,"Brasil",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","38539","auto","2000","2000","1991","12","30",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:22:11-03","UNICAMP","UEC","84208","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Farinaccio, MA","Koch, I; Kinoshita, LS","438","1995","04","04",NA,"Brazil","Subida do campo do muro, perto da antena.","-44.921667","-22.442222",NA,"Erva volúvel, flores com corola branco esverdeada, ginostêmio vináceo.","UEC053009","UEC053009","Minas Gerais","Passa Quatro",NA,NA,"1800","1800","1998","05",NA,"-44.921667","-22.442222",NA,NA,NA,NA,NA
"27","2021-03-01 16:22:11-03","UNICAMP","UEC","124296","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Farinaccio, MA","Flores, AS; Schütz Rodrigues, R; Meireles, LD; Belinello, R","618","2001","09","20",NA,"Brazil","Distrito de Monte Verde.","-46.1446990966797","-22.7553005218506",NA,"Trepadeira em borda de mata, flores branco-esverdeadas.","UEC053012","UEC053012","Minas Gerais","Camanducaia","22140","auto",NA,NA,"2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:22:11-03","UNICAMP","UEC","124297","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Farinaccio, MA","Flores, AS; Schütz Rodrigues, R; Meireles, LD; Belinello, R","617","2001","09","20",NA,"Brazil","Distrito de Monte Verde.","-46.1446990966797","-22.7553005218506",NA,"Trepadeira em borda de mata, flores branco-esverdeadas.","UEC053010","UEC053010","Minas Gerais","Camanducaia","22140","auto",NA,NA,"2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:03:48-03","UNICAMP","UEC","120258","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A","Meireles, LD","22","2001","03","18",NA,"Brazil","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,"Cipó, folhas pilosas discolores, flores bancas com estames roxos.","UEC087179","UEC087179","Minas Gerais","Camanducaia","22140","auto",NA,NA,"2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:03:48-03","UNICAMP","UEC","120223","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rapini, A","Meireles, LD","317","2001","06","28",NA,"Brazil","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506",NA,"Cipó com flores cremes, anteras roxas, ao longo do selado.","UEC087186","UEC087186","Minas Gerais","Camanducaia","22140","auto",NA,NA,"2002","10",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-03-16 17:26:30-03","UNEMAT","HERBAM","12583","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Ferneda Rocha, L","Sardelli, L.F.; Silva, T R C; Silva, J. .A. & Oliveira, R. .A.","3166Equipe","2014","12","18",NA,"Brasil","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM012583",NA,"Mato Grosso","Colíder","78569","auto",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:12:49-03","MBM","MBM","7496","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.","Lindeman, J.; Haas, H.; Haas, H.","5133","1967","04","16","Southern America","Brazil","Parque Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"MBM007496","MBM007496","Rio de Janeiro","Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:12:49-03","MBM","MBM","403147","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnelli","Oxypetalum regnelli","(Malme) Malme",NA,"Sardelli, L.; Silva, T.R.C.; Silva, J.A.; Oliveira, R.A.; Silva, T.R.C.; Silva, J.A.; Oliveira, R.A.","s.n.","2014","12","18","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote B de supressão","-55.470556","-10.89",NA,"Cipó, casca com látex. Folhas discolores, membranáceas. Flores com sépalas verde claro, estames cor vinho, ovário verde. Frutos carnosos, imaturos verde, ovais.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta","MBM403147","MBM403147","Mato Grosso","Colíder",NA,NA,"358","358",NA,NA,NA,"-55.470556","-10.89",NA,NA,NA,NA,NA
"34","2020-12-21 16:12:49-03","MBM","MBM","7484","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.","Lindeman, J.; Haas, H.; Haas, H.","4115","1967","02","01","Southern America","Brazil","Brejo da Lapa, Serra da Mantiqueira, acima de Engenheiro Passos",NA,NA,NA,NA,"MBM007484","MBM007484","Rio de Janeiro","Engenheiro Passos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:12:49-03","MBM","MBM","41575","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Fontella, J.","Dionisio; et al.; et al.","272","1949","06","28","Southern America","Brazil","Parque Nacional da Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,NA,"MBM041575","MBM041575","Rio de Janeiro","Teresópolis","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-24 21:45:48-03","MNHN","RECOLNAT_MNHN_P","P00631861","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Regnell",NA,"1856","12","23",NA,"Brésil","Caldas, Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00631861' target='other'> <mi>dwc_moreinfo</mi></a>","P00631861","P00631861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 73",NA,NA,NA
"37","2014-07-24 11:09:51-03","MNHN","RECOLNAT_MNHN_P","P00631862","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Regnell",NA,"1856","12","23",NA,"Brésil","Caldas, Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00631862' target='other'> <mi>dwc_moreinfo</mi></a>","P00631862","P00631862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 73",NA,NA,NA
"38","2016-03-09 18:13:16-03","MNHN","RECOLNAT_MNHN_P","P00631863","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Regnell",NA,"1856","12","23",NA,"Brésil","Caldas, Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00631863' target='other'> <mi>dwc_moreinfo</mi></a>","P00631863","P00631863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 73",NA,NA,NA
"39","2015-09-04 21:34:05-03","MNHN","RECOLNAT_MNHN_P","P05207847","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Marquete, R.|Meireles, J.E.|Mansano, V.F.|Guimarães, E.F.|Miquel, J.R.",NA,"2007","5","17",NA,"Brasil","PARNA Itatiaia. Estrada de Registro (ponto zero) para Agulhas Negras.","-44.72472","-22.38111","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05207847' target='other'> <mi>dwc_moreinfo</mi></a>","P05207847","P05207847_01","Rio de Janeiro","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4073",NA,NA,NA
"40","2020-10-01 14:20:55-03","JBB","HEPH","9683","S","Plantae","Dicotyledon","Gentianales","Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Bucci, FFB","Bucci, FFB","105","1994","02","17","Southern America","Brasil","Apa do Rio Descoberto próximo a BR 070 periferia de Taguatinga","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Distrito Federal","Brasília","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2012-03-07 16:19:00-03","MO","MOBOT","100184860","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","M.A. Farinaccio","Renato de Mello-Silva|José R. Pirani|I. Cordeiro|M.F.A. Calió","Mello-Silva 2873","2005","4","16","South America","Brazil","Parque Nacional do Itatiaia. Abrigo Rebouças. Trilha para o Pico das Agulhas Negras. Ca. de 500 m a partir do abrigo.","-44.6680556","-22.3841666",NA,NA,NA,NA,"Rio de Janeiro","Resende",NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-05-02 04:38:00-03","MO","MOBOT","100208676","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","M.A. Farinaccio","M.A. Farinaccio|Lívia G. Temponi|M. de Oliveira|L.A.L. Ribeiro","Farinaccio 607","2004","1","21","South America","Brazil","Itatiaia: Estrada para as Agulhas Negras,Km 2",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2020-07-08 12:52:00-03","MO","MOBOT","100299271","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Anders F. Regnell","Regnell III-73","1856","12","23","South America","Brazil","Caldas, Pedras Brancas",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Syntype",NA
"44","2020-07-08 12:52:00-03","MO","MOBOT","100299272","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Anders F. Regnell","Regnell III-73","1869","3","8","South America","Brazil","Caldas, Pedras Brancas",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Syntype",NA
"45","2020-07-08 12:55:00-03","MO","MOBOT","100299274","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme",NA,"Anders F. Regnell","Regnell III-2047","1877","1","4","South America","Brazil","Caldas, Pedras Brancas",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Syntype",NA
"46","2010-08-24 17:18:00-03","MO","MOBOT","430252","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","M.A. Farinaccio","Per Dusén","Dusén 479","1902","6","7","South America","Brazil","Serra do Itatiaya, Retiro, in silva occid","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2010-08-24 17:18:00-03","MO","MOBOT","430243","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","M.A. Farinaccio","Per Dusén","Dusén 85","1902","5","18","South America","Brazil","Serro do Ttatiaia: Retiro.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2020-06-15 15:28:29-03","UNESP-RC","HRCB","53750","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Farinaccio, M.A.","Mello-Silva, R.","2873","2005","04","16",NA,"Brasil","Parque Nacional do Itatiaia","-44.4467010498047","-22.468900680542",NA,"Trepadeira levógira. Pétalas amarelo-esverdeadas. Corona atro-purpúrea no centro e verde nas bordas. Ginostégio atro-purpúreo. Ápice dos ramos do ginostégio verde. Látex branco",NA,NA,"Rio de Janeiro","Resende","36089","auto","2600","2600","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:28:29-03","UNESP-RC","HRCB","25458","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Silva, N.M.F.",NA,"1242","1990","12","01",NA,"Brasil",NA,"-45.7299995422363","-22.6800003051758",NA,"<ll>dwc_commonname:</ll> Cipó de leite",NA,NA,"São Paulo","São Bento do Sapucaí","18089","auto","1850","1850","2003","12",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-15 15:28:29-03","UNESP-RC","HRCB","59104","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","regnellii","Oxypetalum regnellii","(Malme) Malme","Rocha, L.C.F.","Azul (Rocha, L.C.F.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.; Saka, M.N.)","92","2012","10","26",NA,"Brasil","Trilha da Pedra do Sino.","-43.001667","-22.451667",NA,"Trepadeira. Folhas discolor, membranáceas. Flores cálice verde; corola crème na base, verde no ápice; corona roxa, estigma roxo. Presença de látex.",NA,NA,"Rio de Janeiro","Teresópolis",NA,NA,"1146","1146",NA,NA,NA,"43º0.1'W","22º27.1'S",NA,NA,NA,NA,NA
