"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","individualCount","typeStatus","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","632081","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley","H51943","1992","03","13","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632081","Magnoliophyta","Sapindales","Holmes","J. R. Pirani","Abaíra","Morro do Zabumba. Engenho de Baixo","-41.8","-13.3","930","930","NY00632081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1015385","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","L. P. de Queiroz","12171","2006","03","11","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015385","Magnoliophyta","Sapindales","Holmes","J. A. Kallunki",NA,"Sao Gonçalo: Estrada Gentio do Ouro-Ipipiana.","-42.6","-11.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1015389","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","M. V. Moraes","660","2004","03","25","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105023' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015389","Magnoliophyta","Sapindales","Holmes","J. A. Kallunki",NA,"Bela Vista: Estrada Delfino/Sento Sé - Morro dos Cactos.","-39.73","-10.65",NA,NA,"NY01015389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 14:51:00-03","NY","NYBG","382287","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","A. Furlan","CFCR352","1980","12","02","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382287","Magnoliophyta","Sapindales",NA,"P. Dias","Gentio do Ouro","Gentio do Ouro.","-42.5","-11.42",NA,NA,"NY00382287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","883745","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","W. R. Anderson","9300","1973","04","21","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00883745","Magnoliophyta","Sapindales","Holmes","R. C. Kaastra",NA,"Rio Pandeiros, ca. 52 km by road W of Janúaria near road to Serra das Araras","-44.83","-15.45","520","520","NY00883745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","632080","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","W. Ganev","800","1992","07","31","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632080","Magnoliophyta","Sapindales","Holmes","J. R. Pirani","Abaíra","Mendonça, Beira do Rio do Ribeirao, próxima ao poco do Fel","-41.82","-13.28","950","950","NY00632080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","632077","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley","H51881","1992","03","12","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632077","Magnoliophyta","Sapindales","Holmes","J. R. Pirani","Abaíra","Cafundó","-41.85","-13.23","1000","1000","NY00632077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","382283","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley","H51555","1992","02","20","South America","Brazil","Bahia","sheet",NA,"Mat. em álcool. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382283","Magnoliophyta","Sapindales","Holmes","J. R. Pirani","Abaíra","Estrada Catolés-Barra.","-41.66","-13.25","1000","1000","NY00382283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382285","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","W. R. Anderson","9199","1973","04","19","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382285","Magnoliophyta","Sapindales","Holmes","R. C. Kaastra",NA,"22 km by road W of Januária on road to Serra das Araras. 1 km NW of large limestone hill.",NA,NA,"610","610","NY00382285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","382284","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","W. R. Anderson","37017","1972","03","16","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382284","Magnoliophyta","Sapindales","Holmes","L. A. Skorupa","Cocos","Espigao Mestre. Extensive limestone outcrop 6 km S of Cocos, and adjacent pasture.","-44.53","-14.18","520","520","NY00382284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","382282","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley","21468","1980","04","17","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382282","Magnoliophyta","Sapindales","Holmes","L. A. Skorupa",NA,"Basin of the Upper Sao Francisco River. Morrao, at about 32 km from Bom Jesus da Lapa. N.E. beyond Calderao.","-43.18","-13.12","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","884782","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","A. C. F. Moura","238","2001","04","20","South America","Brazil","Piauí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884782","Magnoliophyta","Sapindales","Holmes","J. A. Kallunki","São Raimundo Nonato","PARNA, Serra da Capivara, Zabeli.","-42.6992","-9.0156",NA,NA,"NY00884782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","382281","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley","18932","1977","02","22","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382281","Magnoliophyta","Sapindales","Holmes","L. A. Skorupa",NA,"Serra do Açuruá. Ca. 4 km NE from Gentio do Ouro along the road towards Central.","-42.5","-11.4","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-14 14:10:58-03","UFBA","ALCB","039746","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, B; Ganev, W; Queiroz, RF","PCDs/n","1992","03","12","Southern America","Brasil","Bahia",NA,NA,"1,8 m de altura. Flores vináceas.","ALCB063471","Dicotyledon",NA,"Holmes","Pirani, JR","Abaíra","Chapada Diamantina, Cafundó","-41.85","-13.233333","1000","1000",NA,"1994","-41.85","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:24:15-03","UFBA","ALCB","121074","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Guedes, ML; Alunos de Botânica BIOC05","23549","2015","06","12","Southern America","Brasil","Bahia",NA,NA,"Folhas com folíolos membranáceos, vilosos. Inflorescência espiga terminal, flores vináceas.","ALCB000767","Dicotyledon",NA,"Holmes","Guedes, ML","Ipupiara","Entrada para caminho para o Rio Verde.","-42.3675","-11.758333","674","674","ALCB000767 ALCB000767_1","2015","-42.3675","-11.758333","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:24:15-03","UFBA","ALCB","128618","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Guedes, ML; Alunos de Botânica BIOC05","25859","2017","08","11","Southern America","Brasil","Bahia",NA,NA,"Folhas pinadas, pinas membranáceas, face abaxial vilosa. Inflorescência em espigas.","ALCB045805","Dicotyledon",NA,"Holmes","Guedes, ML","Ipupiara","Caminho para o Rio Verde.","-42.6","-11.816667",NA,NA,"ALCB045805","2017","-42.6","-11.816667","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:24:15-03","UFBA","ALCB","59455","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Silva, TRS; Giulietti, AM; Correia, C","92","2001","04","19","Southern America","Brasil","Bahia",NA,NA,"2m de altura, ramificado. Frutos jovens verdes-escuros.","ALCB063470","Dicotyledon",NA,"Holmes","Pirani, JR","Paramirim","Chapada Diamantina, 19 km de Paramirim, estrada de Paramirim-Caetité","-42.281389","-13.58","888","888",NA,"2001","-42.281389","-13.58","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-08-11 00:16:29-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Giulietti, AM; Stannard, B; Atkins, S; Woodgyer, EM; Conceição, AA","PCD2476","1996","03","17","Southern America","Brasil","Bahia",NA,NA,"ramificado desde a base.; Caatinga com muita jurema e outras espécies espinhosas. Solo muito pedregoso com blocos rochosos de até 60cm de comprimento.",NA,"Dicotyledon",NA,"Holmes","Pirani, JR","Uibaí","Irecê, Serra Azul","-42.133333","-11.333333","600","600",NA,"1997","-42.133333","-11.333333","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-14 14:10:58-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, B; Ganev, W; Queiroz, RF","PCDs/n","1992","03","12","Southern America","Brasil","Bahia",NA,NA,"1,8 m de altura. Flores vináceas.",NA,"Dicotyledon",NA,"Holmes","Pirani, JR","Abaíra","Chapada Diamantina, Cafundó","-41.85","-13.233333","1000","1000",NA,"1994","-41.85","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G; Hatschbach, M; Barbosa, E","67717","1998","03","13","Southern America","Brasil","Bahia",NA,NA,"3 m . Flor bordô.; Encosta rochosa de morro.",NA,"Dicotyledon",NA,"Holmes","Pirani, JR","Gentio do Ouro","Irecê, Rodovia Brotas de Macaúbas a Gentio do Ouro, próximo a Cerne","-42.5","-11.416667",NA,NA,NA,"1999","-42.5","-11.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577967","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard BL; Ganev W; Queiroz RF",NA,"1992","03","12","Southern America","Brazil","Bahia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577967",NA,"Sapindales","Holmes","Pirani JR",NA,NA,"-41.85","-13.233333",NA,NA,"NL-U1577967",NA,"-41.85","-13.233333",NA,"Magnoliopsidae","U 0102681",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577968","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley RM",NA,"1977","02","22","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577968",NA,"Sapindales","Holmes",NA,NA,"Brazil: Estado da Bahia, Serra do Acurúa. Ca. 4 km NE from Centio do Ouro along the road towards Central.","-42.5","-11.4",NA,NA,"NL-U1577968",NA,"-42.5","-11.4",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577969","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley RM",NA,"1980","04","17","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577969",NA,"Sapindales","Holmes",NA,NA,"Brazil: Estado do Bahia. Basin of the Upper São Francisco River. Morrão, at about 32 km from Bom Jesus da Lapa, N.E. beyond Calderão.","-43.183333","-13.116667",NA,NA,"NL-U1577969",NA,"-43.183333","-13.116667",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577970","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Anderson WR; et al.",NA,"1973","04","21","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577970",NA,"Sapindales","Holmes",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Rio Pandeiros, ca. 52 km by road W of Januária near road to Serra das Araras.",NA,NA,NA,NA,"NL-U1577970",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577971","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","03","16","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577971",NA,"Sapindales","Holmes",NA,NA,"Plants of the Planalto do Brasil, Estado Bahia, Espigão Mestre. Extensive limestone outcrop 6 km S of Cocos.",NA,NA,NA,NA,"NL-U1577971",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577972","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Anderson WR; et al.",NA,"1973","04","19","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577972",NA,"Sapindales","Holmes",NA,NA,"Plants of the Planalto do Brasil, Estado de Minas Gerais. 22 km by road W of Januária on road to Serra das Araras, 1 km NW of large limestone hill.",NA,NA,NA,NA,"NL-U1577972",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:19:05-03","ESALQ","ESA","23648","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Souza, V.C. et al.","5396.0","1994","03","09",NA,"Brasil","Bahia",NA,NA,NA,"ESA023648","Magnoliophyta",NA,"Holmes","Skorupa, L.A.","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,"ESA023648",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:19:05-03","ESALQ","ESA","61997","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G. et al.","67717.0","1998","03","13",NA,"Brasil","Bahia",NA,NA,NA,"ESA061997","Magnoliophyta",NA,"Holmes","Pirani, J.R.","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,"ESA061997",NA,NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:19:05-03","ESALQ","ESA","65939","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Salino, A. ; Stehmann, J.R.","3334.0","1997","07","21",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA065939","Magnoliophyta",NA,"Holmes","Pirani, J.R.","Januária",NA,"-44.3616981506348","-15.4881000518799",NA,NA,"ESA065939",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046546","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","G. Hatschbach; M. Hatschbach, E. Barbosa","67717","1998","3","13",NA,"Brazil","Bahia",NA,NA,"Arbusto, 3 m, flor bordo.",NA,"Magnoliophyta","Sapindales","Holmes","J. R. Pirani",NA,"Rodovio Brotas de Macaubas a Gentio do Ouro, proximo a Cerne m Gentio do Ouro.","-42.5","-11.4167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046545","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","G. Hatschbach; M. Hatschbach, O. S. Ribas","65875","1997","1","17",NA,"Brazil","Bahia",NA,NA,"Arbusto, 2 m.",NA,"Magnoliophyta","Sapindales","Holmes","J. R. Pirani",NA,"Lagoa do Pato (Mun. Caetite).","-42.486183","-14.0648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:40:30-03","UNICAMP","UEC","41619","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley, RM","18932","1977","02","22",NA,"Brazil","Bahia",NA,NA,"Shrub to 1.75m. Leaves with coriaceous leaflets, dark green above, pale beneath. Flowers with green sepals, dark crimson petals and a dark crimson-black ovary. Stamens with dark red filaments and yellow anthers.; Caatinga on sand and w","UEC074816","Magnoliopsida",NA,"Holmes","Kaastra, RC","Gentio do Ouro","Ca. 4km. N.E. from Gentio do Ouro along the road towards Central.","-42.5","-11.4","100","100","UEC074816",NA,"-42.5","-11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:40:30-03","UNICAMP","UEC","41692","S","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley, RM","21468","1980","04","17",NA,"Brazil","Bahia",NA,NA,"Tree to 8m. Leaflets coriaceous, dark green above, pale green beneath. Flowers with yellow-green disc, dark red petals and stamens. Old fruit brown.; Metamorphosed sandstone hill, with dry caatinga woodland with stream and marsh at foo","UEC074818","Magnoliopsida",NA,"Holmes","Skorupa, LA","Bom Jesus da Lapa","Basin of the Upper São Francisco River. Morrão, at about 32km. from Bom Jesus da Lapa, N.E. beyond Calderão.","-43.183333","-13.116667","500","600","UEC074818","1998","-43.183333","-13.116667","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
