"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","individualCount","typeStatus","fieldNumber","sex"
"97","2020-09-12 05:00:02-03","US","US","2195910","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","A. Macedo","384","1945","3","10","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01857470",NA,"Sapindales","G.S. Holmes",NA,"Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,"US01857470_01 US01857470_02",NA,NA,NA,NA,"Dicotyledonae",NA,"50022","auto",NA,"1",NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","3027164","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley, S. J. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18932","1977","2","22","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01857469",NA,"Sapindales","G.S. Holmes",NA,NA,"Serra do Açuruá. Ca. 4 km NE from Gentio do Ouro along the road towards Central","-42.5","-11.4","1000",NA,"US01857469_01 US01857469_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","3027155","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Hage & H. S. Brito","21468","1980","4","17","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US01857468",NA,"Sapindales","G.S. Holmes",NA,NA,"Basin of the Upper São Francisco River. Morrão, at about 32 km from Bom Jesus da Lapa, NE beyond Calderão","-43.18","-13.12","500","600","US01857468_01 US01857468_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"100","2020-09-02 16:39:17-03","Cenargen","CEN","33138","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Brian Leslie Stannard",NA,"1992","03","13",NA,"Brasil","BA","Exsicatas",NA,"Doação do Projeto dos Campos Rupestres do Brasil. H (51943). Universidade de São Paulo - SPF, CEPEC, HUEFS, K - Patrocínio Royal Geografic Soc.","CEN00033138",NA,NA,"Holmes","J. R. Pirani","ABAIRA","Morro do Zabumba, engenho de Baixo.","-41.6636009216309","-13.2496995925903","930","930","CEN00033138","1994","-4180000.0","-1330000.0",NA,NA,NA,"26531","auto",NA,"1",NA,NA,NA
"101","2020-09-02 16:39:17-03","Cenargen","CEN","75751","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Ladislau Araújo Skorupa","1010","1994","03","16",NA,"Brasil","BA","Unicata",NA,"Madeira em álcool 70%, folhas em FM 50%. Caule com ramificações próximas a base. Folhas verde escuro na superfície adaxial e claro na abaxial.","CEN00075751",NA,NA,"Holmes","L. A. Skorupa","TANQUE NOVO","A 7 km de Tanque Novo, rumo a São José, a esquerda.","-45.099722","-10.799722",NA,NA,"CEN00075751","1994","-45.099722","-10.799722","03",NA,NA,NA,NA,NA,"1",NA,NA,NA
"102","2020-09-02 16:39:17-03","Cenargen","CEN","48085","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Luciano Paganucci de Queiroz","5973","2000","02","13",NA,"Brasil","BA","Exsicatas",NA,"Árvore copada. Folhas aromáticas, cartáceas. Flores com pétalas e estames vináceos. Crescendo no interior da mata.","CEN00048085",NA,NA,"Holmes","M. C. Dias","SANTA MARIA DA VITORIA","Cerca de 7,7 Km Sul de Santa Maria da Vitória na estrada para Lagoinha. Extremidade setentrional da Serra do Ramalho.","-44.171111","-13.45",NA,NA,"CEN00048085","2005","-44.171111","-13.45","05",NA,NA,NA,NA,NA,"1",NA,NA,NA
"103","2020-09-02 16:39:17-03","Cenargen","CEN","58033","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Michael Jeffrey Balick","3726","1993","11","24",NA,"Brasil","MA","Exsicatas",NA,"Inflorescence reddish; cultivated. Doação The New York Botanical Garden - Institute of Economic Botany.","CEN00058033",NA,NA,"Holmes",NA,"BARRA DO CORDA","Fazenda Chapada, 3 km from city of Barra do Corda, on road to Pres. Dutra.","-45.333333","-5.6666666",NA,NA,"CEN00058033",NA,"-45.333333","-5.6666666",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"104","2020-09-02 16:39:17-03","Cenargen","CEN","51451","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Glocimar Pereira-Silva","8448","2004","02","13",NA,"Brasil","BA","Exsicatas",NA,"Plantas em início de floração. Botões florais verdes. Projeto Instituto do Milênio Semi-Árido.","CEN00051451",NA,NA,"Holmes","J. R. Pirani","GENTIO DO OURO","Ipupiara - Gentio do Ouro, km 20 (cerca de 4 km depois de Cedro, início da subida).","-42.612777",NA,"1000","1000","CEN00051451","2013","-42.612777","-1160306.0","09",NA,NA,NA,NA,NA,"5",NA,NA,NA
"105","2020-09-02 16:39:17-03","Cenargen","CEN","23394","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Eugênio Tameirão Neto","617","1991","05","14",NA,"Brasil","MG","Exsicatas",NA,"Doação do Departamento de Botânica - ICB - UFMG. Herbário BHCB (21679).","CEN00023394",NA,NA,"Holmes","L. A. Skorupa","BURITIZEIRO","Margem direita do rio Sono, cachoeira das Almas.","-44.9622001647949","-17.3511009216309",NA,NA,"CEN00023394","1996",NA,NA,"06",NA,NA,"88041","auto",NA,"1",NA,NA,NA
"106","2021-03-15 18:29:51-03","USP","SPF","176305","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Queiroz, LP","5973","2000","02","13",NA,"Brasil","Bahia",NA,NA,"Árvore de ca. 5.0 m alt., copada. Folhas aromáticas, cartáceas. Flores com pétalas e estames vináceos. Crescendo no interior da mata.","SPF00176305",NA,NA,"Holmes","Dias, P","Santa Maria da Vitória","Cerca de 7.7 km S da cidade, na estrada para Lagoinha. Extremidade setentrional da Serra do Ramalho. Caatinga arbórea com dossel ca. 10 m alt. e afloramentos calcáreos.","-44.171111","-13.45",NA,NA,NA,"2006","-44.171111","-13.45","09",NA,NA,NA,NA,"23",NA,NA,NA,NA
"107","2019-11-13 11:31:02-03","USP","SPF","114101","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Souza, VC","5396","1994","03","09",NA,"Brasil","Bahia",NA,NA,NA,"SPF00114101",NA,NA,"Holmes","Skorupa, LA","Caetité",NA,"-42.376111","-13.780556","980","980",NA,"1999","-42.376111","-13.780556","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-13 11:31:02-03","USP","SPF","117242","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Giulietti, AM","PCD2476","1996","03","17",NA,"Brasil","Bahia",NA,NA,NA,"SPF00117242",NA,NA,"Holmes","Pirani, JR","Uibaí","Serra Azul","-42.141389","-11.336111","600","600",NA,"2001","-42.141389","-11.336111","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:31:02-03","USP","SPF","122490","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Lombardi, JA","1754","1997","05","23",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00122490",NA,NA,"Holmes","Skorupa, LA","Januária",NA,"-44.254722","-15.140278",NA,NA,NA,"1998","-44.254722","-15.140278","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-13 11:31:02-03","USP","SPF","153930","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Giulietti, AM","PCD2476","1996","03","17",NA,"Brasil","Bahia",NA,NA,NA,"SPF00153930",NA,NA,"Holmes","Pirani, JR","Uibaí","Serra Azul","-42.141389","-11.336111","600","600",NA,"2001","-42.141389","-11.336111","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 18:29:51-03","USP","SPF","167766","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Pereira-Silva, G","8448","2004","02","13",NA,"Brasil","Bahia",NA,NA,"Arbusto ca. 2 m de alt. Plantas em início de floração. Botões florais verdes.","SPF00167766",NA,NA,"Holmes","Dias, P","Gentio do Ouro","Itupiara - Gentio do Ouro, km 20 (cerca 4 km depois de Cedro, início da subida). Caatinga arbórea. Solo arenoso. Relevo acidentado.","-42.612778","-11.603056","1000","1000",NA,"2005","-42.612778","-11.603056","04",NA,NA,NA,NA,"19",NA,NA,NA,NA
"112","2021-03-15 18:29:51-03","USP","SPF","174613","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Silva, TRS","92","2001","04","19",NA,"Brasil","Bahia",NA,NA,"Arbusto 2 m de alt., ramificado. Frutos jovens verde-escuros.","SPF00174613",NA,NA,"Holmes","Pirani, JR","Paramirim","29 km da cidade, estrada de paramirim-Caetité. Caatinga.","-42.281389","-13.58","888","888",NA,"2001","-42.281389","-13.58","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 18:29:51-03","USP","SPF","176961","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Queiroz, LP","12171","2006","03","11",NA,"Brasil","Bahia",NA,NA,"Arbusto ca. 1.0 m alt., ramificado. Folhas coriáceas. Flores concolores vináceas. Frutos marrons.","SPF00176961",NA,NA,"Holmes","Pirani, JR",NA,"São Gonçalo: Estrada Gentio do Ouro-Ipupiara.","-42.6","-11.7",NA,NA,NA,"2006","-42.6","-11.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 18:29:51-03","USP","SPF","177794","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Carneiro-Torres, DS","557","2005","06","26",NA,"Brasil","Bahia",NA,NA,"Arbusto ca. 1 m alt. Folhas coriáceas, discolores. Frutos passados amarronzados.","SPF00177794",NA,NA,"Holmes","Pirani, JR","Gentio do Ouro","6 km sentido Brotas de Macaúbas. Caatinga.","-42.6125","-11.618611",NA,NA,NA,"2007","-42.6125","-11.618611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 18:29:51-03","USP","SPF","178732","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Dias, P","323","2007","02","09",NA,"Brasil","Bahia",NA,NA,"Arbusto, ca. 3 m alt., muito esgalhado. Flores com cálice verde; corola vinácea; disco enegrecido; estigma e filrtes vináceos; anteras amarelas. Frutos passados marrons. Presença de moscas de diferentes espécies.","SPF00178732",NA,NA,"Holmes","Dias, P",NA,"Maniauçu: Estrada Caetité-Paramirim, a 32.7 km de Caetité e 5,3 km do cruzamento para Miniaçu, margem direita da estrada, beira da estrada. Solo areno-argiloso. Restos de caatinga arbustiva.","-42.379417","-13.796306","967","967",NA,"2007","-42.379417","-13.796306","02",NA,NA,NA,NA,"09",NA,NA,NA,NA
"116","2021-03-15 18:29:51-03","USP","SPF","178741","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Dias, P","324","2007","02","09",NA,"Brasil","Bahia",NA,NA,"Arbusto, ca. 1 m alt., muito esgalhado. Flores com cálice verde; corola vinácea; disco enegrecido; estigma e flores vináceos; anteras amarelas. Frutos passados marrons. Presença de moscas de diferentes espécies.","SPF00178741",NA,NA,"Holmes","Dias, P",NA,"Maniaçu: Estrada Caetité-Paramirim, a 32.7 km de Caetité e 5.3 km do cruzamento para Miniaçu, margem direita da estrada, beira da estrada. Solo areno-argiloso. Restos de caatinga arbustiva.","-42.37925","-13.796194","968","968",NA,"2007","-42.37925","-13.796194","02",NA,NA,NA,NA,"09",NA,NA,NA,NA
"117","2019-11-13 11:31:02-03","USP","SPF","204568","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Queiroz, LP","14702","2010","05","21",NA,"Brasil","Bahia",NA,NA,NA,"SPF00204568",NA,NA,"Holmes","Pirani, JR","Buritirama","Estrada Buritirama-Campo Alegre de Lourdes, ao sul de Altamira.","-43.559444","-10.8275","444","444",NA,"2011","-43.559444","-10.8275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-13 11:31:02-03","USP","SPF","21949","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Filho, LCO","39","1979","08","03",NA,"Brasil","Bahia",NA,NA,NA,"SPF00021949",NA,NA,"Holmes","Skorupa, LA","Tanque Novo",NA,"-42.478333","-13.601944",NA,NA,NA,"1996","-42.478333","-13.601944","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-13 11:31:02-03","USP","SPF","223051","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Cotarelli, VM","1450","2012","03","14",NA,"Brasil","Bahia",NA,NA,NA,"SPF00223051",NA,NA,"Holmes","Pirani, JR","Sento Sé","Estrada que ligao Povoado da Laje ao Povoado Gangorra. Serra ca. de 6 km antes do povoado.","-41.402417","-10.194694","1025","1025",NA,"2014","-41.402417","-10.194694","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-13 11:31:02-03","USP","SPF","223052","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Cotarelli, VM","932","2011","07","20",NA,"Brasil","Bahia",NA,NA,NA,"SPF00223052",NA,NA,"Holmes","Pirani, JR","Sento Sé","Parque Nacional Boqueirão da Onça, Povoado Gangorra.","-41.418781","-10.249825","821","821",NA,"2014","-41.418781","-10.249825","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-13 11:31:02-03","USP","SPF","223060","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Carvalho-Sobrinho, JG","2045","2009","05","24",NA,"Brasil","Bahia",NA,NA,NA,"SPF00223060",NA,NA,"Holmes","Carvalho-Sobrinho, JG","Pilão Arcado","Brejo da Serra a 27 km.","-43.359222","-9.992556","474","474",NA,"2009","-43.359222","-9.992556","05",NA,NA,NA,NA,"24",NA,NA,NA,NA
"122","2019-11-13 11:31:02-03","USP","SPF","223064","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Oliveira, M","4794","2010","01","27",NA,"Brasil","Bahia",NA,NA,NA,"SPF00223064",NA,NA,"Holmes","Pirani, JR","Sento Sé","Serra dos Prazeres.","-41.51245","-10.25","513","513",NA,"2016","-41.51245","-10.25","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 18:29:51-03","USP","SPF","194242","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Martinelli, G","16281","2009","04","08",NA,"Brasil","Piauí",NA,NA,"Arbusto, ca. de 4 m; frequente; fohas discolores; inflorescência verde.","SPF00194242",NA,NA,"Holmes","Pirani, JR","Caracol","Parque Nacional da Serra das Confusões, Baixão do Canto Verde, Caatinga.","-43.363611","-10.084722","500","642",NA,"2010","-43.363611","-10.084722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-13 11:31:02-03","USP","SPF","225006","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Melo, E","9213","2011","02","25",NA,"Brasil","Piauí",NA,NA,NA,"SPF00225006",NA,NA,"Holmes","Pirani, JR","Caracol","Estrada para Canto Verde.","-43.444722","-9.020833","573","573",NA,"2016","-43.444722","-9.020833","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-13 11:31:02-03","USP","SPF","225010","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Melo, E","10180","2011","07","18",NA,"Brasil","Piauí",NA,NA,NA,"SPF00225010",NA,NA,"Holmes","Pirani, JR","Caracol","Estrada para Serra Grande. Entrada em Guarita. Fora do Parque.","-43.165278","-8.879722","546","546",NA,"2016","-43.165278","-8.879722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-13 11:31:02-03","USP","SPF","225978","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Martinelli, G","17934","2013","02","18",NA,"Brasil","Piauí",NA,NA,NA,"SPF00225978",NA,NA,"Holmes","et al.; Marquete, R","Caracol","Parque Nacional da Serra das Confusões, entre o Lajedo do Canto Verde e a Toca do Urubu.","-43.444444","-8.9025","580","580",NA,"2014","-43.444444","-8.9025","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-13 11:31:02-03","USP","SPF","226317","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Martinelli, G","17941","2013","02","18",NA,"Brasil","Piauí",NA,NA,NA,"SPF00226317",NA,NA,"Holmes","Guimarães, EF","Caracol","Parque Nacional da Serra das Confusões, Entre o Lajedo do Canto Verde e a Toca do Urubu.","-43.444444","-8.9025","580","580",NA,NA,"-43.444444","-8.9025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-13 11:31:02-03","USP","SPF","37376","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley, RM","21468","1980","04","17",NA,"Brasil","Bahia",NA,NA,NA,"SPF00037376",NA,NA,"Holmes","Skorupa, LA",NA,"Rio São Francisco.","-43.183333","-13.116667","500","600",NA,"1996","-43.183333","-13.116667","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-13 11:31:02-03","USP","SPF","87063","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Ganev, W","800","1992","07","31",NA,"Brasil","Bahia",NA,NA,NA,"SPF00087063",NA,NA,"Holmes","Pirani, JR","Abaíra","Rio Ribeirão.","-41.816667","-13.283333","950","950",NA,"1994","-41.816667","-13.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-13 11:31:02-03","USP","SPF","91570","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, BL","H51943","1992","03","13",NA,"Brasil","Bahia",NA,NA,NA,"SPF00091570",NA,NA,"Holmes","Pirani, JR","Abaíra","Morro do Zabumba.","-41.8","-13.3","930","930",NA,"1994","-41.8","-13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-13 11:31:02-03","USP","SPF","91619","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, BL","H51598","1992","02","25",NA,"Brasil","Bahia",NA,NA,NA,"SPF00091619",NA,NA,"Holmes","Pirani, JR","Abaíra",NA,"-41.816667","-13.266667","940","940",NA,"1994","-41.816667","-13.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:31:02-03","USP","SPF","91867","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, BL","H51881","1992","03","12",NA,"Brasil","Bahia",NA,NA,NA,"SPF00091867",NA,NA,"Holmes","Pirani, JR","Abaíra",NA,"-41.85","-13.233333","1000","1000",NA,"1994","-41.85","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:31:02-03","USP","SPF","91571","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Stannard, BL","H51998","1992","03","19",NA,"Brasil","Bahia",NA,NA,NA,"SPF00091571",NA,NA,"Holmes","Pirani, JR","Abaíra",NA,"-41.6636009216309","-13.2496995925903","980","980",NA,"1994",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"134","2019-11-13 11:31:02-03","USP","SPF","91567","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Harley, RM","H51555","1992","02","20",NA,"Brasil","Bahia",NA,NA,NA,"SPF00091567",NA,NA,"Holmes","Pirani, JR","Abaíra",NA,"-41.6636009216309","-13.2496995925903","1000","1000",NA,"1994",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"135","2019-11-13 11:31:02-03","USP","SPF","225018","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Lima, DP","13275","1974","06","13",NA,"Brasil","Bahia",NA,NA,NA,"SPF00225018",NA,NA,"Holmes","Pirani, JR","Barra","Fazenda Boca da Picada.","-43.1417007446289","-11.0894002914429",NA,NA,NA,"2016",NA,NA,"01",NA,NA,"116121","auto",NA,NA,NA,NA,NA
"136","2019-11-13 11:31:02-03","USP","SPF","112769","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G","65177","1996","04","21",NA,"Brasil","Bahia",NA,NA,NA,"SPF00112769",NA,NA,"Holmes","Pirani, JR","Caetité",NA,"-42.4749984741211","-14.0693998336792",NA,NA,NA,"1996",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"137","2019-11-13 11:31:02-03","USP","SPF","119503","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G","65875","1997","01","17",NA,"Brasil","Bahia",NA,NA,NA,"SPF00119503",NA,NA,"Holmes","Pirani, JR","Caetité","Lagoa do Pato.","-42.4749984741211","-14.0693998336792",NA,NA,NA,"1997",NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA
"138","2019-11-13 11:31:02-03","USP","SPF","130491","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G","67717","1998","03","13",NA,"Brasil","Bahia",NA,NA,NA,"SPF00130491",NA,NA,"Holmes","Pirani, JR","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,NA,"1998",NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"139","2019-11-13 11:31:02-03","USP","SPF","22440","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Furlan, A","CFCR352","1980","12","02",NA,"Brasil","Bahia",NA,NA,NA,"SPF00022440",NA,NA,"Holmes","Skorupa, LA","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,NA,"1996",NA,NA,"06",NA,NA,"54643","auto",NA,NA,NA,NA,NA
"140","2019-11-13 11:31:02-03","USP","SPF","158265","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Miranda, EB","214","1999","09","25",NA,"Brasil","Bahia",NA,NA,NA,"SPF00158265",NA,NA,"Holmes","Anônimo","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54643","auto",NA,NA,NA,NA,NA
"141","2019-11-13 11:31:02-03","USP","SPF","141816","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Miranda Silva, EB","214","1999","09","25",NA,"Brasil","Bahia",NA,NA,NA,"SPF00141816",NA,NA,"Holmes","Pirani, JR","Gentio do Ouro",NA,"-42.502799987793","-11.4288997650146",NA,NA,NA,"2000",NA,NA,"07",NA,NA,"54643","auto",NA,NA,NA,NA,NA
"142","2019-11-13 11:31:02-03","USP","SPF","99188","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M","s.n.","1995","04","29",NA,"Brasil","Bahia",NA,NA,NA,"SPF00099188",NA,NA,"Holmes","Pirani, JR","Macaúbas",NA,"-42.698600769043","-13.0193996429443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71420","auto",NA,NA,NA,NA,NA
"143","2019-11-13 11:31:02-03","USP","SPF","84593","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Tameirão Neto, E","617","1991","05","14",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00084593",NA,NA,"Holmes","Skorupa, LA","Buritizeiro","Rio do Sono.","-44.9622001647949","-17.3511009216309",NA,NA,NA,"1996",NA,NA,"06",NA,NA,"88041","auto",NA,NA,NA,NA,NA
"144","2019-11-13 11:31:02-03","USP","SPF","130326","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Salino, A","3334","1997","07","21",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00130326",NA,NA,"Holmes","Skorupa, LA","Januária","Rio Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"1998",NA,NA,"07",NA,NA,"148972","auto",NA,NA,NA,NA,NA
"145","2019-11-13 11:31:02-03","USP","SPF","99184","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Andrade, M","s.n.","1995","04","27",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00099184",NA,NA,"Holmes","Skorupa, LA","São Francisco",NA,"-44.8643989562988","-15.9485998153687",NA,NA,NA,"1996",NA,NA,"09",NA,NA,"47492","auto",NA,NA,NA,NA,NA
"146","2020-12-02 09:07:44-03","UNITINS","HUTO","2666","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Oliveira, F.C.A.","1427","2009","06","30",NA,"Brasil","Tocantins",NA,NA,"Árvore 6,50 m de altura e 12 cm de DAP. Casca lisa. Folha semi-crassas. Inflorescência cor vinho. Frutos imaturos, muricados de cor verde. Ocasional; Floresta estacional decidual submontana","HUTO002666",NA,NA,"Holmes","Fonseca, M.L.","Novo Alegre","Fazenda Veneza. Bacia do Tocantins sub-bacia do rio Palma. Solo com afloramento de calcário. Relevo ingreme","-46.5475","-12.905833","533","533",NA,"2011","-46.5475","-12.905833","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-07 09:37:00-03","UEFS","HUEFS","33106","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","trachylophus","Pilocarpus trachylophus","Hatschbach, G.","65875","1997","01","17",NA,"Brasil","Bahia",NA,NA,"Caatinga.","HUEFS0033106","Angiospermae","Sapindales","Holmes",NA,"Caetité","Lagoa do Pato.","-42.4749984741211","-14.0693998336792",NA,NA,"HUEFS0033106",NA,NA,NA,NA,"Rosanae",NA,"53684","auto",NA,NA,NA,NA,NA
