"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem","typeStatus","sex","fieldNumber"
"11","2021-03-31 13:41:13-03","MN","R","41193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","compressiflora","Pleurothallis compressiflora","Barb. Rodr.","Vale, M.; Vidal, J.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto","Pabst, G.F.J.","1959","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:40:58-03","UFJF","CESJ","60742","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","D.E.F. Barbosa; L. Menini Neto; F.R. Silva","110","2012","07","28","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,"Interior de floresta, próximo ao curso d'água. Epífita entre 1m e 3m de altura, fruto imaturo verde, frequente.","CESJ060742",NA,NA,NA,NA,"L. Menini Neto","2012","07","28","750","800","-43.182222","-21.655833",NA,NA,NA,NA,NA
"13","2019-11-21 14:40:58-03","UFJF","CESJ","71708","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","D.E.F. Barbosa; F.R. Silva; O.F. Menezes","551","2018","01","19","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Floresta Estacional Semidecidual","-44.441111","-22.024722",NA,"Interior de mata, próxima ao curso d'água. Epífita a 6m. Flores esverdeadas. Floresceu em cutivo.","CESJ071708",NA,NA,NA,NA,"L. Menini Neto","2018","01","19","800","800","-44.441111","-22.024722",NA,NA,NA,NA,NA
"14","2021-03-01 16:20:02-03","UNICAMP","UEC","206755","S","Plantae","Liliopsida",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","Lindl.","Nunes, CEP","2013/34","2013","10","27",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667",NA,"Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC164604","UEC164604",NA,NA,NA,"Proença, GS","2018","06",NA,"80","1200","-45.133333","-23.316667",NA,NA,NA,NA,NA
"15","2019-08-20 10:00:33-03","UNICAMP","UEC","116799","S","Plantae","Liliopsida",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","Lindl.","Pansarin, ER","834","2001","01",NA,NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC096025",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:00:33-03","UNICAMP","UEC","132315","S","Plantae","Liliopsida",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","Lindl.","Pansarin, ER","1106","2003","11","19",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC096028","UEC096028",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:00:33-03","UNICAMP","UEC","95460","S","Plantae","Liliopsida",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","Lindl.","Pansarin, ER","97/90","1997","11","22",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo a represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC096027","UEC096027",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:00:58-03","UNICAMP","UEC","85112","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Leitão Filho, HF; Bortolotto, IM; Rodrigues, RR; Borba, EL; Faivre, CH; Cardamone, RB","34341","1996","01","31",NA,"Brazil","São Paulo","Ubatuba","Laranjeiras, Planície de Mata Atlântica.","-44.681389","-23.328889",NA,"Epífita sobre árvore. A 3 m do chão. Pétalas e labelo vinados com frutos verdes.","UEC001792","UEC001792",NA,NA,NA,"Menini Neto, L","2010","10","04",NA,NA,"-44.681389","-23.328889",NA,NA,NA,NA,NA
"19","2019-08-20 10:00:58-03","UNICAMP","UEC","139936","S","Plantae","Liliopsida",NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Breier, TB; Dittrich, VAO","682","2002","09","27",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Parcelas permanentes.","-47.916667","-24.166667",NA,NA,"UEC001794","UEC001794",NA,NA,NA,"Breier, TB","2003","04",NA,NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA,NA
"20","2020-10-14 10:03:51-03","FURB","FURB","14953","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Korte, A.; Kniess, A.","427","2009","10","08",NA,"Brasil","Santa Catarina","Presidente Nereu","Rio Pequeno.","-49.4105556","-27.27",NA,"Florística IFFSC 464 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB34230","FURB34230",NA,NA,NA,"Mancinelli, WS","2010","03","10","640","640","-49.4105556","-27.2700000",NA,NA,NA,NA,NA
"21","2020-10-14 10:03:51-03","FURB","FURB","16041","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","398","2009","11","04",NA,"Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36",NA,NA,"FURB34231","FURB34231",NA,NA,NA,"Mancinelli, WS","2011","01","10","440","440","-48.7800000","-27.3600000",NA,NA,NA,NA,NA
"22","2020-10-14 10:03:51-03","FURB","FURB","19823","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1340","2010","02","16",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444",NA,"Epífita IFFSC e8001b (Acima de 4m). Forófito 12. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB02664","FURB02664",NA,NA,NA,"Mancinelli, WS","2011","01","10","249","249","-49.1180556","-27.0069444",NA,NA,NA,NA,NA
"23","2020-10-14 10:03:51-03","FURB","FURB","23036","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1539","2010","03","10",NA,"Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667",NA,"Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; flor flor marrom-claro com listras roxas","FURB34228","FURB34228",NA,NA,NA,"Barros, F de","2011","12","06","317","317","-48.5350000","-27.7241667",NA,NA,NA,NA,NA
"24","2020-10-14 10:03:51-03","FURB","FURB","41951","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Caetano, J.O.","12","2013","04","25",NA,"Brasil","Santa Catarina","Benedito Novo","Próximoa PCH, Ceesan Liberdade.","-49.4325","-26.7855555",NA,NA,"FURB34229","FURB34229",NA,NA,NA,"Caetano, JO","2013","04","25","411","411","-49.4325000","-26.7855555",NA,NA,NA,NA,NA
"25","2020-10-14 10:03:51-03","FURB","FURB","58609","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2191","2018","02","25",NA,"Brasil","Santa Catarina","Apiúna",NA,"-49.32","-27.0897222",NA,"flor verde-amarelado Habitat: interior da unidade amostral Habito: epífita","FURB58609","FURB58609",NA,NA,NA,"Kassner-Filho, A.","2018","02","25","370","370","-49.3200000","-27.0897222",NA,NA,NA,NA,NA
"26","2019-11-08 08:54:12-03","FURB","FURB","63942","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Buzzi, G.","13","2018","10","20",NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0719445","-26.9213889",NA,NA,"FURB63942","FURB63942",NA,NA,NA,NA,NA,NA,NA,"87","87","-49.0719445","-26.9213889",NA,NA,NA,NA,NA
"27","2020-04-27 16:10:56-03","UFES","VIES","33701","S","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Couto, D.R.; Leme, E. & Kollmann, L.","1190","2009","06","05",NA,"Brasil","Espírito Santo","Alegre","Anutiba.","-41.5331001281738","-20.763599395752",NA,NA,"VIES033701","VIES033701",NA,"26101","auto","Couto, D.R.","2009","06","05","1280","1280",NA,NA,NA,NA,NA,NA,NA
"28","2020-04-27 16:10:56-03","UFES","VIES","33783","S","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Couto, D.R.; Favoreto, F.C.","1800","2011","01","17",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033783","VIES033783",NA,"35694","auto","Couto, D.R.","2011","01","17","800","800",NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:56-03","UFES","VIES","21472","S","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Zorzanelli, J.P.F.; Silva, A.E.","231","2011","12","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES021472",NA,NA,"32198","auto","Couto, D.R.","2012","01","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-21 19:40:16-03","UFC","EAC","17179","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Félix, L.P.","s.n.","1991","03","02","Southern America","Brasil","Bahia",NA,"Sul do Estado",NA,NA,NA,"Epífita, flor amarela-esverdeada.; Mata Atlântica","EAC0017179","EAC0017179",NA,NA,NA,"Pessoa, E.","2013","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:38:13-03","MBM","MBM","428719","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Lozano, E.D.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.","4581","2019","11","27","Southern America","Brazil","Minas Gerais","Caldas","Estrada para a Pedra Branca","-46.385","-21.947889",NA,"Epífita, 10 cm, flores verdes, interior da mata.; Floresta Estacional Semidecidual Montana ribeirinha.","MBM428719",NA,NA,NA,NA,"Furtado, S.M.","2019",NA,NA,NA,NA,"-46.385","-21.947889",NA,NA,NA,NA,NA
"32","2020-12-21 16:38:44-03","MBM","MBM","68189","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Hatschbach, G.","43642","1981","02","26","Southern America","Brazil","Paraná","Antonina","Cabeceira Rio Faisqueira","-48.7118988037109","-25.4286003112793",NA,"Epífita.","MBM068189","MBM068189",NA,"38300","auto","Barros, F. de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:38:44-03","MBM","MBM","9591","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Hatschbach, G.","20914","1969","01","24","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,"Epífita.","MBM009591","MBM009591",NA,"30514","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:38:44-03","MBM","MBM","46061","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Hatschbach, G.","38091","1976","02","18","Southern America","Brazil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,"Epífita.","MBM046061","MBM046061",NA,"24916","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:38:44-03","MBM","MBM","9586","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Hatschbach, G.; Fontella, J.P.; Fontella, J.P.","20839",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha, 1 Km abaixo do Pico Torto","-48.5092010498047","-25.5200004577637",NA,"Epífita.","MBM009586","MBM009586",NA,"24916","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:38:44-03","MBM","MBM","9577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","auriculata","Pleurothallis auriculata","Lindl.","Hatschbach, G.","21258","1969","03","14","Southern America","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,"Epífita.","MBM009577","MBM009577",NA,"24916","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:38:51-03","MBM","MBM","29913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13426","1966","01","04","Southern America","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,"MBM029913","MBM029913",NA,"30514","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:38:51-03","MBM","MBM","29915","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.","1713","1950","01","05","Southern America","Brazil","Paraná","São José dos Pinhais","Garuva","-49.2064018249512","-25.5347003936768",NA,NA,"MBM029915","MBM029915",NA,"45291","auto","Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:38:51-03","MBM","MBM","12727","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.","20914","1969","01","24","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"MBM012727","MBM012727",NA,"30514","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:38:51-03","MBM","MBM","2155","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.","15311","1966","11","30","Southern America","Brazil","Paraná","Morretes","Estrada Itupava, Rio São João","-48.834400177002","-25.476900100708",NA,NA,"MBM002155","MBM002155",NA,"30514","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:38:51-03","MBM","MBM","29914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.","2801","1952","11","01","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,"MBM029914","MBM029914",NA,"24916","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:51-03","MBM","MBM","29910","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","auriculata","Specklinia auriculata","(Lindl.) F.Barros","Hatschbach, G.","14681","1966","09","06","Southern America","Brazil","Paraná","Tibagi","Rio Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM029910","MBM029910",NA,"56988","auto","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:44:17-03","UFMG","BHCB","136853","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM","161","2010","03","02","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Na beira do Rio no Vale Verde.","-41.845556","-20.419722",NA,"Epífita. Botões pequenos fechados.; Sobre tronco caído na beira do rio. Floresta Ombrófila Densa.","BHCB004903",NA,NA,NA,NA,NA,"2013","01","24","1482","1482","-41.845556","-20.419722",NA,NA,NA,NA,NA
"44","2020-12-11 11:44:17-03","UFMG","BHCB","86612","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5888","2004","03","07","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.049278","-16.413889",NA,"Erva epífita, flores creme, centro dos segmentos com mácula lilás; Interior e borda de mata hidrófila em encosta e pasto adjacente","BHCB014562",NA,NA,NA,NA,NA,NA,NA,NA,"820","820","-40.049278","-16.413889",NA,NA,NA,NA,NA
"45","2020-12-11 11:44:17-03","UFMG","BHCB","86709","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5985","2004","03","09","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, trilha partindo da sede e indo até a divisa com a Bahia","-40.056139","-16.405194",NA,"Erva epífita, flores brancas, ápice do labelo roxo.; Interior e borda de mata hidrófila em encosta e pasto adjacente.","BHCB014556",NA,NA,NA,NA,NA,NA,NA,NA,"755","776","-40.056139","-16.405194",NA,NA,NA,NA,NA
"46","2020-12-11 11:44:17-03","UFMG","BHCB","92613","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Mota, RC da","2734","2005","02","07","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Próximo da entrada de Bocaína","-43.465806","-20.123167",NA,"Erva epífita; cálice verde-claro com algumas manchas vináceas, pétalas verde-claras na região apical e vináceas na região basal, labelo vináceo com ápice verde-claro.; Planta coletada em mata de galeria","BHCB014565",NA,NA,NA,NA,NA,"2006","03",NA,"1250","1250","-43.465806","-20.123167",NA,NA,NA,NA,NA
"47","2020-12-11 11:44:17-03","UFMG","BHCB","149974","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Lau, BL; Mota, NFO; Almeida, TE; Ramalho, AJ","43","2011","03","22","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha do Marlon","-45.2799987792969","-22.5091991424561",NA,"Erva epífita, flores vináceas, labelo amarelado; Floresta Ombrófila Densa em regeneração","BHCB004902",NA,NA,"20219","auto",NA,"2013","01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:44:17-03","UFMG","BHCB","92423","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","auriculata","Acianthera auriculata","(Lindl.) Pridgeon & M.W.Chase","Mota, RC da; et al.","2544","2002","12","24","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,"Erva epífita; labelo vináceo; pétalas e sépalas verdes com manchas vináceas.; Planta coletada em mata de galeria","BHCB014560",NA,NA,"60318","auto",NA,"2007","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
