"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"26","2021-04-05 14:25:25-03","UNESC","CRI","9449","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. L. de Gasper","T.J. Cadorin; B. Grosch, R. Zimmermann & C.P. Lopes","2010","03","13","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, (Parque Municipal da Lagoinha do Leste).","-48.488333","-27.770278","48º29'18''W","27º46'13''S","7","7","Restinga","CRI003696","CRI003696","1615","2010","03","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:25:25-03","UNESC","CRI","9573","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","A. L. de Gasper","A. Korte","2010","11","17","Brasil","Santa Catarina","Itapoá","Blaneário Uirapuru.","-48.598333","-26.126944","48º35'54''W","26º7'37''S","2","2","Floresta Ombrófila Densa de Terras Baixas Habitat: interior do fragmento Habito: arbustiva","CRI003695","CRI003695","4969","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:25-03","UNESC","CRI","8145","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","M. Verdi","M. Verdi; R. P. Hasckel & G. Klemz","2009","03","09","Brasil","Santa Catarina","Anita Garibaldi","Centro de Anita Garibalde.","-51.130278","-27.689722","51º7'49''W","27º41'23''S","341","341","Floresta Ombrófila Mista Habito: árvore","CRI003733","CRI003733","1509","2009","03","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:25:25-03","UNESC","CRI","12677","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Aline Votri Guislon & Renato colares","Alexandre Medeiros","2017","07","06","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 547. Fruto verde. Habito: Arbóreo","CRI010891",NA,NA,"2017","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:40:18-03","E","E","259556","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella",NA,NA,"Sellow, F.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259556",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:275054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:40:18-03","E","E","259761","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella",NA,NA,"Sellow, F.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259761",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:275065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:40:18-03","E","E","82951","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella",NA,NA,"Silva, J.M. & Deodato, F.","1992","12","11","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00082951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00082951",NA,"1178",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:91363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-23 10:40:18-03","E","E","259510","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella",NA,NA,"Martius",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259510",NA,"117",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:271212","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","355363","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella elliptica","Meisn.",NA,"Schott",NA,NA,NA,"Brazil",NA,NA,"Brasilia, Tociaca [sp?]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355363","NY00355363_01","4430",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","elliptica",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","355364","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella elliptica","Meisn.",NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil",NA,NA,"Pr. St. Catherina.",NA,NA,NA,NA,NA,NA,"M. Gaudichaud <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355364","NY00355364_01","300",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","elliptica",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","355362","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella elliptica","Meisn.",NA,"C. Gaudichaud-Beaupré",NA,NA,NA,"Brazil",NA,NA,"Ins. Sta. Catharina, Brasil merid.",NA,NA,NA,NA,NA,NA,"Com. am. DC. 1862 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355362","NY00355362_01","300",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","elliptica",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","355365","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella elliptica","Meisn.",NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil","Goiás",NA,"Prope Rio claro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355365","NY00355365_01","117",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","elliptica",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","355366","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella ferruginea","Meisn.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Rio Garanahyba [sp?].",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355366","NY00355366_01","347",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","ferruginea",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","355367","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pulchella","Mespilodaphne pulchella floribunda","Meisn.",NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Rio Garanahyba [sp?].",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=736336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355367","NY00355367_01","649",NA,NA,NA,NA,NA,"South America","sheet",NA,"syntype","Magnoliophyta","Laurales","floribunda",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","538128","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","I. de Vattimo","B. D. Sucre","1968","02","10","Brazil","Rio de Janeiro","Teresópolis","Terezópolis, Posses, morro das Antenas de televisao","-42.9656","-22.4122",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538128","NY00538128_01","2323",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","538132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","I. de Vattimo","C. Pabst","1964","06","23","Brazil","Rio Grande do Sul",NA,"Gramadinho, estrada para Soledade",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538132","NY00538132_01","7825",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00918503","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","H. H. van der Werff","H. S. Irwin","1971","01","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, summit of Serra de Caraça","-43.508849","-20.130068",NA,NA,"1750","1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918503","NY00918503_01","29217",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","539363","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","I. de Vattimo","L. B. Smith","1956","12","09","Brazil","Santa Catarina","Campo Alegre","Slopes of Morro Iquererim","-49.2656","-26.1925",NA,NA,"1300","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539363","NY00539363_01","8552",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00918518","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"H. L. de M. Barreto","1937","03","01","Brazil","Minas Gerais","Belo Horizonte","Estação Experimental, Belo Horizonte.","-43.9378","-19.9208",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918518","NY00918518_01","7471",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00918506","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","H. H. van der Werff","P. Clausen","1840",NA,NA,"Brazil","Minas Gerais",NA,"Minas Geraes Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918506","NY00918506_01","166A",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","539368","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","R. M. Klein","L. B. Smith","1971","12","08","Brazil","Santa Catarina","Pôrto Uniao","8 km east of Pôrto Uniao","-51.0781","-26.2383",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539368","NY00539368_01","15732",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00918534","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez",NA,"FEEP","1992","06","05","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918534","NY00918534_01","214",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
