"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"165","2020-08-31 09:01:44-03","INPA","INPA","150055","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mori, SA","15266","1984","Southern America","French Guiana",NA,"Saül: Monts La Fumée","-53.2","3.616667",NA,NA,"INPA0150055","INPA0150055 INPA0150055_e","Mori, SA","11","25","200","400",NA,NA,"1984","-53.2","3.616667",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-01-10 20:45:22-03","INPA","INPA","17134","Carpo","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodrigues, WA","7831","1966","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q. XII, árvore 1804","-59.966667","-2.883333",NA,NA,"INPA0017134","INPA0017134 INPA0017134_e","Silva, MF da","05","11",NA,NA,"Manaus",NA,"1966","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-01-10 20:45:22-03","INPA","INPA","17134","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Rodrigues, WA","7831","1966","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q. XII, árvore 1804","-59.966667","-2.883333",NA,NA,"INPA0017134","INPA0017134 INPA0017134_e","Silva, MF da","05","11",NA,NA,"Manaus",NA,"1966","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-08-31 09:01:44-03","INPA","INPA","180364","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Kukle, P","95","1989","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário da SUFRAMA, 90 Km. N de Manaus, Rodovia BR-174, Km 72, depois 6 Km Oeste da BR, Fazenda Dimona.","-60.083333","-2.316667",NA,NA,"INPA0180364","INPA0180364 INPA0180364_e INPA0180364_nd INPA0180364_num","Nee, MH","11","24",NA,NA,"Manaus",NA,NA,"-60.083333","-2.316667",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-01-10 20:45:22-03","INPA","INPA","185493","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Costa, MAS","425","1995","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Margem da estrada de acesso, próximo a guarita.","-59.966667","-2.883333",NA,NA,"INPA0185493","INPA0185493 INPA0185493_e","Bittrich, V","11","09",NA,NA,"Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-10 20:45:22-03","INPA","INPA","15615","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Ducke, A","JB23441","1929","Southern America","Brasil","Amazonas",NA,"-60.033333","-3.416667",NA,NA,"INPA0015615","INPA0015615 INPA0015615_e INPA0015615_e1",NA,"10","16",NA,NA,"Manaus",NA,NA,"-60.033333","-3.416667",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-08-31 09:01:45-03","INPA","INPA","199082","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Prévost, MF","2925","1989","Southern America","French Guiana",NA,"Piste de Saint-Elie - Interfluve Sinnamary/Counamana.","-53","5.333333",NA,NA,"INPA0199082","INPA0199082 INPA0199082_e",NA,"10","05",NA,NA,"Cayenne",NA,NA,"-53","5.333333",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-08-31 09:01:45-03","INPA","INPA","201967","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Skatulla, M","18","1995","Southern America","Brasil","Amazonas","AM 010, km 30 EMBRAPA, EMBRAPA/CPAA.","-59.9","-2.7",NA,NA,"INPA0201967","INPA0201967 INPA0201967_e","Coêlho, LF","10","16",NA,NA,"Manaus",NA,NA,"-59.9","-2.7",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-08-31 09:01:45-03","INPA","INPA","215971","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Amaral, IL do","2881","2001","Southern America","Brasil","Amazonas","ZF2, Estrada Manaus - Boa Vista, Km 45, Ramal ZF-2 - Km 34, ambiente platô, latossolo amarelo, área de estudo do projeto LBA. Área de amostragem próxima à torre.","-60.083333","-2.6",NA,NA,"INPA0215971","INPA0215971 INPA0215971_e","Amaral, IL do","07","05",NA,NA,"Manaus",NA,"2005","-60.083333","-2.6",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-10 20:45:22-03","INPA","INPA","232219","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Castilho, CV de","207","2001","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 0.5.","-59.956576","-2.980368",NA,NA,"INPA0232219","INPA0232219 INPA0232219_e","Assunção, PACL","10","12","58","58","Manaus",NA,NA,"-59.956576","-2.980368",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-08-31 09:01:45-03","INPA","INPA","234143","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Schultes, RE","13960","1951","Southern America","Colômbia","Vaupés","Comunidade Nossa Senhora das Graças, Rio Vaupés: Mitú y alrededores.",NA,NA,NA,NA,"INPA0234143",NA,"Schultes, RE","09","08","250","250","Soratama",NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-08-31 09:01:45-03","INPA","INPA","245042","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pereira-Silva, G da","15790","2010","Southern America","Brasil","Rondônia","UHE Jirau, Ramal Arrependido.","-64.696667","-9.316944",NA,NA,"INPA0245042","INPA0245042 INPA0245042_e",NA,"10","27","93","93","Porto Velho",NA,NA,"-64.696667","-9.316944",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-08-31 09:01:45-03","INPA","INPA","245132","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Simon, MF","1043","2010","Southern America","Brasil","Rondônia","UHE Jirau, Canteiro de obras UHE Jirau.","-64.605556","-9.298611",NA,NA,"INPA0245132","INPA0245132 INPA0245132_e INPA0245132_num",NA,"10","19","145","145","Porto Velho",NA,NA,"-64.605556","-9.298611",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-08-31 09:01:45-03","INPA","INPA","261408","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mars, L","3304.1264","1984","Southern America","Brasil","Amazonas","ARIE-PDBFF, Estrada ZF-3 - Fazenda Porto Alegre - Sítio amostral Porto Alegre - Reserva 3304 - Parcela 3304-2 - Quadrante 46","-60.625464","-2.617747",NA,NA,"INPA0261408",NA,"Nee, MH","04","26",NA,NA,"Manaus",NA,"1993","-60.625464","-2.617747",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-08-31 09:01:45-03","INPA","INPA","278809","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Campos, P","367","2015","Southern America","Brasil","Amazonas","Igarapé Tarumã-Mirim, Sítio Toca da Onça.","-60.235277","-2.846389",NA,NA,"INPA0278809",NA,"Vicentini, A","11","06",NA,NA,"Manaus",NA,"2015","-60.235277","-2.846389","11",NA,NA,NA,NA,"06",NA,NA
"180","2020-08-31 09:01:45-03","INPA","INPA","43182","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Steward, WC","P19698","1973","Southern America","Brasil","Amazonas","BR 174, km 130, Manaus-Caracaraí Road, Km 130","-60.1","-1.83",NA,NA,"INPA0043182","INPA0043182 INPA0043182_e INPA0043182_nd","Berg, ME van den","12","10",NA,NA,NA,NA,"1980","-60.1","-1.83",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-08-31 09:01:45-03","INPA","INPA","6054","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pessoal do C.P.F.","INPA6054","1958","Southern America","Brasil","Amazonas","Igarapé do Buião, Igarapé do Buião","-60.025","-3.102",NA,NA,"INPA0006054","INPA0006054 INPA0006054_e",NA,"02","07",NA,NA,"Manaus",NA,NA,"-60.025","-3.102",NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-08-31 09:01:45-03","INPA","INPA","60847","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Mota, CDA da","INPA60847","1976","Southern America","Brasil","Amazonas","Nova Prainha, Projeto Radam/Brasil SB-20-ZD. Ponto 24.","-60.4","-7.266667",NA,NA,"INPA0060847","INPA0060847_e","Marinho, LC","07","29",NA,NA,"Novo Aripuanã",NA,"2017","-60.4","-7.266667","02",NA,NA,NA,NA,"13",NA,NA
"183","2020-08-31 09:01:45-03","INPA","INPA","259330","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Cangani, KG","1104.370","2004","Southern America","Brasil","Amazonas","ARIE-PDBFF, Estrada ZF-3 - Fazenda Esteio - Sítio amostral Colosso - Reserva 1104 - Parcela 1104-1 - Quadrante 16.","-59.87579","-2.4061",NA,NA,"INPA0259330",NA,"Ramos, JF","03","25",NA,NA,"Manaus",NA,"2018","-59.87579","-2.4061","10",NA,NA,NA,NA,NA,NA,NA
"184","2020-08-31 09:01:45-03","INPA","INPA","187852","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Pereira, MJR","3304.2901","1984","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuario da SUFRAMA, Rod. BR-174, Km 64 depois 7 km Leste na ZF-3, Fazenda Porto Alegre","-59.95","-2.366667",NA,NA,"INPA0187852","INPA0187852 INPA0187852_e INPA0187852_e1","Ramos, JF","08","10",NA,NA,"Manaus",NA,"1999","-59.95","-2.366667",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-06-15 15:30:00-03","UNESP-RC","HRCB","50744","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Lombardi","7606","2008",NA,"Brasil","Roraima","Parque nacional do Viruá",NA,"1.406889",NA,"Árvore ca. 10m, látex amarelado, folhas coriáceas, pedicelos vermelhos, cálice creme, pétalas rosadas de margem amrela, estames e estilete amarelos",NA,NA,"Ribeiro-Lisboa, B.A.","11","10","67","67","Cacaraí",NA,"2008","61º00'09.060º58'05.","01º24'24,8N","11",NA,NA,NA,NA,NA,NA,NA
"186","2020-09-12 05:00:02-03","US","US","1441663","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","candida","Moronobea candida","Ducke","Syntype","A. Ducke","21276","1927","South America - Neotropics","Brazil","Amazonas","Curuca prope Manes",NA,NA,NA,NA,"US01117802","US01117802_01",NA,"7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"187","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"P. Kukle",NA,"1989","South America - Neotropics","Brazil","Amazonas","90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Projeto Dinâmica Biológica de Fragmentos Florestais.","-60.08","-2.32",NA,NA,NA,NA,NA,"11","27","50","125","Manaus",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"188","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"W. C. Steward & J. F. Ramos",NA,"1973","South America - Neotropics","Brazil","Amazonas","Manaus-Caracaraí Road, km 130",NA,NA,NA,NA,NA,NA,NA,"12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"189","2020-09-12 05:00:02-03","US","US","USw26082","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Forest Dept. B. G. & British Guiana Forestry Dept.","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"190","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"B. A. Krukoff",NA,"1934","South America - Neotropics","Brazil","Amazonas","Near Tres Casas","-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"9","14",NA,NA,"Humaitá",NA,NA,NA,NA,NA,"202650","auto","Dicotyledonae",NA,NA,NA,"1"
"191","2020-09-12 05:00:02-03","US","US","3595720","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"M. Nee","30707","1985","South America - Neotropics","Venezuela","Amazonas","Cerro de la Neblina, Camp VII, 5 km NE of Pico Phelps (=Neblina).","-65.96","0.84",NA,NA,"US01017542","US01017542_01","Nee, M. H.","2","2","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"192","2020-09-12 05:00:02-03","US","US","2373223","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"B. Maguire","33120","1952","South America - Neotropics","Venezuela","Bolívar","Cerro Guaiquinima, Río Paragua","-63.66","5.81",NA,NA,"US00879576","US00879576_01",NA,"1","14","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"193","2020-09-12 05:00:02-03","US","US","3688302","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Killeen, --, -. Saldias, -- Guillen, Gutiérrez, -- & Menacho","5800","1993","South America - Neotropics","Bolivia","Santa Cruz","Velasco Province. Parque Nacional Noel Kempff M. Campamento Los Fierros.","-60.82","-14.5583",NA,NA,"US02962328","US02962328_01",NA,"10","21","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"194","2020-09-12 05:00:02-03","US","US","3434720","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"H. D. Clarke, C. Watson, R. Williams, C. Perry, J. Clarke & K. Hurtubise","6974","1997","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Makarapan Mt., upper slopes, below southern false summit","-58.8661","3.96528",NA,NA,"US00708819","US00708819_01","Pipoly, J. J., III","10","2","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"195","2020-09-12 05:00:02-03","US","US","3461738","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"H. de Foresta","718","1984","South America - Neotropics","French Guiana",NA,"Piste de Saint-Élie, Bassin du Sinnamary","-53","5.33",NA,NA,"US00809194",NA,"de Foresta, H.","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"196","2020-09-12 05:00:02-03","US","US","3713229","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Vicentini, P. Assunçao, C. Sothers & E. C. Pereira","924","1995","South America - Neotropics","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.97","-2.88",NA,NA,"US02962326","US02962326_01",NA,"3","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"197","2020-09-12 05:00:02-03","US","US","USw22236","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Forest Dept. B. G. & British Guiana Forestry Dept.","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"198","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","10985","2003","South America - Neotropics","Guyana","Potaro-Siparuni","Upper Potaro River, 0-2 km S of camp, NE of toe slope of Mt. Wokomung","-59.778","5.16589",NA,NA,NA,NA,"Kelloff, C. L.","7","19","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"199","2020-09-12 05:00:02-03","US","US","USw7697","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"B. A. Krukoff","6404",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"200","2020-09-12 05:00:02-03","US","US","USw22236","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Forestry Dept.","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"201","2020-09-12 05:00:02-03","US","US","USw36596","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Collector unknown","GTW 1199",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"202","2020-09-12 05:00:02-03","US","US","USw26082","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Forestry Dept.","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"203","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"D. Loubry","1719","1992","South America - Neotropics","French Guiana",NA,"Crique Plomb, Bassin du Sinnamary","-53.01","5.01",NA,NA,NA,NA,NA,"7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"204","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"R. L. Fróes, R. L. Fróes & R. Lemos",NA,"1945","South America - Neotropics","Brazil","Amazonas","Jauareté, Vaupés, Rio Negro, Estrada dos Macús",NA,NA,NA,NA,NA,NA,NA,"10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"205","2020-09-12 05:00:02-03","US","US","USw15102","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Collector unknown","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"206","2020-09-12 05:00:02-03","US","US","USw15102","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Collector unknown","s.n.",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"207","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Ducke",NA,"1936","South America - Neotropics","Brazil","Amazonas","Cachoeira Grande","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"10","25",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto","Dicotyledonae",NA,NA,NA,"1"
"208","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Ducke",NA,"1929","South America - Neotropics","Brazil","Amazonas","Prope Cachoeira do Mindú","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"9","26",NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto","Dicotyledonae",NA,NA,NA,"1"
"209","2020-09-12 05:00:02-03","US","US","3272267","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"G. Cremers","12651","1991","South America - Neotropics","French Guiana",NA,"Montagnes de la Trinité, Bassin de la Mana","-53.35","4.59",NA,NA,"US00716998","US00716998_01","Prévost, M.-F.","11","10","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"210","2020-09-12 05:00:02-03","US","US","3417495","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"H. D. Clarke","3000","1996","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kamoa Mts., 2 km N of camp on Kamoa River","-58.8344","1.54722",NA,NA,"US00697495",NA,"Pipoly, J. J., III","11","9","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"211","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"P. Kukle",NA,"1989","South America - Neotropics","Brazil","Amazonas","Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 72, depois 6 km Oeste da BR, Fazenda Dimona","-60.08","-2.32",NA,NA,NA,NA,NA,"11","24","50","125","Manaus",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"212","2020-09-12 05:00:02-03","US","US","USw36596","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"Collector unknown","GTW 1199",NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"213","2020-09-12 05:00:02-03","US","US","3435273","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"S. Tiwari","899","1992","South America - Neotropics","Guyana","Essequibo Isl-W. Demerara","Essequibo; Groete Creek, 27 km from Bartica","-58.61","6.61",NA,NA,"US00717082",NA,"Pipoly, J. J., III","9","12","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"214","2020-09-12 05:00:02-03","US","US","3692659","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"R. E. Schultes & I. Cabrera","13960","1951","South America - Neotropics","Colombia","Vaupés","Río Vaupés: Mitú y alrededores.",NA,NA,NA,NA,"US02962327","US02962327_01",NA,"9","8","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"215","2020-09-12 05:00:02-03","US","US","1777104","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. C. Smith","2964","1938","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Akarai Mts., betw. drainage of Mapuera R. (Trombetas trib.) & Shodikar Creek (Essequibo trib.)",NA,NA,NA,NA,"US00716999",NA,"Smith, A. C.","1","19","600","800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"216","2020-09-12 05:00:02-03","US","US","2796678","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Aróstegui V.","87","1963","South America - Neotropics","Peru","Loreto","Iquitos-Río Nanay, depto. Loreto, prov. Maynas.",NA,NA,NA,NA,"US02962329",NA,NA,"1","29","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"217","2020-09-12 05:00:02-03","US","US","2796678","PreservedSpecimen","Plantae",NA,"Theales","Clusiaceae","Moronobea","coccinea","Moronobea coccinea","Aubl.",NA,"A. Aróstegui V.","145","1963","South America - Neotropics","Peru","Loreto","Santa María, Río Nanay. Dpto. Loreto, Prov. Maynas, Dtto. Alto Nanay.",NA,NA,NA,NA,"US02962329",NA,NA,"10","30","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
