"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber"
"11","2019-08-27 13:26:08-03","IAP","PACA-AGP","44131","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.R. Swallen","Rambo, B.","1949","10","24","Brasil","RS","São Leopoldo p. Barreto Vianna",NA,NA,NA,NA,"PACA044131",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"fr.; Habitat: in campestribus alte siccis dumet.","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:08-03","IAP","PACA-AGP","38117","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.R. Swallen","Rambo, B.","1948","11","20","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA038117",NA,"Magnoliophyta","Cyperales",NA,NA,"Morro da Polícia",NA,"conf. J. Mujica Salles em 03.1990 Habitat: in alte graminosis Fenofase: fruto","Liliatae","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:08-03","IAP","PACA-AGP","43652","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Emrich-Rambo","Rambo, B.","1949","09","30","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA043652",NA,"Magnoliophyta","Cyperales",NA,NA,"Morro das Abertas",NA,"Habitat: in campestribus alte siccis gramin. Fenofase: fruto","Liliatae","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:08-03","IAP","PACA-AGP","95676","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","H. Longhi-Wagner","E. Baum","1999","11","13","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"PACA095676",NA,"Magnoliophyta","Cyperales",NA,NA,"Guaritas",NA,"HASU 9204 Habitat: Pedra do Gerivá","Liliatae","50525","auto","2000","12","14",NA,NA,NA,NA,NA
"15","2019-08-27 13:26:08-03","IAP","PACA-AGP","32493","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica Salles","Henz","1945","10","17","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA032493",NA,"Magnoliophyta","Cyperales",NA,NA,"Pareci",NA,"Habitat: in campestribus siccis alte graminosis Fenofase: fruto","Liliatae","21601","auto","1990","03",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:08-03","IAP","PACA-AGP","44038","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.R. Swallen","Rambo, B.","1949","10","21","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA044038",NA,"Magnoliophyta","Cyperales",NA,NA,"Morro do Osso",NA,"conf. J. Mujica Sallés em 03.1990 Habitat: in campestribus alte siccis gramin. Fenofase: fruto","Liliatae","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:08-03","IAP","PACA-AGP","1097","PreservedSpecimen","Plantae","Gramineae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J. Mujica Salles","Rambo, B.","1934","10","17","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA001097",NA,"Magnoliophyta","Cyperales",NA,NA,"ad montem Sapucaia",NA,"Habitat: in campestribus siccis alte graminosis Fenofase: fruto","Liliatae","10287","auto","1990","03",NA,NA,NA,NA,NA,NA
"18","2021-04-07 11:47:39-03","UFMS","CGMS","20466","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.",NA,"F.J.M. Caporal","2007","10","13","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"CGMS1049870",NA,NA,NA,"524",NA,"Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:47:39-03","UFMS","CGMS","20536","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","A. Guglieri","F.J.M. Caporal","2007","10","13","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"CGMS1049930",NA,NA,NA,"594",NA,"Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,NA,"28343","auto","2008","12","03",NA,NA,NA,NA,NA
"20","2020-12-04 13:19:38-03","UDESC","LUSC","3648","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.",NA,"Salles, J.M.","1988","06","28","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"LUSC007371","LUSC007371",NA,NA,NA,NA,"5 Km de Vacaria.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-01-17 11:23:43-02","PUCRS","MPUC","8107","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","C.R. Dillemburg","A.F. Bellan","1988","11","20","Brasil","SC","Campos Novos","-51.2247222","-27.4016667","-51.2247222000","-27.4016667000",NA,NA,NA,"Poales",NA,"South America","Fazenda Aranha, eixo da Barragem de Campos Novos",NA,"Coleta junto a Córrego","Liliopsida",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"22","2021-03-16 17:54:38-03","UCS","HUCS","35110","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Trevisan, R.","Setubal, R.","2008","09","25","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Angiospermae","Poales","919",NA,"Morro São Pedro",NA,"campo seco",NA,"29946","auto",NA,NA,NA,NA,"160","160",NA,NA
"23","2020-12-14 16:14:40-03","UFC","EAC","27256","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Sálles, J.M.","Sacco, J.C.","1954","11","17","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"EAC0027256","EAC0027256","Monocotyledon",NA,"s.n.","Southern America","Institulto Agronômico do Sul, Abundante em poucos locais",NA,NA,NA,"51462","auto","1990","03",NA,NA,NA,NA,NA,NA
"24","2020-11-19 17:20:36-03","UFSM","SMDB","17054","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Scherer, HJ","Scherer, HJ","2014","10","08","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB017054",NA,NA,NA,"57",NA,"Morro Pedra do Lagarto, Distrito de Santo Antão",NA,"Antécio oboval ou subgloboso. Material testemunho de trabalho de Conclusão do Curso de Ciências Biológicas / Bacharelado - UFSM. Aluna: Hulia J. Scherer. Orientadora: Profa. Dra. Liliana Essi",NA,"37819","auto","2016","04","25",NA,NA,NA,NA,NA
"25","2020-12-21 16:40:56-03","MBM","MBM","23355","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","Renvoize, S.A.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"MBM023355","MBM023355",NA,NA,"30757","Southern America","Sete Butieiros",NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-25 09:23:18-03","MNHN","RECOLNAT_MNHN_P","P00644054","PreservedSpecimen",NA,"Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E.Desv.",NA,"Gaudichaud, C.","1833",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00644054","P00644054_01",NA,NA,NA,NA,"Prov. Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00644054' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1555"
"27","2015-09-25 05:37:15-03","MNHN","RECOLNAT_MNHN_P","P00644055","PreservedSpecimen",NA,"Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E.Desv.",NA,"s.c.","1828",NA,NA,"[Uruguay]",NA,NA,NA,NA,NA,NA,"P00644055","P00644055_01",NA,NA,NA,NA,"Montevideo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00644055' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2014-02-09 13:30:00-02","MO","MOBOT","2231441","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Cialdella, A. M.","G. Grüner","1933","10","26","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,"Grüner 1435","South America","Potrero Chico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-07-09 17:05:00-03","MO","MOBOT","2478293","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Renvoize, S. A.","Gert G. Hatschbach",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 30757","South America","Sete Butieiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2013-01-13 18:09:00-02","MO","MOBOT","2478316","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Cialdella, A. M., 08/","Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","7","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1499","South America","Mun. Bom Jardim da Serra, ruta BR-438, km 37, junto a la ruta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-02-28 05:44:00-03","MO","MOBOT","2517760","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Mujica Sallés, J.","P. Izaguirre","1960","11","15","Uruguay","Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Izaguirre de Artuccio 39","South America","Sierra de Animas, Cerro Tupambay, campos de Aznárez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-02-24 05:31:00-03","MO","MOBOT","2517774","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","Cialdella, A. M.","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","26","Uruguay","Artigas",NA,"-56.41","-30.59361",NA,NA,NA,NA,NA,NA,"Seijo 2458","South America","Ruta 30 km 155, pasando el puente de Cañada de Brun",NA,NA,NA,NA,NA,NA,NA,NA,NA,"163.00000000",NA,NA,NA
"33","2013-08-23 04:12:00-03","MO","MOBOT","2974626","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","A. Cialdella","María Amelia Torres","1990","12","8","Argentina","Buenos Aires","General Pueyrredón",NA,NA,NA,NA,NA,NA,NA,NA,"Torres 1226","South America","Sierra de los Padres.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2012-04-16 13:38:00-03","MO","MOBOT","2974663","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","A. Cialdella","* MOORGEN","1988","9","13","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOORGEN 89940","South America","Santa Maria, Faz. Santa Mathilde.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"35","2012-04-06 10:37:00-03","MO","MOBOT","2974695","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","A. Cialdella","Jaime Mujica-Sallés","1988","11","14","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mujica-Sallés 83","South America","PoA, Morro da Polícia.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"36","2014-07-24 10:35:00-03","MO","MOBOT","2974743","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","A. Cialdella","C. Orth","1934","10","18","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orth 1097","South America","S. Leopoldo. In campo sicco.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"37","2012-04-06 09:35:00-03","MO","MOBOT","2974827","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.","A. Cialdella","María Amelia Torres","1990","12","8","Argentina","Buenos Aires","General Pueyrredón",NA,NA,NA,NA,NA,NA,NA,NA,"Torres 1248","South America","Sierra de los Padres.",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"38","2017-11-24 14:12:09-02","UFLA","ESAL","670","S","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.",NA,"H. S. A.",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,"72",NA,NA,NA,"; ; ;",NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-07 11:44:57-03","FUVATES","HVAT","1245","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","E. Freitas","E. Freitas","2003","10","10","Brasil","Rio Grande do Sul","Porto Alegre","-51.23","-30.033056","-51º13'48''W","-30º1'59''S","HVAT00001245",NA,NA,NA,"s.n.",NA,"Morro da Polícia.",NA,NA,NA,NA,NA,"2003","10","10",NA,NA,NA,NA,NA
"40","2021-01-26 14:12:51-03","CPACT","ECT","1949","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Salles | C.C.Mistura | JulianaVillela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001949","ECT0001949","Embryophyta",NA,"3210",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","08",NA,"40","40",NA,NA
"41","2021-01-26 14:12:51-03","CPACT","ECT","1952","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Salles | C.C.Mistura | JulianaVillela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001952","ECT0001952","Embryophyta",NA,"3234",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","07",NA,"40","40",NA,NA
"42","2021-01-26 14:12:51-03","CPACT","ECT","1953","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; C.Mistura | I.Goulart | M.Magalhães","2011","12","05","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001953","ECT0001953","Embryophyta",NA,"3331",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","07",NA,"40","40",NA,NA
"43","2021-01-26 14:12:51-03","CPACT","ECT","1950","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Salles | C.C.Mistura | JulianaVillela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001950","ECT0001950","Embryophyta",NA,"3211",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","08",NA,"40","40",NA,NA
"44","2021-01-26 14:12:51-03","CPACT","ECT","1954","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","M.M.Marchi","M.M.Marchi; M.Magalhães","2012","10","18","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001954","ECT0001954","Embryophyta",NA,"3883",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","10","18",NA,"40","40",NA,NA
"45","2021-01-26 14:12:51-03","CPACT","ECT","1948","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Salles | C.C.Mistura | JulianaVillela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001948","ECT0001948","Embryophyta",NA,"3203",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","07",NA,"40","40",NA,NA
"46","2021-01-26 14:12:51-03","CPACT","ECT","1951","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Salles | C.C.Mistura | JulianaVillela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001951","ECT0001951","Embryophyta",NA,"3232",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","07",NA,"40","40",NA,NA
"47","2021-01-26 14:12:51-03","CPACT","ECT","1917","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","Desv.","J.Mujica","M.M.Marchi; J.M.Sallés | C.C.Mistura | J.Villela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","-51.356389","-30.522778","51º21'23''W","30º31'22''S","ECT0001917","ECT0001917","Embryophyta",NA,"3233",NA,"Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.",NA,NA,NA,NA,NA,"2012","05","07",NA,"40","40",NA,NA
"48","2020-09-12 05:00:02-03","US","US","1258791","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"O. Kuntze",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","s.n.","South America","Tandil.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2770437","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. Mattos","1956","1","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","3199","South America","Saõ Joaquim, Luvernadinha.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2205278","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. C. Sacco","1954","11","17","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","239","South America","IAS. - Pelotas - R.G.S. Mato do Hôrto Botânico.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","1961677","PreservedSpecimen","Plantae","Poaceae","Piptochaetium","ruprechtianum","Piptochaetium ruprechtianum","E. Desv.",NA,"J. R. Swallen","1945","11","28","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7460B","South America","Hillside, near bank of small arroyo, Fazenda Experimental de Criacão Bagé.",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
