"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","typeStatus"
"111","2021-02-08 12:44:34-03","UFRGS","ICN","125136","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","08","América do Sul","Brasil","próximo a Caçapava do Sul 30°28'59 S 53°22'03 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012290","ICN00012290","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.3675","-30.483056",NA,NA,"-53.3675","-30.483056",NA,"76","76",NA,NA,NA
"112","2021-02-08 12:44:34-03","UFRGS","ICN","125137","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","09","América do Sul","Brasil","Caçapava do Sul - Lavras, 30°36'33 S 53°31'42 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012289","ICN00012289","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.528333","-30.609167",NA,NA,"-53.528333","-30.609167",NA,"401","401",NA,NA,NA
"113","2021-02-08 12:44:34-03","UFRGS","ICN","126104","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","08","América do Sul","Brasil","próximo à Caçapava do Sul 30°29'00 S 53°22'04 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012287","ICN00012287","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.367778","-30.483333",NA,NA,"-53.367778","-30.483333",NA,"94","94",NA,NA,NA
"114","2021-02-08 12:44:34-03","UFRGS","ICN","126109","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","08","América do Sul","Brasil","BR 392","Espécie ameaçada de extinção (Vulnerável).","ICN00012286","ICN00012286","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.47","-30.508056",NA,NA,"-53.47","-30.508056",NA,"290","290",NA,NA,NA
"115","2021-02-08 12:44:34-03","UFRGS","ICN","126142","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; Koehler, P","2001","11","29","América do Sul","Brasil","Km 60 Santo Antônio da Patrulha","Espécie ameaçada de extinção (Vulnerável).","ICN00012307","ICN00012307","Dicotyledon","Lorenz, AP; Koehler, P",NA,NA,NA,"s.n.","RS","RS 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-08 12:44:34-03","UFRGS","ICN","126143","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; Koehler, P","2001","11","29","América do Sul","Brasil","Km 60 Santo Antônio da Patrulha","Espécie ameaçada de extinção (Vulnerável).","ICN00012306","ICN00012306","Dicotyledon","Lorenz, AP; Koehler, P",NA,NA,NA,"s.n.","RS","RS 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-08 12:44:34-03","UFRGS","ICN","127820","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K","1982","10","06","América do Sul","Brasil","Fazenda Faxinal","Espécie ameaçada de extinção (Vulnerável).","ICN00012308","ICN00012308","Dicotyledon","Cervi, AC","1992","11","10","13998","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131","29956","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:44:34-03","UFRGS","ICN","140531","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K","1981","11","22","América do Sul","Brasil","Fazenda Faxinal","Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.","ICN00012310","ICN00012310 ICN00012310_1","Dicotyledon",NA,NA,NA,NA,"13710","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131","29956","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:44:34-03","UFRGS","ICN","127101","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","09","09","América do Sul","Brasil","RS 332, Km 128 entre Espumoso e Soledade","Espécie ameaçada de extinção (Vulnerável).; Com flores.; Beira da estrada; estava associado a um Pinus.","ICN00012301","ICN00012301 ICN00012301_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Espumoso","-52.8497009277344","-28.7247009277344","39479","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:44:34-03","UFRGS","ICN","140535","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K","1965","01","31","América do Sul","Brasil","Granja Sodol","Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.; Cultivada.","ICN00012314","ICN00012314 ICN00012314_1","Dicotyledon",NA,NA,NA,NA,"3262","RS","Giruá","-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 12:44:34-03","UFRGS","ICN","140534","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K",NA,NA,NA,"América do Sul","Brasil","Granja Sodol","Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.","ICN00012316","ICN00012316 ICN00012316_1","Dicotyledon",NA,NA,NA,NA,"3898","RS","Giruá","-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:44:34-03","UFRGS","ICN","140533","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K",NA,NA,NA,"América do Sul","Brasil","Granja Sodol","Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.; Cultivada.","ICN00012280","ICN00012280 ICN00012280_1","Dicotyledon",NA,NA,NA,NA,"4853","RS","Giruá","-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-08 12:44:34-03","UFRGS","ICN","140532","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Hagelund, K",NA,NA,NA,"América do Sul","Brasil","Granja Sodol","Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.","ICN00012311","ICN00012311","Dicotyledon",NA,NA,NA,NA,"1376","RS","Giruá","-54.3497009277344","-28.028299331665","23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-08 12:44:34-03","UFRGS","ICN","029766","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Irgang, B","1975","10",NA,"América do Sul","Brasil",NA,NA,"ICN00012275","ICN00012275","Dicotyledon","Bueno, RM","1982","10","21","s.n.","RS","Guaíba","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:44:34-03","UFRGS","ICN","127100","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","09","09","América do Sul","Brasil","BR 386 Km 330","Espécie ameaçada de extinção (Vulnerável).; Com flores.; beira da estrada, de grande porte ocupava o dossel de várias árvores.","ICN00012302","ICN00012302 ICN00012302_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Marques de Souza","-52.0924987792969","-29.3274993896484","20418","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:44:34-03","UFRGS","ICN","152109","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Silvério, A","2007","10","13","América do Sul","Brasil","anel viário campus do Vale da UFRGS","Planta escandente. Coleta de ramos com cerca de 2m de altura.; Em borda de mata, próxima a mata de entorno às margens do anel viário do Campus do Vale.","ICN00012281","ICN00012281 ICN00012281_1","Dicotyledon",NA,NA,NA,NA,"s.n.","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 12:44:34-03","UFRGS","ICN","106440","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Brack, P","1994","11","10","América do Sul","Brasil","Campus UFRGS","Beira de mata","ICN00012276","ICN00012276 ICN00012276_1","Dicotyledon","Mondin, C","1997","09","17","441","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:44:34-03","UFRGS","ICN","000372","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Schultz, AR","1941","10","04","América do Sul","Brasil","Glória, num açoita-cavalo",NA,"ICN00012278","ICN00012278 ICN00012278_1","Dicotyledon","Cervi, AC","1991","02","21","372","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:44:34-03","UFRGS","ICN","152108","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Silvério, A","2007","10","16","América do Sul","Brasil","Ipanema","Planta escandente. Coleta de ramos com cerca de 2m de altura.; Em borda de mata, próxima a mata do Clube do Professor Gaúcho.","ICN00012313","ICN00012313","Dicotyledon",NA,NA,NA,NA,"s.n.","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:44:34-03","UFRGS","ICN","135512","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lima, LFP","2004","09","07","América do Sul","Brasil","Morro São Caetano","Espécie ameaçada de extinção (Vulnerável).; Liana glabra; Flores brancas; Fruto laranja.; Beira de mata","ICN00012283","ICN00012283","Dicotyledon","Lima, LFP",NA,NA,NA,"22","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:44:34-03","UFRGS","ICN","127113","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; Muschner, V","2000","10","28","América do Sul","Brasil","Ponta do Cego Reserva Biológica do Lami","Espécie ameaçada de extinção (Vulnerável).; Com flores e frutos imaturos; beira do mato.","ICN00012297","ICN00012297","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:44:34-03","UFRGS","ICN","126141","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; Koehler, P","2001","11","29","América do Sul","Brasil","Km 60 RS 30","Espécie ameaçada de extinção (Vulnerável).","ICN00012285","ICN00012285","Dicotyledon","Lorenz, AP; Koehler, P",NA,NA,NA,"s.n.","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666","29157","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:44:34-03","UFRGS","ICN","127098","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","10","10","América do Sul","Brasil","RS 30 Km 60","Espécie ameaçada de extinção (Vulnerável).; Indivíduo de grande porte; ocupava a parte mais alta de árvores da beira da estrada.","ICN00012303","ICN00012303 ICN00012303_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666","29157","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:44:34-03","UFRGS","ICN","127096","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","10","10","América do Sul","Brasil","RS 30 Km 60","Espécie ameaçada de extinção (Vulnerável).; Indivíduo de grande porte; ocupava a parte mais alta de árvores da beira da estrada.","ICN00012309","ICN00012309 ICN00012309_1 ICN00012309_2","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666","29157","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:44:34-03","UFRGS","ICN","127095","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","10","10","América do Sul","Brasil","RS 30 Km 60","Espécie ameaçada de extinção (Vulnerável).; Indivíduo de grande porte; ocupava a parte mais alta de árvores da beira da estrada.","ICN00012305","ICN00012305 ICN00012305_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666","29157","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:44:34-03","UFRGS","ICN","127097","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","10","10","América do Sul","Brasil","RS 30 Km 60","Espécie ameaçada de extinção (Vulnerável).; Indivíduo de grande porte; ocupava a parte mais alta de árvores da beira da estrada.","ICN00012304","ICN00012304","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666","29157","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:44:34-03","UFRGS","ICN","127106","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","09","07","América do Sul","Brasil","em frente ao sítio arqueológico de São Miguel das Missões","Espécie ameaçada de extinção (Vulnerável).; Vegetativo; associado a um cinamomo.","ICN00012299","ICN00012299 ICN00012299_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS","São Miguel das Missões","-54.55419921875","-28.5627994537354","54012","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-02-08 12:44:34-03","UFRGS","ICN","125472","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","11","14","América do Sul","Brasil","BR 290, próximo a Dom Pedrito 30°21'15 S 53°57'18 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012288","ICN00012288","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Dom Pedrito","-53.955","-30.354167",NA,NA,"-53.955","-30.354167",NA,"113","113",NA,NA,NA
"139","2021-02-08 12:44:34-03","UFRGS","ICN","116328","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Carneiro, AM","1996","12","10","América do Sul","Brasil","Gal. Câmara","Espécie ameaçada de extinção (Vulnerável).; ruderal","ICN00012295","ICN00012295","Dicotyledon","Carneiro, AM",NA,NA,NA,"717","RS","Santo Amaro",NA,NA,NA,NA,NA,NA,NA,"20","20",NA,NA,NA
"140","2021-02-08 12:44:34-03","UFRGS","ICN","125120","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","10","América do Sul","Brasil","Pedra do Segredo 30°32'16 S 53°33'26 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012294","ICN00012294","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.557222","-30.537778",NA,NA,"-53.557222","-30.537778",NA,"215","215",NA,NA,NA
"141","2021-02-08 12:44:34-03","UFRGS","ICN","125124","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","10","América do Sul","Brasil","Pedra do Segredo 30°32'16 S 53°33'26 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012293","ICN00012293","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.557222","-30.537778",NA,NA,"-53.557222","-30.537778",NA,"215","215",NA,NA,NA
"142","2021-02-08 12:44:34-03","UFRGS","ICN","125126","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, AP; et al.","2002","10","08","América do Sul","Brasil","BR 153, próximo a Caçapava do Sul 30°28'57 S 53°22'04 W","Espécie ameaçada de extinção (Vulnerável).","ICN00012292","ICN00012292","Dicotyledon","Lorenz, AP",NA,NA,NA,"s.n.","RS","Caçapava do Sul","-53.367778","-30.4825",NA,NA,"-53.367778","-30.4825",NA,"82","82",NA,NA,NA
"143","2021-02-08 12:44:34-03","UFRGS","ICN","127105","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","09","07","América do Sul","Brasil","BR 386, Km 375","Espécie ameaçada de extinção (Vulnerável).; Indivíduo de grande porte com flores.; na beira da estrada.","ICN00012300","ICN00012300 ICN00012300_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-02-08 12:44:34-03","UFRGS","ICN","127108","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Lorenz, A; et al.","2001","09","07","América do Sul","Brasil","estrada de acesso a Lagoa dos Três Cantos","Espécie ameaçada de extinção (Vulnerável).; Com flores; estava num mato de eucaliptos.","ICN00012298","ICN00012298 ICN00012298_1","Dicotyledon","Lorenz, A",NA,NA,NA,"s.n.","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-08 12:44:34-03","UFRGS","ICN","152092","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Dettke, GA","2007","09","28","América do Sul","Brasil","Morro São Maximiliano 30°10' 50S 51°22' 54W","Trepadeira até 5 m de altura, sobre a copa. Pouco frequente no topo do morro próximo aos afloramentos graníticos com cactáceas.","ICN00012312","ICN00012312","Dicotyledon","Dettke, GA",NA,NA,NA,"59","RS","Guaíba","-51.381667","-30.180556",NA,NA,"-51.381667","-30.180556",NA,NA,NA,NA,NA,NA
"146","2021-02-08 12:44:34-03","UFRGS","ICN","162535","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Durigon, J","2008","10","21","América do Sul","Brasil","Fazenda São Maximiano (Coordenadas da sede: 30°10'47 S e 51°23'33 W)","Trepadeira lenhosa gavinhosa.; Borda de mata de encosta.","ICN00012279","ICN00012279","Dicotyledon","Durigon, J",NA,NA,NA,"224","RS","Guaíba","-51.3925","-30.179722",NA,NA,"-51.3925","-30.179722",NA,NA,NA,NA,NA,NA
"147","2021-02-08 12:44:34-03","UFRGS","ICN","164101","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Dettke, GA","2009","12","02","América do Sul","Brasil",NA,"trepadeira em borda de mata, frutos imaturos","ICN00012315","ICN00012315","Dicotyledon","Dettke, GA",NA,NA,NA,"366","RS","Quaraí","-56.1","-30.366667",NA,NA,"-56.1","-30.366667",NA,NA,NA,NA,NA,NA
"148","2021-02-08 12:44:34-03","UFRGS","ICN","193960","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Köhler, M; Santos, E; Köhler, MS","2017","01","04","América do Sul","Brasil","Morro da Ponta Grossa","Trepadeira, com gavinhas, sobre a vegetação de borda florestal; com frutos, amarelos, esféricos, cerca 4-5 cm diâmetro, casca não-rígida, muito aromático, polpa (arilo) com sabor extremamente agradável.; Borda de mata, encosta do Morro","ICN00029521",NA,"Dicotyledon","Köhler, M","2017","01","04","127","RS","Porto Alegre","-51.230278","-30.188056",NA,NA,"-51.230278","-30.188056",NA,"25","25",NA,NA,NA
"149","2021-02-08 12:44:34-03","UFRGS","ICN","193961","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Köhler, M; Santos, E; Köhler, MS","2017","01","08","América do Sul","Brasil","Estrada da Serraria","Trepadeira, com gavinhas, sobre a vegetação de borda florestal; com frutos, amarelos, esféricos, cerca 4-5 cm diâmetro, casca não-rígida, muito aromático, polpa (arilo) com sabor extremamente agradável.; Borda de mata alterada, antigo r","ICN00029522",NA,"Dicotyledon","Köhler, M","2017","01","08","129","RS","Porto Alegre","-51.215833","-30.146944",NA,NA,"-51.215833","-30.146944",NA,"20","20",NA,NA,NA
"150","2021-02-08 12:44:34-03","UFRGS","ICN","176558","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Schmidt-Silveira, F","2011","11","03","América do Sul","Brasil","Av. Bento Gonçalves, próximo ao IPH",NA,NA,NA,"Dicotyledon","Seger, GDS",NA,NA,NA,"86","RS","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-02-08 12:44:34-03","UFRGS","ICN","188155","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Rabuske, C","2016","10","09","América do Sul","Brasil","Monte Belo","Trepadeira subindo a 6m de altura. Flores e frutos imaturos.; Sob árvore isolada em beira de estrada na subida para o topo do Monte.","ICN00029474",NA,"Dicotyledon","Rabuske, C","2016","10","09","132","RS","Venâncio Aires","-52.1918983459473","-29.6063995361328","37026","auto",NA,NA,NA,"300","300",NA,NA,NA
"152","2021-02-08 12:44:34-03","UFRGS","ICN","094778","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Castro, LO","1989","09","26","América do Sul","Brasil","EEFV",NA,"ICN00012277","ICN00012277","Dicotyledon",NA,NA,NA,NA,"s.n.","RS","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-02-08 12:44:34-03","UFRGS","ICN","115068","S","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Triana & Planch.","Venturi, S; Waechter, JL","1997","11","19","América do Sul","Brasil","Morro Grande","Espécie ameaçada de extinção (Vulnerável). Duplicata no herbário FLOR (UFSC); Liana lenhosa. Planta com 25cm de PAP. Fruto baga, de cor AMARELA.; em interior de floresta arenícola.","ICN00012296","ICN00012296","Dicotyledon","Venturi, S",NA,NA,NA,"17","RS","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,"35","35",NA,NA,NA
"154","2020-11-10 11:06:29-03","FEPAGRO","BLA","13180","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","A. Pott","1969","02","05",NA,"Brasil","Estação Experimental","Habitat: Cultivado","BLA013180",NA,"Spermatophyta","J. R. Mattos","1988","01","01","T305","Rio grande do Sul","Tupanciretã","-53.8358001708984","-29.0806007385254","59498","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84254","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Mattos, J.","1981","01",NA,NA,"Brasil","Barra do Ribeiro,","maracujá-de -estalo; ; Fruto maduro de cor amarela.","HAS0084254",NA,"Magnoliophyta",NA,NA,NA,NA,"23255","Rio Grande do Sul","Barra do Ribeiro","-51.3011016845703","-30.2910995483398","31686","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","20844","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Nilson, A.D.","1982","09",NA,NA,"Brasil","Br 290 km 185, Fazenda do Lajeado, do Sr. José A. Figueiró.","maracujá-de -estalo; ; Flores brancas, cálice esverdeado, estames roxos com base vinhosa, numerosa.","HAS0020844",NA,"Magnoliophyta",NA,NA,NA,NA,"146","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016","71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","3164","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Aguiar, L.","1975","09",NA,NA,"Brasil","Canoas,","maracujá-de -estalo;","HAS0003164",NA,"Magnoliophyta",NA,NA,NA,NA,"s.n.","Rio Grande do Sul","Canoas","-51.1836013793945","-29.9178009033203","8037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84257","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Silveira, N.","1981","11",NA,NA,"Brasil","Morretes, Trigo Velho","maracujá-de -estalo; ; Fruto imaturo, verde.","HAS0084257",NA,"Magnoliophyta",NA,NA,NA,NA,"110","Rio Grande do Sul","Canoas","-51.1836013793945","-29.9178009033203","8037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","4991","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Irgang, B.E.","1975","10",NA,NA,"Brasil","Guaíba,","maracujá-de -estalo;","HAS0004991",NA,"Magnoliophyta",NA,NA,NA,NA,"s.n.","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","84269","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Mattos, J.","1979","10",NA,NA,"Brasil","Horto Florestal do IBDF,","maracujá-de -estalo; ;","HAS0084269",NA,"Magnoliophyta",NA,NA,NA,NA,"19756","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-08-26 10:50:21-03","MCN-FZBRS","HAS","82288","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","elegans","Passiflora elegans","Mast.","Tavares, L.","1995","12",NA,NA,"Brasil","Morro da Tapera,","maracujá-de -estalo; Frutos amarelados.","HAS0082288",NA,"Magnoliophyta",NA,NA,NA,NA,"s.n.","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
